"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474400","FPKM.SRR8474410","FPKM.SRR8474431","FPKM.SRR8474441","..files.pituitary_mean_female","..files.pituitary_mean_male"
"18","ENSRNOG00000000464","+","Rxrb","chr20",3827966,3828066,NA,NA,1.75469340336e-06,5.45208307473e-06,"0.0,0.088,0.138",0,"RI","20","Rxrb",14.0565581684486,15.2084247657401,7.3023347602756,11.4425707752435,11.3177767670864,4.68551938948287
"19","ENSRNOG00000000465","-","Slc39a7","chr20",3822030,3822427,NA,NA,0.00110515549682,0.0392355280543,"0.925,1.0,0.962",0.894,"SE","20","Slc39a7",85.6394171612776,121.876198501183,55.6002798813091,112.716924917981,96.731134433491,28.5464723870925
"20","ENSRNOG00000000466","-","Hsd17b8","chr20",3817649,3817403,NA,NA,0.00355359820262,0.0421355215454,"0.972,1.0,1.0",0.945,"A3SS","20","Hsd17b8",19.5573882019584,18.2180373904529,13.2433115538556,17.3791206891065,16.2801565444717,6.5191294006528
"21","ENSRNOG00000000466","-","Hsd17b8","chr20",3817403,3817574,NA,NA,6.35314699582e-06,1.72726183949e-05,"0.048,0.169,0.437",0.038,"RI","20","Hsd17b8",19.5573882019584,18.2180373904529,13.2433115538556,17.3791206891065,16.2801565444717,6.5191294006528
"22","ENSRNOG00000000466","-","Hsd17b8","chr20",3818093,3818183,NA,NA,2.81813106184e-09,1.81612890652e-08,"0.02,0.104,0.197",0.014,"RI","20","Hsd17b8",19.5573882019584,18.2180373904529,13.2433115538556,17.3791206891065,16.2801565444717,6.5191294006528
"23","ENSRNOG00000000473","+","Pfdn6","chr20",5456019,5456128,NA,NA,5.49337042521e-09,3.29602225513e-08,"0.0,0.434,0.62",0.002,"RI","20","Pfdn6",21.4906526498486,19.8259412431887,20.5080314783047,19.4841127608476,19.939361827447,7.16355088328287
"24","ENSRNOG00000000474","-","Rgl2","chr20",5460488,5460577,NA,NA,0.0201090871146,0.0346433778014,"0.014,0.135,0.094",0.015,"RI","20","Rgl2",18.4493235081016,13.4006896012092,7.11828328609432,12.4842551726723,11.0010760199919,6.14977450270053
"25","ENSRNOG00000000480","+","Phf1","chr20",5529708,5529795,NA,NA,8.61492762344e-05,0.000194674987854,"0.008,0.073,0.048",0.005,"RI","20","Phf1",39.9009148028088,22.3267521777013,14.058739874176,28.9411642292921,21.7755520937231,13.3003049342696
"26","ENSRNOG00000000480","+","Phf1","chr20",5530270,5530391,NA,NA,6.08504358013e-11,5.04189325211e-10,"0.002,0.47,0.386",0.001,"RI","20","Phf1",39.9009148028088,22.3267521777013,14.058739874176,28.9411642292921,21.7755520937231,13.3003049342696
"27","ENSRNOG00000000480","+","Phf1","chr20",5530270,5530402,NA,NA,1.72694572054e-05,4.35490659962e-05,"0.003,1.0,0.333",0.001,"RI","20","Phf1",39.9009148028088,22.3267521777013,14.058739874176,28.9411642292921,21.7755520937231,13.3003049342696
"28","ENSRNOG00000000480","+","Phf1","chr20",5530070,5530165,NA,NA,1.15372688333e-05,2.95218349558e-05,"0.089,0.352,0.348",0.085,"RI","20","Phf1",39.9009148028088,22.3267521777013,14.058739874176,28.9411642292921,21.7755520937231,13.3003049342696
"29","ENSRNOG00000000481","-","Cuta","chr20",5532843,5532962,NA,NA,7.2284722652e-10,4.8375160544e-09,"0.013,0.075,0.105",0.006,"RI","20","Cuta",15.8137187457733,14.2427555241077,12.758982222918,16.5237463494051,14.5084946988103,5.27123958192443
"30","ENSRNOG00000000520","+","Srsf3","chr20",6294211,6294667,NA,NA,0.000476258019195,0.021410626315,"0.038,0.339,0.181",0.063,"SE","20","Srsf3",45.6723579994329,50.7671858604915,71.641642047637,49.3000701758034,57.2362993613106,15.2241193331443
"31","ENSRNOG00000000524","+","RGD735065","chr20",6883689,6883897,NA,NA,0.000992097148222,0.036095416709,"0.965,1.0,1.0",0.929,"SE","20","RGD735065",11.8379243663021,13.3397583341866,11.9037785764487,12.5876844426344,12.6104071177566,3.94597478876737
"32","ENSRNOG00000000524","+","RGD735065","chr20",6883689,6883897,NA,NA,0.00144781668877,0.0475853140551,"0.651,1.0,0.983",0.61,"SE","20","RGD735065",11.8379243663021,13.3397583341866,11.9037785764487,12.5876844426344,12.6104071177566,3.94597478876737
"33","ENSRNOG00000000525","+","Pi16","chr20",6931077,6931934,NA,NA,0.000113999835554,0.000251088245397,"0.016,0.801,0.699",0.032,"RI","20","Pi16",15.6682939301435,6.4682027,4.3898985631579,8.8273197569378,6.56180700669857,5.22276464338117
"34","ENSRNOG00000000525","+","Pi16","chr20",6931077,6931734,NA,NA,0.000462103379591,0.00569927501496,"0.393,0.838,0.738",0.298,"A5SS","20","Pi16",15.6682939301435,6.4682027,4.3898985631579,8.8273197569378,6.56180700669857,5.22276464338117
"35","ENSRNOG00000000525","+","Pi16","chr20",6931734,6931934,NA,NA,2.8088642523e-14,3.05463987438e-13,"0.0,0.201,0.275",0.001,"RI","20","Pi16",15.6682939301435,6.4682027,4.3898985631579,8.8273197569378,6.56180700669857,5.22276464338117
"36","ENSRNOG00000000576","-","Anapc16","chr20",29547493,29547568,29553081,29553248,0.000167936162869,0.00227617062183,"0.152,0.441,0.365",0.126,"MXE","20","Anapc16",23.42767,18.676609,21.237787,16.447477,18.787291,7.80922333333333
"37","ENSRNOG00000000763","-","RT1-M3-1","chr20",1816303,1816417,1816521,1816797,0.00039579029648,0.00482608813127,"0.438,0.494,0.614",0.344,"MXE","20","RT1-M3-1",16.7071428142549,12.6208483326134,13.8940954535637,12.5569547397408,13.023966175306,5.56904760475163
"38","ENSRNOG00000000774","-","Gabbr1","chr20",1981254,1981130,NA,NA,0.000147944361179,0.00306984549446,"0.712,1.0,0.971",0.568,"A3SS","20","Gabbr1",35.9842221420514,27.9454502616892,25.278703508535,28.2975295207065,27.1738944303102,11.9947407140171
"39","ENSRNOG00000000779","+","Znrd1","chr20",2089076,2089177,NA,NA,3.73282449529e-05,0.00311737339612,"0.937,0.968,1.0",0.873,"SE","20","Znrd1",12.1770936139295,10.2607848271711,11.4628257067928,12.8341771470335,11.5192625603325,4.05903120464317
"40","ENSRNOG00000000786","+","Rpp21","chr20",2515781,2515875,NA,NA,8.83009845631e-05,0.00019697911941,"0.008,0.205,0.187",0.008,"RI","20","Rpp21",5.97030785453475,3.61246027385159,3.06579387750294,4.55280654770318,3.7436868996859,1.99010261817825
"41","ENSRNOG00000000809","+","Atat1","chr20",3352497,3352665,NA,NA,0.00369300128725,0.00676402341033,"0.001,0.031,0.112",0.001,"RI","20","Atat1",13.2367872571828,10.4234399684757,8.40816925917797,10.9172109848364,9.91627340416336,4.41226241906093
"42","ENSRNOG00000000826","-","Flot1","chr20",3430282,3430706,NA,NA,0.0137199888221,0.0241139197479,"0.003,0.036,0.075",0.004,"RI","20","Flot1",19.1908565532586,11.9393135939033,13.1431433370708,12.1620973924317,12.4148514411353,6.39695218441953
"43","ENSRNOG00000000842","+","Ddah2","chr20",5050367,5050411,NA,NA,0.000270687488038,0.0137494010428,"0.061,0.0,0.0",0.111,"SE","20","Ddah2",22.4586995914205,8.7703859092827,8.77389907243319,8.62946932841069,8.72458477004219,7.48623319714017
"44","ENSRNOG00000000875","+","Fhl1","chrX",159170425,159170625,NA,NA,5.13238749568e-05,0.00398813699871,"0.245,0.463,0.546",0.17,"SE","X","Fhl1",30.0808974728302,25.7347921649057,29.3995991954717,26.893339369434,27.3425769099371,10.0269658242767
"45","ENSRNOG00000000922","-","Sumf2","chr12",30483278,30483390,30486503,30486679,5.06609988404e-07,1.12646220951e-05,"0.0,0.313,0.37",0.01,"MXE","12","Sumf2",6.87071137721022,5.32912917563851,5.23350127544204,5.46379830805501,5.34214291971185,2.29023712573674
"46","ENSRNOG00000000942","-","Pan3","chr12",9273124,9273272,9309986,9310057,6.51690600373e-08,1.63018486946e-06,"0.993,0.585,0.644",0.993,"MXE","12","Pan3",14.594958,16.106434,17.428518,12.616488,15.3838133333333,4.864986
"47","ENSRNOG00000000996","-","Arpc1a","chr12",11277713,11277789,11280533,11280746,5.47022978803e-07,1.20842348954e-05,"0.43,0.498,0.519",0.315,"MXE","12","Arpc1a",64.5600857074967,53.7801902556894,60.2070527115127,52.636795083668,55.5413460169567,21.5200285691656
"48","ENSRNOG00000001032","+","Ccz1b","chr12",12641517,12641875,NA,NA,0.00501401907539,0.00899421978472,"0.006,0.046,0.073",0.006,"RI","12","Ccz1b",11.2461860811565,10.9060872751712,14.4161291037281,9.44624606264266,11.589487480514,3.74872869371883
"49","ENSRNOG00000001032","+","Ccz1b","chr12",12659068,12659915,NA,NA,0,0,"0.001,0.164,0.26",0,"RI","12","Ccz1b",11.2461860811565,10.9060872751712,14.4161291037281,9.44624606264266,11.589487480514,3.74872869371883
"50","ENSRNOG00000001092","+","Kl","chr12",980061,980330,NA,NA,9.17362667971e-05,0.00609851267118,"0.834,1.0,1.0",0.637,"SE","12","Kl",0.86441,0.424014,0.439662,0.427471,0.430382333333333,0.288136666666667
"51","ENSRNOG00000001114","-","Wipi2","chr12",13972500,13972665,13973746,13973854,7.73855424185e-11,3.5576434501e-09,"0.993,0.569,0.577",0.991,"MXE","12","Wipi2",31.337982,28.555449,26.281675,25.55234,26.796488,10.445994
"52","ENSRNOG00000001136","+","Pebp1","chr12",45028072,45028182,NA,NA,0,0,"1.0,1.0,1.0",0.95,"SE","12","Pebp1",98.336319,66.664223,23.913754,66.655815,52.411264,32.778773
"53","ENSRNOG00000001143","-","Cit","chr12",46336485,46336482,NA,NA,0.0038517618411,0.0430836069561,"0.22,0.324,0.198",0.343,"A3SS","12","Cit",5.98966967154922,14.2503148774083,3.24112159567168,11.9814799678015,9.82430548029382,1.99655655718307
"54","ENSRNOG00000001182","+","Ndufv3","chr20",10271414,10272464,NA,NA,4.64614842821e-06,0.000668902853772,"0.05,0.35,0.363",0.062,"SE","20","Ndufv3",53.4917824122919,41.020669659411,38.884852731114,41.2404948079385,40.3820057328212,17.8305941374306
"55","ENSRNOG00000001187","-","Oasl","chr12",47450866,47451149,NA,NA,0.0014787684775,0.0483992466687,"1.0,1.0,1.0",0.904,"SE","12","Oasl",4.313113,2.485234,2.178311,2.639079,2.434208,1.43770433333333
"56","ENSRNOG00000001238","+","Rsrc2","chr12",38282289,38282311,NA,NA,1.35184571759e-07,4.80870833828e-06,"0.019,0.147,0.152",0.018,"A3SS","12","Rsrc2",58.4075795233821,57.8324397798772,87.4884561053377,57.4143462810581,67.5784140554243,19.4691931744607
"57","ENSRNOG00000001247","+","Clip1","chr12",38448789,38448795,NA,NA,1.56803323127e-05,0.00159294527438,"0.008,0.0,0.0",0.042,"SE","12","Clip1",16.753242347048,14.4737245550627,17.1048353259407,14.6880434282655,15.4222011030896,5.58441411568267
"58","ENSRNOG00000001269","-","Ppp1cc","chr12",39864598,39865480,NA,NA,8.1023639722e-05,0.000185501490942,"0.183,0.743,0.86",0.15,"RI","12","Ppp1cc",101.787644263872,88.3192554073161,125.343589087135,82.0307359609535,98.5645268184682,33.929214754624
"59","ENSRNOG00000001273","+","Psmg3","chr12",16899553,16899790,NA,NA,5.93919786784e-06,0.000810320676538,"1.0,1.0,1.0",0.936,"SE","12","Psmg3",18.8563,16.71286,17.291491,17.376814,17.127055,6.28543333333333
"60","ENSRNOG00000001274","-","Vps29","chr12",39691345,39691581,39693708,39693900,0.00214788678399,0.0205255922448,"0.148,0.2,0.269",0.131,"MXE","12","Vps29",26.2217828015267,24.4073280506593,40.6434848785566,22.8178550430257,29.2895559907472,8.74059426717557
"61","ENSRNOG00000001274","-","Vps29","chr12",39697183,39697195,NA,NA,2.77042659913e-06,0.000448369662081,"0.331,0.0,0.347",0.642,"SE","12","Vps29",26.2217828015267,24.4073280506593,40.6434848785566,22.8178550430257,29.2895559907472,8.74059426717557
"62","ENSRNOG00000001299","-","Sun1","chr12",17506361,17506472,NA,NA,0.00013940731271,0.00832435472612,"0.92,0.927,0.945",0.843,"SE","12","Sun1",46.5917182163799,43.2600471734916,40.8803888170584,39.7391705008481,41.2932021637994,15.5305727387933
"63","ENSRNOG00000001299","-","Sun1","chr12",17506361,17506472,17507665,17507863,1.35667011181e-07,3.22754665761e-06,"0.991,0.79,0.755",0.981,"MXE","12","Sun1",46.5917182163799,43.2600471734916,40.8803888170584,39.7391705008481,41.2932021637994,15.5305727387933
"64","ENSRNOG00000001303","-","Specc1l","chr20",14360066,14361700,14365378,14365532,0.00364329728115,0.0311419531419,"0.837,0.356,0.491",0.817,"MXE","20","Specc1l",18.538342,17.128574,15.617107,14.453621,15.7331006666667,6.17944733333333
"65","ENSRNOG00000001312","+","Pdgfa","chr12",17735142,17735340,NA,NA,6.39787352265e-05,0.00475123094798,"0.787,1.0,1.0",0.632,"SE","12","Pdgfa",8.29073093601269,3.57629152987837,4.09800162559492,4.20686483289265,3.96038599612198,2.7635769786709
"66","ENSRNOG00000001345","+","Mapkapk5","chr12",40519425,40519515,40520649,40520745,3.11013844196e-05,0.000492125161839,"0.388,0.095,0.102",0.448,"MXE","12","Mapkapk5",24.5731290357143,22.6477274143991,19.7547400600907,19.209631893424,20.5373664559713,8.19104301190477
"67","ENSRNOG00000001345","+","Mapkapk5","chr12",40516777,40516875,40519425,40519515,0.000101618584328,0.00146485772832,"0.031,0.211,0.222",0.025,"MXE","12","Mapkapk5",24.5731290357143,22.6477274143991,19.7547400600907,19.209631893424,20.5373664559713,8.19104301190477
"68","ENSRNOG00000001345","+","Mapkapk5","chr12",40519425,40519515,40520649,40520745,0.00203445673225,0.0195057848306,"0.01,0.095,0.102",0.01,"MXE","12","Mapkapk5",24.5731290357143,22.6477274143991,19.7547400600907,19.209631893424,20.5373664559713,8.19104301190477
"69","ENSRNOG00000001345","+","Mapkapk5","chr12",40516777,40516875,NA,NA,5.8074874576e-08,1.90218329018e-05,"1.0,1.0,1.0",0.528,"SE","12","Mapkapk5",24.5731290357143,22.6477274143991,19.7547400600907,19.209631893424,20.5373664559713,8.19104301190477
"70","ENSRNOG00000001345","+","Mapkapk5","chr12",40516013,40516089,40516777,40516875,0.000276207722135,0.00357284665667,"0.0,0.135,0.192",0.01,"MXE","12","Mapkapk5",24.5731290357143,22.6477274143991,19.7547400600907,19.209631893424,20.5373664559713,8.19104301190477
"71","ENSRNOG00000001352","-","Hectd4","chr12",40722186,40722377,NA,NA,2.45595380255e-07,5.88100692698e-05,"1.0,0.954,1.0",0.933,"SE","12","Hectd4",13.503772,13.716782,5.309166,11.280061,10.102003,4.50125733333333
"72","ENSRNOG00000001353","+","Ap4m1","chr12",19317831,19317894,NA,NA,0.000473624255041,0.0213330909655,"0.982,1.0,1.0",0.953,"SE","12","Ap4m1",21.587217,19.000334,17.591612,13.892842,16.8282626666667,7.195739
"73","ENSRNOG00000001408","-","Actl6b","chr12",22210123,22210494,NA,NA,0.000625009555575,0.00122192879405,"0.013,1.0,0.826",0.027,"RI","12","Actl6b",21.9485341974922,15.9621561222571,10.6064127675026,15.2151915741902,13.92792015465,7.31617806583073
"74","ENSRNOG00000001408","-","Actl6b","chr12",22210494,22209957,NA,NA,0.00147100251405,0.0128063748282,"0.055,1.0,1.0",0.119,"A5SS","12","Actl6b",21.9485341974922,15.9621561222571,10.6064127675026,15.2151915741902,13.92792015465,7.31617806583073
"75","ENSRNOG00000001408","-","Actl6b","chr12",22209957,22210571,NA,NA,0.00067183716995,0.026858607951,"0.021,1.0,0.394",0.023,"SE","12","Actl6b",21.9485341974922,15.9621561222571,10.6064127675026,15.2151915741902,13.92792015465,7.31617806583073
"76","ENSRNOG00000001408","-","Actl6b","chr12",22209539,22209640,22209957,22210123,0.00610666280102,0.0462691912006,"0.113,0.326,0.262",0.101,"MXE","12","Actl6b",21.9485341974922,15.9621561222571,10.6064127675026,15.2151915741902,13.92792015465,7.31617806583073
"77","ENSRNOG00000001439","-","Srrm3","chr12",23873425,23873603,NA,NA,0.000143620525177,0.00851096682911,"1.0,1.0,1.0",0.94,"SE","12","Srrm3",23.468809,16.023695,7.869117,13.732763,12.5418583333333,7.82293633333333
"78","ENSRNOG00000001453","-","Baz1b","chr12",24505863,24507562,NA,NA,0.000406132540701,0.0190558327813,"0.745,1.0,0.907",0.705,"SE","12","Baz1b",44.107944,37.271717,37.044243,37.595554,37.303838,14.702648
"79","ENSRNOG00000001478","+","Gtf2ird1","chr12",25363910,25364103,25366485,25366678,0.00219496546119,0.0208305659363,"0.733,0.667,0.619",0.95,"MXE","12","Gtf2ird1",13.6603410608452,11.5216580343686,9.65282762601833,12.5012044236253,11.2252300280041,4.55344702028173
"80","ENSRNOG00000001478","+","Gtf2ird1","chr12",25344025,25344082,NA,NA,4.19266285689e-07,9.02653387731e-05,"0.003,0.539,1.0",0.01,"SE","12","Gtf2ird1",13.6603410608452,11.5216580343686,9.65282762601833,12.5012044236253,11.2252300280041,4.55344702028173
"81","ENSRNOG00000001479","+","Gtf2i","chr12",25450275,25450335,NA,NA,0.000146411422849,0.00863275592964,"0.698,1.0,1.0",0.351,"SE","12","Gtf2i",48.7709839692234,40.3048260894594,43.2062314131717,36.1979794394833,39.9030123140381,16.2569946564078
"82","ENSRNOG00000001479","+","Gtf2i","chr12",25452050,25452107,25453978,25454041,2.98025655265e-08,8.37920065464e-07,"0.011,0.0,0.061",0.075,"MXE","12","Gtf2i",48.7709839692234,40.3048260894594,43.2062314131717,36.1979794394833,39.9030123140381,16.2569946564078
"83","ENSRNOG00000001479","+","Gtf2i","chr12",25453978,25454041,NA,NA,7.75828956634e-10,5.35481709569e-07,"1.0,1.0,0.941",0.939,"SE","12","Gtf2i",48.7709839692234,40.3048260894594,43.2062314131717,36.1979794394833,39.9030123140381,16.2569946564078
"84","ENSRNOG00000001479","+","Gtf2i","chr12",25447402,25447480,NA,NA,5.5414768575e-06,0.000774058556041,"0.981,1.0,1.0",0.947,"SE","12","Gtf2i",48.7709839692234,40.3048260894594,43.2062314131717,36.1979794394833,39.9030123140381,16.2569946564078
"85","ENSRNOG00000001492","+","Slc8a2","chr1",78051832,78052111,NA,NA,7.65584258329e-05,0.00537903167371,"0.959,1.0,1.0",0.859,"SE","1","Slc8a2",5.87327417191011,3.06869474719101,1.4781993761236,2.77486459157303,2.44058623829588,1.95775805730337
"86","ENSRNOG00000001492","+","Slc8a2","chr1",78045134,78045152,NA,NA,0.000239805365934,0.0126177410816,"1.0,1.0,1.0",0.943,"SE","1","Slc8a2",5.87327417191011,3.06869474719101,1.4781993761236,2.77486459157303,2.44058623829588,1.95775805730337
"87","ENSRNOG00000001598","+","Usp16","chr11",27118414,27118493,NA,NA,0.000346141685848,0.016834519652,"0.872,0.877,0.874",0.774,"SE","11","Usp16",26.730312,36.718391,41.43774,41.639381,39.9318373333333,8.910104
"88","ENSRNOG00000001599","-","Rwdd2b","chr11",27089087,27089321,NA,NA,9.21595948861e-05,0.00610934805986,"0.944,1.0,1.0",0.812,"SE","11","Rwdd2b",6.415672,5.25399,6.580653,5.364207,5.73295,2.13855733333333
"89","ENSRNOG00000001627","-","Abi3bp","chr11",46238975,46239041,46253324,46253396,8.00562614178e-06,0.0001418496882,"0.058,0.082,0.044",0.002,"MXE","11","Abi3bp",13.1778116086221,10.1537280087349,13.3555740718512,10.6111601941392,11.3734874249084,4.3926038695407
"90","ENSRNOG00000001627","-","Abi3bp","chr11",46253324,46253396,46283450,46283492,0.000122244670064,0.0017114253809,"0.758,0.678,0.747",0.947,"MXE","11","Abi3bp",13.1778116086221,10.1537280087349,13.3555740718512,10.6111601941392,11.3734874249084,4.3926038695407
"91","ENSRNOG00000001627","-","Abi3bp","chr11",46245022,46245070,46253324,46253396,0.00308995790525,0.0272332559421,"0.082,0.106,0.204",0.197,"MXE","11","Abi3bp",13.1778116086221,10.1537280087349,13.3555740718512,10.6111601941392,11.3734874249084,4.3926038695407
"92","ENSRNOG00000001627","-","Abi3bp","chr11",46244164,46244245,NA,NA,1.52322598979e-13,2.74965725403e-10,"1.0,1.0,1.0",0.055,"SE","11","Abi3bp",13.1778116086221,10.1537280087349,13.3555740718512,10.6111601941392,11.3734874249084,4.3926038695407
"93","ENSRNOG00000001627","-","Abi3bp","chr11",46289129,46289204,NA,NA,5.47396280727e-05,0.00419795703262,"0.785,0.814,0.549",0.355,"SE","11","Abi3bp",13.1778116086221,10.1537280087349,13.3555740718512,10.6111601941392,11.3734874249084,4.3926038695407
"94","ENSRNOG00000001627","-","Abi3bp","chr11",46288154,46288229,NA,NA,1.84282104762e-05,0.00177964944545,"0.814,1.0,1.0",0.636,"SE","11","Abi3bp",13.1778116086221,10.1537280087349,13.3555740718512,10.6111601941392,11.3734874249084,4.3926038695407
"95","ENSRNOG00000001627","-","Abi3bp","chr11",46299788,46299863,NA,NA,3.36424840436e-05,0.00285013780885,"1.0,1.0,0.327",0.607,"SE","11","Abi3bp",13.1778116086221,10.1537280087349,13.3555740718512,10.6111601941392,11.3734874249084,4.3926038695407
"96","ENSRNOG00000001627","-","Abi3bp","chr11",46297137,46297212,NA,NA,0.000185580981497,0.0101991308965,"0.979,1.0,1.0",0.882,"SE","11","Abi3bp",13.1778116086221,10.1537280087349,13.3555740718512,10.6111601941392,11.3734874249084,4.3926038695407
"97","ENSRNOG00000001627","-","Abi3bp","chr11",46242178,46242256,NA,NA,3.30388573588e-06,0.000513458851417,"0.993,1.0,1.0",0.922,"SE","11","Abi3bp",13.1778116086221,10.1537280087349,13.3555740718512,10.6111601941392,11.3734874249084,4.3926038695407
"98","ENSRNOG00000001627","-","Abi3bp","chr11",46245627,46245687,NA,NA,0.000336583805093,0.0164550949865,"1.0,1.0,1.0",0.896,"SE","11","Abi3bp",13.1778116086221,10.1537280087349,13.3555740718512,10.6111601941392,11.3734874249084,4.3926038695407
"99","ENSRNOG00000001627","-","Abi3bp","chr11",46283450,46283492,NA,NA,1.34146883712e-07,3.47609659874e-05,"0.76,0.803,0.891",1,"SE","11","Abi3bp",13.1778116086221,10.1537280087349,13.3555740718512,10.6111601941392,11.3734874249084,4.3926038695407
"100","ENSRNOG00000001627","-","Abi3bp","chr11",46253324,46253396,NA,NA,6.18104553962e-06,0.000824566404461,"1.0,1.0,0.817",0.749,"SE","11","Abi3bp",13.1778116086221,10.1537280087349,13.3555740718512,10.6111601941392,11.3734874249084,4.3926038695407
"101","ENSRNOG00000001627","-","Abi3bp","chr11",46248730,46248805,NA,NA,0.000240937570239,0.0126469089907,"1.0,1.0,1.0",0.886,"SE","11","Abi3bp",13.1778116086221,10.1537280087349,13.3555740718512,10.6111601941392,11.3734874249084,4.3926038695407
"102","ENSRNOG00000001627","-","Abi3bp","chr11",46245022,46245070,NA,NA,8.96624663405e-09,4.20821819523e-06,"1.0,1.0,0.886",0.824,"SE","11","Abi3bp",13.1778116086221,10.1537280087349,13.3555740718512,10.6111601941392,11.3734874249084,4.3926038695407
"103","ENSRNOG00000001627","-","Abi3bp","chr11",46244164,46244245,NA,NA,0.000396860371006,0.0187386767131,"0.0,1.0,1.0",0.318,"SE","11","Abi3bp",13.1778116086221,10.1537280087349,13.3555740718512,10.6111601941392,11.3734874249084,4.3926038695407
