"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474387","FPKM.SRR8474398","FPKM.SRR8474408","FPKM.SRR8474419","FPKM.SRR8474439","..files.lung_mean_female","..files.lung_mean_male","Remark","Organism","Tissue","GEO_accession"
"25","ENSRNOG00000000473","+","Pfdn6","chr20",5456019,5456128,NA,NA,0.000164224256389,0.000839889768389,"0.629,0.612","0.532,0.59,0.0","RI","20","Pfdn6",19.8034182492432,25.7818970817356,23.1275783965691,16.2839026831483,30.9624771372351,27.0450277669021,30.9346090070635,NA,"rat","lung","GSE125483"
"26","ENSRNOG00000000474","-","Rgl2","chr20",5460488,5460577,NA,NA,0.000824866971793,0.00320980843372,"0.116,0.097","0.133,0.141,0.006","RI","20","Rgl2",22.3632092759371,22.3952161840387,15.9553289632406,22.2439362904474,20.7799525992745,18.3676407812575,33.5011808752116,NA,"rat","lung","GSE125483"
"27","ENSRNOG00000000480","+","Phf1","chr20",5530270,5530391,NA,NA,0.01607374078,0.0364202480965,"0.336,0.213","0.369,0.418,0.002","RI","20","Phf1",35.0251169988535,24.804321828031,15.4134175938664,25.4465567262826,25.26298888908,20.3382032414732,42.6379977765835,NA,"rat","lung","GSE125483"
"28","ENSRNOG00000000480","+","Phf1","chr20",5530270,5530402,NA,NA,0.00899914303727,0.0236889206422,"0.215,0.176","0.255,0.341,0.002","RI","20","Phf1",35.0251169988535,24.804321828031,15.4134175938664,25.4465567262826,25.26298888908,20.3382032414732,42.6379977765835,NA,"rat","lung","GSE125483"
"29","ENSRNOG00000000481","-","Cuta","chr20",5532843,5532962,NA,NA,1.76305914312e-09,3.50652874021e-08,"0.118,0.105","0.112,0.097,0.007","RI","20","Cuta",18.1095337470257,21.7797325911083,15.8952467570445,14.9209759198497,27.6817889185974,21.788517837821,27.4051211289919,NA,"rat","lung","GSE125483"
"30","ENSRNOG00000000511","-","Srpk1","chr20",5841568,5841782,NA,NA,3.38596963023e-07,0.000151014245508,"1.0,0.972","1.0,0.934,0.736","SE","20","Srpk1",15.1295713517568,21.361389119621,17.6712340477694,16.8094225519147,12.308067725227,14.9896508864982,26.6501915116462,NA,"rat","lung","GSE125483"
"31","ENSRNOG00000000511","-","Srpk1","chr20",5842195,5842221,NA,NA,2.08202114704e-06,0.000547234064762,"1.0,0.939","1.0,0.837,0.815","SE","20","Srpk1",15.1295713517568,21.361389119621,17.6712340477694,16.8094225519147,12.308067725227,14.9896508864982,26.6501915116462,NA,"rat","lung","GSE125483"
"32","ENSRNOG00000000512","-","Slc26a8","chr20",5926877,5927073,NA,NA,4.17367540417e-07,0.000171372437072,"1.0,1.0","0.444,0.515,0.562","SE","20","Slc26a8",1.6450277352381,1.5150801077551,1.72403686884354,1.4396670614966,1.15527036081633,1.43965361482993,2.2998874522449,NA,"rat","lung","GSE125483"
"33","ENSRNOG00000000512","-","Slc26a8","chr20",5915286,5915403,NA,NA,0.000224449491437,0.0159070121767,"1.0,1.0","1.0,0.274,0.602","SE","20","Slc26a8",1.6450277352381,1.5150801077551,1.72403686884354,1.4396670614966,1.15527036081633,1.43965361482993,2.2998874522449,NA,"rat","lung","GSE125483"
"34","ENSRNOG00000000525","+","Pi16","chr20",6931734,6931934,NA,NA,4.00509847509e-10,8.96140783801e-09,"0.317,0.265","0.18,0.282,0.0","RI","20","Pi16",24.508943361244,47.5225834985646,33.7580250244019,17.1966319177033,35.4319156382775,34.5949703313397,44.6140793887559,NA,"rat","lung","GSE125483"
"35","ENSRNOG00000000569","+","Vsir","chr20",29908711,29909134,NA,NA,1.40625150413e-08,1.10233072451e-05,"1.0,0.964","0.978,0.969,0.714","SE","20","Vsir",39.925865,87.265472,61.262192,32.973904,61.482235,61.3722135,80.0826205,NA,"rat","lung","GSE125483"
"36","ENSRNOG00000000569","+","Vsir","chr20",29909630,29909687,NA,NA,6.2433825998e-08,3.29599634881e-05,"1.0,0.968","0.97,0.953,0.901","SE","20","Vsir",39.925865,87.265472,61.262192,32.973904,61.482235,61.3722135,80.0826205,NA,"rat","lung","GSE125483"
"37","ENSRNOG00000000583","+","Cdk19","chr20",45512673,45512749,NA,NA,0.000265252037737,0.0175812778751,"1.0,1.0","0.916,1.0,0.868","SE","20","Cdk19",15.077599,11.101158,9.515847,14.36085,9.322978,9.4194125,20.2698035,NA,"rat","lung","GSE125483"
"38","ENSRNOG00000000657","-","Nek7","chr13",55539943,55540057,NA,NA,0.000730020198085,0.0348533304156,"0.034,0.0","0.007,0.009,0.009","SE","13","Nek7",32.7165786730245,24.8683176348774,26.4455581089918,33.5336705258856,14.4142486811989,20.4299033950954,45.5592834168937,NA,"rat","lung","GSE125483"
"39","ENSRNOG00000000664","-","Tpst2","chr12",50350125,50351037,50354761,50354833,0.000168558576983,0.00645268416548,"0.106,0.119","0.17,0.199,0.343","MXE","12","Tpst2",25.277065,21.213741,16.566097,23.541237,24.657679,20.611888,35.0160215,NA,"rat","lung","GSE125483"
"40","ENSRNOG00000000786","+","Rpp21","chr20",2515781,2515875,NA,NA,0.0130120171197,0.0328049445694,"0.138,0.151","0.205,0.177,0.014","RI","20","Rpp21",11.6192924010601,14.6361801130742,12.7069656330978,13.1990859434629,21.7368798339223,17.22192273351,19.7272792287986,NA,"rat","lung","GSE125483"
"41","ENSRNOG00000000804","+","Mrps18b","chr20",3349737,3349797,NA,NA,0.000616231859831,0.0311950797458,"0.994,1.0","0.973,0.931,0.958","SE","20","Mrps18b",10.3001180076611,14.3351983240198,12.6218751496169,6.43553664939162,17.9224966520955,15.2721859008562,15.5354264905363,NA,"rat","lung","GSE125483"
"42","ENSRNOG00000000809","+","Atat1","chr20",3352497,3352665,NA,NA,0.0124681374884,0.0318828087203,"0.082,0.022","0.061,0.21,0.0","RI","20","Atat1",3.73534799162011,3.83632159636871,3.75165837250599,4.38927032442139,1.57832118894653,2.66498978072626,5.98046995620511,NA,"rat","lung","GSE125483"
"43","ENSRNOG00000000812","+","RGD1302996","chr20",3368553,3368636,NA,NA,0.015854206921,0.0363833722931,"0.023,0.03","0.038,0.045,0.001","RI","20","RGD1302996",6.4204158583501,6.46450038953722,7.05214972716298,7.03737982816901,5.10947699517103,6.080813361167,9.96114803802817,NA,"rat","lung","GSE125483"
"44","ENSRNOG00000000875","+","Fhl1","chrX",159170425,159170625,NA,NA,2.18899842197e-06,0.000566250111795,"0.205,0.165","0.174,0.227,0.014","SE","X","Fhl1",292.771950637736,197.766151549057,270.088154832075,316.457051771698,329.594302103019,299.841228467547,403.497576979246,NA,"rat","lung","GSE125483"
"45","ENSRNOG00000000922","-","Sumf2","chr12",30483278,30483390,30486503,30486679,0.00122677931122,0.0228169378497,"0.267,0.268","0.239,0.295,0.007","MXE","12","Sumf2",5.78783803654224,7.40408645658153,7.26535513123772,6.02222740550098,8.0551003064833,7.66022771886051,9.60707594931238,NA,"rat","lung","GSE125483"
"46","ENSRNOG00000000931","-","Sfswap","chr12",30751980,30752133,NA,NA,1.37874261796e-06,0.000405287659561,"0.141,0.104","0.096,0.104,0.036","SE","12","Sfswap",11.6233900931773,9.65034328770792,8.05309147096138,10.996103456865,9.41834287073583,8.73571717084861,16.1349184188751,NA,"rat","lung","GSE125483"
"47","ENSRNOG00000000975","+","Mcoln1","chr12",2062036,2062136,NA,NA,9.06543847068e-06,0.00166315434298,"0.987,0.983","0.935,0.963,0.92","SE","12","Mcoln1",19.699205,16.172977,14.278901,16.006626,14.161278,14.2200895,25.939404,NA,"rat","lung","GSE125483"
"48","ENSRNOG00000001004","+","Ncor2","chr12",37030958,37031099,NA,NA,0.000452028206334,0.0239574949357,"0.244,0.171","0.129,0.236,0.058","A5SS","12","Ncor2",14.6730267296029,14.5114237299462,9.81381739215013,15.7491317776634,2.69896619212725,6.25639179213869,22.4667911186063,NA,"rat","lung","GSE125483"
"49","ENSRNOG00000001032","+","Ccz1b","chr12",12658950,12659068,12659915,12660074,0.00383932509582,0.0483656832358,"0.278,0.177","0.299,0.231,0.003","MXE","12","Ccz1b",15.2325248021811,19.1295647022572,18.3234484387522,13.6876892744103,18.1559715303069,18.2397099845296,24.0248893894243,NA,"rat","lung","GSE125483"
"50","ENSRNOG00000001032","+","Ccz1b","chr12",12659068,12659915,NA,NA,0.000469565711919,0.0020500551813,"0.13,0.146","0.241,0.148,0.0","RI","12","Ccz1b",15.2325248021811,19.1295647022572,18.3234484387522,13.6876892744103,18.1559715303069,18.2397099845296,24.0248893894243,NA,"rat","lung","GSE125483"
"51","ENSRNOG00000001032","+","Ccz1b","chr12",12649860,12649942,NA,NA,0.000357414465616,0.0217543468154,"0.985,0.979","0.982,0.949,0.946","SE","12","Ccz1b",15.2325248021811,19.1295647022572,18.3234484387522,13.6876892744103,18.1559715303069,18.2397099845296,24.0248893894243,NA,"rat","lung","GSE125483"
"52","ENSRNOG00000001032","+","Ccz1b","chr12",12652829,12652941,12658150,12658184,4.99626439221e-05,0.00273614868035,"0.677,0.621","0.488,0.556,0.007","MXE","12","Ccz1b",15.2325248021811,19.1295647022572,18.3234484387522,13.6876892744103,18.1559715303069,18.2397099845296,24.0248893894243,NA,"rat","lung","GSE125483"
"53","ENSRNOG00000001036","-","Rsph10b","chr12",12682169,12682313,12683047,12683155,0.00121494041347,0.0228119526205,"0.748,0.724","0.809,0.708,0.984","MXE","12","Rsph10b",7.78673576954522,6.97850081297905,5.58941359299949,5.80465597956055,4.6259603778743,5.10768698543689,10.2849462810424,NA,"rat","lung","GSE125483"
"54","ENSRNOG00000001055","+","Rilpl1","chr12",37507205,37507430,37517973,37518152,0.000979332894714,0.0200078217816,"0.372,0.333","0.412,0.401,0.001","MXE","12","Rilpl1",21.9079188649822,12.2893126296881,12.2543306229767,23.0442785412554,24.4112169948677,18.3327738089222,28.6207550179628,NA,"rat","lung","GSE125483"
"55","ENSRNOG00000001058","+","Timm44","chr12",2523110,2523281,2524668,2524749,3.85078376609e-05,0.00220052759271,"0.392,0.459","0.344,0.363,0.012","MXE","12","Timm44",19.743101,23.80452,27.699873,18.166357,23.291861,25.495867,30.856989,NA,"rat","lung","GSE125483"
"56","ENSRNOG00000001068","+","Rac1","chr12",13101929,13102047,13109072,13109135,2.49777749872e-05,0.0015632915361,"0.294,0.298","0.317,0.314,0.001","MXE","12","Rac1",136.412980093045,129.503564506955,113.678980568161,147.270203944977,137.411802136321,125.545391352241,206.593374272489,NA,"rat","lung","GSE125483"
"57","ENSRNOG00000001092","+","Kl","chr12",980061,980330,NA,NA,0.000920203877048,0.0402609100307,"0.928,1.0","0.909,0.778,0.753","SE","12","Kl",7.008148,4.77778,4.748172,12.140845,4.061991,4.4050815,11.9633865,NA,"rat","lung","GSE125483"
"58","ENSRNOG00000001114","-","Wipi2","chr12",13972500,13972665,13973746,13973854,0.00133277692351,0.0242750832523,"0.557,0.533","0.547,0.577,0.987","MXE","12","Wipi2",16.984377,16.716455,13.491889,19.476652,9.914704,11.7032965,26.588742,NA,"rat","lung","GSE125483"
"59","ENSRNOG00000001139","+","Suds3","chr12",45207339,45207359,NA,NA,0.000290472519581,0.0187549201718,"0.991,1.0","0.975,0.965,0.965","SE","12","Suds3",41.519093,36.170971,34.167793,43.174957,45.899673,40.033733,60.4325105,NA,"rat","lung","GSE125483"
"60","ENSRNOG00000001149","-","Pxn","chr12",46808365,46808452,NA,NA,0.000548407767225,0.0023372616746,"0.071,0.067","0.114,0.063,0.0","RI","12","Pxn",54.4215636333155,46.261433639485,38.9271671660408,59.561470686427,26.9513202620708,32.9392437140558,80.1222339796138,NA,"rat","lung","GSE125483"
"61","ENSRNOG00000001236","-","Brat1","chr12",16020983,16021075,NA,NA,0.000376076576086,0.0222643128932,"0.982,1.0","0.833,0.967,0.924","SE","12","Brat1",10.215198,9.088771,7.079689,9.021819,7.577568,7.3286285,14.162894,NA,"rat","lung","GSE125483"
"62","ENSRNOG00000001238","+","Rsrc2","chr12",38282289,38282311,NA,NA,5.45680518549e-08,1.06550137996e-05,"0.085,0.13","0.079,0.099,0.011","A3SS","12","Rsrc2",49.5516000240907,43.4851714378838,53.0632926797355,45.7477149338687,64.045357962683,58.5543253212092,69.3922431979216,NA,"rat","lung","GSE125483"
"63","ENSRNOG00000001247","+","Clip1","chr12",38395526,38395631,NA,NA,0.00100741928404,0.043074251305,"0.082,0.108","0.052,0.106,0.03","SE","12","Clip1",33.2835359018048,21.7523291930254,22.1577920734169,30.3904633735087,23.426314751606,22.7920534125115,42.7131642341695,NA,"rat","lung","GSE125483"
"64","ENSRNOG00000001247","+","Clip1","chr12",38395526,38395631,NA,NA,0.000475660478705,0.0265023766875,"1.0,1.0","0.879,1.0,0.689","SE","12","Clip1",33.2835359018048,21.7523291930254,22.1577920734169,30.3904633735087,23.426314751606,22.7920534125115,42.7131642341695,NA,"rat","lung","GSE125483"
"65","ENSRNOG00000001256","-","Atxn2","chr12",40267685,40267854,40269633,40269861,0.00192665961012,0.0299087356012,"0.616,0.429","0.658,0.667,0.743","MXE","12","Atxn2",14.455802,12.073561,12.526626,21.669695,4.715826,8.621226,24.099529,NA,"rat","lung","GSE125483"
"66","ENSRNOG00000001274","-","Vps29","chr12",39697183,39697195,NA,NA,0.000188292287364,0.0141334993504,"0.036,0.098","0.0,0.0,0.036","SE","12","Vps29",39.0235725850104,51.9400192519084,39.6093275038168,25.4077566759195,41.3639319465649,40.4866297251909,58.1856742564191,NA,"rat","lung","GSE125483"
"67","ENSRNOG00000001299","-","Sun1","chr12",17506761,17506827,NA,NA,7.13415896554e-05,0.00744138806938,"1.0,1.0","0.147,1.0,0.476","SE","12","Sun1",36.2277377855585,23.4602747722316,21.5711280894112,38.543742552944,22.8800704761328,22.225599282772,49.115877555367,NA,"rat","lung","GSE125483"
"68","ENSRNOG00000001309","+","Camkk2","chr12",39294462,39294591,NA,NA,2.22104334924e-10,3.83026329054e-07,"1.0,1.0","0.72,0.587,0.634","SE","12","Camkk2",5.409171,5.23956,3.418482,5.125643,2.405323,2.9119025,7.887187,NA,"rat","lung","GSE125483"
"69","ENSRNOG00000001469","+","Eln","chr12",24995591,24995681,NA,NA,0.000207897154155,0.0150640996742,"0.916,0.854","0.92,0.95,0.961","SE","12","Eln",199.786827826366,79.2813497979376,147.492443166945,333.927123570792,54.5699383595318,101.031190763238,306.497650597548,NA,"rat","lung","GSE125483"
"70","ENSRNOG00000001478","+","Gtf2ird1","chr12",25363910,25364103,25366485,25366678,0.000382446823078,0.0112536404731,"0.214,0.0","0.667,0.75,0.667","MXE","12","Gtf2ird1",3.68005061659878,3.07622250789206,2.65008953105906,3.31707534852342,1.6119874200611,2.13103847556008,5.03667423650713,NA,"rat","lung","GSE125483"
"71","ENSRNOG00000001547","+","Agps","chr3",62722870,62722960,62732521,62732621,0.00237885613266,0.0343798851953,"0.59,0.506","0.436,0.479,0.427","MXE","3","Agps",11.098208,13.245707,13.089282,12.252099,4.394932,8.742107,18.298007,NA,"rat","lung","GSE125483"
"72","ENSRNOG00000001623","-","Zbtb21","chr11",38451881,38452024,NA,NA,4.17528312301e-05,0.00511875079689,"1.0,1.0","1.0,0.817,0.483","SE","11","Zbtb21",6.975708,6.879794,7.195931,8.03481,4.58771,5.8918205,10.945156,NA,"rat","lung","GSE125483"
"73","ENSRNOG00000001627","-","Abi3bp","chr11",46288154,46288229,46299788,46299863,0.0026257264362,0.0367136146735,"0.747,1.0","0.905,0.871,0.988","MXE","11","Abi3bp",22.5369893733446,14.2182135263454,15.7681659402649,24.3347083234714,8.08588124880248,11.9270235945337,30.5449556115807,NA,"rat","lung","GSE125483"
"74","ENSRNOG00000001652","-","Erg","chr11",35656000,35656069,NA,NA,1.61498053819e-08,1.19360904463e-05,"1.0,1.0","0.854,0.929,0.854","SE","11","Erg",24.2077672311537,18.9738288271554,11.4931530899625,23.7465969850062,8.50017357351104,9.99666333173677,33.4640965216577,NA,"rat","lung","GSE125483"
"75","ENSRNOG00000001652","-","Erg","chr11",35663522,35663594,NA,NA,4.12385989801e-08,2.31904364873e-05,"1.0,1.0","0.626,0.829,0.648","SE","11","Erg",24.2077672311537,18.9738288271554,11.4931530899625,23.7465969850062,8.50017357351104,9.99666333173677,33.4640965216577,NA,"rat","lung","GSE125483"
"76","ENSRNOG00000001682","+","Ttc3","chr11",34730997,34731338,NA,NA,0.000368456667299,0.0221367483061,"0.991,0.917","0.952,0.957,0.884","SE","11","Ttc3",22.773376,19.898296,19.699306,19.584257,8.552972,14.126139,31.1279645,NA,"rat","lung","GSE125483"
"77","ENSRNOG00000001687","+","Crybg3","chr11",42963200,42963327,NA,NA,0.000339636625289,0.0209030649116,"0.984,1.0","0.94,1.0,0.868","SE","11","Crybg3",10.176836,6.62529,6.444317,11.992573,3.570698,5.0075075,14.3973495,NA,"rat","lung","GSE125483"
"78","ENSRNOG00000001687","+","Crybg3","chr11",42960012,42960146,NA,NA,0.000622193260118,0.0314353422905,"0.977,1.0","0.933,1.0,0.854","SE","11","Crybg3",10.176836,6.62529,6.444317,11.992573,3.570698,5.0075075,14.3973495,NA,"rat","lung","GSE125483"
"79","ENSRNOG00000001699","-","Setd4","chr11",33791208,33791297,NA,NA,5.865471454e-05,0.00663830808413,"0.965,0.955","0.839,0.883,0.722","SE","11","Setd4",10.355054,10.70635,10.28502,9.171743,13.13123,11.708125,15.1165735,NA,"rat","lung","GSE125483"
"80","ENSRNOG00000001699","-","Setd4","chr11",33794518,33794556,NA,NA,0.000176912104103,0.0138468482992,"1.0,1.0","0.82,0.917,0.845","SE","11","Setd4",10.355054,10.70635,10.28502,9.171743,13.13123,11.708125,15.1165735,NA,"rat","lung","GSE125483"
"81","ENSRNOG00000001773","-","Senp2","chr11",82633887,82633972,82637184,82637264,0.000120273046811,0.00519847439535,"0.68,0.679","0.739,0.69,0.994","MXE","11","Senp2",12.9348093216683,12.9103359146692,12.0920407325024,14.6497602497603,8.87538111744967,10.483710924976,20.2474527430489,NA,"rat","lung","GSE125483"
"82","ENSRNOG00000001792","-","Slc12a8","chr11",70401377,70401465,70422077,70422191,0.00134637352999,0.0242750832523,"1.0,0.632","0.721,0.392,0.316","MXE","11","Slc12a8",0.799923872224386,0.654153400857032,0.58272636540709,1.10015048694975,0.974110691079081,0.778418528243086,1.27711388001558,NA,"rat","lung","GSE125483"
"83","ENSRNOG00000001796","+","Dgkg","chr11",82030549,82030715,NA,NA,3.35467603951e-05,0.00448729557916,"1.0,1.0","0.706,1.0,0.482","SE","11","Dgkg",1.452606,0.980494,0.978971,1.06467,0.139955,0.559463,1.748885,NA,"rat","lung","GSE125483"
"84","ENSRNOG00000001811","+","Fgfr1op2","chr4",180901627,180901741,NA,NA,0.00088751593315,0.0397201767452,"0.657,0.649","0.601,0.535,0.498","SE","4","Fgfr1op2",37.6700295734338,36.3172227990414,39.7010942841493,36.0955819130435,38.0485421458405,38.8748182149949,55.0414171427594,NA,"rat","lung","GSE125483"
"85","ENSRNOG00000001829","+","Ube2v2","chr11",89570148,89570297,NA,NA,0.000902522062596,0.0397800620139,"0.97,0.965","0.94,0.913,0.927","SE","11","Ube2v2",17.9968293437118,16.7505418308913,22.010197535409,18.3991099017094,28.6824902857143,25.3463439105617,26.5732405381563,NA,"rat","lung","GSE125483"
"86","ENSRNOG00000001842","+","Mrps35","chr4",181452865,181452975,NA,NA,6.04160347268e-05,0.00669047814473,"0.959,0.892","0.983,0.979,0.973","SE","4","Mrps35",7.885928,9.962063,9.175541,6.864517,14.177499,11.67652,12.356254,NA,"rat","lung","GSE125483"
"87","ENSRNOG00000001852","-","Ergic2","chr4",182583690,182583792,182589328,182589399,0.000536190788244,0.0142851370138,"0.824,0.843","0.832,0.83,0.985","MXE","4","Ergic2",29.3234763598375,32.4785855948926,39.6382926268137,27.8874960325014,28.5756068345908,34.1069497307023,44.8447789936157,NA,"rat","lung","GSE125483"
"88","ENSRNOG00000001854","-","Tmtc1","chr4",182634389,182634525,NA,NA,0.000415593868177,0.0238372110466,"1.0,1.0","0.808,0.79,0.903","SE","4","Tmtc1",3.49478,1.977241,1.334437,3.990253,0.819536,1.0769865,4.731137,NA,"rat","lung","GSE125483"
