"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474391","FPKM.SRR8474403","FPKM.SRR8474413","FPKM.SRR8474423","FPKM.SRR8474434","..files.thyroid_mean_female","..files.thyroid_mean_male"
"16","ENSRNOG00000000465","-","Slc39a7","chr20",3822030,3822427,NA,NA,0.000193754620388,0.00885755108009,"0.954,0.979","0.907,0.874,0.959","SE","20","Slc39a7",48.9442826624606,43.3791965504732,64.082378476735,46.6234836119874,75.5888299838328,69.8356042302839,69.4734814124606
"17","ENSRNOG00000000466","-","Hsd17b8","chr20",3818093,3818183,NA,NA,0.000577031694465,0.00189939599428,"0.073,0.107","0.088,0.019,0.095","RI","20","Hsd17b8",17.2562895844553,14.2387084798042,20.1572359106487,16.3047163335373,17.590050373929,18.8736431422888,23.8998571988984
"18","ENSRNOG00000000473","+","Pfdn6","chr20",5456019,5456128,NA,NA,0.000218871610579,0.000886710627474,"0.551,0.593","0.555,0.0,0.482","RI","20","Pfdn6",31.2313668920283,23.5751416841574,38.5477712865792,26.2898076569122,26.8064067255298,32.6770890060545,40.548158116549
"19","ENSRNOG00000000474","-","Rgl2","chr20",5460488,5460577,NA,NA,0.000236057361329,0.000909684465609,"0.12,0.132","0.088,0.025,0.097","RI","20","Rgl2",7.28965609600967,8.16975484449819,12.2158790476421,7.13475942950423,11.586223538815,11.9010512932285,11.297085185006
"20","ENSRNOG00000000480","+","Phf1","chr20",5530270,5530402,NA,NA,0.000531761253778,0.00178762293823,"0.242,0.242","0.273,0.001,0.31","RI","20","Phf1",15.4190676789911,20.8606322863285,22.7731095821152,13.2881856397248,27.0750318475208,24.924070714818,24.7839428025222
"21","ENSRNOG00000000480","+","Phf1","chr20",5529708,5529795,NA,NA,0.00477834214955,0.0114390615095,"0.041,0.044","0.065,0.006,0.05","RI","20","Phf1",15.4190676789911,20.8606322863285,22.7731095821152,13.2881856397248,27.0750318475208,24.924070714818,24.7839428025222
"22","ENSRNOG00000000480","+","Phf1","chr20",5530270,5530391,NA,NA,0.00271884995485,0.00715963821444,"0.328,0.197","0.318,0.001,0.283","RI","20","Phf1",15.4190676789911,20.8606322863285,22.7731095821152,13.2881856397248,27.0750318475208,24.924070714818,24.7839428025222
"23","ENSRNOG00000000481","-","Cuta","chr20",5532843,5532962,NA,NA,2.70693552128e-05,0.000147481314608,"0.08,0.086","0.074,0.013,0.083","RI","20","Cuta",22.0860570457107,12.0776323819662,23.0417083368817,25.1271516274264,26.3308111039449,24.6862597204133,29.6454205275517
"24","ENSRNOG00000000483","+","Syngap1","chr20",5560988,5561068,NA,NA,0.00156731292367,0.0340329170378,"0.817,0.874","1.0,1.0,0.783","SE","20","Syngap1",2.70594536831483,4.12096726740666,2.87294956609485,2.22361254611504,5.25821608879919,4.06558282744702,4.52526259091827
"25","ENSRNOG00000000511","-","Srpk1","chr20",5842195,5842221,NA,NA,0.00167245919093,0.0356691979208,"1.0,1.0","0.917,0.908,0.885","SE","20","Srpk1",10.961936317805,10.721083007501,9.39873617844453,11.2278420848796,10.2217912956968,9.81026373707066,16.4554307050928
"26","ENSRNOG00000000511","-","Srpk1","chr20",5841568,5841782,NA,NA,0.000779088170154,0.022277240329,"1.0,1.0","0.966,0.87,0.953","SE","20","Srpk1",10.961936317805,10.721083007501,9.39873617844453,11.2278420848796,10.2217912956968,9.81026373707066,16.4554307050928
"27","ENSRNOG00000000520","+","Srsf3","chr20",6294211,6294667,NA,NA,3.10207326493e-09,1.81132878006e-06,"0.341,0.337","0.225,0.079,0.24","SE","20","Srsf3",32.2409134268431,40.4149325073724,39.5802537867675,36.1747584024575,46.1186176882798,42.8494357375236,54.4153021683365
"28","ENSRNOG00000000524","+","RGD735065","chr20",6883689,6883897,6884297,6884511,0.00202717348722,0.0287828878014,"0.43,0.392","0.394,0.032,0.395","MXE","20","RGD735065",14.679093144054,15.9603493621131,18.045642315569,16.4844814444962,17.6830216800093,17.8643319977892,23.5619619753316
"29","ENSRNOG00000000525","+","Pi16","chr20",6931734,6931934,NA,NA,0,0,"0.166,0.252","0.053,0.0,0.076","RI","20","Pi16",53.704785745933,12.0728463425837,27.8776802688995,50.6999872339713,22.3839696794258,25.1308249741626,58.238809661244
"30","ENSRNOG00000000552","-","Col13a1","chr20",31508258,31508315,NA,NA,2.15529474878e-06,0.000346086454285,"0.706,0.859","1.0,1.0,1.0","SE","20","Col13a1",0.50249772406015,5.77921694887218,8.69073561315789,0.765923053759399,7.82225339097744,8.25649450206767,3.52381886334586
"31","ENSRNOG00000000583","+","Cdk19","chr20",45569932,45569990,NA,NA,0.000664968280931,0.0202902198025,"1.0,1.0","1.0,0.775,1.0","SE","20","Cdk19",3.833677,7.538637,5.689112,4.151478,6.184612,5.936862,7.761896
"32","ENSRNOG00000000596","+","Fyn","chr20",44521277,44521347,NA,NA,0.0018696879138,0.0384904021485,"1.0,0.987","1.0,0.943,1.0","SE","20","Fyn",12.9084672359667,15.7904121761954,23.4153553383576,12.2279113981289,18.4204415462578,20.9178984423077,20.4633954051455
"33","ENSRNOG00000000778","-","Znrd1as1","chr20",2078833,2078884,NA,NA,0.00146992643802,0.0324560743615,"1.0,0.538","0.225,0.143,1.0","SE","20","Znrd1as1",2.43831291610845,2.72192549186603,3.14320969122807,2.07527911068581,2.6979766092504,2.92059315023924,3.61775875933014
"34","ENSRNOG00000000786","+","Rpp21","chr20",2515781,2515875,NA,NA,3.15153592112e-09,3.83032827336e-08,"0.177,0.207","0.115,0.026,0.093","RI","20","Rpp21",6.82220273733804,5.11770000294464,9.15611704240283,6.15199377856301,9.35530042520613,9.25570873380448,9.04594825942285
"35","ENSRNOG00000000809","+","Atat1","chr20",3352497,3352665,NA,NA,0.000245831169679,0.00092479344784,"0.051,0.083","0.028,0.01,0.077","RI","20","Atat1",2.89974680307263,4.42770636252993,3.9788390207502,3.23702855347167,5.09491274900239,4.5368758848763,5.28224085953712
"36","ENSRNOG00000000811","+","Pkib","chr20",40701714,40701891,NA,NA,0.000363248548027,0.0133387778045,"1.0,1.0","1.0,0.75,1.0","SE","20","Pkib",0.26464166126943,1.12792139572539,1.73714764896373,0.301137558290155,1.64472505181347,1.6909363503886,0.846850307642487
"37","ENSRNOG00000000826","-","Flot1","chr20",3430282,3430706,NA,NA,5.80424264207e-10,8.3370030677e-09,"0.03,0.035","0.012,0.002,0.031","RI","20","Flot1",16.0112457501752,19.9613531292922,24.7247242144359,14.9808184208129,25.0745780805886,24.8996511475123,25.4767086501402
"38","ENSRNOG00000000853","-","Aif1","chr20",5162455,5162734,NA,NA,0.00168806987087,0.00503235923769,"0.028,0.045","0.006,0.014,0.019","RI","20","Aif1",3.8507126770428,2.0935242012229,4.82231282712618,4.26660880711506,4.37710964980545,4.59971123846582,5.10542284269038
"39","ENSRNOG00000000860","+","Vwa7","chr20",5016453,5016755,NA,NA,0.000829398058327,0.0231115996904,"1.0,1.0","1.0,0.712,1.0","SE","20","Vwa7",2.957024,3.90757,2.892405,2.158373,3.944146,3.4182755,4.5114835
"40","ENSRNOG00000000869","-","Arhgef6","chrX",159732989,159733115,NA,NA,8.90977962955e-05,0.00527442530512,"1.0,1.0","0.643,0.579,1.0","SE","X","Arhgef6",3.386838,4.645049,3.210071,3.068786,2.632235,2.921153,5.5503365
"41","ENSRNOG00000000869","-","Arhgef6","chrX",159731424,159731445,NA,NA,0.000274292505211,0.0112934664165,"1.0,1.0","0.698,0.637,1.0","SE","X","Arhgef6",3.386838,4.645049,3.210071,3.068786,2.632235,2.921153,5.5503365
"42","ENSRNOG00000000875","+","Fhl1","chrX",159170425,159170625,NA,NA,3.13153170062e-10,2.87340401615e-07,"0.102,0.083","0.091,0.006,0.079","SE","X","Fhl1",259.942398366415,199.983589036226,125.527928538868,275.13251539283,71.662461734717,98.5951951367925,367.529251397735
"43","ENSRNOG00000000881","-","Mmgt1","chrX",158972297,158972401,NA,NA,0.000116283315704,0.00622548900218,"1.0,1.0","0.91,0.842,0.885","SE","X","Mmgt1",11.526201,13.602327,11.39384,11.569404,12.538641,11.9662405,18.348966
"44","ENSRNOG00000000900","-","Tpst1","chr12",30051507,30051558,NA,NA,0.000774134973877,0.0222641614294,"1.0,1.0","0.9,0.888,0.903","SE","12","Tpst1",4.1914317892562,2.55580483780992,4.3989993946281,4.02860073140496,4.98134611466942,4.69017275464876,5.38791867923554
"45","ENSRNOG00000000906","-","Medag","chr12",6715424,6715710,NA,NA,0.000395388082288,0.0140696822855,"0.978,1.0","1.0,0.864,0.93","SE","12","Medag",10.906956,8.878417,11.232265,10.121593,13.127918,12.1800915,14.953483
"46","ENSRNOG00000000936","+","Stx2","chr12",31357066,31357191,NA,NA,0.000956069654611,0.0253230325425,"0.469,0.805","0.153,0.331,0.202","SE","12","Stx2",5.6677972912844,9.56282556651376,13.2817602545872,6.26704842201835,13.4108543394495,13.3463072970183,10.7488356399083
"47","ENSRNOG00000000989","-","Bud31","chr12",11238349,11238213,NA,NA,0.000165900509189,0.00700100148778,"0.322,0.219","0.195,0.103,0.206","A3SS","12","Bud31",36.5231508825623,22.7537074991103,26.794758183274,27.271127727758,33.1456815676157,29.9702198754449,43.2739930547153
"48","ENSRNOG00000001032","+","Ccz1b","chr12",12659068,12659915,NA,NA,2.87581070069e-12,5.67972613386e-11,"0.17,0.178","0.152,0.0,0.161","RI","12","Ccz1b",12.6423052079635,12.4050176112097,12.5177285597261,11.7373315843267,12.2503026634542,12.3840156115902,18.3923272017499
"49","ENSRNOG00000001036","-","Rsph10b","chr12",12696539,12696660,NA,NA,4.15719926141e-05,0.00303428305182,"1.0,1.0","1.0,0.792,0.948","SE","12","Rsph10b",2.559123981349,4.89866707358201,2.90614418446602,2.68110355135411,4.40161598083802,3.65388008265202,5.06944730314256
"50","ENSRNOG00000001055","+","Rilpl1","chr12",37525134,37525158,NA,NA,0.00123557170703,0.0297231351096,"0.581,0.599","0.412,0.387,0.452","SE","12","Rilpl1",39.2158766249506,29.5939829490722,25.2582432566127,36.5364573276747,19.9403111847612,22.599277220687,52.6731584508487
"51","ENSRNOG00000001055","+","Rilpl1","chr12",37524799,37524887,NA,NA,0.000286595614069,0.0115410885841,"0.437,0.309","0.826,0.489,0.696","SE","12","Rilpl1",39.2158766249506,29.5939829490722,25.2582432566127,36.5364573276747,19.9403111847612,22.599277220687,52.6731584508487
"52","ENSRNOG00000001064","+","Sbno1","chr12",37605183,37605288,NA,NA,0.000346013076497,0.0132288213711,"1.0,1.0","0.708,0.68,1.0","SE","12","Sbno1",6.23270595486354,8.19873340920224,4.68964408677397,6.28122086406578,6.72245988628412,5.70605198652904,10.3563301140658
"53","ENSRNOG00000001149","-","Pxn","chr12",46808365,46808452,NA,NA,0.00209107181962,0.00600707904545,"0.052,0.045","0.057,0.002,0.033","RI","12","Pxn",21.4723881789163,24.0378649474249,31.3280485627682,21.0749197440987,30.9515965726931,31.1398225677306,33.2925864352199
"54","ENSRNOG00000001151","+","Sirt4","chr12",46873319,46873336,NA,NA,0.00289380503796,0.0305296431505,"1.0,1.0","1.0,0.81,1.0","A3SS","12","Sirt4",2.74330639197166,3.36449252361275,3.98758296989374,2.83268858146399,3.94931739669421,3.96845018329398,4.4702437485242
"55","ENSRNOG00000001178","-","Sppl3","chr12",47299646,47299735,NA,NA,0.00085458931716,0.0235580565842,"1.0,1.0","0.924,0.956,0.936","SE","12","Sppl3",12.468828,19.488268,24.154724,14.029639,21.694561,22.9246425,22.9933675
"56","ENSRNOG00000001182","+","Ndufv3","chr20",10271414,10272464,NA,NA,2.0650148258e-13,3.78959720746e-10,"0.316,0.451","0.198,0.034,0.199","SE","20","Ndufv3",85.2966082970551,52.4652714660691,122.236604923175,86.4200975057618,78.398993256082,100.317799089628,112.090988634443
"57","ENSRNOG00000001238","+","Rsrc2","chr12",38282289,38282311,NA,NA,1.95954363846e-12,4.13463707715e-10,"0.084,0.17","0.031,0.003,0.07","A3SS","12","Rsrc2",30.1721531119509,41.0490322612187,39.2450083419934,27.5712563226264,36.9251394652811,38.0850739036373,49.396220847898
"58","ENSRNOG00000001276","+","Pcnt","chr20",13032442,13032562,NA,NA,0.000516337227215,0.0167496667192,"0.976,1.0","0.915,0.912,0.926","SE","20","Pcnt",6.822047,4.778597,3.502787,6.793709,3.923853,3.71332,9.1971765
"59","ENSRNOG00000001299","-","Sun1","chr12",17511852,17512034,NA,NA,5.9489918576e-05,0.00393921388674,"0.969,1.0","0.947,0.877,0.928","SE","12","Sun1",18.6343350666344,28.6235653932639,24.1953621124303,19.283080960504,30.5244979350618,27.359930023746,33.2704907102011
"60","ENSRNOG00000001309","+","Camkk2","chr12",39294462,39294591,NA,NA,0.000253404490908,0.0107080068757,"1.0,0.98","1.0,0.861,0.865","SE","12","Camkk2",7.299039,15.671217,11.337857,6.933974,17.544605,14.441231,14.952115
"61","ENSRNOG00000001597","-","Atf2","chr3",60755941,60756038,NA,NA,5.00746343834e-07,0.000109026907337,"1.0,1.0","0.921,0.829,0.875","SE","3","Atf2",12.7747929519698,12.4134800447922,8.41426203345926,11.6671019633028,10.5720087139773,9.49313537371828,18.4276874800324
"62","ENSRNOG00000001616","-","Senp7","chr11",46972478,46972676,NA,NA,0.00125366509964,0.0299830276105,"1.0,1.0","1.0,0.739,1.0","SE","11","Senp7",2.864164,7.859875,3.971487,3.440509,4.544764,4.2581255,7.082274
"63","ENSRNOG00000001616","-","Senp7","chr11",46960554,46960746,NA,NA,0.00201873158427,0.0407739028627,"1.0,1.0","1.0,0.866,1.0","SE","11","Senp7",2.864164,7.859875,3.971487,3.440509,4.544764,4.2581255,7.082274
"64","ENSRNOG00000001627","-","Abi3bp","chr11",46248730,46248805,NA,NA,0.00188674155503,0.0387793312255,"0.517,0.47","0.0,0.282,0.411","SE","11","Abi3bp",5.61749840321217,6.33592438461539,6.08547261284869,6.19045937052691,7.68719654860524,6.88633458072696,9.07194107917723
"65","ENSRNOG00000001627","-","Abi3bp","chr11",46245022,46245070,NA,NA,0.00228557479969,0.0448937215242,"1.0,1.0","1.0,0.855,1.0","SE","11","Abi3bp",5.61749840321217,6.33592438461539,6.08547261284869,6.19045937052691,7.68719654860524,6.88633458072696,9.07194107917723
"66","ENSRNOG00000001627","-","Abi3bp","chr11",46297624,46297696,NA,NA,0.00142537050878,0.0319274127186,"1.0,1.0","1.0,0.508,1.0","SE","11","Abi3bp",5.61749840321217,6.33592438461539,6.08547261284869,6.19045937052691,7.68719654860524,6.88633458072696,9.07194107917723
"67","ENSRNOG00000001681","-","Vps26c","chr11",34776014,34776164,NA,NA,0.000182125616084,0.00854206507076,"0.971,1.0","0.915,0.908,0.961","SE","11","Vps26c",15.793752,19.625294,19.925247,16.001328,24.407425,22.166336,25.710187
"68","ENSRNOG00000001682","+","Ttc3","chr11",34730997,34731338,NA,NA,0.000792024122663,0.0223611909445,"0.956,0.952","1.0,1.0,0.975","SE","11","Ttc3",8.215437,14.970613,7.412379,8.86519,11.210032,9.3112055,16.02562
"69","ENSRNOG00000001714","+","Atp13a4","chr11",74900831,74900902,NA,NA,0.00071075198228,0.0213488139906,"1.0,1.0","1.0,0.644,1.0","SE","11","Atp13a4",0.475165,1.124014,0.744964,0.438731,0.822959,0.7839615,1.018955
"70","ENSRNOG00000001842","+","Mrps35","chr4",181438204,181438242,NA,NA,2.9473579235e-06,0.000440253021922,"1.0,0.953","0.915,0.857,0.925","SE","4","Mrps35",15.161754,12.298126,17.300173,15.114956,12.792832,15.0465025,21.287418
"71","ENSRNOG00000001852","-","Ergic2","chr4",182590358,182590272,NA,NA,0.000964546996635,0.0169484686552,"1.0,1.0","0.311,0.311,1.0","A5SS","4","Ergic2",38.1901661543819,35.3027683389437,35.3223341404527,40.146272183401,32.9190509158445,34.1206925281486,56.8196033383633
"72","ENSRNOG00000001924","-","Tp63","chr11",78308977,78309232,NA,NA,0.00138840557746,0.0316231525675,"1.0,1.0","1.0,0.559,1.0","SE","11","Tp63",0.569176690928843,0.629850183776933,0.619329780735108,0.589081782364657,0.333875042549339,0.476602411642224,0.894054328535217
"73","ENSRNOG00000001960","+","Sult1d1","chr14",22120037,22120132,NA,NA,3.40469826776e-07,8.4109142207e-05,"1.0,1.0","0.979,0.884,0.935","SE","14","Sult1d1",5.60109803581055,8.89774513361571,5.66130597266076,6.20998169503273,7.91930778205622,6.79030687735849,10.3544124322295
"74","ENSRNOG00000001964","-","Cd47","chr11",53562258,53562372,NA,NA,3.00093604144e-06,0.000443103728602,"0.088,0.075","0.044,0.013,0.047","SE","11","Cd47",11.7985689909739,14.8588491738717,11.9045576726841,12.6865970855107,14.1066742432304,13.0056159579573,19.6720076251781
"75","ENSRNOG00000001964","-","Cd47","chr11",53517374,53517407,NA,NA,0.000908842846315,0.0245328816674,"0.0,0.0","0.0,0.081,0.046","SE","11","Cd47",11.7985689909739,14.8588491738717,11.9045576726841,12.6865970855107,14.1066742432304,13.0056159579573,19.6720076251781
"76","ENSRNOG00000002072","+","Eva1c","chr11",31040467,31040591,NA,NA,0.000986121065333,0.0255397403332,"1.0,0.686","0.154,0.5,0.548","SE","11","Eva1c",2.537592,1.564954,1.939684,2.447846,2.026052,1.982868,3.275196
"77","ENSRNOG00000002112","+","Zfp644","chr14",4181725,4182331,NA,NA,0.00226883329311,0.0447174778253,"1.0,1.0","1.0,0.812,1.0","SE","14","Zfp644",3.119335,5.135127,3.607203,3.206679,4.192001,3.899602,5.7305705
"78","ENSRNOG00000002137","+","Aasdh","chr14",33640147,33640940,NA,NA,0.000909049639864,0.0245328816674,"1.0,1.0","1.0,0.327,0.948","SE","14","Aasdh",2.622462,5.169349,4.004938,3.344582,5.055879,4.5304085,5.5681965
"79","ENSRNOG00000002142","-","Cds1","chr14",9408232,9408320,NA,NA,3.03464149876e-05,0.00239159537994,"1.0,1.0","1.0,0.816,0.853","SE","14","Cds1",9.46667,15.88491,8.992402,9.186887,11.953712,10.473057,17.2692335
"80","ENSRNOG00000002175","+","Clock","chr14",34464758,34464848,NA,NA,0.0015008693562,0.0330139858729,"1.0,1.0","1.0,0.603,1.0","SE","14","Clock",1.10339271939696,0.551273652404714,7.20477609491453,1.25971842467353,3.16558796453976,5.18518202972715,1.4571923982376
"81","ENSRNOG00000002177","-","Gnpda2","chr14",62643410,62643573,NA,NA,0.000390667880944,0.013971156108,"0.603,1.0","1.0,1.0,1.0","SE","14","Gnpda2",4.968754,7.308205,7.374976,4.980103,7.090384,7.23268,8.628531
"82","ENSRNOG00000002181","+","Helq","chr14",10453472,10453651,NA,NA,0.00154969810498,0.0337986788736,"1.0,1.0","0.46,1.0,0.476","SE","14","Helq",1.317816,2.240038,2.278507,1.367547,2.186176,2.2323415,2.4627005
"83","ENSRNOG00000002205","-","Ociad1","chr14",37473382,37473463,37473868,37473931,7.13683347742e-06,0.000351323692498,"0.222,0.123","0.272,0.408,0.277","MXE","14","Ociad1",98.494598,100.723503,107.217461,101.991699,102.959923,105.088692,150.6049
"84","ENSRNOG00000002207","+","Guf1","chr14",62615244,62615448,NA,NA,9.02178226514e-06,0.000986155161151,"0.981,1.0","0.926,0.811,0.939","SE","14","Guf1",5.139936,5.189362,5.455173,5.014841,4.043151,4.749162,7.6720695
"85","ENSRNOG00000002207","+","Guf1","chr14",62616659,62616799,NA,NA,7.1519924657e-06,0.00085864014219,"0.965,1.0","0.873,0.784,0.851","SE","14","Guf1",5.139936,5.189362,5.455173,5.014841,4.043151,4.749162,7.6720695
"86","ENSRNOG00000002275","-","Fip1l1","chr14",36154813,36155033,NA,NA,3.2951058252e-06,0.00048101056171,"1.0,0.963","0.919,0.847,0.939","SE","14","Fip1l1",11.8207163478261,15.209791679926,13.3916871147086,12.1222190601295,14.9229685457909,14.1573278302497,19.5763635439408
"87","ENSRNOG00000002420","+","Zc3h7a","chr10",4555897,4556053,NA,NA,0.000279423956703,0.00800334138711,"0.907,0.91","1.0,1.0,0.981","A3SS","10","Zc3h7a",17.6413024270175,24.9015020930939,24.2393622147736,18.7424221381229,28.0949040971414,26.1671331559575,30.6426133291172
"88","ENSRNOG00000002488","+","Galnt10","chr10",43146852,43146991,NA,NA,0.0003184234998,0.0125474487068,"1.0,0.966","0.96,0.87,0.918","SE","10","Galnt10",17.320366,18.707375,13.961454,15.958632,21.72011,17.840782,25.9931865
"89","ENSRNOG00000002632","+","Naca","chr7",2461864,2467708,NA,NA,6.70075734258e-05,0.00426192796152,"0.024,0.023","0.069,0.001,0.063","SE","7","Naca",61.7850185699824,56.2777573940728,51.9659182856514,61.6309153993545,55.8099030313967,53.887910658524,89.8468456817048
"90","ENSRNOG00000002657","-","Pla2g4a","chr13",67180386,67180485,NA,NA,0.00241244904113,0.046813172783,"1.0,0.976","1.0,0.895,0.979","SE","13","Pla2g4a",23.2998299502517,13.4739411850755,13.9315621297009,23.8659801522061,18.6134973834765,16.2725297565887,30.3198756437666
"91","ENSRNOG00000002724","-","Prpsap2","chr10",48037370,48037423,NA,NA,8.83615211555e-07,0.000166925308936,"0.977,1.0","0.958,0.78,0.857","SE","10","Prpsap2",14.5630498850763,21.9421459891068,21.8689613948802,14.9653392630719,21.2052829411765,21.5371221680283,25.7352675686275
"92","ENSRNOG00000002724","-","Prpsap2","chr10",48035141,48035208,NA,NA,4.18263572222e-07,9.59466758708e-05,"0.982,1.0","0.975,0.777,0.879","SE","10","Prpsap2",14.5630498850763,21.9421459891068,21.8689613948802,14.9653392630719,21.2052829411765,21.5371221680283,25.7352675686275
"93","ENSRNOG00000002757","-","Tada2a","chr10",71420856,71421014,NA,NA,0.0013798727356,0.0314846272851,"0.936,0.842","1.0,1.0,0.91","SE","10","Tada2a",5.317143,7.62623811375535,7.593362,5.4112097881961,8.170916,7.882139,9.17729545097573
"94","ENSRNOG00000002763","-","Ulk2","chr10",48094170,48094342,NA,NA,4.72113558985e-05,0.00329905625997,"1.0,1.0","0.743,0.843,1.0","SE","10","Ulk2",12.083816,25.455643,13.556485,12.836562,16.205883,14.881184,25.1880105
"95","ENSRNOG00000002838","-","Pdzd11","chrX",70460574,70460904,NA,NA,1.11022302463e-16,3.50830475783e-15,"0.097,0.144","0.084,0.003,0.053","RI","X","Pdzd11",10.9197870048497,11.9971840756547,13.5795302803104,10.6427431813773,13.7306934830262,13.6551118816683,16.7798571309409
"96","ENSRNOG00000002838","-","Pdzd11","chrX",70460574,70460799,NA,NA,0.0032349060211,0.00811293891006,"0.691,1.0","0.734,0.138,0.557","RI","X","Pdzd11",10.9197870048497,11.9971840756547,13.5795302803104,10.6427431813773,13.7306934830262,13.6551118816683,16.7798571309409
"97","ENSRNOG00000002838","-","Pdzd11","chrX",70460904,70460799,NA,NA,0.00114398271353,0.0175887342205,"0.074,0.056","0.063,0.009,0.047","A5SS","X","Pdzd11",10.9197870048497,11.9971840756547,13.5795302803104,10.6427431813773,13.7306934830262,13.6551118816683,16.7798571309409
"98","ENSRNOG00000002852","+","Myo19","chr10",72212469,72212546,NA,NA,0.000648327609511,0.0200539181883,"1.0,1.0","1.0,0.709,1.0","SE","10","Myo19",5.555282,3.531824,5.361074,5.829715,4.75531,5.058192,7.4584105
