"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474451","FPKM.SRR8474452","FPKM.SRR8474453","FPKM.SRR8474454","FPKM.SRR8474455","FPKM.SRR8474456","FPKM.SRR8474457","..files.testis_1.txt_mean_female","..files.testis_2.txt_mean_male","Remark","Organism","Tissue","GEO_accession"
"11","ENSRNOG00000000158","-","Cdo1","chr18",40704176,40704346,NA,NA,0.00179160638194,0.0316070524146,"0.915,0.913,1.0","1.0,0.939,1.0,0.983","SE","18","Cdo1",5.990246,6.169637,6.275208,6.909006,7.105376,5.760108,7.088352,6.33602425,4.988459,NA,"rat","testis","GSE125483"
"12","ENSRNOG00000000175","+","Mier2","chr7",13053555,13054013,NA,NA,0,0,"0.002,0.001,0.104","0.128,0.154,0.123,0.107","RI","7","Mier2",3.88476445135932,3.91225398591549,3.83011915558467,3.65404439043564,3.27728236881756,3.48887945725516,3.32892811464134,3.82029549582378,2.52377248517851,NA,"rat","testis","GSE125483"
"13","ENSRNOG00000000221","+","Abhd5","chr8",130982665,130982751,NA,NA,0.000920474598115,0.0186870466777,"0.963,0.956,0.973","1.0,0.996,0.971,0.965","SE","8","Abhd5",29.72073,29.64995,29.013281,30.746584,29.402245,29.284544,30.448586,29.78263625,22.28384375,NA,"rat","testis","GSE125483"
"14","ENSRNOG00000000230","+","Lmf1","chr10",15025251,15025405,NA,NA,0.00036225271644,0.00896266233065,"0.939,0.963,0.93","1.0,0.96,1.0,0.964","SE","10","Lmf1",18.337122,19.287268,18.965931,21.959694,19.145535,18.459076,19.173103,19.63750375,14.1944285,NA,"rat","testis","GSE125483"
"15","ENSRNOG00000000231","+","Kctd17","chr7",119656443,119656531,NA,NA,0.000544755186651,0.0123164857654,"0.87,0.728,1.0","1.0,0.728,0.691,1.0","SE","7","Kctd17",2.904036,3.041176,3.443792,3.733069,2.616696,2.559999,2.765112,3.28051825,1.98545175,NA,"rat","testis","GSE125483"
"16","ENSRNOG00000000245","-","Slc16a6","chr10",97737422,97738235,97741243,97741372,0.0017383826654,0.00683507935065,"0.743,0.711,0.353","0.33,0.401,0.352,0.355","MXE","10","Slc16a6",69.114376353336,67.0273350592183,69.7162924954599,71.4493065736281,69.0712183679432,71.910713007501,68.9266492285827,69.3268276204106,52.4771451510067,NA,"rat","testis","GSE125483"
"17","ENSRNOG00000000246","+","Amz2","chr10",97712684,97712967,97713528,97713702,0.00192458451119,0.00746825073084,"0.383,0.374,0.505","0.502,0.541,0.497,0.512","MXE","10","Amz2",78.853737,79.927658,78.910385,84.002823,85.227379,78.893333,81.949265,80.42365075,61.51749425,NA,"rat","testis","GSE125483"
"18","ENSRNOG00000000249","+","Mettl23","chr10",105791799,105792037,NA,NA,0.000504933420396,0.011623399281,"0.53,0.566,0.671","0.714,0.697,0.714,0.729","SE","10","Mettl23",15.488969,14.459611,15.175745,15.26457,14.800319,15.047001,15.543458,15.09722375,11.3476945,NA,"rat","testis","GSE125483"
"19","ENSRNOG00000000249","+","Mettl23","chr10",105791799,105792037,105792110,105792195,0.00176439612927,0.00691989721687,"0.225,0.244,0.47","0.505,0.494,0.429,0.43","MXE","10","Mettl23",15.488969,14.459611,15.175745,15.26457,14.800319,15.047001,15.543458,15.09722375,11.3476945,NA,"rat","testis","GSE125483"
"20","ENSRNOG00000000279","+","Rtn4ip1","chr20",48890286,48890411,NA,NA,0.00282870077498,0.0451334495592,"0.94,0.833,0.845","0.86,0.867,1.0,1.0","SE","20","Rtn4ip1",1.742562,1.643667,1.749045,1.935955,1.42092,1.722144,1.790809,1.76780725,1.23346825,NA,"rat","testis","GSE125483"
"21","ENSRNOG00000000302","+","Sesn1","chr20",46748217,46748460,NA,NA,0.0012525877695,0.0238839291989,"0.918,0.925,1.0","0.958,0.966,1.0,1.0","SE","20","Sesn1",5.928362,5.68837,5.773358,5.953904,5.72515,6.173318,6.112751,5.8359985,4.50280475,NA,"rat","testis","GSE125483"
"22","ENSRNOG00000000303","-","Cep57l1","chr20",46615452,46615530,46618387,46618474,0,0,"0.999,1.0,0.943","0.953,0.95,0.948,0.959","MXE","20","Cep57l1",97.882309,100.19265,99.361923,109.28804,102.219398,107.115082,101.978157,101.6812305,77.82815925,NA,"rat","testis","GSE125483"
"23","ENSRNOG00000000304","+","Cd164","chr20",46259706,46259846,NA,NA,9.86415393811e-11,5.76436495758e-10,"0.008,0.016,1.0","1.0,1.0,1.0,1.0","RI","20","Cd164",60.2971373903967,59.213523052888,57.3129785448852,55.1923644008351,60.046291421016,59.2993570173974,63.2195725949896,58.0040008472512,45.6413052583508,NA,"rat","testis","GSE125483"
"24","ENSRNOG00000000316","-","Sobp","chr20",47806642,47806738,NA,NA,1.4804061744e-05,0.000715060966752,"0.8,0.765,1.0","0.847,1.0,1.0,1.0","SE","20","Sobp",3.35734,3.447714,4.366041,2.63573,3.436433,2.877472,2.581342,3.45170625,2.22381175,NA,"rat","testis","GSE125483"
"25","ENSRNOG00000000322","+","Atg5","chr20",49332281,49332444,49352976,49353071,8.0086913861e-05,0.000468200419495,"0.038,0.054,0.415","0.427,0.35,0.319,0.398","MXE","20","Atg5",3.34258111713106,3.30917237100103,3.08864203818369,4.28752097007224,3.13658225490196,3.75792070433437,4.1363417002064,3.506979124097,2.75771116486068,NA,"rat","testis","GSE125483"
"26","ENSRNOG00000000327","+","Hace1","chr20",50687736,50687868,NA,NA,0.00129664165284,0.0246159692946,"0.894,0.952,1.0","0.95,1.0,1.0,1.0","SE","20","Hace1",9.021173,9.007132,8.529384,8.569154,6.97662,9.194737,8.801007,8.78171075,6.243091,NA,"rat","testis","GSE125483"
"27","ENSRNOG00000000327","+","Hace1","chr20",50699651,50699734,NA,NA,0.00146067411541,0.0270056103768,"0.902,0.953,1.0","0.917,1.0,1.0,1.0","SE","20","Hace1",9.021173,9.007132,8.529384,8.569154,6.97662,9.194737,8.801007,8.78171075,6.243091,NA,"rat","testis","GSE125483"
"28","ENSRNOG00000000340","+","Rtraf","chr15",4891199,4891268,4893400,4893449,0.00217542584474,0.00823148382782,"0.594,0.587,0.691","0.646,0.732,0.736,0.674","MXE","15","Rtraf",138.682909163404,139.088984486809,141.503809017021,145.53248404766,148.075179187234,150.19765372,139.849522204255,141.202046678723,109.530588777872,NA,"rat","testis","GSE125483"
"29","ENSRNOG00000000373","-","AABR07044900.1","chr20",25473570,25473771,25656061,25656154,0.0045078695044,0.0149873264024,"0.555,0.55,0.35","0.371,0.328,0.351,0.378","MXE","20","AABR07044900.1",63.9848973389831,63.4260044576271,62.6524924237288,64.291058940678,71.091395279661,65.9419128983051,69.3002998898305,63.5886132902543,51.5834020169492,NA,"rat","testis","GSE125483"
"30","ENSRNOG00000000373","-","AABR07044900.1","chr20",25248943,25249036,25369877,25370029,0,0,"0.999,0.998,0.759","0.731,0.611,0.729,0.723","MXE","20","AABR07044900.1",63.9848973389831,63.4260044576271,62.6524924237288,64.291058940678,71.091395279661,65.9419128983051,69.3002998898305,63.5886132902543,51.5834020169492,NA,"rat","testis","GSE125483"
"31","ENSRNOG00000000373","-","AABR07044900.1","chr20",25207440,25207622,25248943,25249036,0.00149795207771,0.00604613817894,"0.762,0.764,0.552","0.564,0.558,0.568,0.554","MXE","20","AABR07044900.1",63.9848973389831,63.4260044576271,62.6524924237288,64.291058940678,71.091395279661,65.9419128983051,69.3002998898305,63.5886132902543,51.5834020169492,NA,"rat","testis","GSE125483"
"32","ENSRNOG00000000394","-","Srgn","chr20",32133331,32133529,NA,NA,0.00194580157218,0.0336792400647,"0.912,0.921,0.955","0.969,0.971,0.946,0.944","SE","20","Srgn",23.8491634408397,24.7389656367684,25.0795809650127,28.6519993021628,15.5846491367684,26.1607993587786,23.109706062341,25.5799273361959,16.213788639472,NA,"rat","testis","GSE125483"
"33","ENSRNOG00000000395","-","Kif1bp","chr20",32201687,32201871,32202430,32202510,7.63402230319e-10,7.30802257964e-09,"0.995,0.982,0.502","0.53,0.511,0.557,0.568","MXE","20","Kif1bp",20.224874,21.078058,20.599451,20.381248,19.900736,20.186682,21.932289,20.57090775,15.50492675,NA,"rat","testis","GSE125483"
"34","ENSRNOG00000000396","-","Ddx50","chr20",32244991,32245151,32245373,32245447,0.00169477394706,0.00671445088244,"0.475,0.461,0.391","0.345,0.343,0.372,0.402","MXE","20","Ddx50",36.0927657314558,34.0574815489885,34.753363508925,35.0986094188814,34.0918103625545,37.4521967965093,35.8349393201111,35.0005550520627,26.8447366197937,NA,"rat","testis","GSE125483"
"35","ENSRNOG00000000397","-","Ccar1","chr20",32387176,32387362,NA,NA,0.000107546713936,0.00342708020785,"0.562,0.561,0.7","0.926,0.895,0.767,0.59","SE","20","Ccar1",32.883091,31.179764,32.961937,33.254051,47.027287,35.430473,33.390381,32.56971075,28.96203525,NA,"rat","testis","GSE125483"
"36","ENSRNOG00000000398","-","Zup1","chr20",32482839,32483005,NA,NA,0.000104320261342,0.00333124259513,"0.885,0.848,1.0","1.0,1.0,0.928,0.935","SE","20","Zup1",8.535512,7.965341,8.146394,8.549774,7.511022,8.795444,8.879379,8.29925525,6.29646125,NA,"rat","testis","GSE125483"
"37","ENSRNOG00000000406","-","Ros1","chr20",33117780,33117981,NA,NA,0.000351340620396,0.00873529228749,"0.65,0.663,1.0","1.0,0.797,0.938,1.0","SE","20","Ros1",0.763084815516783,0.767236540253299,0.669067259941546,0.777412351076078,0.605872955274112,0.70296516730139,0.754502079886635,0.744200241696927,0.515835050615534,NA,"rat","testis","GSE125483"
"38","ENSRNOG00000000414","-","Cep85l","chr20",34615952,34616074,34646375,34647163,0.000579970514303,0.00273816382207,"0.106,0.1,0.464","0.449,0.345,0.418,0.398","MXE","20","Cep85l",101.754087531093,102.252195552136,98.6240748118719,103.849622274183,114.659023914887,107.480547540201,109.003200002513,101.619995042321,82.7856928644002,NA,"rat","testis","GSE125483"
"39","ENSRNOG00000000414","-","Cep85l","chr20",34646375,34647163,34656589,34656748,0.00857687321579,0.0250741345191,"0.701,0.695,0.366","0.365,0.468,0.38,0.394","MXE","20","Cep85l",101.754087531093,102.252195552136,98.6240748118719,103.849622274183,114.659023914887,107.480547540201,109.003200002513,101.619995042321,82.7856928644002,NA,"rat","testis","GSE125483"
"40","ENSRNOG00000000422","+","Dxo","chr20",4518441,4518661,NA,NA,0.00182400175456,0.0320485111979,"0.922,0.943,0.916","1.0,1.0,1.0,0.961","SE","20","Dxo",5.592589,5.720013,6.08796,6.419757,4.876892,5.407162,5.44928,5.95507975,3.9333335,NA,"rat","testis","GSE125483"
"41","ENSRNOG00000000461","+","LOC108348112","chr20",5264705,5264797,NA,NA,0.00251655975712,0.0413244211261,"0.136,0.0,0.803","0.0,0.0,0.0,0.199","SE","20","LOC108348112",65.6530662398829,61.4272136094249,58.9428195865282,65.8199876419063,63.51872339164,63.6013743474441,62.0422001014377,62.9607717694356,47.2905744601305,NA,"rat","testis","GSE125483"
"42","ENSRNOG00000000466","-","Hsd17b8","chr20",3818093,3818183,NA,NA,4.06270794784e-10,2.23448937131e-09,"0.013,0.006,0.075","0.143,0.04,0.046,0.07","RI","20","Hsd17b8",7.30542647858017,7.6082019002448,7.5084689375765,7.19093236046512,7.36711367686658,7.60574301162791,6.936286124847,7.40325741921665,5.47728570333537,NA,"rat","testis","GSE125483"
"43","ENSRNOG00000000466","-","Hsd17b8","chr20",3817403,3817574,NA,NA,8.17099277128e-10,4.24437680064e-09,"0.023,0.019,0.13","0.158,0.074,0.119,0.141","RI","20","Hsd17b8",7.30542647858017,7.6082019002448,7.5084689375765,7.19093236046512,7.36711367686658,7.60574301162791,6.936286124847,7.40325741921665,5.47728570333537,NA,"rat","testis","GSE125483"
"44","ENSRNOG00000000473","+","Pfdn6","chr20",5456019,5456128,NA,NA,1.60047672959e-06,4.40131100637e-06,"0.002,0.002,0.79","0.642,0.643,0.641,0.7","RI","20","Pfdn6",17.4875428052472,17.887007271443,15.6987965832492,19.5259084137235,17.365692554995,19.7649580332997,16.6215361685166,17.6498137684157,13.4380466892028,NA,"rat","testis","GSE125483"
"45","ENSRNOG00000000480","+","Phf1","chr20",5530652,5530747,5531092,5531173,0,0,"0.0,0.004,0.137","0.155,0.157,0.112,0.101","MXE","20","Phf1",30.8543329346518,30.5610942728576,32.8079117606764,34.7087825236457,29.2521707377472,30.3125471791344,28.0147819710519,32.2330303729579,21.8948749719834,NA,"rat","testis","GSE125483"
"46","ENSRNOG00000000480","+","Phf1","chr20",5530652,5530747,NA,NA,0.000369286089889,0.00908497517179,"0.0,0.092,0.96","0.845,0.799,1.0,0.825","SE","20","Phf1",30.8543329346518,30.5610942728576,32.8079117606764,34.7087825236457,29.2521707377472,30.3125471791344,28.0147819710519,32.2330303729579,21.8948749719834,NA,"rat","testis","GSE125483"
"47","ENSRNOG00000000480","+","Phf1","chr20",5530270,5530391,NA,NA,2.22044604925e-16,2.07611705605e-15,"0.001,0.006,0.233","0.215,0.275,0.223,0.126","RI","20","Phf1",30.8543329346518,30.5610942728576,32.8079117606764,34.7087825236457,29.2521707377472,30.3125471791344,28.0147819710519,32.2330303729579,21.8948749719834,NA,"rat","testis","GSE125483"
"48","ENSRNOG00000000480","+","Phf1","chr20",5530070,5530165,NA,NA,1.20248255797e-12,8.99456953362e-12,"0.024,0.021,0.101","0.105,0.078,0.094,0.069","RI","20","Phf1",30.8543329346518,30.5610942728576,32.8079117606764,34.7087825236457,29.2521707377472,30.3125471791344,28.0147819710519,32.2330303729579,21.8948749719834,NA,"rat","testis","GSE125483"
"49","ENSRNOG00000000480","+","Phf1","chr20",5530270,5530402,NA,NA,0,0,"0.0,0.003,0.106","0.097,0.131,0.129,0.069","RI","20","Phf1",30.8543329346518,30.5610942728576,32.8079117606764,34.7087825236457,29.2521707377472,30.3125471791344,28.0147819710519,32.2330303729579,21.8948749719834,NA,"rat","testis","GSE125483"
"50","ENSRNOG00000000481","-","Cuta","chr20",5532843,5532962,NA,NA,7.0399797103e-11,4.24669743815e-10,"0.013,0.011,0.116","0.145,0.128,0.217,0.063","RI","20","Cuta",3.58466679023168,3.46206555291171,3.65744916155291,4.15328649780839,3.88131667689418,2.95397197933626,2.64438725923607,3.71436700062617,2.36991897886663,NA,"rat","testis","GSE125483"
"51","ENSRNOG00000000508","+","Armc12","chr20",8111201,8111336,NA,NA,1.37212463613e-12,8.69927019306e-10,"0.923,1.0,1.0","1.0,1.0,1.0,1.0","SE","20","Armc12",168.90451,175.29213,168.970917,186.183136,137.991302,163.001114,161.076065,174.83767325,115.51712025,NA,"rat","testis","GSE125483"
"52","ENSRNOG00000000508","+","Armc12","chr20",8110694,8110840,8111201,8111336,1.02018393733e-12,1.26901922105e-11,"0.999,1.0,0.574","0.604,0.665,0.638,0.603","MXE","20","Armc12",168.90451,175.29213,168.970917,186.183136,137.991302,163.001114,161.076065,174.83767325,115.51712025,NA,"rat","testis","GSE125483"
"53","ENSRNOG00000000511","-","Srpk1","chr20",5841568,5841782,NA,NA,6.98801334353e-07,6.329143514e-05,"0.967,0.956,0.997","0.995,0.989,0.993,0.991","SE","20","Srpk1",106.662098618239,105.764719803395,108.686750961705,133.372509472957,116.280178448875,113.27513230754,108.200104003158,113.621519714074,84.4388536898933,NA,"rat","testis","GSE125483"
"54","ENSRNOG00000000511","-","Srpk1","chr20",5841568,5841782,NA,NA,0.00010799156983,0.0034304795961,"0.962,0.961,0.986","1.0,0.984,0.97,0.98","SE","20","Srpk1",106.662098618239,105.764719803395,108.686750961705,133.372509472957,116.280178448875,113.27513230754,108.200104003158,113.621519714074,84.4388536898933,NA,"rat","testis","GSE125483"
"55","ENSRNOG00000000512","-","Slc26a8","chr20",5892081,5892174,5893288,5893358,0,0,"0.995,0.992,0.815","0.804,0.837,0.85,0.864","MXE","20","Slc26a8",68.2134657559184,67.5147809551021,67.0251943229932,65.8815404936054,65.2383241921088,67.9121190990476,70.0791943156462,67.1587453819048,50.8074094017007,NA,"rat","testis","GSE125483"
"56","ENSRNOG00000000512","-","Slc26a8","chr20",5915286,5915403,5926877,5927073,2.9237028222e-05,0.00018293690751,"0.429,0.466,0.488","0.53,0.639,0.609,0.515","MXE","20","Slc26a8",68.2134657559184,67.5147809551021,67.0251943229932,65.8815404936054,65.2383241921088,67.9121190990476,70.0791943156462,67.1587453819048,50.8074094017007,NA,"rat","testis","GSE125483"
"57","ENSRNOG00000000512","-","Slc26a8","chr20",5926877,5927073,NA,NA,0.00030613466605,0.00782224194562,"0.952,0.971,1.0","1.0,0.99,1.0,1.0","SE","20","Slc26a8",68.2134657559184,67.5147809551021,67.0251943229932,65.8815404936054,65.2383241921088,67.9121190990476,70.0791943156462,67.1587453819048,50.8074094017007,NA,"rat","testis","GSE125483"
"58","ENSRNOG00000000512","-","Slc26a8","chr20",5918140,5918280,NA,NA,0.00233187149762,0.0389054349866,"0.962,0.975,1.0","1.0,0.987,1.0,1.0","SE","20","Slc26a8",68.2134657559184,67.5147809551021,67.0251943229932,65.8815404936054,65.2383241921088,67.9121190990476,70.0791943156462,67.1587453819048,50.8074094017007,NA,"rat","testis","GSE125483"
"59","ENSRNOG00000000512","-","Slc26a8","chr20",5915286,5915403,NA,NA,0.00139128247948,0.0260550821019,"0.933,0.911,0.93","0.949,0.973,0.926,0.964","SE","20","Slc26a8",68.2134657559184,67.5147809551021,67.0251943229932,65.8815404936054,65.2383241921088,67.9121190990476,70.0791943156462,67.1587453819048,50.8074094017007,NA,"rat","testis","GSE125483"
"60","ENSRNOG00000000512","-","Slc26a8","chr20",5894167,5894263,5897244,5897322,1.55431223448e-15,2.88287912062e-14,"0.99,0.996,0.747","0.769,0.765,0.826,0.801","MXE","20","Slc26a8",68.2134657559184,67.5147809551021,67.0251943229932,65.8815404936054,65.2383241921088,67.9121190990476,70.0791943156462,67.1587453819048,50.8074094017007,NA,"rat","testis","GSE125483"
"61","ENSRNOG00000000512","-","Slc26a8","chr20",5918140,5918280,NA,NA,0.000495189595641,0.0114510712573,"0.965,0.972,0.984","1.0,0.987,0.989,0.981","SE","20","Slc26a8",68.2134657559184,67.5147809551021,67.0251943229932,65.8815404936054,65.2383241921088,67.9121190990476,70.0791943156462,67.1587453819048,50.8074094017007,NA,"rat","testis","GSE125483"
"62","ENSRNOG00000000512","-","Slc26a8","chr20",5889978,5890338,5891858,5891990,0.00360096004331,0.0124811918743,"0.63,0.609,0.376","0.36,0.383,0.389,0.398","MXE","20","Slc26a8",68.2134657559184,67.5147809551021,67.0251943229932,65.8815404936054,65.2383241921088,67.9121190990476,70.0791943156462,67.1587453819048,50.8074094017007,NA,"rat","testis","GSE125483"
"63","ENSRNOG00000000512","-","Slc26a8","chr20",5911829,5912011,5918140,5918280,0.0125786466802,0.0339313590195,"0.568,0.551,0.414","0.426,0.382,0.466,0.427","MXE","20","Slc26a8",68.2134657559184,67.5147809551021,67.0251943229932,65.8815404936054,65.2383241921088,67.9121190990476,70.0791943156462,67.1587453819048,50.8074094017007,NA,"rat","testis","GSE125483"
"64","ENSRNOG00000000512","-","Slc26a8","chr20",5897244,5897322,5902495,5902578,7.27838345149e-10,6.97829010303e-09,"0.997,0.995,0.957","0.963,0.968,0.929,0.95","MXE","20","Slc26a8",68.2134657559184,67.5147809551021,67.0251943229932,65.8815404936054,65.2383241921088,67.9121190990476,70.0791943156462,67.1587453819048,50.8074094017007,NA,"rat","testis","GSE125483"
"65","ENSRNOG00000000512","-","Slc26a8","chr20",5918140,5918280,5926877,5927073,0.00136081960027,0.00557202874434,"0.44,0.46,0.479","0.51,0.548,0.59,0.489","MXE","20","Slc26a8",68.2134657559184,67.5147809551021,67.0251943229932,65.8815404936054,65.2383241921088,67.9121190990476,70.0791943156462,67.1587453819048,50.8074094017007,NA,"rat","testis","GSE125483"
"66","ENSRNOG00000000512","-","Slc26a8","chr20",5888178,5888233,5889978,5890338,0.00661542184855,0.0204703619465,"0.341,0.369,0.727","0.725,0.695,0.691,0.664","MXE","20","Slc26a8",68.2134657559184,67.5147809551021,67.0251943229932,65.8815404936054,65.2383241921088,67.9121190990476,70.0791943156462,67.1587453819048,50.8074094017007,NA,"rat","testis","GSE125483"
"67","ENSRNOG00000000512","-","Slc26a8","chr20",5918140,5918280,5926877,5927073,0.0029929846126,0.0107879005817,"0.915,0.908,0.641","0.685,0.766,0.746,0.713","MXE","20","Slc26a8",68.2134657559184,67.5147809551021,67.0251943229932,65.8815404936054,65.2383241921088,67.9121190990476,70.0791943156462,67.1587453819048,50.8074094017007,NA,"rat","testis","GSE125483"
"68","ENSRNOG00000000520","+","Srsf3","chr20",6294211,6294667,NA,NA,5.77975155513e-08,8.10550227307e-06,"0.074,0.067,0.284","0.279,0.349,0.244,0.252","SE","20","Srsf3",20.6927055599244,20.2537326510397,20.165196758034,21.3780253858223,19.8836398124764,21.118428163138,20.9099758461248,20.6224150887051,15.4780109554348,NA,"rat","testis","GSE125483"
"69","ENSRNOG00000000520","+","Srsf3","chr20",6294211,6294667,6295543,6295582,2.38489228366e-11,2.5983651594e-10,"0.032,0.028,0.301","0.285,0.351,0.235,0.252","MXE","20","Srsf3",20.6927055599244,20.2537326510397,20.165196758034,21.3780253858223,19.8836398124764,21.118428163138,20.9099758461248,20.6224150887051,15.4780109554348,NA,"rat","testis","GSE125483"
"70","ENSRNOG00000000524","+","RGD735065","chr20",6884297,6884511,NA,NA,1.97619116626e-08,3.43653997552e-06,"0.956,0.959,0.996","1.0,0.997,0.981,0.982","SE","20","RGD735065",28.3841319369327,28.6458113199907,29.9186915571329,33.9257356853619,30.7141916176402,31.1434857530835,32.8679830740051,30.2185926248546,23.6814151111822,NA,"rat","testis","GSE125483"
"71","ENSRNOG00000000524","+","RGD735065","chr20",6883689,6883897,NA,NA,0.000237438243956,0.00637188768966,"0.965,0.953,0.994","0.996,0.994,1.0,1.0","SE","20","RGD735065",28.3841319369327,28.6458113199907,29.9186915571329,33.9257356853619,30.7141916176402,31.1434857530835,32.8679830740051,30.2185926248546,23.6814151111822,NA,"rat","testis","GSE125483"
"72","ENSRNOG00000000525","+","Pi16","chr20",6931077,6931934,NA,NA,7.08929299176e-06,1.69961255059e-05,"0.014,0.013,1.0","0.912,0.954,0.968,0.869","RI","20","Pi16",4.28151348038277,4.55375019808613,6.43873517751196,3.66614544449761,2.79738839186603,3.29081607894737,3.29341322105263,4.73503607511962,2.34540442296651,NA,"rat","testis","GSE125483"
"73","ENSRNOG00000000525","+","Pi16","chr20",6931734,6931934,NA,NA,1.12332365632e-12,8.75256348883e-12,"0.0,0.0,0.403","0.371,0.375,0.337,0.379","RI","20","Pi16",4.28151348038277,4.55375019808613,6.43873517751196,3.66614544449761,2.79738839186603,3.29081607894737,3.29341322105263,4.73503607511962,2.34540442296651,NA,"rat","testis","GSE125483"
"74","ENSRNOG00000000525","+","Pi16","chr20",6931077,6931734,NA,NA,0.00135354389866,0.00777196174069,"0.569,0.474,1.0","0.921,0.961,0.973,0.881","A5SS","20","Pi16",4.28151348038277,4.55375019808613,6.43873517751196,3.66614544449761,2.79738839186603,3.29081607894737,3.29341322105263,4.73503607511962,2.34540442296651,NA,"rat","testis","GSE125483"
"75","ENSRNOG00000000527","-","Mtch1","chr20",6941793,6941742,NA,NA,0.0014126609961,0.00785792679081,"0.163,0.17,0.264","0.309,0.255,0.243,0.233","A5SS","20","Mtch1",41.27493280232,41.6343457931368,44.6926484340261,43.9828661933301,37.0380975978734,43.0731750275495,38.839138738521,42.8961983057033,29.737602840986,NA,"rat","testis","GSE125483"
"76","ENSRNOG00000000532","+","Cmtr1","chr20",8325262,8325387,NA,NA,4.30308200183e-09,1.00455703206e-06,"0.0,0.0,0.139","0.443,0.266,0.041,0.318","SE","20","Cmtr1",16.6186776723277,16.4938065094905,16.0136707772228,16.4997236238761,15.1998093831169,16.0719240894106,16.3988449835165,16.4064696457293,11.917644614011,NA,"rat","testis","GSE125483"
