"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474155","FPKM.SRR8474167","FPKM.SRR8474179","FPKM.SRR8474191","FPKM.SRR8474202","FPKM.SRR8474220","..files.heart_mean_female","..files.heart_mean_male","Remark","Organism","Tissue","GEO_accession"
"47","ENSMFAG00000001812","+","ZFP1","chr20",63332005,63332132,NA,NA,2.17873089903e-05,0.00496266482557,"0.742,0.774,1.0","1.0,1.0,1.0","SE","20","ZFP1",3.11754089128306,3.11674701273261,2.66778876787463,3.13141105190989,1.9146608129285,2.79760471694417,3.01525426052889,2.5666634906954,NA,"Macaca_fascicularis","heart","GSE125483"
"48","ENSMFAG00000001847","+",NA,"chr15",10305859,10306003,NA,NA,6.39400803043e-05,0.00936265461599,"0.648,0.577,0.398","0.221,0.228,0.331","SE","15","ENSMFAG00000001847",13.6989769114812,11.2515202440841,14.141720295355,9.74830320858896,18.1138945907099,12.9912670271691,11.3303634932807,15.3181972658487,NA,"Macaca_fascicularis","heart","GSE125483"
"49","ENSMFAG00000001866","-","VSIG4","chrX",62565635,62565917,NA,NA,0.000214105975423,0.0211758322184,"1.0,1.0,1.0","1.0,0.717,1.0","SE","X","VSIG4",2.09910628015143,0.502126485667929,4.20380405191996,0.540681942671714,2.65654877663602,2.70614629313142,1.24965157382369,2.98648636956914,NA,"Macaca_fascicularis","heart","GSE125483"
"50","ENSMFAG00000001877","-","IFT74","chr15",51830697,51830836,NA,NA,0.000352918752172,0.0300313881565,"1.0,0.938,1.0","0.703,0.768,1.0","SE","15","IFT74",3.14426077746479,3.03194524694836,4.71547552300469,5.68913983098591,2.42374163380282,3.59448797746479,4.10519101846635,3.42782597809077,NA,"Macaca_fascicularis","heart","GSE125483"
"51","ENSMFAG00000002003","-","TFCP2","chr11",50011396,50011549,NA,NA,0.000181643446243,0.0192453468775,"1.0,0.97,1.0","0.884,0.916,0.963","SE","11","TFCP2",9.44205070526316,9.96377670109235,9.91684859404171,10.6437251650447,9.2396751306852,10.1666718101291,10.2580578920887,9.53285814333002,NA,"Macaca_fascicularis","heart","GSE125483"
"52","ENSMFAG00000002053","-","RUNDC3B","chr3",124247138,124247285,NA,NA,0.000130512928401,0.0158741356976,"0.765,0.508,1.0","1.0,0.861,1.0","SE","3","RUNDC3B",1.347303,0.862025013980868,1.23383769389257,1.60299376968359,1.058272,0.952861,1.13929326122149,1.21313756463086,NA,"Macaca_fascicularis","heart","GSE125483"
"53","ENSMFAG00000002106","+","STRN","chr13",73818572,73818659,NA,NA,0.00049001581786,0.0366844756787,"0.0,0.091,0.0","0.0,0.004,0.0","SE","13","STRN",7.47911749199023,9.19847288080369,8.91924012272604,9.74814912842791,2.24409585826772,11.9351560420853,10.2939260171056,6.21415115766133,NA,"Macaca_fascicularis","heart","GSE125483"
"54","ENSMFAG00000002131","-","CCNJL","chr6",159728658,159728894,NA,NA,9.66272987879e-06,0.00295316181539,"0.573,0.095,0.447","1.0,1.0,0.51","SE","6","CCNJL",3.21764627511763,5.89858271076668,2.9256101823969,2.08913331995572,2.2381366747855,4.82731168198173,4.27167590423471,2.79379771076668,NA,"Macaca_fascicularis","heart","GSE125483"
"55","ENSMFAG00000002219","+","TTC8","chr7",153804276,153804360,NA,NA,0.000301756555554,0.0270634062163,"0.917,0.825,1.0","1.0,0.971,0.934","SE","7","TTC8",3.42809727988458,5.1273663223413,4.63111883511954,4.99673214014839,4.45431477205276,3.74559209727947,4.62323018658972,4.17117696235229,NA,"Macaca_fascicularis","heart","GSE125483"
"56","ENSMFAG00000002262","+","ARNTL2","chr11",28064117,28064219,NA,NA,1.91666568544e-05,0.00454955907439,"0.291,0.672,0.672","1.0,0.711,1.0","SE","11","ARNTL2",1.06450956309904,0.799587188498403,0.670790827875399,1.26924961421725,1.10517332188498,1.1308740942492,1.06657029898828,0.94682457095314,NA,"Macaca_fascicularis","heart","GSE125483"
"57","ENSMFAG00000002275","+","HNRNPDL","chr5",52033563,52033734,NA,NA,0.00032452421345,0.0282549073872,"0.958,0.889,0.977","0.988,0.954,0.95","SE","5","HNRNPDL",49.284316992967,54.8259611659341,56.4210638650549,69.0888271973626,63.2611315224176,45.79512442,56.5699709277656,56.3221707934798,NA,"Macaca_fascicularis","heart","GSE125483"
"58","ENSMFAG00000002328","-","USP44","chr11",99228518,99228627,NA,NA,0.000706563609784,0.0484286000019,"1.0,0.612,1.0","0.664,1.0,1.0","SE","11","USP44",2.05837113811031,2.59523410036166,2.21471825180832,3.05268466546112,1.35803057753165,1.23457438630199,2.29416438404159,1.87703998915009,NA,"Macaca_fascicularis","heart","GSE125483"
"59","ENSMFAG00000002346","-","MOK","chr7",167458650,167458765,NA,NA,0.000208636588646,0.0209612928325,"1.0,1.0,0.433","0.364,0.41,1.0","SE","7","MOK",0.599321554082345,0.47167517585485,0.847360907187718,0.387177669923238,0.80736900418702,0.728458831821354,0.529103892533147,0.751350488485694,NA,"Macaca_fascicularis","heart","GSE125483"
"60","ENSMFAG00000002399","+","PPP1R18","chr4",140284720,140286629,NA,NA,8.948971148e-06,0.000818830860042,"0.203,0.001,0.091","0.091,0.0,0.028","RI","4","PPP1R18",2.90041655141037,2.27858594030937,3.40784215686988,2.5828293277525,3.00472438726115,3.6764549488626,2.84595673897482,3.1043276985138,NA,"Macaca_fascicularis","heart","GSE125483"
"61","ENSMFAG00000002428","-","TNFSF10","chr2",76750319,76750362,NA,NA,0.000596791915154,0.0419241672484,"0.967,0.96,1.0","1.0,0.989,1.0","SE","2","TNFSF10",25.393122,20.6498739842884,30.014079849353,31.276859,20.263638,17.886881,23.2712046614295,25.2236132831177,NA,"Macaca_fascicularis","heart","GSE125483"
"62","ENSMFAG00000002497","-","HHATL","chr2",97626991,97627193,NA,NA,6.20135372522e-05,0.00932270176691,"0.987,0.952,0.978","0.974,0.925,0.962","SE","2","HHATL",149.133484,196.825714,246.940521,139.662125,216.30899,135.082062,157.189967,204.127665,NA,"Macaca_fascicularis","heart","GSE125483"
"63","ENSMFAG00000002504","-","ARAP3","chr6",140806467,140806553,NA,NA,0.000152264629245,0.0177005958406,"1.0,0.973,1.0","1.0,0.864,0.922","SE","6","ARAP3",7.53083513054556,9.65969800974221,9.1436939691247,7.01883359127698,10.5933339383993,11.6801392573441,9.4528902861211,9.08928767935652,NA,"Macaca_fascicularis","heart","GSE125483"
"64","ENSMFAG00000002570","-","CBR4","chr5",168254241,168254362,NA,NA,1.93679350335e-09,2.29866807898e-06,"0.726,0.71,1.0","1.0,0.981,1.0","SE","5","CBR4",7.147087,6.33044,7.382967,8.488601,6.35384,4.794646,6.53789566666667,6.961298,NA,"Macaca_fascicularis","heart","GSE125483"
"65","ENSMFAG00000002612","-","VPS29","chr11",114108543,114108555,NA,NA,1.17543752509e-11,2.40964692643e-08,"0.143,0.104,0.02","0.0,0.0,0.0","SE","11","VPS29",38.6462973123644,37.4939104772234,35.280528154013,48.4678969088937,46.8893167527115,30.5664690737527,38.8427588199566,40.272047406363,NA,"Macaca_fascicularis","heart","GSE125483"
"66","ENSMFAG00000002667","-","GALC","chr7",152885426,152885566,NA,NA,1.47732231937e-06,0.000738284078976,"1.0,1.0,1.0","1.0,0.81,0.917","SE","7","GALC",5.71586285639371,4.05460448386446,5.9760558321904,5.37087734993949,3.27205114441307,5.41792277692618,4.94780153691004,4.98798994433239,NA,"Macaca_fascicularis","heart","GSE125483"
"67","ENSMFAG00000002741","+","ZMYND12","chr1",185236184,185236326,NA,NA,9.69108533655e-06,0.00295316181539,"1.0,0.25,1.0","1.0,0.125,0.0","SE","1","ZMYND12",1.07295019022596,2.85163257961114,2.07979329584866,2.02789761797162,2.95241847241198,2.86394812769312,2.58115944175863,2.0350539861622,NA,"Macaca_fascicularis","heart","GSE125483"
"68","ENSMFAG00000002741","+","ZMYND12","chr1",185237601,185237773,NA,NA,9.03342735832e-05,0.0121252254125,"1.0,0.884,1.0","1.0,0.5,0.745","SE","1","ZMYND12",1.07295019022596,2.85163257961114,2.07979329584866,2.02789761797162,2.95241847241198,2.86394812769312,2.58115944175863,2.0350539861622,NA,"Macaca_fascicularis","heart","GSE125483"
"69","ENSMFAG00000002794","-","TLL2","chr9",95124235,95124414,NA,NA,0.000420770440145,0.0326871793506,"0.711,0.918,1.0","1.0,1.0,1.0","SE","9","TLL2",11.222795,0.935429,9.718986,23.022434,4.026615,1.420635,8.45949933333333,8.32279866666667,NA,"Macaca_fascicularis","heart","GSE125483"
"70","ENSMFAG00000002938","-","MGME1","chr10",44287832,44287965,NA,NA,8.67781230457e-05,0.01178823298,"0.977,0.868,1.0","1.0,0.982,1.0","SE","10","MGME1",7.43862317583141,8.10130541883438,8.64693915837998,8.80863279124136,9.70040418768522,8.16433830424761,8.35809217144112,8.59532217396554,NA,"Macaca_fascicularis","heart","GSE125483"
"71","ENSMFAG00000003222","+","SENP7","chr2",170820592,170820715,NA,NA,2.61449731292e-05,0.00521742605366,"0.767,0.837,1.0","1.0,1.0,1.0","SE","2","SENP7",2.327984,1.850671,2.320388,3.131922,1.09306,2.056158,2.34625033333333,1.91381066666667,NA,"Macaca_fascicularis","heart","GSE125483"
"72","ENSMFAG00000003350","-","ABCA10","chr16",66325253,66325391,NA,NA,7.99886259382e-05,0.0110659111344,"0.203,1.0,0.405","1.0,1.0,1.0","SE","16","ABCA10",2.96908430205656,1.2248241503856,2.66289362724936,2.05625878277635,1.74443171208226,2.26403470179949,1.84837254498715,2.45880321379606,NA,"Macaca_fascicularis","heart","GSE125483"
"73","ENSMFAG00000003351","-","FUZ","chr19",50692594,50692701,NA,NA,0.000540736722677,0.0398406764489,"1.0,0.833,1.0","1.0,1.0,0.893","SE","19","FUZ",4.800282,3.788045,8.557033,4.110019,4.052581,3.217619,3.70522766666667,5.80329866666667,NA,"Macaca_fascicularis","heart","GSE125483"
"74","ENSMFAG00000003462","-","ARHGAP12","chr9",32428289,32428364,NA,NA,0.000118251677833,0.0148970689114,"0.464,0.608,0.507","0.239,0.297,0.393","SE","9","ARHGAP12",12.0845715047871,10.1559954265635,11.7358841988185,13.065773988185,9.01669648808311,8.70660498981463,10.6427914681877,10.9457173972296,NA,"Macaca_fascicularis","heart","GSE125483"
"75","ENSMFAG00000003491","+","SLC30A9","chr5",41839949,41840079,NA,NA,1.64958120482e-05,0.00410967291707,"0.951,0.95,1.0","1.0,1.0,0.98","SE","5","SLC30A9",23.1044447391842,24.2276577676143,24.5498472459827,30.3695728800989,18.0731279703337,23.4732293325093,26.0234866600742,21.9091399851669,NA,"Macaca_fascicularis","heart","GSE125483"
"76","ENSMFAG00000003493","+","JAK1","chr1",162535630,162535633,NA,NA,5.40745678568e-06,0.00095171239428,"0.942,0.884,0.95","1.0,0.98,1.0","A3SS","1","JAK1",24.0375609415144,23.0444978046997,27.6640148913838,27.1206585195822,19.9589669221932,26.9857128402089,25.7169563881636,23.8868475850305,NA,"Macaca_fascicularis","heart","GSE125483"
