"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474159","FPKM.SRR8474171","FPKM.SRR8474183","FPKM.SRR8474195","FPKM.SRR8474206","FPKM.SRR8474224","..files.pituitary_mean_female","..files.pituitary_mean_male","Remark","Organism","Tissue","GEO_accession"
"11","ENSMFAG00000000179","-","KIFC3","chr20",45821428,45821567,NA,NA,0.000136985343163,0.00701947144703,"1.0,0.549,0.703","1.0,0.73,1.0","SE","20","KIFC3",5.98890595842421,7.26030098146129,4.6323650881952,8.3686101162759,6.1824367945747,7.88535262418212,7.83808790730644,5.6012359470647,NA,"Macaca_fascicularis","pituitary","GSE125483"
"12","ENSMFAG00000000179","-","KIFC3","chr20",45818344,45818547,NA,NA,9.83048044745e-07,0.000204563814956,"0.36,0.16,0.354","0.066,0.168,0.025","SE","20","KIFC3",5.98890595842421,7.26030098146129,4.6323650881952,8.3686101162759,6.1824367945747,7.88535262418212,7.83808790730644,5.6012359470647,NA,"Macaca_fascicularis","pituitary","GSE125483"
"13","ENSMFAG00000000179","-","KIFC3","chr20",45818344,45818547,45827816,45827959,1.01551134168e-09,3.05296559687e-06,"0.785,0.896,0.882","0.97,0.918,0.986","MXE","20","KIFC3",5.98890595842421,7.26030098146129,4.6323650881952,8.3686101162759,6.1824367945747,7.88535262418212,7.83808790730644,5.6012359470647,NA,"Macaca_fascicularis","pituitary","GSE125483"
"14","ENSMFAG00000000179","-","KIFC3","chr20",45818344,45818547,NA,NA,4.35432789825e-09,2.58697562117e-06,"0.403,0.108,0.185","0.037,0.129,0.008","SE","20","KIFC3",5.98890595842421,7.26030098146129,4.6323650881952,8.3686101162759,6.1824367945747,7.88535262418212,7.83808790730644,5.6012359470647,NA,"Macaca_fascicularis","pituitary","GSE125483"
"15","ENSMFAG00000000198","+","ABHD16A","chr4",139170291,139170378,139173987,139174073,5.49983321153e-05,0.0153293676225,"0.066,0.0,0.06","0.07,0.08,0.025","MXE","4","ABHD16A",97.2123374633816,105.603947700271,101.361798176311,86.5690808598553,108.836018745027,94.8679293444846,95.680319301537,102.470051461573,NA,"Macaca_fascicularis","pituitary","GSE125483"
"16","ENSMFAG00000000198","+","ABHD16A","chr4",139169175,139169232,NA,NA,5.439945161e-10,5.86855557711e-07,"0.966,1.0,0.984","1.0,0.966,0.901","SE","4","ABHD16A",97.2123374633816,105.603947700271,101.361798176311,86.5690808598553,108.836018745027,94.8679293444846,95.680319301537,102.470051461573,NA,"Macaca_fascicularis","pituitary","GSE125483"
"17","ENSMFAG00000000220","+","MFF","chr12",117147466,117147526,NA,NA,0.000383863225815,0.0151018129358,"1.0,0.991,0.989","0.983,0.986,0.958","SE","12","MFF",54.422285396193,51.3931052372731,49.7089474878265,30.928866480301,55.3856299641434,53.7358681115538,45.352613276376,53.1722876160543,NA,"Macaca_fascicularis","pituitary","GSE125483"
"18","ENSMFAG00000000234","+","NBEAL2","chr2",101996559,101996640,NA,NA,1.05533923833e-06,0.000214171171961,"1.0,1.0,1.0","0.0,0.135,0.799","SE","2","NBEAL2",5.01821873043091,6.4655531789333,4.78947256742011,3.58775659113684,5.70635425665293,3.47314116701926,4.5088169790298,5.17134851816798,NA,"Macaca_fascicularis","pituitary","GSE125483"
"19","ENSMFAG00000000287","-","TAC1","chr3",114232258,114232666,NA,NA,0.00231342245749,0.049738582836,"0.0,0.0,0.0","0.078,0.203,0.0","RI","3","TAC1",2.10809380672748,3.43914561516534,3.76693345381984,0.618120200114025,7.24018795895097,0.883485396807297,1.64691707069555,4.37173840649943,NA,"Macaca_fascicularis","pituitary","GSE125483"
"20","ENSMFAG00000000327","+","GRK4","chr5",3124512,3124721,NA,NA,9.62090308492e-05,0.00546259419755,"0.985,0.84,0.862","0.88,1.0,1.0","SE","5","GRK4",11.0665439382716,12.34443375,8.52972745987654,8.29223072376543,12.2687295493827,8.55601733641975,9.73089393672839,10.6216669825103,NA,"Macaca_fascicularis","pituitary","GSE125483"
"21","ENSMFAG00000000327","+","GRK4","chr5",3078597,3078710,NA,NA,1.46013361697e-05,0.00147068101951,"1.0,1.0,1.0","1.0,0.885,0.884","SE","5","GRK4",11.0665439382716,12.34443375,8.52972745987654,8.29223072376543,12.2687295493827,8.55601733641975,9.73089393672839,10.6216669825103,NA,"Macaca_fascicularis","pituitary","GSE125483"
"22","ENSMFAG00000000331","-","CCDC146","chr3",135009370,135009466,NA,NA,0.000314193014886,0.0130974864431,"1.0,0.937,1.0","0.598,1.0,0.776","SE","3","CCDC146",1.682275,1.580256,1.85284,1.41911,1.559731,1.257274,1.41888,1.698282,NA,"Macaca_fascicularis","pituitary","GSE125483"
"23","ENSMFAG00000000335","+","CCL21","chr15",44419368,44419542,NA,NA,0.000107589083635,0.00589639959162,"1.0,0.635,0.723","1.0,1.0,1.0","SE","15","CCL21",0.19354,1.052333,0.098899,0.705125,0.332285,0.548094,0.768517333333333,0.208241333333333,NA,"Macaca_fascicularis","pituitary","GSE125483"
"24","ENSMFAG00000000341","+","JMJD1C","chr9",72860228,72860351,NA,NA,0.000730848824864,0.0240839362753,"0.951,0.97,0.961","1.0,1.0,1.0","SE","9","JMJD1C",10.1608640109023,11.5525804251914,10.7974882383438,12.2054913372767,14.4015046064718,9.0987814217119,10.9522843947267,11.786618951906,NA,"Macaca_fascicularis","pituitary","GSE125483"
"25","ENSMFAG00000000358","+","FAM227A","chr10",12617463,12617551,NA,NA,6.21214933416e-06,0.000803133155471,"0.626,0.732,0.843","1.0,1.0,0.931","SE","10","FAM227A",1.25860770948319,2.21507546011039,2.59641436226794,3.29155885499247,2.07985704716508,1.51282399448068,2.33981943652785,1.97829303963874,NA,"Macaca_fascicularis","pituitary","GSE125483"
"26","ENSMFAG00000000358","+","FAM227A","chr10",12595557,12595659,NA,NA,0.000679004400287,0.0228531251111,"1.0,0.887,1.0","1.0,1.0,1.0","SE","10","FAM227A",1.25860770948319,2.21507546011039,2.59641436226794,3.29155885499247,2.07985704716508,1.51282399448068,2.33981943652785,1.97829303963874,NA,"Macaca_fascicularis","pituitary","GSE125483"
"27","ENSMFAG00000000358","+","FAM227A","chr10",12583976,12584046,NA,NA,0.0007145152787,0.0236789323646,"0.335,0.826,1.0","1.0,0.801,1.0","SE","10","FAM227A",1.25860770948319,2.21507546011039,2.59641436226794,3.29155885499247,2.07985704716508,1.51282399448068,2.33981943652785,1.97829303963874,NA,"Macaca_fascicularis","pituitary","GSE125483"
"28","ENSMFAG00000000374","-","ATXN2","chr11",115163457,115163640,NA,NA,0.000796082383027,0.0258185136154,"1.0,1.0,1.0","1.0,1.0,0.924","SE","11","ATXN2",20.2071559288256,19.9972072101737,22.8278679962319,22.8980671900775,21.72161304417,21.3853121111576,21.4268621704696,21.5855456564092,NA,"Macaca_fascicularis","pituitary","GSE125483"
"29","ENSMFAG00000000383","+","FANCM","chr7",109415996,109416129,NA,NA,0.00138398556856,0.0394267577467,"1.0,0.91,1.0","1.0,0.582,0.819","SE","7","FANCM",5.014028,4.721497,5.386127,4.627806,3.724597,3.934703,4.428002,4.70825066666667,NA,"Macaca_fascicularis","pituitary","GSE125483"
"30","ENSMFAG00000000424","+","NDE1","chr20",15745414,15745540,NA,NA,0.00095451695786,0.0297788951069,"0.419,0.265,1.0","1.0,1.0,0.806","SE","20","NDE1",0.781931269888476,0.792074484758364,0.726895687360595,0.949764759479554,0.757310034200743,0.627015860594796,0.789618368277571,0.755378997149938,NA,"Macaca_fascicularis","pituitary","GSE125483"
"31","ENSMFAG00000000434","+","SAP30BP","chr16",72982105,72982153,NA,NA,0.000178177203267,0.0086134389985,"0.962,0.926,0.924","0.969,0.909,0.984","SE","16","SAP30BP",23.2210406879022,33.8612812953668,21.9728263513514,25.4811096750322,28.6052250836551,26.2219528803089,28.521447950236,24.5996973743029,NA,"Macaca_fascicularis","pituitary","GSE125483"
"32","ENSMFAG00000000443","+","RBM18","chr15",15013999,15014086,NA,NA,0.000197643928672,0.00938843014134,"0.967,0.961,0.959","1.0,0.923,0.793","SE","15","RBM18",17.838579,13.5964351359764,15.7700801956094,16.2581469331586,18.5807585153997,12.2327360216252,14.0291060302534,17.3964725703364,NA,"Macaca_fascicularis","pituitary","GSE125483"
"33","ENSMFAG00000000444","-","EPS15L1","chr19",16711871,16711934,NA,NA,0.000418367296817,0.0160616563918,"1.0,0.996,1.0","0.914,1.0,0.951","SE","19","EPS15L1",14.0064820326502,12.9717452407086,15.4605267228204,15.5864324046544,12.9958349614449,13.0111521069816,13.8564432507815,14.1542812389718,NA,"Macaca_fascicularis","pituitary","GSE125483"
"34","ENSMFAG00000000458","-","LCTL","chr7",44154835,44155035,NA,NA,0.000675698305378,0.0227792568509,"1.0,1.0,1.0","1.0,1.0,0.456","SE","7","LCTL",0.463701,1.78215,0.329366,0.857645,1.316684,0.283578,0.974457666666667,0.703250333333333,NA,"Macaca_fascicularis","pituitary","GSE125483"
"35","ENSMFAG00000000458","-","LCTL","chr7",44153222,44153286,NA,NA,0.000219549272753,0.0101353636118,"1.0,1.0,1.0","1.0,1.0,0.547","SE","7","LCTL",0.463701,1.78215,0.329366,0.857645,1.316684,0.283578,0.974457666666667,0.703250333333333,NA,"Macaca_fascicularis","pituitary","GSE125483"
"36","ENSMFAG00000000468","+","TASOR2","chr9",6102742,6103172,NA,NA,1.54231068943e-05,0.00152570723571,"1.0,0.691,0.954","1.0,0.983,1.0","SE","9","TASOR2",15.470031455499,17.3131773125662,18.8709038338631,18.7442534040051,22.2692522656283,16.5946499155541,17.5506935440418,18.8700625183301,NA,"Macaca_fascicularis","pituitary","GSE125483"
"37","ENSMFAG00000000472","-","MORN4","chr9",96431295,96431405,NA,NA,0.00117633192901,0.0349185742924,"1.0,1.0,1.0","1.0,1.0,0.936","SE","9","MORN4",15.488129,24.15757,11.372169,13.087585,17.3479732213185,20.781433,19.342196,14.7360904071062,NA,"Macaca_fascicularis","pituitary","GSE125483"
"38","ENSMFAG00000000478","-","PCYT2","chr16",79519497,79519586,NA,NA,9.21845707949e-05,0.00527783127862,"1.0,0.94,0.919","1.0,1.0,0.983","SE","16","PCYT2",12.8603979649289,6.66712874976303,7.88919686066351,9.82096258578199,9.64398426635071,11.2239066616114,9.23733266571881,10.1311930306477,NA,"Macaca_fascicularis","pituitary","GSE125483"
"39","ENSMFAG00000000498","-","REXO1","chr19",1632407,1632521,NA,NA,7.1007649538e-08,2.53120659579e-05,"1.0,0.978,0.985","0.976,0.942,0.914","SE","19","REXO1",13.7983456112076,21.2921245807993,19.2030862910513,22.904262068636,25.133625949609,20.4178375403997,21.538074729945,19.3783526172893,NA,"Macaca_fascicularis","pituitary","GSE125483"
"40","ENSMFAG00000000510","-","FBXL13","chr3",135301947,135302031,NA,NA,0.00137145358818,0.03920597517,"1.0,0.856,1.0","1.0,1.0,1.0","SE","3","FBXL13",3.9738981692482,3.39670316509256,4.90215115149226,4.19422707631281,5.85611405666793,3.3484076010578,3.64644594748772,4.9107211258028,NA,"Macaca_fascicularis","pituitary","GSE125483"
"41","ENSMFAG00000000519","+","PRRC2C","chr1",29579016,29579069,NA,NA,0.000334802226928,0.0136565994932,"0.18,0.181,0.022","0.165,0.39,0.477","SE","1","PRRC2C",12.0095532266953,16.0469773039417,19.5151002959088,14.2682638098263,16.6843816382402,15.2988457213712,15.2046956117131,16.0696783869481,NA,"Macaca_fascicularis","pituitary","GSE125483"
"42","ENSMFAG00000000519","+","PRRC2C","chr1",29579016,29579069,NA,NA,0.00125914564338,0.0367383747365,"0.261,0.267,0.146","0.282,0.351,0.47","SE","1","PRRC2C",12.0095532266953,16.0469773039417,19.5151002959088,14.2682638098263,16.6843816382402,15.2988457213712,15.2046956117131,16.0696783869481,NA,"Macaca_fascicularis","pituitary","GSE125483"
"43","ENSMFAG00000000520","+","SLC35B3","chr4",162495767,162495813,NA,NA,3.65272347769e-06,0.000543901814211,"1.0,1.0,1.0","0.879,1.0,0.9","SE","4","SLC35B3",15.277831,13.224193,17.159615,14.817665,15.836274,13.566983,13.8696136666667,16.09124,NA,"Macaca_fascicularis","pituitary","GSE125483"
"44","ENSMFAG00000000522","-","AGBL5","chr13",83818962,83819098,NA,NA,0.000818473865239,0.0263777447441,"1.0,1.0,1.0","1.0,0.849,0.954","SE","13","AGBL5",12.633817,14.440001,13.141618,13.121088,12.550238,14.882252,14.1477803333333,12.7752243333333,NA,"Macaca_fascicularis","pituitary","GSE125483"
"45","ENSMFAG00000000529","+","INTU","chr5",126625375,126625494,NA,NA,0.00120711378844,0.0356003040599,"0.775,0.69,0.909","0.956,0.964,0.864","SE","5","INTU",8.012579484868,13.3072341410174,12.8940277374973,17.6992194734922,12.8492886172998,12.4863052648637,14.4975862931244,11.2519652798884,NA,"Macaca_fascicularis","pituitary","GSE125483"
"46","ENSMFAG00000000529","+","INTU","chr5",126630502,126630592,NA,NA,0.000717817285088,0.023769145222,"0.77,0.769,0.923","0.952,0.953,0.909","SE","5","INTU",8.012579484868,13.3072341410174,12.8940277374973,17.6992194734922,12.8492886172998,12.4863052648637,14.4975862931244,11.2519652798884,NA,"Macaca_fascicularis","pituitary","GSE125483"
"47","ENSMFAG00000000571","-","ETNK2","chr1",62615067,62615213,NA,NA,0.00127341874691,0.0370896591038,"0.972,1.0,1.0","1.0,1.0,0.888","SE","1","ETNK2",17.7677864901888,20.7008761451314,11.9596349348389,11.1227821840059,16.1045033280267,13.9264121084783,15.2500234792052,15.2773082510181,NA,"Macaca_fascicularis","pituitary","GSE125483"
"48","ENSMFAG00000000613","+","GNL3","chr2",107989911,107989999,NA,NA,0.000160561009078,0.00790175135943,"0.802,0.779,0.768","0.833,0.808,0.866","SE","2","GNL3",69.942757,68.960205,83.760246,89.757401,94.226982,131.504745,96.7407836666667,82.6433283333333,NA,"Macaca_fascicularis","pituitary","GSE125483"
"49","ENSMFAG00000000614","+","ADGRE5","chr19",14768943,14769075,NA,NA,0.000158783983901,0.00785185842707,"0.412,0.831,0.904","1.0,0.814,1.0","SE","19","ADGRE5",5.14384486782232,2.98420653575298,3.7959575552546,9.4010377911701,5.01052328412784,4.45966071993499,5.61496834895269,4.65010856906825,NA,"Macaca_fascicularis","pituitary","GSE125483"
"50","ENSMFAG00000000623","-","PSMD4","chr1",100737130,100737245,NA,NA,0.00172924846759,0.0467296055902,"0.964,0.986,0.986","0.976,0.945,0.955","SE","1","PSMD4",47.331295,51.795235,47.861076,46.490959,46.56234,55.731354,51.3391826666667,47.2515703333333,NA,"Macaca_fascicularis","pituitary","GSE125483"
"51","ENSMFAG00000000623","-","PSMD4","chr1",100738559,100738700,NA,NA,0.00110048254918,0.0331737612316,"0.931,0.967,0.976","0.954,0.901,0.898","SE","1","PSMD4",47.331295,51.795235,47.861076,46.490959,46.56234,55.731354,51.3391826666667,47.2515703333333,NA,"Macaca_fascicularis","pituitary","GSE125483"
"52","ENSMFAG00000000656","-","PPIP5K1","chr7",20522838,20522901,NA,NA,0.000320130625223,0.0117991001868,"0.783,1.0,0.58","0.574,0.541,0.002","RI","7","PPIP5K1",16.4226708230206,16.5068813439787,18.454749071191,18.4500076899534,19.7673120612109,18.0877567025948,17.6815485788423,18.2149106518075,NA,"Macaca_fascicularis","pituitary","GSE125483"
"53","ENSMFAG00000000659","+","CCDC65","chr11",47744678,47744897,NA,NA,6.42134446449e-06,0.000817504953346,"0.761,1.0,0.855","0.14,0.873,0.296","SE","11","CCDC65",0.944005054746359,1.47836509693621,1.20710381315922,1.34598348669011,1.32916076443998,1.4381725434455,1.42084037569061,1.16008987744852,NA,"Macaca_fascicularis","pituitary","GSE125483"
"54","ENSMFAG00000000659","+","CCDC65","chr11",47742955,47743094,NA,NA,9.65852202406e-06,0.00109679072536,"1.0,0.852,1.0","0.612,0.67,0.647","SE","11","CCDC65",0.944005054746359,1.47836509693621,1.20710381315922,1.34598348669011,1.32916076443998,1.4381725434455,1.42084037569061,1.16008987744852,NA,"Macaca_fascicularis","pituitary","GSE125483"
"55","ENSMFAG00000000684","+","KCNH6","chr16",60841300,60841408,NA,NA,0.000451367218212,0.0169911365871,"0.192,0.0,0.098","0.07,0.023,0.002","SE","16","KCNH6",11.6853449592668,2.95162224592668,4.71590072479633,0.247211925661914,6.31085434266803,2.03465308732179,1.74449575297013,7.57070000891039,NA,"Macaca_fascicularis","pituitary","GSE125483"
"56","ENSMFAG00000000700","-",NA,"chr15",110501511,110501583,NA,NA,1.10542286436e-09,1.02990238413e-06,"0.937,0.863,0.944","1.0,0.957,0.981","SE","15","ENSMFAG00000000700",14.068198,11.228956,16.563234,17.255133,22.9697157181628,12.93047,13.804853,17.8670492393876,NA,"Macaca_fascicularis","pituitary","GSE125483"
"57","ENSMFAG00000000700","-",NA,"chr15",110510263,110510331,NA,NA,0.000118484125907,0.00633240998309,"1.0,1.0,0.983","1.0,1.0,0.942","SE","15","ENSMFAG00000000700",14.068198,11.228956,16.563234,17.255133,22.9697157181628,12.93047,13.804853,17.8670492393876,NA,"Macaca_fascicularis","pituitary","GSE125483"
"58","ENSMFAG00000000700","-",NA,"chr15",110510263,110510331,110514560,110514647,4.32302126652e-07,0.000487366610034,"0.841,0.798,0.912","1.0,0.906,0.967","MXE","15","ENSMFAG00000000700",14.068198,11.228956,16.563234,17.255133,22.9697157181628,12.93047,13.804853,17.8670492393876,NA,"Macaca_fascicularis","pituitary","GSE125483"
"59","ENSMFAG00000000701","-","GORASP1","chr2",94019342,94019495,NA,NA,0.000338084009634,0.0137357937472,"0.985,0.981,0.967","0.974,0.956,0.909","SE","2","GORASP1",32.810604,38.563942,30.2622243364055,31.9397739262673,29.4133566532258,32.692749,34.3988216420891,30.8287283298771,NA,"Macaca_fascicularis","pituitary","GSE125483"
"60","ENSMFAG00000000710","-","NUP37","chr11",105879962,105880087,NA,NA,0.00150898866057,0.0419955744409,"1.0,1.0,1.0","1.0,1.0,0.922","SE","11","NUP37",6.008775,6.50129,5.077182,5.980785,4.896655,5.600827,6.027634,5.32753733333333,NA,"Macaca_fascicularis","pituitary","GSE125483"
"61","ENSMFAG00000000713","+","SCML4","chr4",65565191,65565406,NA,NA,1.34164370774e-05,0.00138537385781,"0.933,0.63,1.0","1.0,1.0,1.0","SE","4","SCML4",2.67989427742983,3.43695306866156,3.12122202516817,3.53033527348643,2.87014429819067,3.38895973579216,3.45208269264672,2.89042020026289,NA,"Macaca_fascicularis","pituitary","GSE125483"
"62","ENSMFAG00000000720","-","PRRC2A","chr4",139236823,139237036,NA,NA,0.000618584787352,0.0212558799436,"1.0,0.985,0.994","0.993,1.0,0.954","SE","4","PRRC2A",69.3998239447077,74.3089335995979,69.6544664836996,60.6388085397099,63.5909487761022,63.0650183639236,66.0042535010771,67.5484130681698,NA,"Macaca_fascicularis","pituitary","GSE125483"
"63","ENSMFAG00000000743","-","IPO4","chr7",87964203,87964254,NA,NA,6.76852734749e-06,0.000853750800255,"0.938,1.0,0.956","1.0,1.0,0.872","SE","7","IPO4",14.4971890743325,17.2135759018523,14.2327664957902,16.5406344678855,15.1426045684388,19.9714465299495,17.9085522998958,14.6241867128538,NA,"Macaca_fascicularis","pituitary","GSE125483"
"64","ENSMFAG00000000761","-","CCDC154","chr20",1465357,1465453,NA,NA,2.36349870264e-06,0.000387557063264,"0.298,0.078,0.63","1.0,0.298,1.0","SE","20","CCDC154",2.357131,1.16357,0.530254,0.51109,1.533367,1.390795,1.02181833333333,1.473584,NA,"Macaca_fascicularis","pituitary","GSE125483"
"65","ENSMFAG00000000775","-","SMIM8","chr4",86578889,86579047,NA,NA,4.13289881991e-05,0.00298281785605,"0.919,0.931,0.94","1.0,1.0,0.971","SE","4","SMIM8",14.860627,12.696647,11.194917,10.655339,9.931889,8.752267,10.7014176666667,11.995811,NA,"Macaca_fascicularis","pituitary","GSE125483"
"66","ENSMFAG00000000789","+","DAZAP1","chr19",1223470,1223559,NA,NA,4.19247005226e-05,0.00300991448901,"0.04,0.028,0.042","0.052,0.034,0.076","SE","19","DAZAP1",38.4114262800693,39.1050782350087,31.7543293532062,33.7050807649913,34.2351847140381,32.1275339109185,34.9792309703062,34.8003134491045,NA,"Macaca_fascicularis","pituitary","GSE125483"
"67","ENSMFAG00000000790","+","PRPF39","chr7",109364973,109365081,NA,NA,3.29387347553e-05,0.00255736835712,"0.972,0.991,0.996","0.977,0.97,0.963","SE","7","PRPF39",38.106529,46.47794,41.819042,38.909885,37.33086,40.715206,42.0343436666667,39.085477,NA,"Macaca_fascicularis","pituitary","GSE125483"
"68","ENSMFAG00000000799","-","HFE","chr4",144481123,144481387,NA,NA,0.000414843815484,0.0159547975547,"1.0,0.851,1.0","0.899,1.0,0.676","SE","4","HFE",4.78359831313462,2.16757260399607,2.87929110710776,1.6965923747134,2.94140843694726,1.16457154929577,1.67624550933508,3.53476595239655,NA,"Macaca_fascicularis","pituitary","GSE125483"
"69","ENSMFAG00000000799","-","HFE","chr4",144480639,144480915,NA,NA,0.000941593644707,0.0294429365912,"1.0,0.754,1.0","0.868,1.0,0.338","SE","4","HFE",4.78359831313462,2.16757260399607,2.87929110710776,1.6965923747134,2.94140843694726,1.16457154929577,1.67624550933508,3.53476595239655,NA,"Macaca_fascicularis","pituitary","GSE125483"
"70","ENSMFAG00000000810","-","GRM8","chr3",159965153,159965370,NA,NA,4.33480044361e-05,0.00308782193258,"1.0,1.0,1.0","1.0,1.0,0.589","SE","3","GRM8",0.745393,0.660694,2.028216,1.443716,2.66143,1.330657,1.14502233333333,1.81167966666667,NA,"Macaca_fascicularis","pituitary","GSE125483"
"71","ENSMFAG00000000820","+","CBFA2T2","chr10",64954145,64954235,NA,NA,0.00050828778012,0.0184811309895,"1.0,0.912,1.0","1.0,1.0,1.0","SE","10","CBFA2T2",5.78704542047026,5.28065262793914,5.76672093683725,6.27243660154449,5.60710047890733,5.36182400783771,5.63830441244045,5.72028894540495,NA,"Macaca_fascicularis","pituitary","GSE125483"
"72","ENSMFAG00000000936","+","PGLS","chr19",17847099,17847201,NA,NA,0.000214289623482,0.009993843942,"0.961,0.949,0.951","0.871,0.934,0.921","SE","19","PGLS",47.764236,48.526646,40.846172,37.523205,53.465561,44.198002,43.415951,47.3586563333333,NA,"Macaca_fascicularis","pituitary","GSE125483"
"73","ENSMFAG00000000940","-","KIAA0753","chr16",6612870,6613095,NA,NA,0.00021548699786,0.0100285948547,"0.953,0.911,0.895","1.0,1.0,1.0","SE","16","KIAA0753",11.056523,13.8501844820434,12.4298747781832,12.5076631236797,11.098094,12.2890267681967,12.8822914579733,11.5281639260611,NA,"Macaca_fascicularis","pituitary","GSE125483"
"74","ENSMFAG00000000940","-","KIAA0753","chr16",6649660,6649767,NA,NA,0.000321246919113,0.0132753993973,"0.561,0.472,0.736","1.0,0.598,1.0","SE","16","KIAA0753",11.056523,13.8501844820434,12.4298747781832,12.5076631236797,11.098094,12.2890267681967,12.8822914579733,11.5281639260611,NA,"Macaca_fascicularis","pituitary","GSE125483"
"75","ENSMFAG00000000969","-","MAN2C1","chr7",53549453,53549577,NA,NA,5.96508199668e-05,0.00380282092658,"1.0,0.992,1.0","1.0,0.987,0.947","SE","7","MAN2C1",51.9739290085069,75.8303174420651,58.4629778542094,59.4755676855383,57.3307224332649,70.4742273408624,68.5933708228219,55.9225430986604,NA,"Macaca_fascicularis","pituitary","GSE125483"
"76","ENSMFAG00000000969","-","MAN2C1","chr7",53542013,53542135,NA,NA,0.000572362479314,0.02018572937,"1.0,0.941,1.0","1.0,0.975,0.828","SE","7","MAN2C1",51.9739290085069,75.8303174420651,58.4629778542094,59.4755676855383,57.3307224332649,70.4742273408624,68.5933708228219,55.9225430986604,NA,"Macaca_fascicularis","pituitary","GSE125483"
