"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474158","FPKM.SRR8474170","FPKM.SRR8474182","FPKM.SRR8474194","FPKM.SRR8474205","FPKM.SRR8474223","..files.muscle_mean_female","..files.muscle_mean_male","Remark","Organism","Tissue","GEO_accession"
"24","ENSMFAG00000000188","-","NEB","chr12",40161787,40161880,NA,NA,2.982635494e-05,0.00437753781457,"1.0,1.0,1.0","1.0,0.634,1.0","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"25","ENSMFAG00000000188","-","NEB","chr12",40166919,40167012,40168287,40168380,5.26027368619e-06,0.00215583549906,"0.986,0.95,0.801","0.973,0.999,0.916","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"26","ENSMFAG00000000188","-","NEB","chr12",40166919,40167012,40168287,40168380,1.93942650828e-09,1.90761991354e-06,"0.977,0.949,0.798","0.976,0.999,0.919","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"27","ENSMFAG00000000188","-","NEB","chr12",40168287,40168380,40168852,40168945,4.70879424341e-09,1.27817603741e-06,"0.978,0.995,0.972","0.994,0.996,0.988","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"28","ENSMFAG00000000188","-","NEB","chr12",40162469,40162562,40163769,40163862,1.13628858323e-07,2.41387218159e-05,"0.97,0.976,0.995","0.976,0.918,0.998","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"29","ENSMFAG00000000188","-","NEB","chr12",40163769,40163862,40168287,40168380,1.05563735531e-09,3.03402595179e-07,"0.944,0.947,0.961","0.98,0.974,0.963","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"30","ENSMFAG00000000188","-","NEB","chr12",40159328,40159421,NA,NA,7.3635104942e-05,0.00815282714542,"0.762,0.683,1.0","0.759,1.0,1.0","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"31","ENSMFAG00000000188","-","NEB","chr12",40163769,40163862,40171638,40171731,4.44888293982e-08,1.0868621022e-05,"0.983,0.995,0.96","0.993,0.994,0.985","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"32","ENSMFAG00000000188","-","NEB","chr12",40161787,40161880,40163157,40163250,2.35351210141e-05,0.00249983915815,"0.175,0.077,0.334","0.072,0.066,0.11","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"33","ENSMFAG00000000188","-","NEB","chr12",40163769,40163862,40164813,40164906,1.14219895588e-05,0.00136116685328,"0.768,0.814,0.88","0.6,0.67,0.776","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"34","ENSMFAG00000000188","-","NEB","chr12",40163769,40163862,40168287,40168380,0,0,"0.847,0.929,0.849","0.967,0.945,0.925","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"35","ENSMFAG00000000188","-","NEB","chr12",40162469,40162562,NA,NA,2.3666422823e-05,0.00375745394807,"1.0,1.0,0.934","1.0,1.0,0.995","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"36","ENSMFAG00000000188","-","NEB","chr12",40162469,40162562,NA,NA,0.000554196410349,0.0375888220819,"1.0,1.0,1.0","1.0,0.015,1.0","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"37","ENSMFAG00000000188","-","NEB","chr12",40163157,40163250,NA,NA,0.000377248161904,0.0245294886545,"1.0,1.0,1.0","1.0,0.005,1.0","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"38","ENSMFAG00000000188","-","NEB","chr12",40163157,40163250,NA,NA,7.80557308677e-07,0.000244230196527,"0.885,0.878,0.991","0.866,0.488,0.808","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"39","ENSMFAG00000000188","-","NEB","chr12",40163769,40163862,40166919,40167012,2.35209306387e-06,0.000410440239645,"0.571,0.992,0.96","0.381,0.636,0.699","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"40","ENSMFAG00000000188","-","NEB","chr12",40168287,40168380,40168852,40168945,0.000112448028778,0.0172818564228,"0.968,0.9,0.81","0.897,0.996,0.882","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"41","ENSMFAG00000000188","-","NEB","chr12",40159714,40159807,40166919,40167012,0.000795358629746,0.0485765283117,"0.045,0.025,0.607","0.018,0.01,0.061","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"42","ENSMFAG00000000188","-","NEB","chr12",40158931,40159024,NA,NA,7.32882452403e-06,0.00155469618727,"0.998,0.949,1.0","1.0,1.0,1.0","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"43","ENSMFAG00000000188","-","NEB","chr12",40159328,40159421,NA,NA,2.51412884167e-06,0.000625648356746,"0.964,1.0,1.0","1.0,0.801,0.981","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"44","ENSMFAG00000000188","-","NEB","chr12",40166919,40167012,NA,NA,0.000107815968754,0.0100984971767,"0.365,1.0,0.955","0.365,0.494,0.678","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"45","ENSMFAG00000000188","-","NEB","chr12",40163769,40163862,40171638,40171731,0.000129530251914,0.018736169968,"0.983,0.974,0.777","0.973,0.994,0.936","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"46","ENSMFAG00000000188","-","NEB","chr12",40161787,40161880,NA,NA,0.00051597538252,0.0355882037058,"1.0,1.0,0.636","1.0,1.0,0.949","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"47","ENSMFAG00000000188","-","NEB","chr12",40163769,40163862,40168287,40168380,8.36802147686e-07,0.000457265884702,"0.956,0.909,0.793","0.941,0.985,0.887","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"48","ENSMFAG00000000188","-","NEB","chr12",40163769,40163862,40168287,40168380,3.47155401648e-07,0.000213413783163,"0.847,0.896,0.73","0.926,0.945,0.853","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"49","ENSMFAG00000000188","-","NEB","chr12",40166919,40167012,40168287,40168380,0.000134486932332,0.0187908333108,"1.0,0.95,0.8","0.976,0.999,0.919","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"50","ENSMFAG00000000188","-","NEB","chr12",40166919,40167012,40168287,40168380,1.75282011128e-12,2.87345643576e-09,"0.955,0.952,0.801","0.977,0.999,0.906","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"51","ENSMFAG00000000188","-","NEB","chr12",40166919,40167012,NA,NA,6.5791492846e-05,0.00761853415323,"0.399,1.0,0.931","0.303,0.53,0.577","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"52","ENSMFAG00000000188","-","NEB","chr12",40162469,40162562,40166919,40167012,8.57480635386e-08,1.90438653841e-05,"0.828,0.786,0.988","0.722,0.828,0.754","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"53","ENSMFAG00000000188","-","NEB","chr12",40163157,40163250,40168287,40168380,2.99633774414e-06,0.000457503319308,"0.98,0.997,0.997","0.998,0.997,0.915","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"54","ENSMFAG00000000188","-","NEB","chr12",40168287,40168380,40168852,40168945,0.000388483027215,0.0415339027792,"0.961,0.901,0.803","0.883,0.994,0.866","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"55","ENSMFAG00000000188","-","NEB","chr12",40163769,40163862,40168287,40168380,7.99915689242e-13,1.96699267985e-09,"0.951,0.906,0.808","0.936,0.997,0.897","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"56","ENSMFAG00000000188","-","NEB","chr12",40174170,40174275,40179159,40179264,7.09854397485e-12,4.33543573264e-09,"0.973,0.976,1.0","0.999,0.991,0.994","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"57","ENSMFAG00000000188","-","NEB","chr12",40163769,40163862,NA,NA,0,0,"0.79,0.89,0.945","0.988,1.0,0.985","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"58","ENSMFAG00000000188","-","NEB","chr12",40159714,40159807,NA,NA,8.76076988732e-13,1.5883901575e-09,"0.999,0.993,1.0","1.0,0.765,0.973","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"59","ENSMFAG00000000188","-","NEB","chr12",40159714,40159807,NA,NA,4.4408920985e-16,1.4090395517e-12,"0.991,0.902,1.0","0.999,1.0,1.0","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"60","ENSMFAG00000000188","-","NEB","chr12",40161787,40161880,40162469,40162562,0.000482280167135,0.03184352563,"0.236,0.232,0.477","0.168,0.108,0.238","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"61","ENSMFAG00000000188","-","NEB","chr12",40163769,40163862,40168287,40168380,0,0,"0.956,0.95,0.968","0.99,0.985,0.982","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"62","ENSMFAG00000000188","-","NEB","chr12",40164813,40164906,40166919,40167012,0.000348885416351,0.0240092132999,"0.783,0.822,0.9","0.696,0.707,0.828","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"63","ENSMFAG00000000188","-","NEB","chr12",40166919,40167012,40168287,40168380,3.18101101016e-12,2.22034568509e-09,"1.0,1.0,0.998","1.0,0.867,1.0","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"64","ENSMFAG00000000188","-","NEB","chr12",40162469,40162562,NA,NA,0.000534263428958,0.0315376944587,"1.0,1.0,1.0","1.0,0.013,1.0","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"65","ENSMFAG00000000188","-","NEB","chr12",40168287,40168380,NA,NA,2.03719263681e-10,2.23595177929e-07,"0.993,0.885,1.0","0.999,1.0,1.0","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"66","ENSMFAG00000000188","-","NEB","chr12",40158931,40159024,40159328,40159421,4.01751890377e-05,0.00964989312882,"0.084,0.057,0.297","0.056,0.03,0.097","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"67","ENSMFAG00000000188","-","NEB","chr12",40161787,40161880,40168287,40168380,4.38897947872e-05,0.00981136412561,"0.973,0.787,0.84","0.765,0.878,0.773","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"68","ENSMFAG00000000188","-","NEB","chr12",40158931,40159024,NA,NA,5.1136389156e-05,0.00632787748948,"1.0,0.996,1.0","1.0,0.974,0.991","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"69","ENSMFAG00000000188","-","NEB","chr12",40158931,40159024,NA,NA,1.78533478001e-08,1.12000328347e-05,"0.972,0.974,1.0","0.982,1.0,1.0","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"70","ENSMFAG00000000188","-","NEB","chr12",40163769,40163862,40171638,40171731,7.62975477864e-06,0.00278142454082,"0.981,0.968,0.797","0.968,1.0,0.943","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"71","ENSMFAG00000000188","-","NEB","chr12",40163769,40163862,40164813,40164906,9.707336256e-05,0.0159135599023,"0.714,0.583,0.689","0.469,0.567,0.565","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"72","ENSMFAG00000000188","-","NEB","chr12",40163769,40163862,40168287,40168380,4.72900799525e-05,0.0101118527481,"0.944,0.908,0.789","0.937,0.974,0.874","MXE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"73","ENSMFAG00000000188","-","NEB","chr12",40164813,40164906,NA,NA,0,0,"1.0,0.935,0.953","0.789,0.839,0.908","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"74","ENSMFAG00000000188","-","NEB","chr12",40168287,40168380,NA,NA,1.86453852358e-10,1.92618741573e-07,"0.992,0.909,1.0","0.999,1.0,1.0","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"75","ENSMFAG00000000188","-","NEB","chr12",40168287,40168380,NA,NA,1.46318502869e-08,8.8428632341e-06,"1.0,0.923,0.999","1.0,1.0,1.0","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"76","ENSMFAG00000000188","-","NEB","chr12",40168287,40168380,NA,NA,0.000228463204692,0.0168916540266,"0.986,0.994,1.0","0.994,0.966,1.0","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"77","ENSMFAG00000000188","-","NEB","chr12",40161787,40161880,NA,NA,7.01928259961e-09,4.68869605858e-06,"0.862,0.883,1.0","0.898,1.0,0.97","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
"78","ENSMFAG00000000188","-","NEB","chr12",40166919,40167012,NA,NA,3.52346367749e-07,0.000136840487807,"0.372,1.0,1.0","0.6,0.269,0.004","SE","12","NEB",602.331274552369,443.496313890383,451.254834411573,437.225962251389,440.381446876893,684.356148247275,521.692808129682,497.989185280278,NA,"Macaca_fascicularis","muscle","GSE125483"
