"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474151","FPKM.SRR8474163","FPKM.SRR8474175","FPKM.SRR8474187","..files.adipose_mean_female","..files.adipose_mean_male","Remark","Organism","Tissue","GEO_accession"
"11","ENSMFAG00000000145","+","SLC25A3","chr11",102303709,102303834,NA,NA,3.34887508724e-07,4.06076170758e-05,"0.017,0.037","0.014,0.005","SE","11","SLC25A3",199.508719149351,181.668936974026,266.437397042208,152.690423814935,167.17968039448,232.973058095779,NA,"Macaca_fascicularis","adipose","GSE125483"
"12","ENSMFAG00000000146","+","BAG6","chr4",139233078,139233138,NA,NA,0.000118266544932,0.00339468489731,"0.88,0.805","0.891,0.941","SE","4","BAG6",45.262587665811,32.8571453064177,43.3778409365228,26.5306230135356,29.6938841599766,44.3202143011669,NA,"Macaca_fascicularis","adipose","GSE125483"
"13","ENSMFAG00000000146","+","BAG6","chr4",139234458,139234605,NA,NA,0.000115875017213,0.00335689427548,"0.585,0.619","0.738,0.732","SE","4","BAG6",45.262587665811,32.8571453064177,43.3778409365228,26.5306230135356,29.6938841599766,44.3202143011669,NA,"Macaca_fascicularis","adipose","GSE125483"
"14","ENSMFAG00000000151","-","DAB2","chr6",39838524,39839178,NA,NA,0.000690973716437,0.011478439506,"0.95,0.984","1.0,0.855","SE","6","DAB2",41.3363536038332,59.3109462422072,85.3118654913648,65.4571124978939,62.3840293700506,63.324109547599,NA,"Macaca_fascicularis","adipose","GSE125483"
"15","ENSMFAG00000000151","-","DAB2","chr6",39844692,39844746,39844991,39845018,4.0342559926e-07,1.67473344924e-05,"0.0,0.0","0.0,0.386","MXE","6","DAB2",41.3363536038332,59.3109462422072,85.3118654913648,65.4571124978939,62.3840293700506,63.324109547599,NA,"Macaca_fascicularis","adipose","GSE125483"
"16","ENSMFAG00000000155","+","MECR","chr1",198884094,198884319,NA,NA,0.00145636654112,0.0195696233959,"0.535,1.0","1.0,0.985","SE","1","MECR",5.016472,5.884582,12.229035,4.654375,5.2694785,8.6227535,NA,"Macaca_fascicularis","adipose","GSE125483"
"17","ENSMFAG00000000179","-","KIFC3","chr20",45827816,45827959,NA,NA,4.38057311039e-05,0.00167530522195,"1.0,1.0","0.666,0.696","SE","20","KIFC3",1.42060036041439,1.07452743934024,2.42918750831516,1.09959913045256,1.0870632848964,1.92489393436477,NA,"Macaca_fascicularis","adipose","GSE125483"
"18","ENSMFAG00000000197","-","NECAP2","chr1",211959553,211959731,NA,NA,7.03375474737e-05,0.0023978709366,"0.988,1.0","1.0,0.924","SE","1","NECAP2",48.9583935027778,35.7430733875,36.0079687513889,33.903456425,34.82326490625,42.4831811270834,NA,"Macaca_fascicularis","adipose","GSE125483"
"19","ENSMFAG00000000197","-","NECAP2","chr1",211959553,211959731,211962276,211962385,5.17773654086e-05,0.000896551386059,"0.272,0.277","0.197,0.115","MXE","1","NECAP2",48.9583935027778,35.7430733875,36.0079687513889,33.903456425,34.82326490625,42.4831811270834,NA,"Macaca_fascicularis","adipose","GSE125483"
"20","ENSMFAG00000000201","-","NIPA2","chr7",832700,832791,846104,846336,0.00260479407563,0.0202748154252,"0.838,0.862","0.912,0.973","MXE","7","NIPA2",15.6183271565062,11.7704851778966,11.9600685975045,11.2980740470588,11.5342796124777,13.7891978770053,NA,"Macaca_fascicularis","adipose","GSE125483"
"21","ENSMFAG00000000220","+","MFF","chr12",117142172,117142331,117147466,117147526,0.000489378600566,0.00550211079386,"0.515,0.483","0.399,0.35","MXE","12","MFF",37.6392175254537,27.6896386706507,38.3488507605135,33.9070288627711,30.7983337667109,37.9940341429836,NA,"Macaca_fascicularis","adipose","GSE125483"
"22","ENSMFAG00000000220","+","MFF","chr12",117127356,117127526,NA,NA,0.000396810748124,0.00774125014404,"1.0,1.0","1.0,0.44","SE","12","MFF",37.6392175254537,27.6896386706507,38.3488507605135,33.9070288627711,30.7983337667109,37.9940341429836,NA,"Macaca_fascicularis","adipose","GSE125483"
"23","ENSMFAG00000000220","+","MFF","chr12",117142172,117142331,117147466,117147526,0.000418531531413,0.00487483848459,"0.468,0.4","0.346,0.131","MXE","12","MFF",37.6392175254537,27.6896386706507,38.3488507605135,33.9070288627711,30.7983337667109,37.9940341429836,NA,"Macaca_fascicularis","adipose","GSE125483"
"24","ENSMFAG00000000220","+","MFF","chr12",117142172,117142331,NA,NA,5.11937304803e-06,0.000337678515383,"1.0,1.0","0.887,0.769","SE","12","MFF",37.6392175254537,27.6896386706507,38.3488507605135,33.9070288627711,30.7983337667109,37.9940341429836,NA,"Macaca_fascicularis","adipose","GSE125483"
"25","ENSMFAG00000000234","+","NBEAL2","chr2",101998533,101998632,NA,NA,0.000712230381882,0.011725744092,"0.556,0.556","1.0,1.0","SE","2","NBEAL2",19.4516938839773,11.8186765906915,5.80173340741566,5.2286004453847,8.5236385180381,12.6267136456965,NA,"Macaca_fascicularis","adipose","GSE125483"
"26","ENSMFAG00000000238","+","ARMC2","chr4",12782694,12782767,NA,NA,3.83451452368e-07,4.41187040367e-05,"1.0,1.0","0.11,0.578","SE","4","ARMC2",4.842142,1.639754,2.040002,2.137529,1.8886415,3.441072,NA,"Macaca_fascicularis","adipose","GSE125483"
"27","ENSMFAG00000000238","+","ARMC2","chr4",12793319,12793491,NA,NA,4.8971028505e-05,0.00181019876319,"1.0,1.0","0.616,0.73","SE","4","ARMC2",4.842142,1.639754,2.040002,2.137529,1.8886415,3.441072,NA,"Macaca_fascicularis","adipose","GSE125483"
"28","ENSMFAG00000000238","+","ARMC2","chr4",12793319,12793491,NA,NA,0.000529581622383,0.00945681468541,"1.0,0.778","0.539,0.539","SE","4","ARMC2",4.842142,1.639754,2.040002,2.137529,1.8886415,3.441072,NA,"Macaca_fascicularis","adipose","GSE125483"
"29","ENSMFAG00000000238","+","ARMC2","chr4",12782694,12782767,NA,NA,4.9491622175e-05,0.00182219154372,"1.0,1.0","0.33,0.739","SE","4","ARMC2",4.842142,1.639754,2.040002,2.137529,1.8886415,3.441072,NA,"Macaca_fascicularis","adipose","GSE125483"
"30","ENSMFAG00000000241","+","FMR1","chrX",144837062,144837197,144837690,144837753,0.00428965034669,0.0299351030659,"0.843,1.0","1.0,0.981","MXE","X","FMR1",2.34114033468013,9.55082784646465,9.05078039977553,10.2779932518519,9.91441054915827,5.69596036722783,NA,"Macaca_fascicularis","adipose","GSE125483"
"31","ENSMFAG00000000244","+",NA,"chr20",28448888,28449087,28449186,28449376,9.99200722163e-16,2.6961766153e-13,"0.259,0.289","0.197,0.001","MXE","20","ENSMFAG00000000244",83.008263,55.208096,76.138283,27.320347,41.2642215,79.573273,NA,"Macaca_fascicularis","adipose","GSE125483"
"32","ENSMFAG00000000255","+","CLCC1","chr1",117861213,117861307,NA,NA,0.00178919846986,0.0227155291628,"1.0,0.834","1.0,0.984","SE","1","CLCC1",9.74943160499331,10.5138489161837,15.6504487469906,13.4478196364244,11.9808342763041,12.699940175992,NA,"Macaca_fascicularis","adipose","GSE125483"
"33","ENSMFAG00000000255","+","CLCC1","chr1",117867218,117867560,NA,NA,5.43151646197e-05,0.00197111484507,"1.0,1.0","1.0,0.824","SE","1","CLCC1",9.74943160499331,10.5138489161837,15.6504487469906,13.4478196364244,11.9808342763041,12.699940175992,NA,"Macaca_fascicularis","adipose","GSE125483"
"34","ENSMFAG00000000260","-","UBE2D4","chr3",76491441,76491473,76496115,76496179,0.000907139735926,0.00909869210362,"0.299,0.261","0.377,0.519","MXE","3","UBE2D4",10.6976174088809,9.28980358572895,17.4636971824949,8.75199756750513,9.02090057661704,14.0806572956879,NA,"Macaca_fascicularis","adipose","GSE125483"
"35","ENSMFAG00000000260","-","UBE2D4","chr3",76491441,76491473,NA,NA,0.00195661540233,0.0241889266772,"0.962,1.0","1.0,0.942","SE","3","UBE2D4",10.6976174088809,9.28980358572895,17.4636971824949,8.75199756750513,9.02090057661704,14.0806572956879,NA,"Macaca_fascicularis","adipose","GSE125483"
"36","ENSMFAG00000000285","+","KLHL22","chr10",30937225,30937391,NA,NA,0.00302460060427,0.0336898582159,"1.0,0.764","1.0,1.0","SE","10","KLHL22",12.950556,4.076541,19.970119,5.636308,4.8564245,16.4603375,NA,"Macaca_fascicularis","adipose","GSE125483"
"37","ENSMFAG00000000290","+","DIPK1A","chr1",134118986,134119094,NA,NA,0.00464613274695,0.0467615249134,"1.0,1.0","1.0,0.93","SE","1","DIPK1A",4.87414630116849,4.09521590576706,23.6819363520543,3.74316470523935,3.91919030550321,14.2780413266114,NA,"Macaca_fascicularis","adipose","GSE125483"
"38","ENSMFAG00000000325","-",NA,"chr15",38730709,38730793,NA,NA,0.00048755454062,0.0089186806211,"0.917,1.0","0.873,1.0","SE","15","ENSMFAG00000000325",9.78594109432387,40.1491566841402,27.3678873125209,16.9099794841402,28.5295680841402,18.5769142034224,NA,"Macaca_fascicularis","adipose","GSE125483"
"39","ENSMFAG00000000326","+","TNFAIP3","chr4",42201752,42201934,NA,NA,1.07726858983e-05,0.000592790460436,"0.913,0.786","1.0,1.0","SE","4","TNFAIP3",13.7628013316461,51.4451489740317,3.80744226430458,17.2042996045334,34.3247242892825,8.78512179797534,NA,"Macaca_fascicularis","adipose","GSE125483"
"40","ENSMFAG00000000327","+","GRK4","chr5",3129840,3129978,NA,NA,0.000907720239918,0.0139358111132,"1.0,1.0","0.965,0.775","SE","5","GRK4",8.90081259259259,4.72586780555556,3.06163444598765,3.0583289367284,3.89209837114198,5.98122351929012,NA,"Macaca_fascicularis","adipose","GSE125483"
"41","ENSMFAG00000000327","+","GRK4","chr5",3117552,3117590,3124512,3124721,3.57388991568e-06,0.00010151101357,"0.0,0.06","0.177,0.264","MXE","5","GRK4",8.90081259259259,4.72586780555556,3.06163444598765,3.0583289367284,3.89209837114198,5.98122351929012,NA,"Macaca_fascicularis","adipose","GSE125483"
"42","ENSMFAG00000000327","+","GRK4","chr5",3078597,3078710,3082067,3082145,4.72615069727e-05,0.000834388061966,"0.68,0.683","0.258,0.282","MXE","5","GRK4",8.90081259259259,4.72586780555556,3.06163444598765,3.0583289367284,3.89209837114198,5.98122351929012,NA,"Macaca_fascicularis","adipose","GSE125483"
"43","ENSMFAG00000000328","+","SLC30A3","chr13",83602228,83602382,NA,NA,0.00109211711241,0.0158188491699,"1.0,0.0","1.0,1.0","SE","13","SLC30A3",0.535617985061887,0.0202022210840802,0.34555219078105,0.128511248826291,0.0743567349551856,0.440585087921468,NA,"Macaca_fascicularis","adipose","GSE125483"
"44","ENSMFAG00000000350","+","ARHGAP5","chr7",96003554,96007439,96026318,96026466,3.67483821151e-14,7.93275075258e-12,"0.174,0.238","0.185,0.001","MXE","7","ARHGAP5",2.828364020838,2.28682791732019,5.83831055747255,5.1518939267309,3.71936092202555,4.33333728915528,NA,"Macaca_fascicularis","adipose","GSE125483"
"45","ENSMFAG00000000372","+","NEPRO","chr2",159239215,159239277,NA,NA,0.00476580632086,0.0476816096825,"1.0,1.0","1.0,0.889","SE","2","NEPRO",9.41238456499719,5.45363674507597,6.63628325154755,6.92001487225661,6.18682580866629,8.02433390827237,NA,"Macaca_fascicularis","adipose","GSE125483"
"46","ENSMFAG00000000373","+","TPST2","chr10",24989186,24989385,24992932,24992983,0.000205544694056,0.00273890419487,"0.502,0.428","0.45,0.014","MXE","10","TPST2",19.246571,36.951057,15.912879,23.177662,30.0643595,17.579725,NA,"Macaca_fascicularis","adipose","GSE125483"
"47","ENSMFAG00000000373","+","TPST2","chr10",24984016,24984946,24989186,24989385,6.44341745464e-05,0.00106447886317,"0.366,0.363","0.316,0.057","MXE","10","TPST2",19.246571,36.951057,15.912879,23.177662,30.0643595,17.579725,NA,"Macaca_fascicularis","adipose","GSE125483"
"48","ENSMFAG00000000374","-","ATXN2","chr11",115160017,115160125,NA,NA,7.67933440238e-06,0.000456166904522,"1.0,1.0","1.0,0.73","SE","11","ATXN2",8.99371483922964,10.6164542147791,14.0075325076408,7.40369748314842,9.01007584896376,11.5006236734352,NA,"Macaca_fascicularis","adipose","GSE125483"
"49","ENSMFAG00000000374","-","ATXN2","chr11",115142589,115142653,115144614,115144919,8.84414876379e-05,0.00138344703851,"0.697,0.635","0.497,0.231","MXE","11","ATXN2",8.99371483922964,10.6164542147791,14.0075325076408,7.40369748314842,9.01007584896376,11.5006236734352,NA,"Macaca_fascicularis","adipose","GSE125483"
"50","ENSMFAG00000000374","-","ATXN2","chr11",115160017,115160125,NA,NA,0.0045783169102,0.0463554587158,"1.0,1.0","0.856,0.904","SE","11","ATXN2",8.99371483922964,10.6164542147791,14.0075325076408,7.40369748314842,9.01007584896376,11.5006236734352,NA,"Macaca_fascicularis","adipose","GSE125483"
"51","ENSMFAG00000000374","-","ATXN2","chr11",115114266,115114320,NA,NA,2.82813672481e-09,8.48455653561e-07,"0.63,0.702","0.275,0.32","SE","11","ATXN2",8.99371483922964,10.6164542147791,14.0075325076408,7.40369748314842,9.01007584896376,11.5006236734352,NA,"Macaca_fascicularis","adipose","GSE125483"
"52","ENSMFAG00000000375","+","ADAMTS4","chr1",90454695,90454828,NA,NA,0.000842060510511,0.0131673554732,"0.913,0.767","1.0,1.0","SE","1","ADAMTS4",2.710127,58.812893,0.285836,26.496569,42.654731,1.4979815,NA,"Macaca_fascicularis","adipose","GSE125483"
"53","ENSMFAG00000000393","+","ACP2","chr14",20312085,20312218,NA,NA,0.00234764820458,0.02778484871,"1.0,1.0","0.758,0.977","SE","14","ACP2",16.806472384089,19.5971517964072,34.7954579324209,9.54222401154833,14.5696879039778,25.800965158255,NA,"Macaca_fascicularis","adipose","GSE125483"
"54","ENSMFAG00000000397","-","SHANK3","chr10",110791,110815,NA,NA,0.001005274152,0.0148915885721,"0.027,0.0","0.0,0.056","SE","10","SHANK3",28.434795,68.206268,33.197243,30.067858,49.137063,30.816019,NA,"Macaca_fascicularis","adipose","GSE125483"
"55","ENSMFAG00000000427","+","ANKAR","chr12",78909041,78909200,NA,NA,0.0028018461918,0.0317678529585,"1.0,0.0","1.0,0.861","SE","12","ANKAR",1.009954,0.475737,0.670395,0.561073,0.518405,0.8401745,NA,"Macaca_fascicularis","adipose","GSE125483"
"56","ENSMFAG00000000428","+","ZNF410","chr7",138559240,138559381,NA,NA,1.80323300383e-05,0.000886297774941,"0.737,1.0","0.969,1.0","SE","7","ZNF410",20.9352793707336,20.637066271479,22.0815060980777,25.4650134923499,23.0510398819144,21.5083927344056,NA,"Macaca_fascicularis","adipose","GSE125483"
"57","ENSMFAG00000000434","+","SAP30BP","chr16",72982105,72982153,NA,NA,3.99907884585e-10,1.61962693257e-07,"1.0,1.0","0.952,0.873","SE","16","SAP30BP",39.1508061505792,30.5055877580438,29.201533469112,25.4842332413127,27.9949104996782,34.1761698098456,NA,"Macaca_fascicularis","adipose","GSE125483"
"58","ENSMFAG00000000434","+","SAP30BP","chr16",73011236,73011349,NA,NA,0.00305237806751,0.0339449564915,"0.951,0.959","0.926,0.87","SE","16","SAP30BP",39.1508061505792,30.5055877580438,29.201533469112,25.4842332413127,27.9949104996782,34.1761698098456,NA,"Macaca_fascicularis","adipose","GSE125483"
"59","ENSMFAG00000000438","-","ATAT1","chr4",140321976,140322220,NA,NA,9.17088575809e-05,0.00290626661348,"1.0,1.0","0.887,0.698","SE","4","ATAT1",5.39784376446158,4.37780982112133,4.75491254731534,2.66490152358351,3.52135567235242,5.07637815588846,NA,"Macaca_fascicularis","adipose","GSE125483"
"60","ENSMFAG00000000443","+","RBM18","chr15",15013999,15014086,NA,NA,0.000400203970749,0.0077849475578,"1.0,0.952","1.0,0.823","SE","15","RBM18",7.381832,11.9194,8.70815602096986,12.9494363414155,12.4344181707078,8.04499401048493,NA,"Macaca_fascicularis","adipose","GSE125483"
"61","ENSMFAG00000000445","+","FBXO22","chr7",54168107,54168246,NA,NA,2.27399366108e-05,0.00105133268577,"1.0,1.0","0.612,0.801","SE","7","FBXO22",13.131587,10.52213,15.326559,10.736279,10.6292045,14.229073,NA,"Macaca_fascicularis","adipose","GSE125483"
"62","ENSMFAG00000000448","+","SGCE","chr3",117390509,117390721,117391650,117391677,3.87292260129e-05,0.000712529737669,"0.689,0.718","0.619,0.563","MXE","3","SGCE",36.0113188141724,46.3841094534192,58.5897269177403,71.6221599970268,59.003134725223,47.3005228659564,NA,"Macaca_fascicularis","adipose","GSE125483"
"63","ENSMFAG00000000448","+","SGCE","chr3",117351320,117351428,NA,NA,1.89659708938e-07,2.55580542108e-05,"0.0,0.0","0.129,0.047","SE","3","SGCE",36.0113188141724,46.3841094534192,58.5897269177403,71.6221599970268,59.003134725223,47.3005228659564,NA,"Macaca_fascicularis","adipose","GSE125483"
"64","ENSMFAG00000000451","+","GALK2","chr7",26252472,26252625,26262058,26262269,7.49823430091e-06,0.000192692719574,"0.289,0.363","0.247,0.028","MXE","7","GALK2",4.8261770208379,4.85499677736346,6.8148779129195,4.42394097060759,4.63946887398552,5.8205274668787,NA,"Macaca_fascicularis","adipose","GSE125483"
"65","ENSMFAG00000000451","+","GALK2","chr7",26252472,26252625,NA,NA,3.29665104652e-05,0.00138500381104,"1.0,0.943","0.655,0.81","SE","7","GALK2",4.8261770208379,4.85499677736346,6.8148779129195,4.42394097060759,4.63946887398552,5.8205274668787,NA,"Macaca_fascicularis","adipose","GSE125483"
"66","ENSMFAG00000000457","+","PCCB","chr2",38468972,38469072,NA,NA,5.97136375516e-05,0.00211029870928,"0.943,0.808","1.0,0.993","SE","2","PCCB",9.08094727543777,10.7189991277804,36.2076512702319,5.769139406531,8.2440692671557,22.6442992728348,NA,"Macaca_fascicularis","adipose","GSE125483"
"67","ENSMFAG00000000469","+","PRIMPOL","chr5",184077566,184077569,NA,NA,5.051621206e-05,0.000970208425741,"1.0,1.0","1.0,0.804","A3SS","5","PRIMPOL",12.16256,7.104649,6.87555295385422,10.41518,8.7599145,9.51905647692711,NA,"Macaca_fascicularis","adipose","GSE125483"
"68","ENSMFAG00000000469","+","PRIMPOL","chr5",184082132,184082215,NA,NA,0.000468519479425,0.00866885237796,"1.0,0.877","0.771,0.775","SE","5","PRIMPOL",12.16256,7.104649,6.87555295385422,10.41518,8.7599145,9.51905647692711,NA,"Macaca_fascicularis","adipose","GSE125483"
"69","ENSMFAG00000000469","+","PRIMPOL","chr5",184053654,184053784,NA,NA,6.0056948508e-05,0.00211504905615,"1.0,1.0","0.773,0.827","SE","5","PRIMPOL",12.16256,7.104649,6.87555295385422,10.41518,8.7599145,9.51905647692711,NA,"Macaca_fascicularis","adipose","GSE125483"
"70","ENSMFAG00000000477","-","ADIRF","chr9",48754677,48754740,NA,NA,6.07126367735e-07,6.47068891928e-05,"0.821,0.852","0.856,0.934","SE","9","ADIRF",576.275452,444.501343,1130.302002,489.830109,467.165726,853.288727,NA,"Macaca_fascicularis","adipose","GSE125483"
"71","ENSMFAG00000000490","+","CKMT2","chr6",79535023,79535109,NA,NA,1.31890732747e-05,0.000686577721883,"1.0,1.0","0.0,0.693","SE","6","CKMT2",0.151241,0,0.973627,0.424518,0.212259,0.562434,NA,"Macaca_fascicularis","adipose","GSE125483"
"72","ENSMFAG00000000492","+","PUM2","chr13",90750892,90751014,90751865,90752058,0.00253026053319,0.0198377327033,"0.318,0.365","0.411,0.504","MXE","13","PUM2",21.738020141438,22.9383841627247,19.9154745468307,20.1865553836329,21.5624697731788,20.8267473441344,NA,"Macaca_fascicularis","adipose","GSE125483"
"73","ENSMFAG00000000504","+","FKBP4","chr11",2972732,2972877,NA,NA,2.89768209427e-13,2.34712249636e-10,"0.755,0.888","1.0,1.0","SE","11","FKBP4",34.3223789005236,27.3452520274869,33.5608883756545,26.5690264293194,26.9571392284032,33.9416336380891,NA,"Macaca_fascicularis","adipose","GSE125483"
"74","ENSMFAG00000000507","+","C9orf85","chr15",82711859,82711966,NA,NA,0.000111516799106,0.00329185886574,"1.0,0.814","0.506,0.54","SE","15","C9orf85",1.32314884245197,1.1634810642269,1.43190693796889,1.34464190887466,1.25406148655078,1.37752789021043,NA,"Macaca_fascicularis","adipose","GSE125483"
"75","ENSMFAG00000000519","+","PRRC2C","chr1",29579016,29579069,NA,NA,0.00170814426048,0.0219758076714,"1.0,1.0","1.0,0.866","SE","1","PRRC2C",13.1658502708761,12.6029257207174,8.1240500234448,11.5597334809453,12.0813296008313,10.6449501471605,NA,"Macaca_fascicularis","adipose","GSE125483"
"76","ENSMFAG00000000523","-","TBC1D22B","chr4",133415887,133416002,NA,NA,0.00316364836581,0.0349502888203,"1.0,1.0","1.0,0.88","SE","4","TBC1D22B",6.43395781837955,6.03864321071234,5.09766108591626,4.53934318406743,5.28899319738989,5.76580945214791,NA,"Macaca_fascicularis","adipose","GSE125483"
"77","ENSMFAG00000000526","+","PPCDC","chr7",53118408,53118537,NA,NA,0.00279715634025,0.0317678529585,"0.357,0.207","0.43,0.551","SE","7","PPCDC",4.92279341246734,5.56583888913774,5.7362761881299,2.84451343635685,4.20517616274729,5.32953480029862,NA,"Macaca_fascicularis","adipose","GSE125483"
"78","ENSMFAG00000000526","+","PPCDC","chr7",53100907,53101114,53117476,53117572,2.24186980098e-05,0.000459441418707,"0.675,0.951","0.468,0.212","MXE","7","PPCDC",4.92279341246734,5.56583888913774,5.7362761881299,2.84451343635685,4.20517616274729,5.32953480029862,NA,"Macaca_fascicularis","adipose","GSE125483"
"79","ENSMFAG00000000529","+","INTU","chr5",126619416,126619620,NA,NA,0.00329198043047,0.0359560969347,"0.279,1.0","1.0,1.0","SE","5","INTU",0.864167923588753,1.06589120755527,2.33174773191672,1.55257559476282,1.30923340115904,1.59795782775274,NA,"Macaca_fascicularis","adipose","GSE125483"
"80","ENSMFAG00000000539","+","BOK","chr12",131554105,131554354,NA,NA,0.000139709601578,0.00378730847651,"1.0,1.0","1.0,0.801","SE","12","BOK",9.080647,7.757117,29.148386,9.108204,8.4326605,19.1145165,NA,"Macaca_fascicularis","adipose","GSE125483"
"81","ENSMFAG00000000553","+","UEVLD","chr14",49089354,49089518,49095059,49095195,0.00525951304287,0.0348267959771,"0.739,0.725","0.507,0.53","MXE","14","UEVLD",3.19700289185581,5.00971468624833,4.51812936404094,4.09341937605697,4.55156703115265,3.85756612794837,NA,"Macaca_fascicularis","adipose","GSE125483"
"82","ENSMFAG00000000564","+","ZNF140","chr11",137597942,137598038,NA,NA,1.27587894408e-05,0.000672826786917,"0.0,0.793","1.0,1.0","SE","11","ZNF140",12.086422,12.08092,8.643724,10.137668,11.109294,10.365073,NA,"Macaca_fascicularis","adipose","GSE125483"
"83","ENSMFAG00000000579","+","ADAMTS16","chr6",5330878,5331026,NA,NA,0.00104881238,0.0153457013692,"1.0,1.0","1.0,0.842","SE","6","ADAMTS16",1.5969450260267,3.21655097802941,5.19587940865303,1.23627346357952,2.22641222080447,3.39641221733986,NA,"Macaca_fascicularis","adipose","GSE125483"
"84","ENSMFAG00000000583","-","EXOC7","chr16",73444709,73444802,NA,NA,0.00120300062316,0.0169643193726,"0.394,0.419","1.0,0.899","SE","16","EXOC7",17.9241776809192,15.4955987852703,21.4159389310605,13.3978357886608,14.4467172869655,19.6700583059898,NA,"Macaca_fascicularis","adipose","GSE125483"
"85","ENSMFAG00000000583","-","EXOC7","chr16",73443909,73443978,73444709,73444802,4.29696167537e-10,4.63785396828e-08,"0.0,0.125","0.631,0.55","MXE","16","EXOC7",17.9241776809192,15.4955987852703,21.4159389310605,13.3978357886608,14.4467172869655,19.6700583059898,NA,"Macaca_fascicularis","adipose","GSE125483"
"86","ENSMFAG00000000583","-","EXOC7","chr16",73443909,73443978,NA,NA,4.78768907524e-05,0.00178875837221,"1.0,1.0","1.0,0.7","SE","16","EXOC7",17.9241776809192,15.4955987852703,21.4159389310605,13.3978357886608,14.4467172869655,19.6700583059898,NA,"Macaca_fascicularis","adipose","GSE125483"
"87","ENSMFAG00000000583","-","EXOC7","chr16",73444709,73444802,NA,NA,1.23769883231e-11,8.0849681788e-09,"0.0,0.012","0.053,0.178","SE","16","EXOC7",17.9241776809192,15.4955987852703,21.4159389310605,13.3978357886608,14.4467172869655,19.6700583059898,NA,"Macaca_fascicularis","adipose","GSE125483"
