"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474238","FPKM.SRR8474256","FPKM.SRR8474268","FPKM.SRR8474289","FPKM.SRR8474300","..files.thyroid_mean_female","..files.thyroid_mean_male","Remark","Organism","Tissue","GEO_accession"
"32","ENSCAFG00000000361","+","TBC1D30","chr10",7504161,7504301,NA,NA,0.000122251475489,0.00822141172664,"1.0,1.0,1.0","0.966,0.833","SE","10","TBC1D30",6.34185645718433,7.99972012685051,9.86440608679245,7.94973062264151,8.26044055413643,8.0519977222061,5.42005356032898,NA,"Macaca_fascicularis","dog","GSE125483"
"33","ENSCAFG00000000361","+","TBC1D30","chr10",7488500,7488669,NA,NA,5.51089550493e-05,0.00446081027939,"0.928,0.809,0.854","0.971,1.0","SE","10","TBC1D30",6.34185645718433,7.99972012685051,9.86440608679245,7.94973062264151,8.26044055413643,8.0519977222061,5.42005356032898,NA,"Macaca_fascicularis","dog","GSE125483"
"34","ENSCAFG00000000385","-","KATNA1","chr1",40387650,40387772,40402633,40402814,0.000389740807491,0.00564897577369,"0.787,0.758,0.773","1.0,0.779","MXE","1","KATNA1",21.6957526743403,21.3486604519933,21.9866550505334,20.9435575384615,25.3600019781022,21.5419884211117,15.5695541433652,NA,"Macaca_fascicularis","dog","GSE125483"
"35","ENSCAFG00000000416","+","C12H6orf136","chr12",458783,458872,NA,NA,1.35668569712e-08,5.73490425397e-06,"0.769,0.762,0.757","0.893,0.903","SE","12","C12H6orf136",67.424652,50.881252,55.672451,60.008217,63.165878,61.0351066666667,38.01571,NA,"Macaca_fascicularis","dog","GSE125483"
"36","ENSCAFG00000000418","+","MDM2","chr10",10948021,10948118,10953174,10953335,0.000101792606348,0.00195960592761,"0.213,0.155,0.188","0.024,0.169","MXE","10","MDM2",27.3962165201778,27.6075494175787,27.4584442031464,28.3698047859097,30.8047558994528,27.741488503078,19.4707684390105,NA,"Macaca_fascicularis","dog","GSE125483"
"37","ENSCAFG00000000436","+","RAB3IP","chr10",11696373,11696469,NA,NA,8.52373003291e-08,2.98678229614e-05,"0.983,0.958,1.0","0.953,0.938","SE","10","RAB3IP",34.6565069628866,26.6583765958763,23.9676012295533,69.2916743735395,23.2504458773196,42.6385941886598,16.636274157732,NA,"Macaca_fascicularis","dog","GSE125483"
"38","ENSCAFG00000000441","+","CNOT2","chr10",12125016,12125139,12138743,12138810,2.75619238024e-05,0.000690571618486,"0.369,0.373,0.28","0.016,0.257","MXE","10","CNOT2",21.2578718024032,19.4800495033378,16.8195265310414,21.6130721525367,16.47161564753,19.8968234953271,11.9838883836226,NA,"Macaca_fascicularis","dog","GSE125483"
"39","ENSCAFG00000000444","-","FLOT1","chr12",527621,527712,NA,NA,0.00123332946668,0.0433881070372,"0.659,0.709,0.738","0.589,0.657","SE","12","FLOT1",157.692861223244,153.902080494419,161.220425707814,154.77965580893,156.256914196323,157.897647579996,103.386331563581,NA,"Macaca_fascicularis","dog","GSE125483"
"40","ENSCAFG00000000469","+","POP1","chr13",394902,394980,NA,NA,0.00870304956309,0.029360837537,"1.0,0.951,0.885","0.0,0.848","RI","13","POP1",3.522379,2.66228407485605,3.38433738963532,4.63298172744722,3.32911613051823,3.84656603902751,1.99713340179143,NA,"Macaca_fascicularis","dog","GSE125483"
"41","ENSCAFG00000000529","-","RGS22","chr13",1926650,1926809,1930202,1930375,0.00434067254278,0.0371865864232,"0.624,0.675,0.844","0.895,0.852","MXE","13","RGS22",3.69722337951807,4.52325235426321,2.12838117122335,3.26561073053753,2.58609861677479,3.03040509375965,2.36978365701267,NA,"Macaca_fascicularis","dog","GSE125483"
"42","ENSCAFG00000000529","-","RGS22","chr13",1926650,1926809,1928985,1929148,0.00248350135439,0.0240441509767,"0.623,0.556,0.841","0.919,0.82","MXE","13","RGS22",3.69722337951807,4.52325235426321,2.12838117122335,3.26561073053753,2.58609861677479,3.03040509375965,2.36978365701267,NA,"Macaca_fascicularis","dog","GSE125483"
"43","ENSCAFG00000000529","-","RGS22","chr13",1926650,1926809,1928985,1929148,0.000476829365491,0.00667828993353,"0.658,0.556,0.834","0.985,0.816","MXE","13","RGS22",3.69722337951807,4.52325235426321,2.12838117122335,3.26561073053753,2.58609861677479,3.03040509375965,2.36978365701267,NA,"Macaca_fascicularis","dog","GSE125483"
"44","ENSCAFG00000000529","-","RGS22","chr13",1935675,1935870,NA,NA,1.12741161662e-06,0.000238286498113,"1.0,0.901,1.0","0.812,0.721","SE","13","RGS22",3.69722337951807,4.52325235426321,2.12838117122335,3.26561073053753,2.58609861677479,3.03040509375965,2.36978365701267,NA,"Macaca_fascicularis","dog","GSE125483"
"45","ENSCAFG00000000566","+","ARSA","chr10",16693269,16693394,NA,NA,0.000813857444722,0.0322048107138,"1.0,1.0,0.986","0.977,0.971","SE","10","ARSA",79.367661,76.702415,87.395279,75.103333,92.93985,80.622091,56.5474216666667,NA,"Macaca_fascicularis","dog","GSE125483"
"46","ENSCAFG00000000572","+","LMF2","chr10",16802912,16802941,NA,NA,0.000860186271977,0.0333930329578,"0.954,0.978,0.934","0.863,0.855","SE","10","LMF2",36.731758,35.508045,41.002056,32.64838,40.148304,36.7940646666667,25.218783,NA,"Macaca_fascicularis","dog","GSE125483"
"47","ENSCAFG00000000588","-","ALDH7A1","chr11",15842207,15842314,15846604,15846699,4.40703787544e-05,0.00098095941281,"0.685,0.653,0.727","1.0,0.673","MXE","11","ALDH7A1",25.814233659868,22.9865788593281,23.7908130176965,24.2606963029394,22.6959860131974,24.6219143268346,15.2275216241752,NA,"Macaca_fascicularis","dog","GSE125483"
"48","ENSCAFG00000000607","-","ABHD16A","chr12",1181307,1181364,NA,NA,3.81613803068e-05,0.00337633129219,"0.94,0.934,0.865","1.0,0.983","SE","12","ABHD16A",66.8636262475452,62.7209690702842,69.356995,54.586514,65.6142026527132,63.6023784158484,42.7783905743325,NA,"Macaca_fascicularis","dog","GSE125483"
"49","ENSCAFG00000000607","-","ABHD16A","chr12",1181307,1181364,NA,NA,0.000602131862562,0.0259052885814,"0.935,0.981,0.872","0.768,0.867","SE","12","ABHD16A",66.8636262475452,62.7209690702842,69.356995,54.586514,65.6142026527132,63.6023784158484,42.7783905743325,NA,"Macaca_fascicularis","dog","GSE125483"
"50","ENSCAFG00000000636","-","VARS","chr12",1256359,1256491,NA,NA,5.90991753202e-06,6.97824877819e-05,"0.051,0.187,0.095","0.01,0.068","RI","12","VARS",22.1708410781985,23.7348915908582,22.0712579982075,21.2879965774143,23.7165351044141,21.8433652179401,15.8171422317574,NA,"Macaca_fascicularis","dog","GSE125483"
"51","ENSCAFG00000000642","-","NEU1","chr12",1326033,1326135,NA,NA,0.0109294342285,0.035506204319,"0.95,0.909,0.937","0.715,0.949","RI","12","NEU1",51.2980626144244,60.8319089514563,66.0614793578363,52.1954576241331,64.8916023814147,56.5183331987979,41.907837110957,NA,"Macaca_fascicularis","dog","GSE125483"
"52","ENSCAFG00000000718","+","BRD1","chr10",17388758,17389791,NA,NA,0.000311896314389,0.0162228725557,"0.163,0.204,0.213","0.025,0.231","SE","10","BRD1",8.33217658582142,9.38830986642139,9.55639302292345,6.35932976538843,8.02784975053064,8.0826331247111,5.80538653898401,NA,"Macaca_fascicularis","dog","GSE125483"
"53","ENSCAFG00000000718","+","BRD1","chr10",17386946,17387444,NA,NA,4.31043371122e-05,0.00375134510338,"1.0,0.885,1.0","0.749,0.923","SE","10","BRD1",8.33217658582142,9.38830986642139,9.55639302292345,6.35932976538843,8.02784975053064,8.0826331247111,5.80538653898401,NA,"Macaca_fascicularis","dog","GSE125483"
"54","ENSCAFG00000000718","+","BRD1","chr10",17387257,17387339,NA,NA,1.92170530988e-06,2.45818137555e-05,"0.862,0.874,0.85","0.019,0.594","RI","10","BRD1",8.33217658582142,9.38830986642139,9.55639302292345,6.35932976538843,8.02784975053064,8.0826331247111,5.80538653898401,NA,"Macaca_fascicularis","dog","GSE125483"
"55","ENSCAFG00000000745","-","TBC1D22A","chr10",19440986,19441057,19502357,19502534,0.00405755904034,0.0350017117217,"0.426,0.463,0.522","0.343,0.411","MXE","10","TBC1D22A",17.5707842019844,14.9469459688164,16.8601449567682,16.378836313253,19.2008347122608,16.9365884906685,11.3825935603591,NA,"Macaca_fascicularis","dog","GSE125483"
"56","ENSCAFG00000000768","+","EGFL8","chr12",1560055,1560154,NA,NA,0.000943089475602,0.00478559452909,"0.08,0.09,0.122","0.003,0.078","RI","12","EGFL8",22.8139025723781,17.0167674283604,18.5290764254062,10.5415511248154,26.1862439261448,17.2948433741999,14.4010037848351,NA,"Macaca_fascicularis","dog","GSE125483"
"57","ENSCAFG00000000777","-","AGER","chr12",1574884,1574911,1575182,1575321,0.00064469675489,0.00837098442677,"0.743,0.722,0.802","0.587,0.702","MXE","12","AGER",71.0790258898007,81.877966087925,79.6279194337632,80.2974188405627,99.8510665099648,77.0014547213755,60.5763441992966,NA,"Macaca_fascicularis","dog","GSE125483"
"58","ENSCAFG00000000860","+","AFDN","chr1",55484655,55484676,NA,NA,5.71862422889e-05,0.00451907067773,"0.0,0.0,0.0","0.024,0.258","SE","1","AFDN",18.447892507706,23.2641004128631,29.0221707498518,32.7191758218732,22.6154953778897,26.7297463598103,15.2931985969176,NA,"Macaca_fascicularis","dog","GSE125483"
"59","ENSCAFG00000000861","+","PHF21B","chr10",21060121,21060144,NA,NA,1.40087191181e-07,4.28811722798e-05,"0.0,0.131,0.0","0.458,0.274","SE","10","PHF21B",3.71258679285456,3.09999559725731,4.00461239732948,2.9349849498376,3.75010123637676,3.55072804667388,2.28336561121136,NA,"Macaca_fascicularis","dog","GSE125483"
"60","ENSCAFG00000000875","-","TAF2","chr13",18755812,18755968,NA,NA,0.000204254316653,0.012033707981,"0.272,0.221,0.244","0.081,0.2","SE","13","TAF2",8.21029668135857,7.4872728701063,7.89381102981592,10.330090914182,7.11197300648172,8.8113995417855,4.86641529219601,NA,"Macaca_fascicularis","dog","GSE125483"
"61","ENSCAFG00000000902","+","EFCAB6","chr10",22053542,22053773,22056309,22056478,0.00136017783157,0.0150373540315,"0.491,0.544,0.443","0.0,0.396","MXE","10","EFCAB6",2.87106358639407,2.4919892353899,2.57825341107291,2.04079032856884,2.53150486014113,2.49670244201194,1.67449803184368,NA,"Macaca_fascicularis","dog","GSE125483"
"62","ENSCAFG00000000917","+","SLC39A7","chr12",2668305,2668422,2668519,2668612,3.61908925051e-09,4.87696729812e-07,"0.221,0.231,0.208","0.0,0.224","MXE","12","SLC39A7",124.379497915376,116.033131332473,115.958128273953,113.119321435169,124.395369114745,117.818982541499,80.142833482406,NA,"Macaca_fascicularis","dog","GSE125483"
"63","ENSCAFG00000000917","+","SLC39A7","chr12",2668714,2668800,2668914,2668999,1.86021820203e-06,7.78618593964e-05,"0.787,0.767,0.772","0.988,0.773","MXE","12","SLC39A7",124.379497915376,116.033131332473,115.958128273953,113.119321435169,124.395369114745,117.818982541499,80.142833482406,NA,"Macaca_fascicularis","dog","GSE125483"
"64","ENSCAFG00000000970","-","SERHL2","chr10",22899569,22899604,NA,NA,0.000102996410424,0.00726500066445,"1.0,1.0,1.0","0.944,0.882","SE","10","SERHL2",17.558676,15.927675,15.200917,11.962667,14.338692,14.90742,10.088789,NA,"Macaca_fascicularis","dog","GSE125483"
"65","ENSCAFG00000000987","+","KIFC1","chr12",2818027,2821039,NA,NA,1.92328251645e-05,0.000196680453945,"0.364,0.524,0.88","0.002,0.4","RI","12","KIFC1",2.53380133247612,1.97718118277002,2.54523473218222,2.2829876767083,2.7323457817781,2.45400791378888,1.56984232151604,NA,"Macaca_fascicularis","dog","GSE125483"
"66","ENSCAFG00000000989","-","SERINC1","chr1",61820531,61820611,61830319,61830481,0.000488563323082,0.00680440427063,"0.459,0.46,0.461","0.323,0.401","MXE","1","SERINC1",117.825597951109,117.144734148948,112.132348920978,125.855094706083,113.796598198977,118.604347192723,76.980444115975,NA,"Macaca_fascicularis","dog","GSE125483"
"67","ENSCAFG00000000994","-","SKP1","chr11",22353534,22353675,22355421,22355565,0.00375647937961,0.0330909119887,"0.45,0.471,0.464","0.37,0.422","MXE","11","SKP1",745.830933,646.432922,713.674194,673.881042,808.897644,711.128723,485.110188666667,NA,"Macaca_fascicularis","dog","GSE125483"
"68","ENSCAFG00000001010","-","CDKL3","chr11",22475819,22476151,NA,NA,0.000111798820287,0.00769331881928,"0.392,1.0,1.0","0.108,0.492","SE","11","CDKL3",0.957669125773868,1.14047174128381,1.12312879928315,1.30522254643206,1.11277159954383,1.12867349049636,0.751081113609213,NA,"Macaca_fascicularis","dog","GSE125483"
"69","ENSCAFG00000001010","-","CDKL3","chr11",22475819,22476151,22476452,22476606,0.000321966318876,0.00486461838156,"0.736,0.24,0.548","0.956,0.782","MXE","11","CDKL3",0.957669125773868,1.14047174128381,1.12312879928315,1.30522254643206,1.11277159954383,1.12867349049636,0.751081113609213,NA,"Macaca_fascicularis","dog","GSE125483"
"70","ENSCAFG00000001019","+","UBE2B","chr11",22529162,22529188,22533620,22533710,0.00257078423417,0.0247929017245,"0.128,0.167,0.174","0.253,0.189","MXE","11","UBE2B",64.657555,60.248302,56.572449,48.025349,74.195328,56.418451,44.8145433333333,NA,"Macaca_fascicularis","dog","GSE125483"
"71","ENSCAFG00000001047","+","NCOA7","chr1",64766918,64766951,NA,NA,0.00243889915736,0.0250686847814,"0.506,0.215,0.199","0.532,1.0","A3SS","1","NCOA7",2.18457502527617,3.39963174948511,3.1124375946452,2.79022887755102,2.9567357936716,2.69574716582413,2.11878918105224,NA,"Macaca_fascicularis","dog","GSE125483"
"72","ENSCAFG00000001050","-","MTSS1","chr13",22639690,22639810,NA,NA,0.000893289099646,0.0343324138974,"0.572,0.491,0.536","0.224,0.326","SE","13","MTSS1",10.3475944186047,11.2039007840532,12.1687879734219,11.2275258214286,10.9662318936877,11.2479694044851,7.39004422591363,NA,"Macaca_fascicularis","dog","GSE125483"
"73","ENSCAFG00000001058","+","TXNDC15","chr11",22949024,22949512,22956104,22956235,0.000420738583374,0.00597664551767,"0.358,0.392,0.364","0.097,0.328","MXE","11","TXNDC15",90.418045,80.064987,96.830978,77.714027,79.377007,88.3210166666667,53.1473313333333,NA,"Macaca_fascicularis","dog","GSE125483"
"74","ENSCAFG00000001058","+","TXNDC15","chr11",22951200,22951364,22956104,22956235,0.000287716944958,0.00443621420579,"0.398,0.432,0.431","0.303,0.366","MXE","11","TXNDC15",90.418045,80.064987,96.830978,77.714027,79.377007,88.3210166666667,53.1473313333333,NA,"Macaca_fascicularis","dog","GSE125483"
"75","ENSCAFG00000001058","+","TXNDC15","chr11",22956104,22956235,NA,NA,0.00073397708935,0.029887681753,"0.992,0.995,0.996","0.979,0.973","SE","11","TXNDC15",90.418045,80.064987,96.830978,77.714027,79.377007,88.3210166666667,53.1473313333333,NA,"Macaca_fascicularis","dog","GSE125483"
"76","ENSCAFG00000001058","+","TXNDC15","chr11",22951200,22951364,22956104,22956235,1.91030698482e-07,1.34151980652e-05,"0.313,0.358,0.342","0.018,0.288","MXE","11","TXNDC15",90.418045,80.064987,96.830978,77.714027,79.377007,88.3210166666667,53.1473313333333,NA,"Macaca_fascicularis","dog","GSE125483"
"77","ENSCAFG00000001103","-","TRPC7","chr11",24166769,24166934,NA,NA,0.00012106343117,0.00817556488285,"1.0,1.0,1.0","0.536,1.0","SE","11","TRPC7",0.286447,1.89993369061414,0.751595,1.034069,0.212962,0.690703666666666,0.704298563538047,NA,"Macaca_fascicularis","dog","GSE125483"
"78","ENSCAFG00000001128","+","TG","chr13",29405974,29406145,29410991,29411108,3.63156493499e-06,0.000132167757415,"0.411,0.424,0.398","0.01,0.414","MXE","13","TG",18806.7525021394,17816.6801743257,22429.9292557036,20621.1643316665,16236.9383717481,20619.2820298365,11351.2061820246,NA,"Macaca_fascicularis","dog","GSE125483"
"79","ENSCAFG00000001128","+","TG","chr13",29392051,29392208,29401240,29401390,0.000617557218325,0.00812592534978,"0.533,0.561,0.547","0.973,0.536","MXE","13","TG",18806.7525021394,17816.6801743257,22429.9292557036,20621.1643316665,16236.9383717481,20619.2820298365,11351.2061820246,NA,"Macaca_fascicularis","dog","GSE125483"
"80","ENSCAFG00000001128","+","TG","chr13",29393661,29393886,29401240,29401390,1.27387661286e-06,5.88663834458e-05,"0.379,0.403,0.379","0.005,0.384","MXE","13","TG",18806.7525021394,17816.6801743257,22429.9292557036,20621.1643316665,16236.9383717481,20619.2820298365,11351.2061820246,NA,"Macaca_fascicularis","dog","GSE125483"
"81","ENSCAFG00000001128","+","TG","chr13",29478355,29478520,29482626,29482846,6.51547098496e-08,5.50612514085e-06,"0.347,0.368,0.393","0.004,0.345","MXE","13","TG",18806.7525021394,17816.6801743257,22429.9292557036,20621.1643316665,16236.9383717481,20619.2820298365,11351.2061820246,NA,"Macaca_fascicularis","dog","GSE125483"
