"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474243","FPKM.SRR8474263","FPKM.SRR8474274","FPKM.SRR8474285","FPKM.SRR8474296","..files.lung_mean_female","..files.lung_mean_male","Remark","Organism","Tissue","GEO_accession"
"11","ENSCAFG00000000103","-","ZNF532","chr1",17191392,17191569,17195705,17195887,0.00615511813755,0.0320365595297,"0.524,0.945","0.53,0.555,0.517","MXE","1","ZNF532",55.0660009770024,51.3628540348929,55.3602719666931,50.0808564881047,37.9832177668517,50.7218552614988,74.2047453552736,NA,"dog","lung","GSE125483"
"12","ENSCAFG00000000103","-","ZNF532","chr1",17195705,17195887,NA,NA,0.00239135512226,0.0484614584288,"0.961,0.966","1.0,1.0,1.0","SE","1","ZNF532",55.0660009770024,51.3628540348929,55.3602719666931,50.0808564881047,37.9832177668517,50.7218552614988,74.2047453552736,NA,"dog","lung","GSE125483"
"13","ENSCAFG00000000103","-","ZNF532","chr1",17191392,17191569,17195705,17195887,0.00224562362119,0.0144373258793,"0.524,0.967","0.536,0.557,0.518","MXE","1","ZNF532",55.0660009770024,51.3628540348929,55.3602719666931,50.0808564881047,37.9832177668517,50.7218552614988,74.2047453552736,NA,"dog","lung","GSE125483"
"14","ENSCAFG00000000103","-","ZNF532","chr1",17195705,17195887,17208615,17210978,0.00219118017535,0.0142218388764,"0.477,0.062","0.495,0.506,0.524","MXE","1","ZNF532",55.0660009770024,51.3628540348929,55.3602719666931,50.0808564881047,37.9832177668517,50.7218552614988,74.2047453552736,NA,"dog","lung","GSE125483"
"15","ENSCAFG00000000103","-","ZNF532","chr1",17184822,17184985,NA,NA,0.000957822102525,0.025060795812,"1.0,0.437","0.992,0.987,0.991","SE","1","ZNF532",55.0660009770024,51.3628540348929,55.3602719666931,50.0808564881047,37.9832177668517,50.7218552614988,74.2047453552736,NA,"dog","lung","GSE125483"
"16","ENSCAFG00000000103","-","ZNF532","chr1",17184822,17184985,17208615,17210978,7.40647172089e-05,0.000835397701167,"0.385,0.039","0.446,0.438,0.409","MXE","1","ZNF532",55.0660009770024,51.3628540348929,55.3602719666931,50.0808564881047,37.9832177668517,50.7218552614988,74.2047453552736,NA,"dog","lung","GSE125483"
"17","ENSCAFG00000000103","-","ZNF532","chr1",17195705,17195887,NA,NA,0.00068855817394,0.019533072107,"0.963,0.952","0.968,1.0,0.962","SE","1","ZNF532",55.0660009770024,51.3628540348929,55.3602719666931,50.0808564881047,37.9832177668517,50.7218552614988,74.2047453552736,NA,"dog","lung","GSE125483"
"18","ENSCAFG00000000103","-","ZNF532","chr1",17208615,17210978,NA,NA,4.72172646009e-05,0.00262337072067,"0.874,0.479","0.928,0.95,0.957","SE","1","ZNF532",55.0660009770024,51.3628540348929,55.3602719666931,50.0808564881047,37.9832177668517,50.7218552614988,74.2047453552736,NA,"dog","lung","GSE125483"
"19","ENSCAFG00000000105","-","MALT1","chr1",17381830,17381863,NA,NA,0.00115614812614,0.0287604181416,"0.773,0.888","0.506,0.686,0.559","SE","1","MALT1",5.54563776089716,9.38839813669065,9.78685817350825,12.1994981718155,9.36537382818451,10.7939481542531,12.348934881295,NA,"dog","lung","GSE125483"
"20","ENSCAFG00000000116","-","NEDD4L","chr1",17692780,17692957,NA,NA,0.00180941850564,0.0397727590395,"0.93,0.921","1.0,0.97,0.949","SE","1","NEDD4L",29.175543247256,30.9835182524446,26.793889206346,20.4922297509479,24.473084738176,25.7378740016962,40.221258595889,NA,"dog","lung","GSE125483"
"21","ENSCAFG00000000116","-","NEDD4L","chr1",17681515,17681713,NA,NA,0.000288320460562,0.0101762224561,"1.0,0.924","1.0,0.993,1.0","SE","1","NEDD4L",29.175543247256,30.9835182524446,26.793889206346,20.4922297509479,24.473084738176,25.7378740016962,40.221258595889,NA,"dog","lung","GSE125483"
"22","ENSCAFG00000000116","-","NEDD4L","chr1",17682793,17682913,NA,NA,0.00173098053187,0.0384801293957,"1.0,0.157","1.0,0.967,1.0","SE","1","NEDD4L",29.175543247256,30.9835182524446,26.793889206346,20.4922297509479,24.473084738176,25.7378740016962,40.221258595889,NA,"dog","lung","GSE125483"
"23","ENSCAFG00000000116","-","NEDD4L","chr1",17675981,17676059,17681515,17681713,3.17253406431e-05,0.00040980508952,"0.492,0.359","0.652,0.628,0.546","MXE","1","NEDD4L",29.175543247256,30.9835182524446,26.793889206346,20.4922297509479,24.473084738176,25.7378740016962,40.221258595889,NA,"dog","lung","GSE125483"
"24","ENSCAFG00000000116","-","NEDD4L","chr1",17675981,17676059,17681515,17681713,3.75313071732e-08,1.31210196769e-06,"0.404,0.002","0.551,0.525,0.459","MXE","1","NEDD4L",29.175543247256,30.9835182524446,26.793889206346,20.4922297509479,24.473084738176,25.7378740016962,40.221258595889,NA,"dog","lung","GSE125483"
"25","ENSCAFG00000000134","+","RBMS2","chr10",767489,767576,804080,804247,0.000934209295668,0.00699510164957,"0.085,0.07","0.198,0.088,0.123","MXE","10","RBMS2",45.779743,40.202343,52.783051,44.936863,36.73719,42.569603,67.649992,NA,"dog","lung","GSE125483"
"26","ENSCAFG00000000134","+","RBMS2","chr10",811415,811573,818709,818789,4.35194839992e-05,0.000533702293303,"0.393,0.017","0.428,0.369,0.433","MXE","10","RBMS2",45.779743,40.202343,52.783051,44.936863,36.73719,42.569603,67.649992,NA,"dog","lung","GSE125483"
"27","ENSCAFG00000000134","+","RBMS2","chr10",809719,809811,811415,811573,9.28154447744e-08,2.93790148842e-06,"0.142,0.053","0.194,0.175,0.197","MXE","10","RBMS2",45.779743,40.202343,52.783051,44.936863,36.73719,42.569603,67.649992,NA,"dog","lung","GSE125483"
"28","ENSCAFG00000000136","-","ATP5F1B","chr10",890868,890967,891887,891957,2.40643883709e-08,8.94711413134e-07,"0.701,1.0","0.614,0.687,0.746","MXE","10","ATP5F1B",201.565168544508,246.738003673726,219.670780103015,202.148439441493,228.173759631371,224.443221557609,324.704854139447,NA,"dog","lung","GSE125483"
"29","ENSCAFG00000000140","+","TCF4","chr1",20292075,20292078,NA,NA,0.000157954058918,0.00238335124456,"1.0,0.879","1.0,0.971,1.0","A3SS","1","TCF4",5.57211760558292,4.75215834417077,7.076610127422,5.90641840361248,6.41199353990148,5.32928837389163,9.5303606364532,NA,"dog","lung","GSE125483"
"30","ENSCAFG00000000147","-","C1H18orf54","chr1",21106492,21106563,21108411,21108543,0.00576393205573,0.0303621818258,"0.617,0.523","0.636,0.722,0.729","MXE","1","C1H18orf54",2.53097756428571,3.9781789,3.55003259285714,4.49873864438776,4.55336654285714,4.23845877219388,5.31718835,NA,"dog","lung","GSE125483"
"31","ENSCAFG00000000150","-","POLI","chr1",21185577,21185742,NA,NA,0.00051527748544,0.0157319951646,"1.0,0.888","1.0,0.981,1.0","SE","1","POLI",22.797792,23.507166,20.377758,19.578115,21.8608,21.5426405,32.518175,NA,"dog","lung","GSE125483"
"32","ENSCAFG00000000150","-","POLI","chr1",21178226,21178405,21180151,21180388,0.0045268194349,0.0253870392411,"0.381,0.408","0.54,0.492,0.461","MXE","1","POLI",22.797792,23.507166,20.377758,19.578115,21.8608,21.5426405,32.518175,NA,"dog","lung","GSE125483"
"33","ENSCAFG00000000164","-","SMAD4","chr1",23883545,23883658,NA,NA,1.78695706866e-05,0.00125252387211,"0.108,0.053","0.207,0.148,0.098","SE","1","SMAD4",16.9823156524617,23.15064248283,20.3779242738933,19.6601092279686,20.9797206479106,21.4053758553993,29.1699802871328,NA,"dog","lung","GSE125483"
"34","ENSCAFG00000000168","-","ME2","chr1",23998325,23998428,24003646,24003789,1.75668708136e-07,5.10092566972e-06,"0.803,0.988","0.7,0.742,0.758","MXE","1","ME2",13.047611,27.847771,19.724928,18.4438183750652,19.059719,23.1457946875326,25.916129,NA,"dog","lung","GSE125483"
"35","ENSCAFG00000000173","+","FAM210A","chr1",24523215,24523327,NA,NA,0.000333283750159,0.0114049830261,"0.764,0.935","1.0,0.948,1.0","SE","1","FAM210A",6.242093,12.459602,8.520809,8.708935,11.879259,10.5842685,13.3210805,NA,"dog","lung","GSE125483"
"36","ENSCAFG00000000185","-","STX7","chr1",25562248,25562404,NA,NA,0.00223767363009,0.0462072309294,"0.013,0.0","0.013,0.014,0.031","SE","1","STX7",17.5266622302583,28.6165381398524,24.0651764690037,26.0941762848709,23.0220019560886,27.3553572123616,32.3069203276753,NA,"dog","lung","GSE125483"
"37","ENSCAFG00000000189","-","SLC18B1","chr1",25804685,25804787,NA,NA,0.000233538944743,0.00871685356157,"1.0,0.918","1.0,0.969,1.0","SE","1","SLC18B1",16.9255411875455,20.9187017428988,13.9521707789512,20.3494411358339,13.3833639064093,20.6340714393664,22.130537936453,NA,"dog","lung","GSE125483"
"38","ENSCAFG00000000189","-","SLC18B1","chr1",25804685,25804787,25806429,25806566,0.000105704475078,0.00111790183834,"0.316,0.231","0.39,0.412,0.366","MXE","1","SLC18B1",16.9255411875455,20.9187017428988,13.9521707789512,20.3494411358339,13.3833639064093,20.6340714393664,22.130537936453,NA,"dog","lung","GSE125483"
"39","ENSCAFG00000000189","-","SLC18B1","chr1",25806429,25806566,NA,NA,6.11931595061e-05,0.00320733298252,"0.769,0.715","0.814,0.892,0.937","SE","1","SLC18B1",16.9255411875455,20.9187017428988,13.9521707789512,20.3494411358339,13.3833639064093,20.6340714393664,22.130537936453,NA,"dog","lung","GSE125483"
"40","ENSCAFG00000000189","-","SLC18B1","chr1",25806429,25806566,25813835,25813983,0.00380433439347,0.0221667145795,"0.538,0.559","0.432,0.48,0.432","MXE","1","SLC18B1",16.9255411875455,20.9187017428988,13.9521707789512,20.3494411358339,13.3833639064093,20.6340714393664,22.130537936453,NA,"dog","lung","GSE125483"
"41","ENSCAFG00000000189","-","SLC18B1","chr1",25806429,25806566,NA,NA,2.61847971978e-05,0.00167064761022,"1.0,0.771","1.0,0.957,1.0","SE","1","SLC18B1",16.9255411875455,20.9187017428988,13.9521707789512,20.3494411358339,13.3833639064093,20.6340714393664,22.130537936453,NA,"dog","lung","GSE125483"
"42","ENSCAFG00000000189","-","SLC18B1","chr1",25806429,25806566,25813835,25813983,9.24501195609e-06,0.000146978957049,"0.655,0.978","0.569,0.568,0.546","MXE","1","SLC18B1",16.9255411875455,20.9187017428988,13.9521707789512,20.3494411358339,13.3833639064093,20.6340714393664,22.130537936453,NA,"dog","lung","GSE125483"
"43","ENSCAFG00000000197","+","COMMD10","chr11",5808286,5808442,NA,NA,0.000216331980996,0.00820894094946,"0.956,0.962","1.0,0.983,0.989","SE","11","COMMD10",34.6027230648148,50.5703748027778,32.8884930972222,37.6429916592593,38.2259498046296,44.1066832310186,52.8585829833333,NA,"dog","lung","GSE125483"
"44","ENSCAFG00000000203","+","AP3S1","chr11",5571330,5571442,5589023,5589095,0.00110639770427,0.00802918295896,"0.326,0.04","0.355,0.308,0.286","MXE","11","AP3S1",24.288273693901,47.8803653509781,28.3412965960875,31.1102172497123,38.2301268607595,39.4952913003452,45.429848575374,NA,"dog","lung","GSE125483"
"45","ENSCAFG00000000204","-","ATG12","chr11",5532824,5532887,5538684,5538821,0.00392249274563,0.0226576592666,"0.455,0.414","0.533,0.522,0.473","MXE","11","ATG12",58.09771,79.535332,67.043793,65.111191,65.288757,72.3232615,95.21513,NA,"dog","lung","GSE125483"
"46","ENSCAFG00000000212","-","SLC2A12","chr1",26954975,26955098,26973967,26975299,0.00355143044354,0.0210001209625,"0.48,0.089","0.56,0.625,0.448","MXE","1","SLC2A12",1.90315354638034,2.76570879411114,2.49210998184636,2.30457003741421,1.29182749833961,2.53513941576267,2.84354551328315,NA,"dog","lung","GSE125483"
"47","ENSCAFG00000000212","-","SLC2A12","chr1",26950529,26950662,26954975,26955098,0.00362707103398,0.0213820706005,"0.743,1.0","0.665,0.631,0.826","MXE","1","SLC2A12",1.90315354638034,2.76570879411114,2.49210998184636,2.30457003741421,1.29182749833961,2.53513941576267,2.84354551328315,NA,"dog","lung","GSE125483"
"48","ENSCAFG00000000214","-","CCDC112","chr11",5036117,5036207,5039212,5039334,0.00112977768738,0.00816764177903,"0.783,0.952","0.676,0.777,0.798","MXE","11","CCDC112",14.0074508621529,20.5522386546517,16.8634055509011,15.225093989284,14.3861130511447,17.8886663219679,22.6284847320994,NA,"dog","lung","GSE125483"
"49","ENSCAFG00000000215","-",NA,"chr10",1383569,1383717,1390023,1390124,0.000617090185508,0.00497852208216,"0.518,0.51","0.371,0.454,0.384","MXE","10","ENSCAFG00000000215",22.9295070344305,15.0506498252692,25.4285751183073,17.6602682470802,16.268113977552,16.3554590361747,32.3130980651449,NA,"dog","lung","GSE125483"
"50","ENSCAFG00000000219","-","TRIM36","chr11",4906510,4906531,NA,NA,8.73140041761e-05,0.0041439654625,"0.0,0.0","0.0,0.213,0.205","SE","11","TRIM36",2.17400995744968,4.89793910657841,2.68149489423207,3.1911710082399,3.98484605511279,4.04455505740916,4.42017545339727,NA,"dog","lung","GSE125483"
"51","ENSCAFG00000000226","-","HBS1L","chr1",27776534,27776753,NA,NA,0.000456079891162,0.0144853580045,"0.148,0.069","0.117,0.145,0.174","SE","1","HBS1L",16.2831105555044,24.4636936503915,20.8545644014279,20.377015876094,22.2315280274067,22.4203547632427,29.6846014921695,NA,"dog","lung","GSE125483"
"52","ENSCAFG00000000226","-","HBS1L","chr1",27778023,27778218,NA,NA,5.0331207327e-05,0.002752492839,"1.0,0.906","1.0,0.988,1.0","SE","1","HBS1L",16.2831105555044,24.4636936503915,20.8545644014279,20.377015876094,22.2315280274067,22.4203547632427,29.6846014921695,NA,"dog","lung","GSE125483"
"53","ENSCAFG00000000226","-","HBS1L","chr1",27778918,27779047,NA,NA,0.000235901150047,0.0087517065634,"1.0,0.925","1.0,0.983,1.0","SE","1","HBS1L",16.2831105555044,24.4636936503915,20.8545644014279,20.377015876094,22.2315280274067,22.4203547632427,29.6846014921695,NA,"dog","lung","GSE125483"
"54","ENSCAFG00000000248","+","CLK4","chr11",2973179,2973270,NA,NA,6.13968239129e-05,0.00320733298252,"0.983,0.82","0.948,0.97,0.96","SE","11","CLK4",33.1389922915521,47.3093957634578,40.8816342388998,44.8663166341847,40.5474956628684,46.0878561988212,57.2840610966601,NA,"dog","lung","GSE125483"
"55","ENSCAFG00000000252","+","SLC26A10","chr10",1697640,1698097,NA,NA,0.0109933713578,0.0297736531116,"0.019,0.0","0.075,0.02,0.097","RI","10","SLC26A10",2.85777710029412,2.48833850058824,2.43469768264706,0.628873434705882,1.22214277264706,1.55860596764706,3.25730877779412,NA,"dog","lung","GSE125483"
"56","ENSCAFG00000000253","+","PEX7","chr1",29339896,29340047,29352596,29352674,0.000801497955195,0.0061755768982,"0.426,0.381","0.578,0.466,0.519","MXE","1","PEX7",15.4223273931751,18.5783831552918,16.3730060885262,15.5510951869436,19.8235104737883,17.0647391711177,25.8094219777448,NA,"dog","lung","GSE125483"
"57","ENSCAFG00000000253","+","PEX7","chr1",29353054,29353163,29367972,29368079,1.60237640934e-08,6.25549946024e-07,"0.175,0.004","0.198,0.146,0.247","MXE","1","PEX7",15.4223273931751,18.5783831552918,16.3730060885262,15.5510951869436,19.8235104737883,17.0647391711177,25.8094219777448,NA,"dog","lung","GSE125483"
"58","ENSCAFG00000000259","+","OS9","chr10",1759110,1759209,1782455,1782666,7.08840308123e-05,0.0008033904589,"0.625,0.8","0.446,0.572,0.528","MXE","10","OS9",77.3874576046957,55.7845754216579,70.0405105390513,64.3997424528031,63.7400348528989,60.0921589372305,105.584001498323,NA,"dog","lung","GSE125483"
"59","ENSCAFG00000000303","+","AIG1","chr1",34696787,34696943,34726920,34727022,0.00859637600384,0.0416311055679,"0.476,0.365","0.552,0.491,0.506","MXE","1","AIG1",29.7828659519843,37.0057867060265,31.2830485585497,28.4227549740323,29.1729002283194,32.7142708400294,45.1194073694267,NA,"dog","lung","GSE125483"
"60","ENSCAFG00000000312","+","PHACTR2","chr1",35288550,35288709,35298971,35299506,2.65928556953e-09,1.33477140693e-07,"0.6,0.696","0.409,0.462,0.488","MXE","1","PHACTR2",26.072948626072,21.7629878923671,34.0698015754717,32.6287706590909,34.957729285163,27.195879275729,47.5502397433534,NA,"dog","lung","GSE125483"
"61","ENSCAFG00000000312","+","PHACTR2","chr1",35294459,35294699,NA,NA,2.69279351833e-05,0.00170247105271,"0.174,0.083","0.2,0.177,0.186","SE","1","PHACTR2",26.072948626072,21.7629878923671,34.0698015754717,32.6287706590909,34.957729285163,27.195879275729,47.5502397433534,NA,"dog","lung","GSE125483"
"62","ENSCAFG00000000336","+","HNRNPH1","chr11",2054835,2054974,NA,NA,0.00069017674271,0.0195630569642,"0.862,0.784","0.868,0.864,0.889","SE","11","HNRNPH1",245.769976038111,363.15923457995,283.614979677299,280.733856672742,303.138090925021,321.946545626346,416.261523320215,NA,"dog","lung","GSE125483"
"63","ENSCAFG00000000336","+","HNRNPH1","chr11",2057142,2057232,2057293,2057353,0.00911596479858,0.043253986408,"0.855,0.742","0.859,0.839,0.881","MXE","11","HNRNPH1",245.769976038111,363.15923457995,283.614979677299,280.733856672742,303.138090925021,321.946545626346,416.261523320215,NA,"dog","lung","GSE125483"
"64","ENSCAFG00000000336","+","HNRNPH1","chr11",2057142,2057232,2057293,2057383,9.88759068089e-05,0.0010591478615,"0.192,0.113","0.19,0.19,0.257","MXE","11","HNRNPH1",245.769976038111,363.15923457995,283.614979677299,280.733856672742,303.138090925021,321.946545626346,416.261523320215,NA,"dog","lung","GSE125483"
"65","ENSCAFG00000000344","-","RUFY1","chr11",2101296,2101358,2110043,2110167,0.00192874536419,0.0127740750935,"0.562,0.483","0.6,0.598,0.746","MXE","11","RUFY1",16.66438172,19.6178230167442,17.9274607767442,15.8431883404651,17.1274327516279,17.7305056786047,25.8596376241861,NA,"dog","lung","GSE125483"
"66","ENSCAFG00000000344","-","RUFY1","chr11",2067789,2067884,2069687,2069817,1.64165399418e-05,0.000239831655241,"0.402,0.002","0.417,0.368,0.349","MXE","11","RUFY1",16.66438172,19.6178230167442,17.9274607767442,15.8431883404651,17.1274327516279,17.7305056786047,25.8596376241861,NA,"dog","lung","GSE125483"
"67","ENSCAFG00000000345","+","SRGAP1","chr10",6904463,6904566,6905081,6905115,0.00317184670246,0.0191154089007,"0.42,0.874","1.0,0.901,1.0","MXE","10","SRGAP1",2.40151500777015,3.20109783682689,3.98454461510661,3.06881057173834,2.94488923021323,3.13495420428261,4.665474426545,NA,"dog","lung","GSE125483"
"68","ENSCAFG00000000352","+","XPOT","chr10",7125249,7125383,7132286,7132343,0.000999675693549,0.00741786810831,"0.285,0.393","0.606,0.424,0.529","MXE","10","XPOT",33.7740203081647,51.4536642815556,39.4130551901296,35.3838688780987,46.2054908028201,43.4187665798271,59.6962831505572,NA,"dog","lung","GSE125483"
"69","ENSCAFG00000000353","+","STXBP5","chr1",38346624,38346703,NA,NA,0.00180093895729,0.0396570856613,"1.0,0.919","1.0,1.0,1.0","SE","1","STXBP5",8.44132830833333,15.4815773396396,10.8492969373874,10.1892103531532,11.5848197286036,12.8353938463964,15.4377224871622,NA,"dog","lung","GSE125483"
"70","ENSCAFG00000000372","+","UST","chr1",39807646,39807726,39817533,39817687,0.00537468453581,0.0288745475789,"0.53,0.682","0.434,0.493,0.41","MXE","1","UST",4.59121795445026,6.61393154921466,7.57920958534031,5.59509643507853,6.10330623403141,6.10451399214659,9.13686688691099,NA,"dog","lung","GSE125483"
"71","ENSCAFG00000000373","+","TAB2","chr1",40178578,40180079,40203650,40203811,0.000295191711659,0.00266964241677,"0.417,0.057","0.483,0.497,0.455","MXE","1","TAB2",33.970024,45.477474,48.5527987027795,38.7015764958939,47.589382967151,42.089525247947,65.0561028349653,NA,"dog","lung","GSE125483"
"72","ENSCAFG00000000373","+","TAB2","chr1",40203650,40203811,40204004,40204098,1.09288011008e-06,2.36297493339e-05,"0.824,0.981","0.847,0.789,0.803","MXE","1","TAB2",33.970024,45.477474,48.5527987027795,38.7015764958939,47.589382967151,42.089525247947,65.0561028349653,NA,"dog","lung","GSE125483"
"73","ENSCAFG00000000373","+","TAB2","chr1",40167398,40167589,40178578,40180079,0.00933985640267,0.0439887204702,"0.253,0.438","0.177,0.23,0.242","MXE","1","TAB2",33.970024,45.477474,48.5527987027795,38.7015764958939,47.589382967151,42.089525247947,65.0561028349653,NA,"dog","lung","GSE125483"
"74","ENSCAFG00000000380","+","MED23","chr12",206924,206942,NA,NA,7.39297524509e-05,0.0036844304097,"0.0,0.118","0.0,0.0,0.045","SE","12","MED23",9.94377665218336,24.5455614062568,22.6842238118618,22.0447188859439,16.4995072746035,23.2951401461004,24.5637538693243,NA,"dog","lung","GSE125483"
"75","ENSCAFG00000000385","-","KATNA1","chr1",40379192,40379319,40384502,40384661,4.16032551231e-06,7.50671903366e-05,"0.297,0.005","0.323,0.303,0.242","MXE","1","KATNA1",19.5485431600225,26.2027052919708,20.3502366698484,24.2218102655811,20.4701809921392,25.2122577787759,30.1844804110051,NA,"dog","lung","GSE125483"
"76","ENSCAFG00000000398","-","LRP11","chr1",40564842,40564968,40584662,40584820,0.00422598588165,0.0240416388215,"0.632,0.944","0.462,0.714,0.418","MXE","1","LRP11",5.4729968196452,7.69486135709593,8.34239950427069,4.35523913830486,6.85612210479632,6.0250502477004,10.3357592143561,NA,"dog","lung","GSE125483"
"77","ENSCAFG00000000398","-","LRP11","chr1",40569556,40569698,NA,NA,1.88724897164e-05,0.00130909634738,"0.889,0.708","1.0,0.919,1.0","SE","1","LRP11",5.4729968196452,7.69486135709593,8.34239950427069,4.35523913830486,6.85612210479632,6.0250502477004,10.3357592143561,NA,"dog","lung","GSE125483"
"78","ENSCAFG00000000407","+","DYRK2","chr10",9983573,9983996,NA,NA,1.9734111234e-08,4.9457374025e-06,"0.079,0.0","0.079,0.087,0.07","SE","10","DYRK2",5.90360860805445,7.62246035677822,6.31217825723199,4.9225468182076,6.20272381622235,6.27250358749291,9.20925534075439,NA,"dog","lung","GSE125483"
"79","ENSCAFG00000000418","+","MDM2","chr10",10948021,10948118,10958640,10958796,0.000545870003165,0.00450743655962,"0.237,0.03","0.182,0.22,0.23","MXE","10","MDM2",24.9759126395349,42.1968128248974,34.2317067021204,29.670499497948,34.6157022982216,35.9336561614227,46.9116608199384,NA,"dog","lung","GSE125483"
"80","ENSCAFG00000000418","+","MDM2","chr10",10948021,10948118,10953174,10953335,5.16879068008e-05,0.000612497337419,"0.182,0.039","0.178,0.198,0.194","MXE","10","MDM2",24.9759126395349,42.1968128248974,34.2317067021204,29.670499497948,34.6157022982216,35.9336561614227,46.9116608199384,NA,"dog","lung","GSE125483"
"81","ENSCAFG00000000418","+","MDM2","chr10",10936608,10936693,10939018,10939093,6.07170957956e-08,1.9661706551e-06,"0.12,0.009","0.126,0.142,0.133","MXE","10","MDM2",24.9759126395349,42.1968128248974,34.2317067021204,29.670499497948,34.6157022982216,35.9336561614227,46.9116608199384,NA,"dog","lung","GSE125483"
"82","ENSCAFG00000000429","+","CCDC170","chr1",41915448,41915691,NA,NA,0.000958813820505,0.025060795812,"0.891,0.361","1.0,0.739,1.0","SE","1","CCDC170",1.67515567687789,4.60534741838019,1.33821162568191,0.524479971464541,2.16914600671423,2.56491369492237,2.59125665463702,NA,"dog","lung","GSE125483"
"83","ENSCAFG00000000441","+","CNOT2","chr10",12125016,12125139,12138743,12138810,1.52056148973e-05,0.000223535263354,"0.331,0.011","0.371,0.357,0.304","MXE","10","CNOT2",23.6969391892523,27.4068415313752,29.550063138518,24.4327643821762,23.6486678514686,25.9198029567757,38.4478350896195,NA,"dog","lung","GSE125483"
"84","ENSCAFG00000000441","+","CNOT2","chr10",12101324,12101467,12125016,12125139,0.00130733617436,0.00924210392075,"0.593,0.964","0.547,0.557,0.557","MXE","10","CNOT2",23.6969391892523,27.4068415313752,29.550063138518,24.4327643821762,23.6486678514686,25.9198029567757,38.4478350896195,NA,"dog","lung","GSE125483"
