"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474232","FPKM.SRR8474261","FPKM.SRR8474272","FPKM.SRR8474283","FPKM.SRR8474294","..files.heart_mean_female","..files.heart_mean_male","Remark","Organism","Tissue","GEO_accession"
"14","ENSCAFG00000001216","+","SLC35D2","chr1",70507982,70508050,NA,NA,0.000206173334513,0.0264014140785,"0.941,1.0,1.0","0.513,1.0","SE","1","SLC35D2",1.50280565669555,1.49967845652782,1.38361139586245,1.24231002935421,1.83805480430528,1.41493138085919,1.07388873338924,NA,"Macaca_fascicularis","heart","GSE125483"
"15","ENSCAFG00000001301","+","GSDMD","chr13",37222178,37222487,NA,NA,0.000307675931184,0.033866609838,"0.715,0.755,1.0","1.0,1.0","SE","13","GSDMD",2.37408616845225,2.10087335559608,2.29030888944609,2.18095588169592,2.59292819398222,2.21863846858142,1.6277456944761,NA,"Macaca_fascicularis","heart","GSE125483"
"16","ENSCAFG00000001443","-","EIF3L","chr10",26764794,26764949,NA,NA,6.50993353002e-07,0.000420981126553,"1.0,1.0,0.991","0.944,0.92","SE","10","EIF3L",40.081955,37.841557,36.788643,32.828548,33.299973,36.9173533333333,23.362872,NA,"Macaca_fascicularis","heart","GSE125483"
"17","ENSCAFG00000001578","-","OARD1","chr12",9824053,9824166,NA,NA,0.00033043009487,0.0348866745469,"1.0,0.779,0.844","1.0,1.0","SE","12","OARD1",18.111087272262,15.4717389027636,20.6125446386899,11.3993550255885,13.2999360798362,14.9940604002047,11.3041602395087,NA,"Macaca_fascicularis","heart","GSE125483"
"18","ENSCAFG00000001578","-","OARD1","chr12",9825223,9825282,NA,NA,0.000246873528943,0.0292930163907,"1.0,0.825,0.855","1.0,1.0","SE","12","OARD1",18.111087272262,15.4717389027636,20.6125446386899,11.3993550255885,13.2999360798362,14.9940604002047,11.3041602395087,NA,"Macaca_fascicularis","heart","GSE125483"
"19","ENSCAFG00000001705","+","MB","chr10",28574067,28574170,28579052,28579275,7.13062076297e-05,0.0217929597068,"0.002,0.063,0.07","0.006,0.062","MXE","10","MB",1295.69768248863,1269.04367129608,934.697003438431,1275.01929520765,1334.39000831157,1279.92021633079,756.36233725,NA,"Macaca_fascicularis","heart","GSE125483"
"20","ENSCAFG00000001792","+","LIMCH1","chr13",38734256,38734452,NA,NA,5.53333006827e-05,0.0110953991377,"0.983,1.0,1.0","0.907,0.965","SE","13","LIMCH1",13.7963164073952,13.9112256170353,12.9705882334104,13.6611620026411,15.1831198154506,13.7895680090239,9.38456934962033,NA,"Macaca_fascicularis","heart","GSE125483"
"21","ENSCAFG00000001820","-","C1H9orf85","chr1",85770131,85770238,NA,NA,8.34650926265e-05,0.0145877807498,"0.962,1.0,1.0","0.767,1.0","SE","1","C1H9orf85",1.990082,2.275964,2.163309,1.500248,1.769997,1.922098,1.311102,NA,"Macaca_fascicularis","heart","GSE125483"
"22","ENSCAFG00000001852","+","ADAM22","chr14",14239048,14239159,NA,NA,0.00032788100999,0.0347594183828,"0.96,1.0,1.0","0.601,1.0","SE","14","ADAM22",1.22648395732411,2.08513802941176,1.22345789417532,1.30369535380623,2.60244987773933,1.53843911351403,1.27530259063822,NA,"Macaca_fascicularis","heart","GSE125483"
"23","ENSCAFG00000001907","-","CORIN","chr13",43556488,43556720,NA,NA,5.95957930682e-06,0.00214106163791,"0.934,0.986,1.0","0.994,0.989","SE","13","CORIN",59.9357634352912,40.8202327492079,48.7013036273458,43.2085992183768,58.3060274930539,47.9881984676253,35.6691103734666,NA,"Macaca_fascicularis","heart","GSE125483"
"24","ENSCAFG00000001972","-","FRYL","chr13",44367461,44367612,NA,NA,0.000527460207633,0.0472104262659,"0.678,1.0,1.0","1.0,1.0","SE","13","FRYL",2.15479264527163,1.77277211901408,2.00367982997988,1.88123594828974,2.44332545311871,1.93626690419182,1.4823350943662,NA,"Macaca_fascicularis","heart","GSE125483"
"25","ENSCAFG00000002105","+","FHL2","chr10",38058150,38058320,NA,NA,0,0,"0.99,0.998,0.994","0.962,0.978","SE","10","FHL2",672.533549277635,673.99204107455,707.167596030848,723.582787202228,472.444922287918,690.036125851471,393.204172772922,NA,"Macaca_fascicularis","heart","GSE125483"
"26","ENSCAFG00000002105","+","FHL2","chr10",38043469,38043649,NA,NA,0.000410559438295,0.039433723403,"0.961,0.971,0.967","0.944,0.953","SE","10","FHL2",672.533549277635,673.99204107455,707.167596030848,723.582787202228,472.444922287918,690.036125851471,393.204172772922,NA,"Macaca_fascicularis","heart","GSE125483"
"27","ENSCAFG00000002483","-","TBC1D2","chr11",55449927,55450069,NA,NA,1.525615722e-05,0.00419820232776,"0.4,0.0,1.0","1.0,1.0","SE","11","TBC1D2",0.355013,0.173671,0.31141,0.532404,0.150202,0.353696,0.153870666666667,NA,"Macaca_fascicularis","heart","GSE125483"
"28","ENSCAFG00000002592","+","SCMH1","chr15",1943701,1944726,NA,NA,0.000435504552909,0.0228837846892,"0.038,0.203,0.106","0.026,0.076","A3SS","15","SCMH1",8.9472795931432,7.0829216089199,10.0134499453883,8.72540452548544,8.65717793658981,8.25186857584951,6.22354262732604,NA,"Macaca_fascicularis","heart","GSE125483"
"29","ENSCAFG00000002592","+","SCMH1","chr15",1943837,1944726,NA,NA,6.7493493758e-05,0.00692483245957,"0.001,0.148,0.075","0.0,0.031","RI","15","SCMH1",8.9472795931432,7.0829216089199,10.0134499453883,8.72540452548544,8.65717793658981,8.25186857584951,6.22354262732604,NA,"Macaca_fascicularis","heart","GSE125483"
"30","ENSCAFG00000002620","+","TNNT1","chr1",102489705,102489808,NA,NA,0.000299925927577,0.0205821828114,"0.0,0.074,0.061","0.0,0.068","RI","1","TNNT1",117.637202799399,114.062359090788,144.287824686916,97.5506589415888,108.628311730307,109.750073610592,84.305378805741,NA,"Macaca_fascicularis","heart","GSE125483"
"31","ENSCAFG00000002626","+","PPP1R12C","chr1",102514431,102514513,NA,NA,3.78489666824e-05,0.00847643096509,"0.98,1.0,1.0","0.868,0.95","SE","1","PPP1R12C",12.3591454971882,15.551433833609,12.2800457823354,14.4316187466093,13.3764231197486,14.1140660258022,8.55215630069467,NA,"Macaca_fascicularis","heart","GSE125483"
"32","ENSCAFG00000002626","+","PPP1R12C","chr1",102514308,102514349,NA,NA,0.000469017844819,0.0430215765671,"0.977,1.0,1.0","0.909,0.963","SE","1","PPP1R12C",12.3591454971882,15.551433833609,12.2800457823354,14.4316187466093,13.3764231197486,14.1140660258022,8.55215630069467,NA,"Macaca_fascicularis","heart","GSE125483"
"33","ENSCAFG00000002632","-","PIGF","chr10",48836747,48836839,NA,NA,0.000214477881547,0.027062923717,"1.0,0.537,0.615","1.0,1.0","SE","10","PIGF",3.90081953716609,5.20391142624855,4.34682669686411,3.88339149825784,4.31036655749129,4.32937415389083,2.88573108478513,NA,"Macaca_fascicularis","heart","GSE125483"
"34","ENSCAFG00000002635","+","RDH13","chr1",102549998,102550150,NA,NA,9.21394587761e-06,0.00290655046361,"0.904,0.768,0.874","0.622,0.649","SE","1","RDH13",5.06162113941516,4.35237106919275,5.89292483196046,4.17341414847611,5.28245066247941,4.52913545236134,3.72512516481329,NA,"Macaca_fascicularis","heart","GSE125483"
"35","ENSCAFG00000002758","+","SLC44A1","chr11",61231859,61232029,NA,NA,2.31753251571e-05,0.00582015665863,"1.0,0.948,1.0","0.84,0.908","SE","11","SLC44A1",3.46167253944836,2.83093087075048,2.97503157857601,2.41929900673509,5.40595681494548,2.90396747231131,2.7936627978405,NA,"Macaca_fascicularis","heart","GSE125483"
"36","ENSCAFG00000002848","+","BCKDHB","chr12",41058943,41059052,NA,NA,7.33132205943e-07,0.000451522161217,"0.904,0.991,1.0","1.0,1.0","SE","12","BCKDHB",36.842031782907,27.4870172638802,30.6315194242046,30.3982618215845,31.9386999426076,31.5757702894572,20.8567397889374,NA,"Macaca_fascicularis","heart","GSE125483"
"37","ENSCAFG00000002850","-","OSBPL3","chr14",38323049,38323176,NA,NA,8.47331239395e-07,0.000498134481123,"0.64,1.0,0.934","1.0,1.0","SE","14","OSBPL3",3.80106136008075,7.01633924854908,7.66282194095382,3.7792851435781,6.42539710673732,4.86556191740264,4.69607301589705,NA,"Macaca_fascicularis","heart","GSE125483"
"38","ENSCAFG00000002858","-","DBNL","chrJH373336.1",20756,20753,NA,NA,8.56652404884e-05,0.00614906673989,"0.07,0.05,0.017","0.0,0.0","A3SS","JH373336.1","DBNL",10.0358417329903,12.1517062487136,9.23681615437393,8.96009677644368,10.1195871972556,10.3825482527159,6.45213445054318,NA,"Macaca_fascicularis","heart","GSE125483"
"39","ENSCAFG00000002868","-","PTPN3","chr11",64554189,64554268,NA,NA,0.000325897855523,0.0347239550679,"1.0,1.0,0.94","0.927,0.791","SE","11","PTPN3",42.7221554366342,47.0855374643407,36.8674714438173,35.5926407942535,46.3231113612109,41.8001112317428,27.7301942683427,NA,"Macaca_fascicularis","heart","GSE125483"
"40","ENSCAFG00000002868","-","PTPN3","chr11",64490750,64491060,NA,NA,0.000206131541816,0.0264014140785,"0.012,0.029,0.061","0.007,0.035","SE","11","PTPN3",42.7221554366342,47.0855374643407,36.8674714438173,35.5926407942535,46.3231113612109,41.8001112317428,27.7301942683427,NA,"Macaca_fascicularis","heart","GSE125483"
"41","ENSCAFG00000003028","+","HSDL2","chr11",66892340,66892504,NA,NA,3.94547958998e-05,0.00864895936898,"0.993,1.0,0.995","0.961,0.975","SE","11","HSDL2",141.123707042136,138.143631,148.324265,137.442352,105.959885,138.903230014045,84.7613833333333,NA,"Macaca_fascicularis","heart","GSE125483"
"42","ENSCAFG00000003096","+","PM20D2","chr12",48411166,48411321,NA,NA,0.000292860170578,0.0329365827493,"0.931,0.957,0.991","0.996,0.954","SE","12","PM20D2",21.2513909747049,22.3034986180438,20.4688617937043,15.8669224836987,18.7168966756605,19.8072706921491,13.0619194897883,NA,"Macaca_fascicularis","heart","GSE125483"
"43","ENSCAFG00000003169","-","CALD1","chr16",13123577,13123028,NA,NA,0.00107866276802,0.0393711910327,"0.0,0.133,0.045","0.0,0.048","A5SS","16","CALD1",10.9252715690021,14.998008133758,12.2825753572945,8.92208870306339,18.9440332990598,11.6151228019412,10.4088695521181,NA,"Macaca_fascicularis","heart","GSE125483"
"44","ENSCAFG00000003194","-","HERPUD2","chr14",47271309,47271423,NA,NA,0.000432515591195,0.0408316817425,"0.948,1.0,1.0","0.894,0.938","SE","14","HERPUD2",20.4826412427746,24.6481721098266,24.523640982659,20.6959156647399,23.4353715606936,21.9422430057804,15.9863375144509,NA,"Macaca_fascicularis","heart","GSE125483"
"45","ENSCAFG00000003197","+","ACTR2","chr10",64706394,64706409,NA,NA,1.74578047341e-05,0.00465547458822,"0.0,0.0,0.0","0.515,0.0","SE","10","ACTR2",21.6120657730388,22.0279430182788,22.1713463442498,16.2969683168317,24.9619724463062,19.9789923693831,15.7111062635187,NA,"Macaca_fascicularis","heart","GSE125483"
"46","ENSCAFG00000003411","+","EZH2","chr16",1961726,1961905,NA,NA,0.000448249958661,0.0418587786306,"1.0,0.719,1.0","0.61,0.63","SE","16","EZH2",1.00222408143322,1.08407727628072,1.23525516701214,1.01502780100681,1.05977521320699,1.03377638624025,0.76501012673971,NA,"Macaca_fascicularis","heart","GSE125483"
"47","ENSCAFG00000003608","+","CNTRL","chr11",74104120,74104177,NA,NA,0.000227649881567,0.0280562775942,"0.689,1.0,1.0","0.388,0.0","SE","11","CNTRL",1.58106752036416,1.71359616327264,1.9833695232391,1.4167057821035,2.21101053713464,1.5704564885801,1.39812668679125,NA,"Macaca_fascicularis","heart","GSE125483"
"48","ENSCAFG00000003776","+","NRP1","chr2",3532093,3532114,NA,NA,0.00101718882092,0.0393711910327,"0.667,1.0,1.0","1.0,1.0","A5SS","2","NRP1",14.7376054537701,13.5774240217096,15.3815680688118,10.3147755805389,24.87351378019,12.8766016853395,13.4183606163339,NA,"Macaca_fascicularis","heart","GSE125483"
"49","ENSCAFG00000003892","-","SLC22A16","chr12",67122702,67123234,NA,NA,2.946265939e-07,0.000211697391789,"0.328,0.595,0.452","1.0,1.0","SE","12","SLC22A16",0.7991205129683,0.483235087175793,0.584691362391931,0.674297069164265,0.580399752161383,0.652217556436119,0.388363704851105,NA,"Macaca_fascicularis","heart","GSE125483"
"50","ENSCAFG00000004017","+","ZNF438","chr2",15854297,15854365,NA,NA,0.000122055485532,0.0186132891927,"0.741,0.793,0.944","0.967,1.0","SE","2","ZNF438",4.94875985427307,4.21803341777324,4.30243332652366,4.98512140687777,5.06136007082057,4.71730489297469,3.12126446578141,NA,"Macaca_fascicularis","heart","GSE125483"
"51","ENSCAFG00000004022","-","KIAA1109","chr19",17909673,17909724,NA,NA,4.14442196894e-07,0.000274881443771,"0.0,1.0,0.0","1.0,1.0","SE","19","KIAA1109",2.09139074710425,1.77648135830116,2.05389608783784,1.67701978629344,2.18582953301158,1.84829729723295,1.41324187361647,NA,"Macaca_fascicularis","heart","GSE125483"
"52","ENSCAFG00000004098","-","DNAJC27","chr17",19263440,19263601,NA,NA,0.000343890306045,0.0355816641285,"0.897,0.897,0.907","0.983,1.0","SE","17","DNAJC27",5.28083263916591,3.75237505258386,4.96562071350861,2.95284211514053,5.682754,3.9953499356301,3.5494582378362,NA,"Macaca_fascicularis","heart","GSE125483"
"53","ENSCAFG00000004130","+","NEBL","chr2",12193625,12193718,NA,NA,0.00014471053038,0.020911884298,"0.351,0.565,0.523","0.326,0.237","SE","2","NEBL",94.1029763998277,94.8352049586385,61.5441824965532,41.6478162981473,67.6626973272296,76.8619992188712,43.0689599412609,NA,"Macaca_fascicularis","heart","GSE125483"
"54","ENSCAFG00000004164","-","BMI1","chr2",10832017,10832129,NA,NA,1.21412594036e-05,0.00356884042037,"0.937,1.0,1.0","0.81,0.956","SE","2","BMI1",18.6994694191086,21.2593177278995,18.771542448658,17.4568092078306,19.0271971021916,19.1385321182796,12.5995798502832,NA,"Macaca_fascicularis","heart","GSE125483"
"55","ENSCAFG00000004164","-","BMI1","chr2",10831844,10831908,NA,NA,7.1685131646e-05,0.01303946173,"1.0,0.984,0.984","0.916,0.989","SE","2","BMI1",18.6994694191086,21.2593177278995,18.771542448658,17.4568092078306,19.0271971021916,19.1385321182796,12.5995798502832,NA,"Macaca_fascicularis","heart","GSE125483"
"56","ENSCAFG00000004341","-","SETDB2","chr22",2318590,2318692,NA,NA,0.00036940435398,0.036826711774,"0.735,0.12,1.0","1.0,1.0","SE","22","SETDB2",1.64321058473572,1.38586182507703,1.72159679379,1.08756512870348,1.56665672292012,1.37221251283874,1.09608450557004,NA,"Macaca_fascicularis","heart","GSE125483"
"57","ENSCAFG00000004341","-","SETDB2","chr22",2318179,2318689,NA,NA,2.18389723972e-07,0.000166694937721,"0.234,0.075,1.0","1.0,1.0","SE","22","SETDB2",1.64321058473572,1.38586182507703,1.72159679379,1.08756512870348,1.56665672292012,1.37221251283874,1.09608450557004,NA,"Macaca_fascicularis","heart","GSE125483"
"58","ENSCAFG00000004347","+",NA,"chr20",3156533,3156687,NA,NA,3.32150300025e-05,0.0079122254645,"1.0,0.667,1.0","0.0,0.776","SE","20","ENSCAFG00000004347",0.689714085822829,0.943970497150751,1.23019637264721,1.18043603712658,1.22572349300639,0.938040206700053,0.818639955217867,NA,"Macaca_fascicularis","heart","GSE125483"
"59","ENSCAFG00000004350","-","ACAD9","chr20",3156403,3156733,NA,NA,9.70647192904e-05,0.0161159431128,"0.013,0.021,0.026","0.001,0.015","SE","20","ACAD9",32.9356407751278,36.7822084156729,32.3239404258944,28.9843676171209,36.5492912798126,32.9007389359739,22.9577439019023,NA,"Macaca_fascicularis","heart","GSE125483"
"60","ENSCAFG00000004355","+","LIMS2","chr19",22974583,22974734,NA,NA,1.4725125388e-05,0.00418565734518,"0.97,0.987,0.932","1.0,0.956","SE","19","LIMS2",25.6243023933608,19.9354803460635,29.3437551427732,22.2164216462985,37.2010652021152,22.5920681285743,22.1816067816295,NA,"Macaca_fascicularis","heart","GSE125483"
"61","ENSCAFG00000004355","+","LIMS2","chr19",22975639,22975732,NA,NA,0.000319826685005,0.0346148822637,"0.976,0.988,0.994","0.94,1.0","SE","19","LIMS2",25.6243023933608,19.9354803460635,29.3437551427732,22.2164216462985,37.2010652021152,22.5920681285743,22.1816067816295,NA,"Macaca_fascicularis","heart","GSE125483"
"62","ENSCAFG00000004377","-","ACBD5","chr2",6894222,6894417,NA,NA,0.000343890518117,0.0355816641285,"0.924,0.961,1.0","0.807,0.95","SE","2","ACBD5",9.87492220447284,12.1225438338658,12.5375658658147,9.41330154632588,10.8234860319489,10.4702558615548,7.78701729925453,NA,"Macaca_fascicularis","heart","GSE125483"
"63","ENSCAFG00000004378","-","ZNF786","chr16",14178669,14178825,NA,NA,0.000340029670033,0.0355816641285,"1.0,1.0,1.0","0.755,1.0","SE","16","ZNF786",1.20842966500416,1.21542688050707,1.46135778449709,1.23798785120532,1.53334703304239,1.22061479890552,0.998234939179827,NA,"Macaca_fascicularis","heart","GSE125483"
"64","ENSCAFG00000004400","-","NINL","chr23",1642657,1642832,NA,NA,0.000165833538333,0.0230329942361,"0.87,1.0,0.799","1.0,1.0","SE","23","NINL",8.4878876411701,6.44137173066089,7.66698539371614,6.8825619956663,7.96424634366197,7.2706071224991,5.21041057912604,NA,"Macaca_fascicularis","heart","GSE125483"
"65","ENSCAFG00000004432","+","RCBTB2","chr22",3032950,3033015,NA,NA,1.50981606495e-06,0.00075104638754,"0.906,1.0,0.954","0.989,1.0","SE","22","RCBTB2",17.967663,20.574722,18.095207,16.992397,21.010958,18.511594,13.0353883333333,NA,"Macaca_fascicularis","heart","GSE125483"
"66","ENSCAFG00000004432","+","RCBTB2","chr22",3041587,3041754,NA,NA,2.66336844079e-06,0.00109354526124,"1.0,1.0,1.0","0.936,0.949","SE","22","RCBTB2",17.967663,20.574722,18.095207,16.992397,21.010958,18.511594,13.0353883333333,NA,"Macaca_fascicularis","heart","GSE125483"
"67","ENSCAFG00000004432","+","RCBTB2","chr22",3039094,3039245,NA,NA,1.02792986155e-05,0.00316541211056,"1.0,1.0,1.0","0.95,0.944","SE","22","RCBTB2",17.967663,20.574722,18.095207,16.992397,21.010958,18.511594,13.0353883333333,NA,"Macaca_fascicularis","heart","GSE125483"
"68","ENSCAFG00000004478","-","LRCH1","chr22",4631666,4631753,NA,NA,0.000291712612132,0.0329365827493,"0.826,0.9,0.871","0.949,1.0","SE","22","LRCH1",3.75159827089136,3.75741850696379,4.72960694603064,4.14583855362117,4.22113649059889,3.88495177715877,2.98358114554318,NA,"Macaca_fascicularis","heart","GSE125483"
"69","ENSCAFG00000004488","-","SLC39A12","chr2",19020154,19020342,NA,NA,0.000196835034072,0.025585587067,"0.657,1.0,0.852","1.0,1.0","SE","2","SLC39A12",0.487412,0.022187,0.286622223570191,0.304869,0.073678,0.271489333333333,0.120100074523397,NA,"Macaca_fascicularis","heart","GSE125483"
"70","ENSCAFG00000004606","+","BIN1","chr19",23531335,23531425,NA,NA,0.000373008021216,0.036826711774,"0.885,1.0,1.0","1.0,1.0","SE","19","BIN1",5.06018386563222,3.75118721541763,5.71866361868604,5.5076873060416,5.33947695311984,4.77301946236382,3.68604685726863,NA,"Macaca_fascicularis","heart","GSE125483"
"71","ENSCAFG00000004648","-","CRTAP","chr23",3718732,3718782,NA,NA,4.36831384565e-06,0.00168649513799,"0.01,0.0,0.036","0.079,0.053","SE","23","CRTAP",7.93124785498489,7.70549476858006,7.05685207009063,6.27994871903323,10.1006658731118,7.30556378086606,5.71917264773414,NA,"Macaca_fascicularis","heart","GSE125483"
"72","ENSCAFG00000004718","-","SLC16A5","chr9",5380050,5380286,NA,NA,0.000165920079254,0.0230329942361,"0.656,0.536,1.0","1.0,1.0","SE","9","SLC16A5",1.22282031958763,1.48126225773196,1.23565315257732,1.471951,1.64063321237113,1.39201119243986,0.958762121649483,NA,"Macaca_fascicularis","heart","GSE125483"
"73","ENSCAFG00000004733","-","DGKH","chr22",8553574,8553667,NA,NA,3.15188811185e-05,0.00761961586815,"0.846,0.851,0.731","0.98,0.938","SE","22","DGKH",3.3518390893617,3.91279348794326,3.46917649078014,3.12889030070922,3.68781242978723,3.46450762600473,2.38566297352246,NA,"Macaca_fascicularis","heart","GSE125483"
"74","ENSCAFG00000004736","+","BEND7","chr2",23002677,23002980,NA,NA,1.44121570363e-05,0.00414221406731,"1.0,1.0,1.0","0.633,1.0","SE","2","BEND7",2.18451623778338,2.15960008463476,2.7512485511335,1.72478444382872,2.70416701108312,2.02296692208229,1.81847185407221,NA,"Macaca_fascicularis","heart","GSE125483"
"75","ENSCAFG00000004757","+","PHLDB3","chr1",111621485,111621585,NA,NA,0.000153031764123,0.0218700145998,"0.915,0.945,0.893","0.983,0.966","SE","1","PHLDB3",16.5287042983066,25.0176197776813,12.8478946539297,14.1518882084238,27.2406932800695,18.5660707614706,13.3628626446664,NA,"Macaca_fascicularis","heart","GSE125483"
"76","ENSCAFG00000004759","+","CLASP1","chr19",28732615,28732639,NA,NA,0.00013762321601,0.020226703003,"0.114,0.0,0.12","0.0,0.0","SE","19","CLASP1",5.74300087891986,5.40559290243903,7.31371124878049,4.34004557909408,7.95915477195122,5.16287978681766,5.0909553402439,NA,"Macaca_fascicularis","heart","GSE125483"
"77","ENSCAFG00000004759","+","CLASP1","chr19",28732098,28732146,NA,NA,0.00012675828527,0.0188440032476,"0.488,1.0,0.544","1.0,1.0","SE","19","CLASP1",5.74300087891986,5.40559290243903,7.31371124878049,4.34004557909408,7.95915477195122,5.16287978681766,5.0909553402439,NA,"Macaca_fascicularis","heart","GSE125483"
"78","ENSCAFG00000004793","-","LRRFIP2","chr23",6972937,6973009,NA,NA,0.000537856595701,0.0479749536586,"0.993,1.0,0.993","0.984,0.941","SE","23","LRRFIP2",31.0716139517476,37.1393828821528,36.2609182097123,27.7332028623569,35.4935097822456,31.9813998987524,23.918142663986,NA,"Macaca_fascicularis","heart","GSE125483"
"79","ENSCAFG00000004806","+","GOLGA4","chr23",7139677,7139740,NA,NA,0.000310826176271,0.0339246443106,"0.695,1.0,1.0","1.0,1.0","SE","23","GOLGA4",20.991768359187,24.9019173511634,26.7474423472854,19.7359006612731,25.1264543181332,21.8765287905412,17.2912988884729,NA,"Macaca_fascicularis","heart","GSE125483"
"80","ENSCAFG00000004948","+","DLEC1","chr23",7831053,7831244,NA,NA,3.84381502183e-07,0.000261652534657,"0.73,1.0,1.0","0.057,0.448","SE","23","DLEC1",0.262534825186262,0.154947,0.291753,0.264898,0.282496,0.227459941728754,0.191416333333333,NA,"Macaca_fascicularis","heart","GSE125483"
"81","ENSCAFG00000004971","+","ACTR3B","chr16",16503289,16503414,NA,NA,0.000277725624463,0.0316472631189,"1.0,1.0,1.0","0.521,0.889","SE","16","ACTR3B",14.072957,15.768531,13.335165,11.613096,14.827983,13.8181946666667,9.387716,NA,"Macaca_fascicularis","heart","GSE125483"
