"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474235","FPKM.SRR8474245","FPKM.SRR8474265","FPKM.SRR8474276","FPKM.SRR8474280","FPKM.SRR8474292","..files.pituitary_mean_female","..files.pituitary_mean_male","Remark","Organism","Tissue","GEO_accession"
"11","ENSCAFG00000000150","-","POLI","chr1",21176956,21177048,21178226,21178405,3.90612861322e-05,0.0026457312355,"1.0,0.836,0.839","0.981,1.0,0.867","MXE","1","POLI",29.468292,27.035746,35.003704,32.130543,25.533186,22.107019,30.0017273333333,27.0911026666667,NA,"dog","pituitary","GSE125483"
"12","ENSCAFG00000000163","-","STAT6","chr10",1245746,1246052,NA,NA,0.000156968141139,0.0110038967435,"1.0,1.0,1.0","0.819,0.67,1.0","SE","10","STAT6",9.57034232784042,10.4313178126626,10.4218687580226,8.56974846834345,10.7136601647875,11.0904515125759,10.2352904168835,10.030505931194,NA,"dog","pituitary","GSE125483"
"13","ENSCAFG00000000167","+","DMXL1","chr11",8544523,8544665,8548335,8548396,0.00127642035743,0.0290808126305,"0.014,0.419,0.49","0.0,0.006,0.415","MXE","11","DMXL1",10.292178869662,8.28396553258451,13.956401049698,7.42421039429904,9.51071598421108,8.63855852357741,11.2530986345237,8.11557815015365,NA,"dog","pituitary","GSE125483"
"14","ENSCAFG00000000167","+","DMXL1","chr11",8550334,8550462,8554240,8554333,0.000592953538202,0.0178348364219,"0.009,0.317,0.41","0.0,0.005,0.348","MXE","11","DMXL1",10.292178869662,8.28396553258451,13.956401049698,7.42421039429904,9.51071598421108,8.63855852357741,11.2530986345237,8.11557815015365,NA,"dog","pituitary","GSE125483"
"15","ENSCAFG00000000168","-","ME2","chr1",24003646,24003789,24006241,24006356,0.00271038333688,0.0457763045597,"0.998,0.672,0.7","1.0,0.994,0.645","MXE","1","ME2",28.006016,30.612267,30.01582,24.495934,22.37055,24.338177,26.797462,26.482126,NA,"dog","pituitary","GSE125483"
"16","ENSCAFG00000000189","-","SLC18B1","chr1",25821523,25821710,NA,NA,0.000225523826642,0.0143815349887,"0.069,0.314,1.0","0.058,0.0,0.0","SE","1","SLC18B1",15.0607041154406,13.0547964828842,15.6708786780772,12.5333966307356,10.7850055302258,13.0905896016023,13.8388627745812,12.8929275717407,NA,"dog","pituitary","GSE125483"
"17","ENSCAFG00000000197","+","COMMD10","chr11",5806539,5806650,NA,NA,1.04045565111e-05,0.00148419004726,"1.0,0.958,0.886","0.438,0.677,0.897","SE","11","COMMD10",38.3840341287037,38.4441355796296,39.775617825,39.3746021527778,36.6228248990741,39.9948385333333,38.2608256175926,39.2711920885802,NA,"dog","pituitary","GSE125483"
"18","ENSCAFG00000000217","-","SGK1","chr1",27094960,27095927,NA,NA,0.000110920376779,0.00864967661968,"0.003,0.122,0.199","0.008,0.006,0.163","SE","1","SGK1",17.2155923064461,17.5322453674595,21.1403376253016,13.8855620486039,62.5574084681144,46.1054381596001,33.6377794666207,25.8410818585545,NA,"dog","pituitary","GSE125483"
"19","ENSCAFG00000000226","-","HBS1L","chr1",27776534,27776753,27778023,27778218,0.000324634233179,0.0124158601336,"0.975,0.908,0.876","0.979,0.972,0.92","MXE","1","HBS1L",24.3354311789498,20.998440130585,24.5329554099493,20.9294963862275,24.2424707846614,22.5873267194841,24.3702857911868,21.5050877454322,NA,"dog","pituitary","GSE125483"
"20","ENSCAFG00000000226","-","HBS1L","chr1",27776534,27776753,27778918,27779047,0.000103006948,0.0056072432491,"0.98,0.865,0.856","0.981,0.975,0.889","MXE","1","HBS1L",24.3354311789498,20.998440130585,24.5329554099493,20.9294963862275,24.2424707846614,22.5873267194841,24.3702857911868,21.5050877454322,NA,"dog","pituitary","GSE125483"
"21","ENSCAFG00000000295","+","VTA1","chr1",33889177,33889258,NA,NA,1.21339777392e-06,0.000293943815765,"0.992,0.995,0.98","0.977,0.931,1.0","SE","1","VTA1",28.9911619815951,26.844872860259,28.4664379863667,26.6559057805044,30.0778136346285,27.4630743558282,29.1784712008634,26.9879509988639,NA,"dog","pituitary","GSE125483"
"22","ENSCAFG00000000333","+","MON2","chr10",5754135,5754326,5760671,5760732,0.00291408288767,0.0479715351805,"0.002,0.417,0.433","0.002,0.005,0.385","MXE","10","MON2",20.1682845667531,19.5156732312054,26.5233448511018,17.9997490272197,23.1689859672715,20.3246813485094,23.2868717950421,19.2800345356448,NA,"dog","pituitary","GSE125483"
"23","ENSCAFG00000000344","-","RUFY1","chr11",2067789,2067884,2069687,2069817,0.0012782054464,0.0290808126305,"0.0,0.361,0.307","0.004,0.0,0.332","MXE","11","RUFY1",18.9192286037209,18.5054299730233,18.6145942381395,17.024116267907,17.0722148027907,16.1492161088372,18.202012548217,17.2262541165892,NA,"dog","pituitary","GSE125483"
"24","ENSCAFG00000000365","+","MRNIP","chr11",1849131,1849204,NA,NA,1.38025427421e-07,5.23218610983e-05,"1.0,1.0,1.0","0.883,0.888,0.652","SE","11","MRNIP",6.046913,7.13833313592233,7.059717,6.22350682524272,3.70898,5.74095033009709,5.60520333333333,6.36759676375405,NA,"dog","pituitary","GSE125483"
"25","ENSCAFG00000000365","+","MRNIP","chr11",1850283,1850438,NA,NA,3.19031895024e-06,0.000599136045059,"0.971,1.0,1.0","0.875,0.907,0.893","SE","11","MRNIP",6.046913,7.13833313592233,7.059717,6.22350682524272,3.70898,5.74095033009709,5.60520333333333,6.36759676375405,NA,"dog","pituitary","GSE125483"
"26","ENSCAFG00000000365","+","MRNIP","chr11",1843091,1843180,NA,NA,2.59219014032e-08,1.32655330431e-05,"1.0,1.0,1.0","0.743,0.73,0.082","SE","11","MRNIP",6.046913,7.13833313592233,7.059717,6.22350682524272,3.70898,5.74095033009709,5.60520333333333,6.36759676375405,NA,"dog","pituitary","GSE125483"
"27","ENSCAFG00000000393","+","PCMT1","chr1",40526049,40526135,40531017,40531187,2.20113727245e-09,9.98769066086e-07,"0.002,0.107,0.106","0.002,0.0,0.085","MXE","1","PCMT1",58.4524478143526,58.7916160834633,66.5785582675507,62.5444657909516,55.1948201326053,61.5019629102964,60.0752754048362,60.9460149282371,NA,"dog","pituitary","GSE125483"
"28","ENSCAFG00000000407","+","DYRK2","chr10",9983573,9983996,NA,NA,1.44092641818e-07,5.41206674865e-05,"0.004,0.179,0.071","0.007,0.0,0.079","SE","10","DYRK2",7.08419496483267,6.10702864322178,8.19337818831537,4.68074002949518,6.44615614180374,5.96418309982984,7.24124309831726,5.58398392418227,NA,"dog","pituitary","GSE125483"
"29","ENSCAFG00000000415","+","RAP1B","chr10",10809368,10809509,10811935,10812079,0.00285355165482,0.0472379922262,"0.999,0.576,0.618","1.0,0.998,0.617","MXE","10","RAP1B",111.046936,105.577171,126.588493,99.20697,111.93325,102.663437,116.522893,102.482526,NA,"dog","pituitary","GSE125483"
"30","ENSCAFG00000000416","+","C12H6orf136","chr12",458093,458489,NA,NA,8.34182790758e-05,0.00699824660935,"0.906,0.961,0.967","0.794,0.464,0.955","SE","12","C12H6orf136",69.158401,83.778053,77.658569,84.543739,67.903641,79.775497,71.573537,82.6990963333333,NA,"dog","pituitary","GSE125483"
"31","ENSCAFG00000000416","+","C12H6orf136","chr12",458783,458872,NA,NA,2.64240839702e-05,0.00295574316322,"0.982,0.951,0.961","0.968,0.888,0.935","SE","12","C12H6orf136",69.158401,83.778053,77.658569,84.543739,67.903641,79.775497,71.573537,82.6990963333333,NA,"dog","pituitary","GSE125483"
"32","ENSCAFG00000000417","+","NUP107","chr10",10858611,10858700,10860769,10860848,0.000685224218749,0.0193562656279,"0.016,0.105,0.107","0.0,0.009,0.079","MXE","10","NUP107",9.65253169251337,9.09568476925134,10.5516060930481,9.25110385748663,8.58289008796791,8.38633709304813,9.59567595784313,8.91104190659537,NA,"dog","pituitary","GSE125483"
"33","ENSCAFG00000000418","+","MDM2","chr10",10948021,10948118,10953174,10953335,0.0031822175786,0.0499748965928,"0.067,0.184,0.174","0.056,0.045,0.19","MXE","10","MDM2",32.716820875855,30.6913191648427,36.9128349668263,33.1742278160055,27.2565715277018,27.3630256993844,32.295409123461,30.4095242267442,NA,"dog","pituitary","GSE125483"
"34","ENSCAFG00000000418","+","MDM2","chr10",10948021,10948118,10953174,10953335,3.02881251771e-05,0.00221974022456,"0.023,0.174,0.169","0.013,0.007,0.182","MXE","10","MDM2",32.716820875855,30.6913191648427,36.9128349668263,33.1742278160055,27.2565715277018,27.3630256993844,32.295409123461,30.4095242267442,NA,"dog","pituitary","GSE125483"
"35","ENSCAFG00000000441","+","CNOT2","chr10",12101324,12101467,NA,NA,5.99171468654e-05,0.00554979183862,"1.0,1.0,1.0","0.939,0.921,1.0","SE","10","CNOT2",23.4289687443258,22.8540333441255,23.2147510894526,24.0220054726302,23.8136347132844,19.9082127316422,23.4857848490209,22.2614171827993,NA,"dog","pituitary","GSE125483"
"36","ENSCAFG00000000448","+","DDR1","chr12",665207,665291,667612,667857,0.000344247626823,0.0128882244422,"0.001,0.069,0.096","0.004,0.004,0.108","MXE","12","DDR1",102.892085664353,104.068451902208,114.776841728707,105.383983216404,107.758963990536,98.4587575242902,108.475963794532,102.637064214301,NA,"dog","pituitary","GSE125483"
"37","ENSCAFG00000000482","+","FLT4","chr11",1183381,1184103,NA,NA,0.000325771462566,0.00314771387207,"0.082,1.0,1.0","0.082,0.082,1.0","RI","11","FLT4",3.82027618347616,3.43939344781367,4.45502123840914,2.5885660577895,6.68094525148319,4.5698170464733,4.98541422445616,3.53259218402549,NA,"dog","pituitary","GSE125483"
"38","ENSCAFG00000000484","-","STK3","chr13",840114,840279,865026,865141,1.8176297891e-05,0.00151649177406,"0.09,0.209,0.297","0.023,0.049,0.168","MXE","13","STK3",13.7410374765071,13.0719946263298,14.539140856383,11.6557611347518,16.5036471054965,11.8476849060284,14.9279418127955,12.1918135557033,NA,"dog","pituitary","GSE125483"
"39","ENSCAFG00000000529","-","RGS22","chr13",1928985,1929148,1930202,1930375,2.02538967102e-05,0.00158980177228,"0.563,0.599,0.504","0.784,0.697,0.683","MXE","13","RGS22",9.26455499629286,7.33689620203893,8.01593205699722,9.62411755607044,12.5133854622336,8.22799847173309,9.93129083850789,8.39633740994749,NA,"dog","pituitary","GSE125483"
"40","ENSCAFG00000000529","-","RGS22","chr13",1926650,1926809,1928985,1929148,0.00010497310201,0.00567942886668,"0.953,0.672,0.704","0.977,0.996,0.738","MXE","13","RGS22",9.26455499629286,7.33689620203893,8.01593205699722,9.62411755607044,12.5133854622336,8.22799847173309,9.93129083850789,8.39633740994749,NA,"dog","pituitary","GSE125483"
"41","ENSCAFG00000000529","-","RGS22","chr13",1926650,1926809,1928985,1929148,0.00278335290053,0.0463352538206,"0.93,0.716,0.711","1.0,0.963,0.668","MXE","13","RGS22",9.26455499629286,7.33689620203893,8.01593205699722,9.62411755607044,12.5133854622336,8.22799847173309,9.93129083850789,8.39633740994749,NA,"dog","pituitary","GSE125483"
"42","ENSCAFG00000000529","-","RGS22","chr13",1930202,1930375,NA,NA,2.6719329661e-06,0.000528448964406,"0.874,1.0,1.0","0.696,0.738,0.797","SE","13","RGS22",9.26455499629286,7.33689620203893,8.01593205699722,9.62411755607044,12.5133854622336,8.22799847173309,9.93129083850789,8.39633740994749,NA,"dog","pituitary","GSE125483"
"43","ENSCAFG00000000529","-","RGS22","chr13",1926650,1926809,1928985,1929148,0.00231757770901,0.0417116977932,"0.941,0.684,0.704","0.976,0.949,0.738","MXE","13","RGS22",9.26455499629286,7.33689620203893,8.01593205699722,9.62411755607044,12.5133854622336,8.22799847173309,9.93129083850789,8.39633740994749,NA,"dog","pituitary","GSE125483"
"44","ENSCAFG00000000529","-","RGS22","chr13",1926650,1926809,1930202,1930375,0.000393810937746,0.0140316483705,"0.951,0.682,0.673","0.973,0.972,0.772","MXE","13","RGS22",9.26455499629286,7.33689620203893,8.01593205699722,9.62411755607044,12.5133854622336,8.22799847173309,9.93129083850789,8.39633740994749,NA,"dog","pituitary","GSE125483"
"45","ENSCAFG00000000529","-","RGS22","chr13",1926650,1926809,1928985,1929148,0.00018841214067,0.00835890462082,"0.541,0.588,0.57","0.826,0.702,0.634","MXE","13","RGS22",9.26455499629286,7.33689620203893,8.01593205699722,9.62411755607044,12.5133854622336,8.22799847173309,9.93129083850789,8.39633740994749,NA,"dog","pituitary","GSE125483"
"46","ENSCAFG00000000529","-","RGS22","chr13",1928985,1929148,1930202,1930375,0.000607614768645,0.0181527469434,"0.981,0.685,0.67","0.973,0.984,0.787","MXE","13","RGS22",9.26455499629286,7.33689620203893,8.01593205699722,9.62411755607044,12.5133854622336,8.22799847173309,9.93129083850789,8.39633740994749,NA,"dog","pituitary","GSE125483"
"47","ENSCAFG00000000529","-","RGS22","chr13",1928985,1929148,NA,NA,0.000488483635553,0.0250608020546,"0.323,1.0,1.0","0.464,0.073,0.532","SE","13","RGS22",9.26455499629286,7.33689620203893,8.01593205699722,9.62411755607044,12.5133854622336,8.22799847173309,9.93129083850789,8.39633740994749,NA,"dog","pituitary","GSE125483"
"48","ENSCAFG00000000529","-","RGS22","chr13",1923839,1923908,1926650,1926809,0.000542730808021,0.0169855449832,"0.075,1.0,1.0","0.043,0.046,0.695","MXE","13","RGS22",9.26455499629286,7.33689620203893,8.01593205699722,9.62411755607044,12.5133854622336,8.22799847173309,9.93129083850789,8.39633740994749,NA,"dog","pituitary","GSE125483"
"49","ENSCAFG00000000529","-","RGS22","chr13",1926650,1926809,NA,NA,8.4724961491e-09,5.41974988038e-06,"0.85,1.0,1.0","0.428,0.557,0.659","SE","13","RGS22",9.26455499629286,7.33689620203893,8.01593205699722,9.62411755607044,12.5133854622336,8.22799847173309,9.93129083850789,8.39633740994749,NA,"dog","pituitary","GSE125483"
"50","ENSCAFG00000000529","-","RGS22","chr13",1928985,1929148,1930202,1930375,0.000348758274355,0.0129478333404,"0.888,0.657,0.67","0.939,0.916,0.787","MXE","13","RGS22",9.26455499629286,7.33689620203893,8.01593205699722,9.62411755607044,12.5133854622336,8.22799847173309,9.93129083850789,8.39633740994749,NA,"dog","pituitary","GSE125483"
"51","ENSCAFG00000000529","-","RGS22","chr13",1926650,1926809,1930202,1930375,2.85960448928e-05,0.00211443921945,"0.552,0.599,0.519","0.753,0.691,0.671","MXE","13","RGS22",9.26455499629286,7.33689620203893,8.01593205699722,9.62411755607044,12.5133854622336,8.22799847173309,9.93129083850789,8.39633740994749,NA,"dog","pituitary","GSE125483"
"52","ENSCAFG00000000529","-","RGS22","chr13",1923839,1923908,NA,NA,0.000957153439672,0.0401083539613,"0.928,0.681,0.94","0.912,1.0,1.0","SE","13","RGS22",9.26455499629286,7.33689620203893,8.01593205699722,9.62411755607044,12.5133854622336,8.22799847173309,9.93129083850789,8.39633740994749,NA,"dog","pituitary","GSE125483"
"53","ENSCAFG00000000534","+","SNX24","chr11",12867777,12868197,NA,NA,0.0063740870075,0.0351283017302,"0.64,1.0,1.0","0.565,0.665,1.0","RI","11","SNX24",22.135450982897,22.2873764712042,22.1575866991274,22.4306143137871,20.9004857783595,19.1239359326353,21.7311744867946,21.2806422392089,NA,"dog","pituitary","GSE125483"
"54","ENSCAFG00000000580","-",NA,"chr13",2760145,2760450,NA,NA,0.000725126184708,0.0334686200698,"0.998,1.0,1.0","0.86,1.0,1.0","SE","13","ENSCAFG00000000580",99.470062,72.309921,102.878754,78.234077,73.159393,96.727821,91.8360696666667,82.4239396666667,NA,"dog","pituitary","GSE125483"
"55","ENSCAFG00000000607","-","ABHD16A","chr12",1175224,1175347,1175526,1175600,0.00112279476409,0.0267810697359,"0.999,0.622,0.652","0.994,0.999,0.676","MXE","12","ABHD16A",68.437408,74.9790578098191,68.613457,82.354446,75.908447,81.7888782950904,70.9864373333333,79.7074607016365,NA,"dog","pituitary","GSE125483"
"56","ENSCAFG00000000636","-","VARS","chr12",1256359,1256491,NA,NA,0.00078428602578,0.00655627868742,"0.007,0.038,0.071","0.0,0.006,0.059","RI","12","VARS",31.743434083352,33.5163750448129,36.7241934609007,39.354613822765,31.4903513835985,35.3006414093659,33.3193263092837,36.0572100923146,NA,"dog","pituitary","GSE125483"
"57","ENSCAFG00000000642","-","NEU1","chr12",1326033,1326135,NA,NA,1.59146677864e-05,0.000236810256662,"0.919,0.939,0.972","0.874,0.749,0.941","RI","12","NEU1",71.4799128404993,83.3195957267684,76.227255149792,76.925485667129,76.5478328404993,69.934284926491,74.7516669435969,76.7264554401295,NA,"dog","pituitary","GSE125483"
"58","ENSCAFG00000000649","+","ATP6V1C1","chr13",4534149,4534244,4536074,4536166,0.000176932321778,0.00813430306288,"0.001,0.099,0.131","0.004,0.002,0.147","MXE","13","ATP6V1C1",49.3905765558016,43.6447520478299,55.8830828157662,46.9974993241807,47.3897071124889,46.00640105093,50.8877888280189,45.5495508076469,NA,"dog","pituitary","GSE125483"
"59","ENSCAFG00000000654","+","FZD6","chr13",4765812,4766830,4769461,4769890,0.00167903923649,0.033478910439,"0.009,0.444,0.407","0.008,0.003,0.385","MXE","13","FZD6",36.537777,28.153976,40.619789,26.972734,31.169704,27.019316,36.10909,27.3820086666667,NA,"dog","pituitary","GSE125483"
"60","ENSCAFG00000000670","+","RIMS2","chr13",5365360,5365612,5410543,5410785,0.00207296460086,0.0387851357103,"0.083,0.081,0.117","0.018,0.063,0.024","MXE","13","RIMS2",4.55703352088452,2.59570926380447,4.40580159692228,2.32932150290961,3.76005345751972,3.7367714517005,4.24096285844217,2.88726740613819,NA,"dog","pituitary","GSE125483"
"61","ENSCAFG00000000718","+","BRD1","chr10",17386946,17387444,NA,NA,0.000160409040616,0.0112225784468,"0.846,1.0,1.0","0.834,0.769,0.96","SE","10","BRD1",8.59549235984152,11.0148504779963,12.5233531928683,13.3098005362955,14.4714610189614,13.1530712206028,11.8634355238904,12.4925740782982,NA,"dog","pituitary","GSE125483"
"62","ENSCAFG00000000736","+","LYRM7","chr11",19570430,19570501,NA,NA,0.000481126071914,0.0248389676976,"0.92,1.0,1.0","0.899,0.818,0.783","SE","11","LYRM7",8.46281343363995,8.14067132588699,13.556177,7.25746224178712,7.98966085676741,6.73094377003942,10.0028837634691,7.37635911257118,NA,"dog","pituitary","GSE125483"
"63","ENSCAFG00000000737","+","CDC42SE2","chr11",19724049,19724390,NA,NA,0.000418687192769,0.0222900567906,"1.0,0.988,0.953","0.918,0.922,0.965","SE","11","CDC42SE2",19.949123,14.60525,16.222853,14.158446,17.172762,14.234962,17.7815793333333,14.332886,NA,"dog","pituitary","GSE125483"
"64","ENSCAFG00000000751","-","TNXB","chr12",1457085,1457409,NA,NA,0.000845743214696,0.0369922299248,"0.622,0.677,0.868","0.489,0.385,0.489","SE","12","TNXB",3.336547,1.96686697783934,2.2898946398892,2.138195,3.581055,3.283489,3.06916554662973,2.46285032594645,NA,"dog","pituitary","GSE125483"
"65","ENSCAFG00000000755","-","FNIP1","chr11",20029472,20029556,NA,NA,6.11062714448e-05,0.00559662360839,"0.908,0.929,0.889","1.0,1.0,1.0","SE","11","FNIP1",10.719905407767,7.15406189805825,13.2032086035599,7.01561731067961,9.32889023624596,7.643747,11.0840014158576,7.27114206957929,NA,"dog","pituitary","GSE125483"
"66","ENSCAFG00000000791","-","NOTCH4","chr12",1591108,1591284,NA,NA,0.000103500537827,0.00820871347034,"0.955,0.655,0.812","1.0,0.977,1.0","SE","12","NOTCH4",5.057092,4.421286,5.066292,4.701485,7.383451,4.794035,5.83561166666667,4.63893533333333,NA,"dog","pituitary","GSE125483"
"67","ENSCAFG00000000811","-","SFT2D1","chr1",54344843,54344926,NA,NA,0.000318088162988,0.018341590694,"0.963,0.981,0.933","0.914,0.919,0.948","SE","1","SFT2D1",36.528667,39.282101,36.57476,37.932468,35.173656,37.393749,36.092361,38.2027726666667,NA,"dog","pituitary","GSE125483"
"68","ENSCAFG00000000827","+","SMC1B","chr10",20704299,20704454,NA,NA,1.28294264323e-07,5.05035305902e-05,"0.803,1.0,1.0","0.191,0.361,0.557","SE","10","SMC1B",0.447015,0.363965,0.532299,0.57103,0.901589,0.640239,0.626967666666667,0.525078,NA,"dog","pituitary","GSE125483"
"69","ENSCAFG00000000865","-","ENPP2","chr13",18600785,18600860,18610883,18610935,9.20598462595e-06,0.000938904615932,"0.945,1.0,1.0","0.939,0.71,0.704","MXE","13","ENPP2",1.32528984077506,1.429491775344,0.916219686885706,1.38993533557989,1.02485350912665,4.21761396798652,1.08878767892914,2.3456803596368,NA,"dog","pituitary","GSE125483"
"70","ENSCAFG00000000865","-","ENPP2","chr13",18600785,18600860,NA,NA,1.34917007677e-07,5.23218610983e-05,"0.051,0.0,0.089","0.256,0.317,0.536","SE","13","ENPP2",1.32528984077506,1.429491775344,0.916219686885706,1.38993533557989,1.02485350912665,4.21761396798652,1.08878767892914,2.3456803596368,NA,"dog","pituitary","GSE125483"
"71","ENSCAFG00000000867","+","RAD50","chr11",20895317,20895431,20901817,20901945,1.84583693901e-05,0.00151649177406,"0.023,0.253,0.266","0.014,0.003,0.22","MXE","11","RAD50",17.7887063348028,15.6877563030162,17.1209267359629,14.001074012993,16.8042321473318,13.1174920935035,17.2379550726992,14.2687741365042,NA,"dog","pituitary","GSE125483"
"72","ENSCAFG00000000884","-","WDR27","chr1",56708726,56708868,NA,NA,5.19392886799e-05,0.0049222094411,"0.269,0.887,1.0","1.0,1.0,1.0","SE","1","WDR27",7.0550088913242,6.49850714581431,7.46196433515982,5.7660038870624,6.2456791630137,6.98366160487062,6.92088412983257,6.41605754591578,NA,"dog","pituitary","GSE125483"
"73","ENSCAFG00000000917","+","SLC39A7","chr12",2668714,2668800,2668914,2668999,5.66325424334e-08,1.86111314449e-05,"0.0,0.162,0.157","0.006,0.006,0.127","MXE","12","SLC39A7",80.0120458115318,92.0657068554217,78.9021114228342,92.0305523141136,79.8228482246127,76.1422514965577,79.5790018196596,86.746170222031,NA,"dog","pituitary","GSE125483"
"74","ENSCAFG00000000917","+","SLC39A7","chr12",2668714,2668800,2669215,2669258,0.00165559010589,0.0333107732643,"0.006,0.317,0.312","0.021,0.013,0.22","MXE","12","SLC39A7",80.0120458115318,92.0657068554217,78.9021114228342,92.0305523141136,79.8228482246127,76.1422514965577,79.5790018196596,86.746170222031,NA,"dog","pituitary","GSE125483"
"75","ENSCAFG00000000917","+","SLC39A7","chr12",2668519,2668612,2668714,2668800,0.000417125163553,0.0145135771032,"0.0,0.291,0.28","0.002,0.003,0.29","MXE","12","SLC39A7",80.0120458115318,92.0657068554217,78.9021114228342,92.0305523141136,79.8228482246127,76.1422514965577,79.5790018196596,86.746170222031,NA,"dog","pituitary","GSE125483"
"76","ENSCAFG00000000938","-","MCM9","chr1",58774506,58774710,NA,NA,0.000273513325551,0.0164913631047,"1.0,0.951,1.0","0.826,0.802,1.0","SE","1","MCM9",9.845648,8.99724987794246,11.5945449991282,8.17324886486486,9.023827,7.950161,10.1546733330427,8.37355324760244,NA,"dog","pituitary","GSE125483"
"77","ENSCAFG00000000943","+","ARFGAP3","chr10",22693923,22694055,22700732,22700856,0.000905284351726,0.0235683225171,"0.001,0.307,0.329","0.001,0.001,0.316","MXE","10","ARFGAP3",45.3964146888811,42.9956371392494,45.1105575489302,45.0880343830235,48.9140847064188,41.4246327951596,46.4736856480767,43.1694347724775,NA,"dog","pituitary","GSE125483"
"78","ENSCAFG00000000955","-","TBC1D32","chr1",60771559,60771648,NA,NA,0.000376102452886,0.0205575893473,"1.0,1.0,1.0","0.682,0.899,1.0","SE","1","TBC1D32",1.54867282304922,1.56555,2.291428,1.10375,1.501194,1.052384,1.78043160768307,1.24056133333333,NA,"dog","pituitary","GSE125483"
"79","ENSCAFG00000000983","-","SMDT1","chr10",23295077,23295218,NA,NA,0.00111013328816,0.0442109502114,"0.848,0.984,0.887","0.838,0.86,0.884","SE","10","SMDT1",91.713737,111.011536,90.746307,108.628418,98.960526,113.934875,93.8068566666667,111.191609666667,NA,"dog","pituitary","GSE125483"
