"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474313","FPKM.SRR8474330","FPKM.SRR8474340","FPKM.SRR8474349","FPKM.SRR8474359","..files.liver_mean_female","..files.liver_mean_male","Remark","Organism","Tissue","GEO_accession"
"35","ENSMUSG00000012017","+","Scarf2","chr16",17804603,17804808,NA,NA,6.10748774083e-05,0.0049600203471,"0.436,0.041,0.06","0.698,1.0","RI","16","Scarf2",1.3281140554832,0.87285781713988,0.898160395936442,0.593721070851784,0.564700176087523,0.931564314491621,0.487620190674655,NA,"mus","liver","GSE125483"
"36","ENSMUSG00000012609","+","Ttll5","chr12",86020520,86020603,NA,NA,0.000256685655679,0.0237675345272,"1.0,1.0,0.923","0.648,0.776","SE","12","Ttll5",0.536140792188976,0.429438951307087,0.541689241385827,0.598932712125984,0.469820341984252,0.521504151874016,0.33716986112336,NA,"mus","liver","GSE125483"
"37","ENSMUSG00000012640","-","Zfp715","chr7",43308466,43308572,NA,NA,9.99822227035e-05,0.0117911365647,"0.0,0.0,0.0","0.243,0.211","SE","7","Zfp715",2.88451832955655,3.49984235202188,3.10755700683727,3.71072562394999,2.83678805958195,3.36502876850947,1.98144835547307,NA,"mus","liver","GSE125483"
"38","ENSMUSG00000013858","-","Tmem259","chr10",79978062,79978187,NA,NA,0.000846000594616,0.0338400237846,"0.059,0.085,0.076","0.136,0.105","RI","10","Tmem259",14.1553251389663,14.4643199075702,13.7840670270212,12.6819127092001,14.039682458932,13.7671859185789,9.2745831619844,NA,"mus","liver","GSE125483"
"39","ENSMUSG00000014303","+","Glis2","chr16",4611666,4611750,NA,NA,4.09580336314e-09,1.82945883554e-06,"0.0,0.0,0.0","1.0,1.0","RI","16","Glis2",0.132475737251315,0.475635941458953,0.269785567345072,0.241439763091699,0.276284686256574,0.283183813933989,0.182023417867215,NA,"mus","liver","GSE125483"
"40","ENSMUSG00000014418","-","Hps5","chr7",46773157,46773119,NA,NA,0.00012596113608,0.0133968665445,"0.844,1.0,0.675","1.0,1.0","A5SS","7","Hps5",2.02187780883485,2.78834555733415,3.10607840865015,2.96255109327382,2.78836271556103,2.59092481981427,1.96481370807039,NA,"mus","liver","GSE125483"
"41","ENSMUSG00000014599","-","Csf1","chr3",107749169,107748284,NA,NA,0.000287334169506,0.015340126274,"0.827,0.54,1.0","1.0,1.0","A3SS","3","Csf1",1.53416560367355,2.03833635372089,1.65139088714259,1.78396696894528,1.43333911172126,1.78548964211324,1.02824333295462,NA,"mus","liver","GSE125483"
"42","ENSMUSG00000015090","-","Ptgds","chr2",25467319,25467286,NA,NA,0.000168765828617,0.0157057699257,"0.559,1.0,0.753","0.0,0.254","A5SS","2","Ptgds",8.0473043383869,6.13413169193451,1.09267783687083,8.37345306124924,1.5310241358399,7.51829636385688,0.87456732423691,NA,"mus","liver","GSE125483"
"43","ENSMUSG00000015120","-","Ube2i","chr17",25274172,25274161,NA,NA,0.00101034590069,0.0470126576915,"1.0,0.786,0.812","1.0,1.0","A5SS","17","Ube2i",7.12592310686883,7.1814091463281,8.19765963774205,8.00439788454512,7.15115273127512,7.43724337924735,5.11627078967239,NA,"mus","liver","GSE125483"
"44","ENSMUSG00000015451","-","C4a","chr17",34810497,34810600,NA,NA,3.84699541289e-06,0.00131131659098,"1.0,1.0,1.0","0.824,0.836","SE","17","C4a",15.274927802127,15.9621731094102,24.5949976475991,13.8073827260715,23.5158165963584,15.0148278792029,16.0369380813192,NA,"mus","liver","GSE125483"
"45","ENSMUSG00000015966","-","Il17rb","chr14",30003046,30002414,NA,NA,4.87781431913e-07,0.000159504528236,"0.055,0.007,0.066","0.205,0.233","A3SS","14","Il17rb",0.946635653358511,1.6035029293229,1.80549514701915,1.64041994335042,1.35826482276774,1.39685284201061,1.05458665659563,NA,"mus","liver","GSE125483"
"46","ENSMUSG00000016028","-","Celsr1","chr15",85901672,85901669,NA,NA,0.00124394263224,0.0401747398264,"0.49,0.706,0.581","0.891,0.828","A3SS","15","Celsr1",1.90523056772963,1.87007981802489,1.06826054383574,1.31945839838285,1.13775500345235,1.69825626137912,0.735338515762697,NA,"mus","liver","GSE125483"
"47","ENSMUSG00000016477","-","E2f3","chr13",29918795,29918777,NA,NA,0.000631473081149,0.0270808783653,"0.545,1.0,0.166","0.878,1.0","A3SS","13","E2f3",1.06196973438939,1.4258250502855,1.49438814735679,1.15459928237244,1.76110268299871,1.21413135568244,1.0851636101185,NA,"mus","liver","GSE125483"
"48","ENSMUSG00000016487","+","Ppfibp1","chr6",147012917,147012947,NA,NA,2.63422078517e-06,0.000960877977102,"0.338,0.113,0.209","0.0,0.0","SE","6","Ppfibp1",2.56606663385721,2.33919732878312,2.81747865406376,2.94678256901661,2.60191111387517,2.61734884388565,1.80646325597964,NA,"mus","liver","GSE125483"
"49","ENSMUSG00000018340","-","Anxa6","chr11",54987050,54987068,NA,NA,6.73927373607e-06,0.00189712993312,"0.171,0.143,0.11","0.28,0.517","SE","11","Anxa6",43.5422237279863,37.8122700389078,39.1246448921502,39.4871107726962,36.2588741542662,40.2805348465301,25.1278396821388,NA,"mus","liver","GSE125483"
"50","ENSMUSG00000018572","+","Phf23","chr11",69998300,69998501,NA,NA,0.000592171788371,0.0262562948878,"0.933,0.733,0.795","1.0,0.925","A3SS","11","Phf23",4.99397093858845,4.65261869905286,5.80778435869233,3.49087222975863,2.92331320592728,4.37915395579998,2.9103658548732,NA,"mus","liver","GSE125483"
"51","ENSMUSG00000018672","+","Copz2","chr11",96855255,96855259,NA,NA,1.66351403708e-06,0.000395613883727,"0.865,1.0,0.898","1.0,1.0","A3SS","11","Copz2",6.04291824184783,4.84690413768116,4.46735155208333,4.18570245652174,4.25710176403985,5.02517494535024,2.90815110537439,NA,"mus","liver","GSE125483"
"52","ENSMUSG00000019338","-","Zfp687","chr3",95013832,95013928,NA,NA,2.88794576031e-08,2.83108932815e-05,"0.46,0.242,0.427","1.0,1.0","SE","3","Zfp687",0.749577772177419,2.16842615272177,1.50554807997312,1.34095687953629,2.09347358232527,1.41965360147849,1.1996738874328,NA,"mus","liver","GSE125483"
"53","ENSMUSG00000019966","+","Kitl","chr10",100080856,100080940,NA,NA,0.000158620372339,0.0170408256174,"0.0,1.0,0.314","1.0,1.0","SE","10","Kitl",0.569001362882761,0.531319045846726,0.544399932329555,0.573289056166469,0.557860154965319,0.557869821631985,0.367420029098291,NA,"mus","liver","GSE125483"
"54","ENSMUSG00000019978","+","Epb41l2","chr10",25501577,25501631,NA,NA,0.00015177779518,0.0164181704648,"0.683,1.0,0.707","1.0,1.0","SE","10","Epb41l2",1.51254139381913,1.5748294414422,1.28995789875876,1.65584036215486,1.08113365937685,1.58107039913873,0.79036385271187,NA,"mus","liver","GSE125483"
"55","ENSMUSG00000020022","+","Ndufa12","chr10",94215338,94215399,NA,NA,0.000369570394915,0.0323838639343,"1.0,1.0,0.006","1.0,1.0","SE","10","Ndufa12",15.0071158840025,14.4873956978968,14.0708654811982,16.4802827673677,15.2268605761632,15.3249314497557,9.76590868578713,NA,"mus","liver","GSE125483"
"56","ENSMUSG00000020048","-","Hsp90b1","chr10",86691748,86692139,NA,NA,3.21964677141e-15,4.31432667369e-12,"0.015,0.01,0.006","0.05,0.011","RI","10","Hsp90b1",185.361755390377,295.10400440005,155.93323946255,318.593564769593,220.073649698909,266.353108186673,125.335629720486,NA,"mus","liver","GSE125483"
"57","ENSMUSG00000020131","-","Pcsk4","chr10",80323672,80323776,NA,NA,4.63642030457e-06,0.00145444504954,"1.0,1.0,1.0","0.598,0.89","SE","10","Pcsk4",3.36461868999324,2.91442159736308,4.40007765314402,3.06593409195402,5.6052494959432,3.11499145977011,3.33510904969574,NA,"mus","liver","GSE125483"
"58","ENSMUSG00000020250","+","Txnrd1","chr10",82860523,82860630,NA,NA,0.000240709494918,0.0227441471554,"0.817,1.0,0.958","1.0,1.0","SE","10","Txnrd1",7.50021881033023,8.79264888371437,9.38929965029636,8.34028571168501,7.36106703316398,8.2110511352432,5.58345556115345,NA,"mus","liver","GSE125483"
"59","ENSMUSG00000020459","+","Mtif2","chr11",29530580,29530692,NA,NA,0.000123131900472,0.0137951704207,"0.839,1.0,0.936","1.0,1.0","SE","11","Mtif2",6.84213059513961,7.30354004576008,9.14301659384695,8.12719150749741,9.20710899250259,7.42428738279903,6.11670852878318,NA,"mus","liver","GSE125483"
"60","ENSMUSG00000020538","-","Srebf1","chr11",60203265,60203345,NA,NA,0.000615671557606,0.0279660978709,"0.063,0.048,0.043","0.127,0.055","RI","11","Srebf1",26.3010496813987,43.7519980754349,36.8198060983316,22.7289347007455,23.8069286425275,30.9273274858597,20.2089115802864,NA,"mus","liver","GSE125483"
"61","ENSMUSG00000020776","-","Fbf1","chr11",116167132,116167228,NA,NA,0.000163771925251,0.0172514495442,"1.0,1.0,1.0","0.0,0.298","SE","11","Fbf1",1.00549714965811,0.652140988001548,1.36660729080119,0.985061801961037,1.97431133027996,0.880899979873565,1.11363954036038,NA,"mus","liver","GSE125483"
"62","ENSMUSG00000020777","-","Acox1","chr11",116183463,116183624,NA,NA,0.000224088716853,0.0216964908879,"0.981,0.981,0.969","1.0,0.985","SE","11","Acox1",291.065271306966,346.43203635734,439.688069959858,319.090047069658,410.69388041342,318.862451577988,283.460650124426,NA,"mus","liver","GSE125483"
"63","ENSMUSG00000020792","-","Exoc7","chr11",116296729,116296880,NA,NA,5.1627030051e-07,0.000261216118177,"1.0,1.0,1.0","0.39,0.0","SE","11","Exoc7",5.52959725463705,6.22845830753378,6.40677577467369,5.45149647698649,5.26353088802381,5.73651734638577,3.89010222089917,NA,"mus","liver","GSE125483"
"64","ENSMUSG00000020792","-","Exoc7","chr11",116296729,116296798,NA,NA,2.34447627645e-06,0.000896905131613,"1.0,1.0,1.0","0.47,0.336","SE","11","Exoc7",5.52959725463705,6.22845830753378,6.40677577467369,5.45149647698649,5.26353088802381,5.73651734638577,3.89010222089917,NA,"mus","liver","GSE125483"
"65","ENSMUSG00000020812","+","1810032O08Rik","chr11",116674375,116675507,NA,NA,2.35302545225e-05,0.00239098357279,"0.391,0.461,0.266","1.0,0.708","RI","11","1810032O08Rik",0.786158534582133,0.594202351224784,0.735651443083573,0.585012630403458,0.459181746397694,0.655124505403458,0.398277729827089,NA,"mus","liver","GSE125483"
"66","ENSMUSG00000020831","-","0610010K14Rik","chr11",70235464,70235695,NA,NA,3.41089670904e-05,0.00304706772674,"0.013,0.105,0.017","0.118,0.133","RI","11","0610010K14Rik",1.3465152399789,1.10657288291139,1.57742423206751,1.40820713080169,1.41586932805907,1.28709841789733,0.997764520042193,NA,"mus","liver","GSE125483"
"67","ENSMUSG00000020832","-","Eral1","chr11",78074360,78074477,NA,NA,0.000611244502726,0.0279660978709,"0.117,0.109,0.115","0.248,0.274","RI","11","Eral1",6.10464085405644,6.48797448677249,5.78216180731922,4.66592595414462,6.02680091049383,5.75284709832452,3.93632090593768,NA,"mus","liver","GSE125483"
"68","ENSMUSG00000020843","+","Timm22","chr11",76409641,76409838,NA,NA,3.78267848716e-05,0.005948168099,"0.846,0.786,0.946","0.97,1.0","SE","11","Timm22",1.27696183600377,1.74785996355639,1.28412543261074,1.00137434967012,2.69982067075086,1.34206538307676,1.32798203445387,NA,"mus","liver","GSE125483"
"69","ENSMUSG00000020863","-","Luc7l3","chr11",94293032,94293137,NA,NA,4.54125964329e-05,0.00380330495126,"0.86,0.833,0.679","0.982,0.9","RI","11","Luc7l3",7.79142306526518,6.87339422286342,7.38695148447376,11.4813305226711,7.45376623701566,8.7153826035999,4.94690590716314,NA,"mus","liver","GSE125483"
"70","ENSMUSG00000020886","+","Dlg4","chr11",70043657,70043767,NA,NA,0.000578381135455,0.0443397079646,"0.662,1.0,1.0","0.0,1.0","SE","11","Dlg4",0.0478783264659271,0.053365088219757,0.0234315680326013,0.030098557618293,0.0544087004754358,0.043780657434659,0.0259467561693457,NA,"mus","liver","GSE125483"
"71","ENSMUSG00000021179","-","Nrde2","chr12",100151225,100151210,NA,NA,3.98942803126e-07,0.000148506458464,"0.142,0.0,0.901","1.0,1.0","A5SS","12","Nrde2",1.71384818160153,3.18761524904671,2.35847662440419,2.145679271449,2.42207308770257,2.34904756736575,1.59351657070225,NA,"mus","liver","GSE125483"
"72","ENSMUSG00000021236","-","Entpd5","chr12",84399339,84399412,NA,NA,0.000592989058508,0.0447165066476,"1.0,1.0,0.982","0.944,0.961","SE","12","Entpd5",25.2207419508197,33.5622508998178,46.8291598686869,25.0396845303858,37.216664109952,27.9408924603411,28.0152746595463,NA,"mus","liver","GSE125483"
"73","ENSMUSG00000021276","-","Cinp","chr12",110878987,110879039,NA,NA,0.000678396712502,0.0492069761076,"0.464,1.0,1.0","0.698,0.278","SE","12","Cinp",2.48803148541183,2.97756446630519,2.18475874903176,2.4794418956881,2.67136565685515,2.64834594913504,1.61870813529564,NA,"mus","liver","GSE125483"
"74","ENSMUSG00000021413","+","Prpf4b","chr13",34899314,34899455,NA,NA,3.86515264938e-05,0.00595379157427,"0.155,0.055,0.146","0.039,0.02","SE","13","Prpf4b",7.60827820427046,8.7553372970344,7.10435746002373,10.4043077169632,7.62251992835113,8.92264107275602,4.90895912945829,NA,"mus","liver","GSE125483"
"75","ENSMUSG00000021493","-","Pdlim7","chr13",55507366,55507487,NA,NA,0.000402668365366,0.0215830243836,"0.023,0.0,0.026","0.144,0.198","RI","13","Pdlim7",0.73729303773974,0.798173183130542,0.862120342751083,0.556012007836667,0.738528219632914,0.697159409568983,0.533549520794666,NA,"mus","liver","GSE125483"
"76","ENSMUSG00000021548","+","Ccnh","chr13",85202332,85202440,NA,NA,0.000760484073342,0.0307286060531,"0.842,0.821,0.865","0.97,0.921","A3SS","13","Ccnh",4.06798396038647,4.32828612657005,5.04374966698873,4.65498544251208,3.86349968856683,4.35041850982287,2.96908311851852,NA,"mus","liver","GSE125483"
"77","ENSMUSG00000021611","+","Tert","chr13",73627638,73628147,NA,NA,0.000704551732451,0.0299714070312,"0.768,0.524,1.0","0.495,0.55","RI","13","Tert",0.648851605933682,0.847251215532286,1.13502732251309,0.762768416579407,0.785411245898778,0.752957079348458,0.640146189470623,NA,"mus","liver","GSE125483"
"78","ENSMUSG00000021767","+","Kat6b","chr14",21624888,21625215,NA,NA,1.38362810187e-06,0.000343370373947,"1.0,1.0,1.0","0.436,0.517","A5SS","14","Kat6b",0.663024566920242,0.911147571496494,0.768665934208962,0.821112066682515,0.808446874895994,0.798428068366417,0.525704269701652,NA,"mus","liver","GSE125483"
"79","ENSMUSG00000021816","-","Ppp3cb","chr14",20503246,20503276,NA,NA,0.000479646689491,0.0393887870401,"0.678,0.908,0.804","0.969,0.932","SE","14","Ppp3cb",3.1346209574299,2.93558297139289,2.35584032069474,3.21784369122488,3.18850335668067,3.09601587334922,1.84811455912514,NA,"mus","liver","GSE125483"
"80","ENSMUSG00000021901","+","Bap1","chr14",31256791,31257625,NA,NA,6.38086023933e-05,0.00502961924747,"0.765,0.828,0.889","1.0,1.0","RI","14","Bap1",5.2868818124733,5.54595434899616,6.18008415527552,4.82527032123024,5.35371306663819,5.21936882756657,3.84459907397124,NA,"mus","liver","GSE125483"
"81","ENSMUSG00000021901","+","Bap1","chr14",31257288,31257625,NA,NA,0.000819961055619,0.0320151958433,"0.877,0.918,0.953","1.0,1.0","A3SS","14","Bap1",5.2868818124733,5.54595434899616,6.18008415527552,4.82527032123024,5.35371306663819,5.21936882756657,3.84459907397124,NA,"mus","liver","GSE125483"
"82","ENSMUSG00000021902","-","Phf7","chr14",31249607,31249717,NA,NA,0.000582237038641,0.0443397079646,"0.878,0.914,1.0","0.754,0.633","SE","14","Phf7",1.08841428709311,1.16865802119606,1.329351833838,1.42931194360333,1.50912790934898,1.22879475063083,0.94615991439566,NA,"mus","liver","GSE125483"
"83","ENSMUSG00000022149","+","C9","chr15",6496950,6497179,NA,NA,8.22919571983e-05,0.0103259947892,"0.971,0.966,0.954","0.982,0.982","SE","15","C9",97.2951136064163,120.971301152582,264.117472568466,130.908024594679,338.783140295775,116.391479784559,200.966870954747,NA,"mus","liver","GSE125483"
