"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474315","FPKM.SRR8474324","FPKM.SRR8474332","FPKM.SRR8474342","FPKM.SRR8474351","FPKM.SRR8474361","..files.muscle_mean_female","..files.muscle_mean_male","Remark","Organism","Tissue","GEO_accession"
"11","ENSMUSG00000004677","+","Myo9b","chr8",71350189,71350195,NA,NA,3.7960199486e-06,0.00148614180988,"0.0,0.0,0.0","0.077,0.336,0.103","A5SS","8","Myo9b",1.2825584136873,1.00717328054963,1.23536741248666,1.32169323199039,1.55870427601387,1.46846804629136,1.35887670072928,1.26577818627713,NA,"mus","muscle","GSE125483"
"12","ENSMUSG00000004677","+","Myo9b","chr8",71334312,71334315,NA,NA,0.000222863970829,0.0150949572437,"0.706,1.0,1.0","0.0,0.561,0.0","A3SS","8","Myo9b",1.2825584136873,1.00717328054963,1.23536741248666,1.32169323199039,1.55870427601387,1.46846804629136,1.35887670072928,1.26577818627713,NA,"mus","muscle","GSE125483"
"13","ENSMUSG00000004891","+","Nes","chr3",87976580,87976712,NA,NA,8.9137084668e-05,0.0121984100368,"1.0,1.0,1.0","1.0,0.759,1.0","RI","3","Nes",4.93793214043017,6.81237646337282,3.19728864884663,7.44606918656484,5.82250948644015,9.02139351480673,4.65257675857232,7.75994638824813,NA,"mus","muscle","GSE125483"
"14","ENSMUSG00000006010","-","Odr4","chr1",150388657,150388619,NA,NA,0.000199265899707,0.01408684412,"1.0,1.0,1.0","0.951,0.909,0.947","A3SS","1","Odr4",8.75627516097561,6.70534977097561,10.1088209885366,7.00004012292683,7.63820042268293,6.39451607560976,8.83443219073171,6.69996865650407,NA,"mus","muscle","GSE125483"
"15","ENSMUSG00000006299","-","Aamp","chr1",74284044,74284041,NA,NA,0.00111245053673,0.0482699240703,"1.0,1.0,0.49","1.0,0.49,0.0","A3SS","1","Aamp",19.1329475905147,18.3308976038172,17.5519738935801,19.0601593412377,20.8843911390977,21.5673951512435,19.1897708743975,19.6528173654328,NA,"mus","muscle","GSE125483"
"16","ENSMUSG00000006307","-","Kmt2b","chr7",30583916,30584196,NA,NA,3.76564762243e-05,0.0055240413383,"0.89,1.0,1.0","0.708,0.687,0.901","SE","7","Kmt2b",2.12128603647353,1.97066953282618,1.66946848384744,2.40906911004585,2.52956622426011,2.6420649596707,2.10677358152703,2.34060120084758,NA,"mus","muscle","GSE125483"
"17","ENSMUSG00000006958","+","Chrd","chr16",20739510,20739953,NA,NA,0.00015486572057,0.0162416593969,"1.0,1.0,0.453","0.216,0.315,1.0","RI","16","Chrd",0.365614638542665,0.384648930169383,0.45419752604666,0.528791902205177,0.480308765899648,0.543865963566635,0.433373643496324,0.485768931980398,NA,"mus","muscle","GSE125483"
"18","ENSMUSG00000007880","-","Arid1a","chr4",133687379,133687376,NA,NA,1.72156013186e-05,0.00269052556779,"0.0,0.0,0.0","0.324,0.064,0.299","A3SS","4","Arid1a",2.73906943168351,2.45100934820495,2.32791961031718,3.2244698744336,3.10961433365284,3.22283403807947,2.72553445855118,2.96610442023934,NA,"mus","muscle","GSE125483"
"19","ENSMUSG00000008305","-","Tle1","chr4",72169121,72169091,NA,NA,1.25161787961e-05,0.00245004199934,"0.036,0.0,0.095","0.275,0.219,0.25","A5SS","4","Tle1",1.48060778911721,1.0435175701986,1.51007358994375,1.23310731190449,1.19290777890024,1.53767371874641,1.3945297193204,1.27143286694983,NA,"mus","muscle","GSE125483"
"20","ENSMUSG00000008855","-","Hdac5","chr11",102201232,102201404,NA,NA,0.000340957347554,0.0293466859859,"1.0,0.921,1.0","0.891,0.89,0.941","SE","11","Hdac5",4.09870418849658,4.16026364066059,3.48416316924829,5.44797578678816,4.81061548724374,5.9740790833713,4.13116094832954,5.19410617027335,NA,"mus","muscle","GSE125483"
"21","ENSMUSG00000009210","+","Prr29","chr11",106375172,106375248,NA,NA,9.24076516444e-05,0.0112152308147,"0.326,1.0,1.0","0.326,0.392,0.0","SE","11","Prr29",2.00532915719258,2.54131752958237,0.997324032482599,2.83866633294664,2.8497614675174,3.56854129118329,1.95080488573086,2.9828417179041,NA,"mus","muscle","GSE125483"
"22","ENSMUSG00000009995","+","Taz","chrX",74288928,74289019,NA,NA,0.000139242037298,0.0153530272498,"0.26,0.26,0.285","0.668,0.548,0.491","SE","X","Taz",3.41888378038777,3.31085812266965,3.59567005947054,3.74329713180462,3.54211047557793,5.30496548042506,3.51888810514541,4.11970691163311,NA,"mus","muscle","GSE125483"
"23","ENSMUSG00000009995","+","Taz","chrX",74288983,74289019,NA,NA,2.31602697688e-05,0.00406993490625,"0.081,0.117,0.174","0.482,0.434,0.422","SE","X","Taz",3.41888378038777,3.31085812266965,3.59567005947054,3.74329713180462,3.54211047557793,5.30496548042506,3.51888810514541,4.11970691163311,NA,"mus","muscle","GSE125483"
"24","ENSMUSG00000010476","-","Ebf3","chr7",137198689,137198581,NA,NA,0.000145642952068,0.011234735497,"1.0,0.442,1.0","0.073,0.51,0.09","A3SS","7","Ebf3",1.00784938289802,1.240067570608,1.72192993323941,0.63321985173946,0.986225686572017,1.42293520060691,1.23866833423648,1.09874087431812,NA,"mus","muscle","GSE125483"
"25","ENSMUSG00000010911","+","Apip","chr2",103087112,103087161,NA,NA,0.000144550007585,0.0158347962854,"1.0,1.0,0.981","0.927,0.943,0.976","SE","2","Apip",16.58752522,11.990389525,14.248477865,10.245535183,14.387917413,13.563986944,15.074640166,11.933303884,NA,"mus","muscle","GSE125483"
"26","ENSMUSG00000012126","+","Ubxn11","chr4",134123919,134124833,NA,NA,0.000609248978697,0.0347398844728,"0.098,0.067,1.0","1.0,0.302,1.0","RI","4","Ubxn11",0.0900423207507381,0.0925601566849431,0.0810122587515816,0.106990112821594,0.112900699704766,0.0383307619148039,0.0946517597356952,0.079293677140447,NA,"mus","muscle","GSE125483"
"27","ENSMUSG00000012609","+","Ttll5","chr12",85939325,85939328,NA,NA,0.000240485173896,0.0158147234964,"0.812,1.0,1.0","0.324,0.706,0.49","A3SS","12","Ttll5",0.291502788661417,0.286505110110236,0.337132699779528,0.337126018645669,0.323080563968504,0.375807889070866,0.317238684136483,0.33314633927559,NA,"mus","muscle","GSE125483"
"28","ENSMUSG00000013033","+","Adgrl1","chr8",83924205,83924355,NA,NA,2.63170241688e-06,0.000683027996504,"1.0,1.0,1.0","0.491,0.11,1.0","SE","8","Adgrl1",3.75664562582974,3.28641599475952,1.73433024199371,3.98813563642716,3.52118415639921,3.82404339024106,3.00405334140755,3.69953167380925,NA,"mus","muscle","GSE125483"
"29","ENSMUSG00000013483","+","Card14","chr11",119338472,119338871,NA,NA,0.000102395977345,0.0127389904542,"0.514,1.0,1.0","0.07,0.312,1.0","RI","11","Card14",0.120125487947883,0.0704233096634093,0.0395610605863192,0.162586971769815,0.0805886796959826,0.152802472964169,0.0800917427433949,0.128604251465798,NA,"mus","muscle","GSE125483"
"30","ENSMUSG00000013846","-","St3gal1","chr15",67162986,67163051,NA,NA,0.000136382123031,0.015236863679,"0.0,0.0,0.069","0.0,0.263,0.192","SE","15","St3gal1",2.5035718187126,2.23415538709677,3.70439441059699,3.47468973930813,3.52690517004817,3.25010812085827,3.24495713311925,2.98631774908772,NA,"mus","muscle","GSE125483"
"31","ENSMUSG00000013858","-","Tmem259","chr10",79978475,79978547,NA,NA,0.000202825607245,0.0185044562343,"0.06,0.097,0.067","0.142,0.135,0.123","RI","10","Tmem259",9.35504483079563,9.20452159768389,7.072576646365,9.4521085035385,9.51057557023376,11.1495358921295,8.6460656824648,9.93538866445063,NA,"mus","muscle","GSE125483"
"32","ENSMUSG00000014444","-","Piezo1","chr8",122502311,122502308,NA,NA,0.00107564768385,0.0474138669532,"0.742,1.0,0.939","1.0,0.75,0.767","A3SS","8","Piezo1",1.68280541872169,2.58590661036739,2.19931161227982,4.06835276144942,2.49626065153498,4.97109754886764,2.12612589417883,3.87511897356148,NA,"mus","muscle","GSE125483"
"33","ENSMUSG00000014504","+","Srp19","chr18",34331825,34334292,NA,NA,0.000549362075312,0.0319915744708,"0.024,0.037,0.033","0.018,0.019,0.023","RI","18","Srp19",6.0639407922865,6.71321730330579,8.57442561735537,5.94916514022039,7.05303797438017,7.33911032892562,7.23046812800735,6.66716425748393,NA,"mus","muscle","GSE125483"
"34","ENSMUSG00000014609","-","Chrne","chr11",70615207,70615314,NA,NA,0.000529662650936,0.0400690983018,"0.917,1.0,0.846","0.714,0.831,0.663","SE","11","Chrne",6.81188188698225,12.8036532153846,4.02786131893491,8.97746817514793,6.67593222426035,9.92936500118343,5.83855847672584,10.570162130572,NA,"mus","muscle","GSE125483"
"35","ENSMUSG00000014959","+","Gorasp2","chr2",70672564,70672761,NA,NA,0.000610412736881,0.0436341647084,"0.13,0.158,0.159","0.254,0.211,0.226","SE","2","Gorasp2",19.537071560193,17.8473912496984,18.9453547710495,20.0039694154403,19.5143344062726,18.9971044769602,19.3322535791717,18.9494883806996,NA,"mus","muscle","GSE125483"
"36","ENSMUSG00000015656","+","Hspa8","chr9",40801917,40801988,NA,NA,2.4198218056e-06,0.000516911165704,"0.973,0.959,1.0","1.0,1.0,1.0","A3SS","9","Hspa8",155.478185944664,206.897495029063,110.865467755871,138.928455368519,133.557200229714,140.340301704952,133.300284643416,162.055417367511,NA,"mus","muscle","GSE125483"
"37","ENSMUSG00000016477","-","E2f3","chr13",29918795,29918777,NA,NA,0.000413244333546,0.022171595737,"1.0,1.0,1.0","0.918,0.886,0.761","A3SS","13","E2f3",3.58290020832566,3.40520352680052,3.80975698526432,4.18303794216246,3.0571649631608,3.49886704752256,3.48327405225026,3.69570283882851,NA,"mus","muscle","GSE125483"
"38","ENSMUSG00000016494","+","Cd34","chr1",194949304,194949381,NA,NA,6.54043872395e-08,2.59468547663e-05,"1.0,1.0,1.0","0.928,0.919,1.0","A3SS","1","Cd34",7.61031390617284,3.57740947750343,13.4784811466392,8.29970095445816,8.51073888930041,7.93691516584362,9.86651131403748,6.6046751992684,NA,"mus","muscle","GSE125483"
"39","ENSMUSG00000017307","-","Acot8","chr2",164795081,164794984,NA,NA,1.35764521492e-06,0.00106303620328,"0.786,0.878,0.711","1.0,0.961,1.0","A5SS","2","Acot8",2.24314438758137,2.00967313370055,1.73919111116675,1.68587878117176,1.88897819379069,1.9134113545318,1.9571045641796,1.8696544231347,NA,"mus","muscle","GSE125483"
"40","ENSMUSG00000018417","-","Myo1b","chr1",51766821,51766908,NA,NA,1.03383871219e-06,0.000363351230722,"1.0,1.0,0.89","0.721,0.604,0.745","SE","1","Myo1b",0.931672476556709,1.04469175722758,1.19083287407339,1.26080300176056,1.05756914353225,1.17450044301334,1.06002483138745,1.15999840066716,NA,"mus","muscle","GSE125483"
"41","ENSMUSG00000018672","+","Copz2","chr11",96855255,96855259,NA,NA,8.64988742855e-08,3.00259217364e-05,"1.0,1.0,1.0","0.977,0.883,1.0","A3SS","11","Copz2",8.51667921512681,6.48703770516304,8.48576109827899,7.62358071422102,7.97680026856884,6.65757920697464,8.32641352732488,6.92273254211957,NA,"mus","muscle","GSE125483"
"42","ENSMUSG00000018809","+","Smyd4","chr11",75382249,75382394,NA,NA,0.000703773251205,0.0484598152973,"0.879,0.568,0.583","1.0,1.0,0.664","SE","11","Smyd4",1.22864435712636,1.16733694779395,1.28657846592747,1.20873011503812,1.13534022661123,1.04396063270963,1.21685434988835,1.14000923184723,NA,"mus","muscle","GSE125483"
"43","ENSMUSG00000019787","+","Trdn","chr10",33433700,33433730,NA,NA,7.03750171589e-05,0.00933109848235,"0.946,0.992,0.959","0.989,0.991,0.986","SE","10","Trdn",145.298267233961,141.312576780582,121.049609193648,150.475428615697,121.981798444611,141.478219451133,129.443224957407,144.422074949137,NA,"mus","muscle","GSE125483"
"44","ENSMUSG00000019787","+","Trdn","chr10",33464557,33464596,33466422,33466461,3.3374859448e-05,0.00236467059719,"0.416,0.392,0.381","0.463,0.611,0.535","MXE","10","Trdn",145.298267233961,141.312576780582,121.049609193648,150.475428615697,121.981798444611,141.478219451133,129.443224957407,144.422074949137,NA,"mus","muscle","GSE125483"
"45","ENSMUSG00000019787","+","Trdn","chr10",33333231,33333249,33334981,33335014,0.000413351205859,0.0232570840238,"0.294,0.342,0.276","0.393,0.383,0.359","MXE","10","Trdn",145.298267233961,141.312576780582,121.049609193648,150.475428615697,121.981798444611,141.478219451133,129.443224957407,144.422074949137,NA,"mus","muscle","GSE125483"
"46","ENSMUSG00000019933","+","Mrln","chr10",70215760,70215797,NA,NA,0.000192360589814,0.019058767999,"0.023,0.005,0.002","0.042,0.031,0.026","SE","10","Mrln",21.7605425186441,24.9542573466102,17.7536403262712,17.6886772059322,14.1647597847458,22.9913217288136,17.8929808765537,21.8780854271187,NA,"mus","muscle","GSE125483"
"47","ENSMUSG00000020309","-","Chac2","chr11",30979564,30979600,NA,NA,0.000674526494966,0.0472168546476,"1.0,0.975,0.979","0.881,0.989,0.892","SE","11","Chac2",7.902809,9.00040763878327,10.7911087642586,8.37306177718631,7.32729144106464,7.31291923422053,8.67373640177441,8.22879621673004,NA,"mus","muscle","GSE125483"
"48","ENSMUSG00000020346","+","Mgat1","chr11",49251549,49251674,NA,NA,1.59415813883e-11,2.068726754e-08,"0.825,0.849,1.0","0.516,0.412,0.469","SE","11","Mgat1",1.89404685463765,1.52974637080076,2.48645936234946,1.76313810606381,0.967817405873653,1.93736345341221,1.78277454095359,1.74341597675893,NA,"mus","muscle","GSE125483"
"49","ENSMUSG00000020385","+","Clk4","chr11",51270536,51270595,NA,NA,1.20741883436e-06,0.000407383114713,"0.522,1.0,0.699","1.0,1.0,1.0","SE","11","Clk4",6.6046592968777,7.59540019579093,7.06584404881835,7.47226900034501,6.11190018923581,6.73697418475073,6.59413451164395,7.26821446029556,NA,"mus","muscle","GSE125483"
"50","ENSMUSG00000020476","+","Dbnl","chr11",5797274,5797286,NA,NA,0.000818334784858,0.0366534789928,"0.026,0.222,0.234","0.0,0.052,0.0","A3SS","11","Dbnl",4.03692715984655,3.27216421099744,5.00173342199489,3.94088112276215,4.11301896163683,4.07469498465473,4.38389318115942,3.76258010613811,NA,"mus","muscle","GSE125483"
"51","ENSMUSG00000020476","+","Dbnl","chr11",5797274,5797283,NA,NA,0.000296019621724,0.017490350841,"0.113,0.727,0.372","0.0,0.09,0.0","A3SS","11","Dbnl",4.03692715984655,3.27216421099744,5.00173342199489,3.94088112276215,4.11301896163683,4.07469498465473,4.38389318115942,3.76258010613811,NA,"mus","muscle","GSE125483"
"52","ENSMUSG00000020516","-","Rps6kb1","chr11",86516743,86516987,86517349,86517392,1.70869607352e-09,2.51441199126e-07,"0.0,0.0,0.0","0.598,0.457,0.441","MXE","11","Rps6kb1",4.03205925098175,4.5312649011319,4.98405923388773,5.375912995842,4.31394078505428,4.84052374220374,4.44335308997459,4.91590054639255,NA,"mus","muscle","GSE125483"
"53","ENSMUSG00000020528","-","Prpsap2","chr11",61756581,61756677,NA,NA,1.67432572873e-06,0.000486997845581,"1.0,1.0,1.0","1.0,0.576,0.7","SE","11","Prpsap2",2.3328121049949,1.81104699133537,3.6846615285423,2.88138997706422,2.75692251529052,2.8782849108053,2.92479871627591,2.52357395973496,NA,"mus","muscle","GSE125483"
"54","ENSMUSG00000020719","-","Ddx5","chr11",106782693,106783958,NA,NA,0.000141432160824,0.0161291593406,"0.512,0.529,0.588","0.674,0.601,0.619","RI","11","Ddx5",91.9024115942857,96.6910112413853,102.848630574545,98.8588169516883,92.5047306997403,89.909423872381,95.7519242895237,95.1530840218182,NA,"mus","muscle","GSE125483"
"55","ENSMUSG00000020863","-","Luc7l3","chr11",94292393,94292472,NA,NA,0.000553199183038,0.0409318869204,"0.848,0.768,0.654","0.42,0.523,0.547","SE","11","Luc7l3",5.90434125309151,9.18432998969497,6.31032766391866,6.67473066240725,5.3948557513053,5.22382140409453,5.86984155610516,7.02762735206558,NA,"mus","muscle","GSE125483"
"56","ENSMUSG00000021000","+","Mia2","chr12",59176330,59176459,NA,NA,3.65495331592e-05,0.00545655419819,"0.762,0.926,1.0","0.681,0.575,0.494","SE","12","Mia2",5.43120915108106,5.25828797935759,6.66563681875612,5.14727077391227,4.84085113622208,4.75095194029718,5.64589903535309,5.05217023118901,NA,"mus","muscle","GSE125483"
"57","ENSMUSG00000021000","+","Mia2","chr12",59174105,59174188,NA,NA,5.01809839126e-07,0.000196872836885,"0.985,0.99,1.0","0.966,0.933,0.918","SE","12","Mia2",5.43120915108106,5.25828797935759,6.66563681875612,5.14727077391227,4.84085113622208,4.75095194029718,5.64589903535309,5.05217023118901,NA,"mus","muscle","GSE125483"
"58","ENSMUSG00000021115","+","Vrk1","chr12",106071569,106071641,NA,NA,7.43579224199e-05,0.00964937039403,"0.0,0.0,0.0","0.166,0.186,0.037","SE","12","Vrk1",0.86037485786802,0.700106138617727,1.0939794418196,0.927580446700508,0.887794751269036,0.911455783873487,0.947383016985552,0.846380789730574,NA,"mus","muscle","GSE125483"
"59","ENSMUSG00000021115","+","Vrk1","chr12",106070615,106071569,NA,NA,9.66819990733e-09,1.32309315732e-05,"1.0,1.0,1.0","0.203,0.44,0.682","RI","12","Vrk1",0.86037485786802,0.700106138617727,1.0939794418196,0.927580446700508,0.887794751269036,0.911455783873487,0.947383016985552,0.846380789730574,NA,"mus","muscle","GSE125483"
"60","ENSMUSG00000021235","+","Coq6","chr12",84370354,84370923,NA,NA,2.07281868336e-07,0.000141832618409,"0.49,0.485,0.454","0.845,1.0,1.0","RI","12","Coq6",3.5269266024825,3.63827210693826,3.73605718936983,3.74381528516868,3.81297862762572,4.17405955346913,3.69198747315935,3.85204898185869,NA,"mus","muscle","GSE125483"
"61","ENSMUSG00000021235","+","Coq6","chr12",84370386,84370923,NA,NA,0.00044055010062,0.0267952361199,"0.017,0.045,0.019","0.052,0.057,0.039","RI","12","Coq6",3.5269266024825,3.63827210693826,3.73605718936983,3.74381528516868,3.81297862762572,4.17405955346913,3.69198747315935,3.85204898185869,NA,"mus","muscle","GSE125483"
"62","ENSMUSG00000021244","+","Ylpm1","chr12",85060262,85060314,NA,NA,1.26511453868e-06,0.000414469642238,"1.0,1.0,1.0","0.798,0.88,0.849","SE","12","Ylpm1",1.65811068458745,1.52207221393988,1.69459804508775,1.6343915672786,1.5894565629413,1.56672535908816,1.64738843087217,1.57439638010221,NA,"mus","muscle","GSE125483"
"63","ENSMUSG00000021306","-","Gpr137b","chr13",13360827,13361072,NA,NA,1.74695813371e-11,2.10508455112e-08,"1.0,1.0,1.0","0.403,0.336,0.13","SE","13","Gpr137b",0.187079557103064,0.217041931157979,0.454618114405094,0.420561643653004,0.306553276163947,0.320655152208516,0.316083649224035,0.319419575673166,NA,"mus","muscle","GSE125483"
"64","ENSMUSG00000021614","-","Vcan","chr13",89688284,89693501,NA,NA,0.000682119284504,0.0475510426842,"0.585,1.0,1.0","1.0,0.387,0.521","SE","13","Vcan",0.327683083598396,0.169391311851749,0.340372209168856,0.306302846494261,0.299806671069008,0.261817135389296,0.322620654612087,0.245837097911769,NA,"mus","muscle","GSE125483"
"65","ENSMUSG00000021639","-","Gtf2h2","chr13",100486473,100486070,NA,NA,0.000445720919689,0.0465332640155,"0.715,1.0,0.775","0.913,1.0,1.0","A5SS","13","Gtf2h2",2.78995056854752,2.7878536296932,3.18681987041407,2.83767381012658,2.8517327833083,2.69878144925982,2.9428344074233,2.7747696296932,NA,"mus","muscle","GSE125483"
"66","ENSMUSG00000021661","+","Ankra2","chr13",98266150,98266532,NA,NA,0.000194682797417,0.019058767999,"1.0,1.0,1.0","0.937,0.892,0.942","SE","13","Ankra2",2.92466187478374,2.46514204736159,2.95271463819204,3.16461790138408,3.05848769809689,2.7223803107699,2.97862140369089,2.78404675317186,NA,"mus","muscle","GSE125483"
"67","ENSMUSG00000021693","-","Kif2a","chr13",106969703,106969817,NA,NA,0.000600688568555,0.0432814369767,"0.74,0.257,0.826","0.952,0.862,1.0","SE","13","Kif2a",2.60468391428125,2.60983428312216,3.35025327123416,2.50502824307837,1.99665329766933,2.20390339652745,2.65053016106158,2.43958864090933,NA,"mus","muscle","GSE125483"
"68","ENSMUSG00000021706","-","Zfyve16","chr13",92508346,92508291,NA,NA,8.33149698652e-05,0.00746340875212,"1.0,1.0,1.0","0.786,0.861,0.53","A3SS","13","Zfyve16",1.46224960604349,1.25065069697825,1.83517363753177,1.43120866605479,1.12450269810788,1.18645508528664,1.47397531389438,1.28943814943989,NA,"mus","muscle","GSE125483"
"69","ENSMUSG00000021768","-","Dusp13","chr14",21744747,21744942,NA,NA,1.66125557755e-09,1.40126907966e-06,"0.987,0.913,1.0","0.886,0.913,0.917","SE","14","Dusp13",46.8420682656706,49.5009719376822,30.9695349526239,40.6990040973032,43.4190995207726,49.7105119639213,40.4102342463557,46.6368293329689,NA,"mus","muscle","GSE125483"
"70","ENSMUSG00000021768","-","Dusp13","chr14",21743434,21743529,NA,NA,1.42585343532e-09,1.3266701237e-06,"0.987,0.909,1.0","0.894,0.906,0.907","SE","14","Dusp13",46.8420682656706,49.5009719376822,30.9695349526239,40.6990040973032,43.4190995207726,49.7105119639213,40.4102342463557,46.6368293329689,NA,"mus","muscle","GSE125483"
"71","ENSMUSG00000021772","+","Nkiras1","chr14",18277843,18278101,NA,NA,0.000563601412876,0.041338938414,"0.306,0.249,0.332","0.129,0.259,0.21","SE","14","Nkiras1",7.17005904826079,7.46853742888363,7.93177725787653,5.76429723238026,6.59946731287561,6.85112538754325,7.23376787300431,6.69465334960238,NA,"mus","muscle","GSE125483"
"72","ENSMUSG00000021819","+","Zswim8","chr14",20714568,20714670,NA,NA,0.000160220973225,0.0162416593969,"1.0,1.0,1.0","0.787,0.863,1.0","RI","14","Zswim8",3.44731964877765,2.84743680267753,2.65392139545984,3.74593132142026,4.10438387543655,4.50208771303842,3.40187497322468,3.6984852790454,NA,"mus","muscle","GSE125483"
"73","ENSMUSG00000021868","+","Ppif","chr14",25696092,25698265,NA,NA,0.000350709804256,0.0239368150325,"1.0,1.0,1.0","1.0,0.61,0.35","RI","14","Ppif",4.01808692089611,4.26633429401269,4.2320705590801,3.68406927160983,4.12142265305313,4.17164731106265,4.12386004434311,4.04068362556172,NA,"mus","muscle","GSE125483"
"74","ENSMUSG00000022052","-","Ppp2r2a","chr14",67037937,67038008,NA,NA,0.000285155993928,0.0255602494628,"0.052,0.033,0.032","0.005,0.014,0.013","SE","14","Ppp2r2a",11.1480533571827,10.4486748634083,11.0221691414235,11.7867159199034,9.9956529362572,10.3415680895744,10.7219584782878,10.858986290962,NA,"mus","muscle","GSE125483"
"75","ENSMUSG00000022307","+","Oxr1","chr15",41833466,41833621,NA,NA,8.96410983332e-05,0.0109582994846,"0.239,1.0,0.386","1.0,1.0,1.0","SE","15","Oxr1",9.85687251849776,7.37597207034753,7.00925218497758,8.62922639027466,8.70871720039238,8.37794761210762,8.52494730128924,8.1277153575766,NA,"mus","muscle","GSE125483"
"76","ENSMUSG00000022353","-","Mtss1","chr15",58948322,58948442,NA,NA,1.35062711091e-05,0.00271250944774,"1.0,1.0,1.0","1.0,0.271,0.426","SE","15","Mtss1",1.15786587166152,1.36202763754958,1.59051379938299,1.53851352983693,1.17003583420009,1.5825500235346,1.3061385017482,1.49436373030704,NA,"mus","muscle","GSE125483"
"77","ENSMUSG00000022425","-","Enpp2","chr15",54851347,54851422,NA,NA,0.000181845570268,0.0188204587142,"0.067,0.026,0.0","0.307,0.051,0.115","SE","15","Enpp2",2.84430247914864,1.34492905571898,7.4195395853954,3.07313175722443,3.11945771344523,2.47000101418931,4.46109992599642,2.29602060904424,NA,"mus","muscle","GSE125483"
