"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474314","FPKM.SRR8474323","FPKM.SRR8474331","FPKM.SRR8474341","FPKM.SRR8474350","FPKM.SRR8474360","..files.lung_mean_female","..files.lung_mean_male","Remark","Organism","Tissue","GEO_accession"
"33","ENSMUSG00000007591","+","Tssk4","chr14",55651458,55651852,NA,NA,3.60704935684e-05,0.0094370753031,"1.0,1.0,1.0","0.637,0.492,0.799","SE","14","Tssk4",0.49631146301689,0.735548676761794,0.41917342341293,0.707957988351776,0.569902368083867,0.684976532323821,0.495129084837896,0.709494399145797,NA,"mus","lung","GSE125483"
"34","ENSMUSG00000007850","+","Hnrnph1","chr11",50379623,50379820,NA,NA,0.00048198571461,0.0242410499695,"0.187,0.206,0.198","0.158,0.173,0.12","RI","11","Hnrnph1",45.9355075171174,43.6965747030127,46.2134487204724,50.4680881816159,42.2878440391989,40.9712757567614,44.8122667589296,45.0453128804633,NA,"mus","lung","GSE125483"
"35","ENSMUSG00000008690","+","Ncaph2","chr15",89370488,89370600,NA,NA,0.000118550951971,0.00997075901314,"0.313,0.284,0.27","0.065,0.232,0.141","RI","15","Ncaph2",22.0462565030967,22.8451077584564,20.9884756133873,22.2174394804669,23.4964071667461,21.8233843037161,22.1770464277434,22.2953105142131,NA,"mus","lung","GSE125483"
"36","ENSMUSG00000008690","+","Ncaph2","chr15",89370488,89370603,NA,NA,0.000137621349203,0.010772145592,"0.064,0.06,0.05","0.014,0.048,0.031","RI","15","Ncaph2",22.0462565030967,22.8451077584564,20.9884756133873,22.2174394804669,23.4964071667461,21.8233843037161,22.1770464277434,22.2953105142131,NA,"mus","lung","GSE125483"
"37","ENSMUSG00000009079","-","Ewsr1","chr11",5079484,5079519,NA,NA,0.000386669287743,0.0405287207541,"0.987,0.967,1.0","1.0,0.916,0.889","SE","11","Ewsr1",36.6684058239377,37.1543061169799,41.5808917619773,43.12049092602,39.6935696529541,36.6916213555104,39.314289079623,38.9888061328368,NA,"mus","lung","GSE125483"
"38","ENSMUSG00000009575","-","Cbx5","chr15",103215021,103215125,NA,NA,7.401035239e-06,0.00340597954522,"1.0,0.67,1.0","0.486,0.468,0.228","SE","15","Cbx5",15.0511500755052,13.8857437234066,13.4945066791028,15.1952685908283,12.9760899723518,12.3032663069065,13.8405822423199,13.7947595403805,NA,"mus","lung","GSE125483"
"39","ENSMUSG00000009575","-","Cbx5","chr15",103215021,103215121,NA,NA,8.40388163659e-06,0.00353599322632,"1.0,0.744,1.0","0.581,0.541,0.254","SE","15","Cbx5",15.0511500755052,13.8857437234066,13.4945066791028,15.1952685908283,12.9760899723518,12.3032663069065,13.8405822423199,13.7947595403805,NA,"mus","lung","GSE125483"
"40","ENSMUSG00000009687","-","Fxyd5","chr7",31041469,31041457,NA,NA,0.00017374760874,0.0159424025385,"1.0,1.0,1.0","1.0,0.958,0.796","A3SS","7","Fxyd5",13.5778542652672,13.6689278905057,15.7779794439408,16.143037415792,13.9540478251431,15.8830186135496,14.436627178117,15.2316613066158,NA,"mus","lung","GSE125483"
"41","ENSMUSG00000014303","+","Glis2","chr16",4611666,4611750,NA,NA,0.000748911196263,0.0315154612536,"0.159,0.123,0.147","0.064,0.074,0.09","RI","16","Glis2",6.72610318202607,7.22451043356963,9.02443983306654,7.25926726480677,7.86238581751658,6.11982811936885,7.8709762775364,6.86786860591508,NA,"mus","lung","GSE125483"
"42","ENSMUSG00000015016","+","Acsf3","chr8",122785818,122785964,NA,NA,0.000326181885046,0.0361166731589,"0.949,1.0,1.0","0.955,0.938,0.766","SE","8","Acsf3",2.97779482412597,3.01230420816653,3.77292727034961,3.44866091219642,3.48831907712837,3.09376550253536,3.41301372386798,3.18491020763277,NA,"mus","lung","GSE125483"
"43","ENSMUSG00000015120","-","Ube2i","chr17",25274172,25274161,NA,NA,0.000812981205809,0.0307110658953,"0.915,0.878,1.0","0.826,0.783,0.727","A5SS","17","Ube2i",25.0864582500913,23.3923019073803,27.4402823611619,27.4296427398612,25.7041730717939,22.8429521883449,26.0769712276824,24.5549656118621,NA,"mus","lung","GSE125483"
"44","ENSMUSG00000015377","-","Dennd6b","chr15",89185464,89185537,NA,NA,0.00146315469852,0.0477167593517,"0.177,0.234,0.384","0.154,0.137,0.041","RI","15","Dennd6b",2.32442693809362,2.36323585634328,3.1042286015943,2.69461618504071,2.75843723863636,2.33724798236092,2.72903092610809,2.4650333412483,NA,"mus","lung","GSE125483"
"45","ENSMUSG00000015957","+","Wnt11","chr7",98849103,98849217,NA,NA,0.000119672954481,0.0194736327532,"0.191,0.121,0.084","0.035,0.016,0.021","SE","7","Wnt11",2.62936943364757,2.82509248126662,2.37599948803481,2.26749066207397,3.59819586487793,2.08224705390379,2.86785492885344,2.39161006574813,NA,"mus","lung","GSE125483"
"46","ENSMUSG00000015968","-","Cacna1d","chr14",30050233,30050260,NA,NA,4.73946387372e-05,0.0109656178818,"0.116,0.04,0.218","0.273,0.386,0.388","SE","14","Cacna1d",3.93370637133636,2.66703096081143,3.21662787222552,2.83449902068103,2.75081716136468,2.01557750997826,3.30038380164219,2.50570249715691,NA,"mus","lung","GSE125483"
"47","ENSMUSG00000016477","-","E2f3","chr13",29918795,29918777,NA,NA,3.13485507419e-06,0.000892907189173,"1.0,1.0,1.0","0.571,1.0,0.39","A3SS","13","E2f3",1.4923160138147,1.73893526671579,2.04333727482041,2.0569340368392,1.58489321956161,1.72308974875668,1.70684883606557,1.83965301743722,NA,"mus","lung","GSE125483"
"48","ENSMUSG00000016496","+","Cd274","chr19",29372453,29372519,NA,NA,8.73404212519e-05,0.0163849517652,"1.0,0.961,1.0","0.916,0.757,0.928","SE","19","Cd274",7.133399,6.760192,11.227575,10.342937,9.09704,7.822257,9.15267133333333,8.308462,NA,"mus","lung","GSE125483"
"49","ENSMUSG00000016940","+","Kctd2","chr11",115429634,115429782,NA,NA,2.25454903391e-06,0.00165126808814,"1.0,1.0,1.0","0.858,0.912,0.725","SE","11","Kctd2",14.0980934044533,12.5233679780658,15.3362149757395,15.6052441119973,15.0117609019608,14.8579735556663,14.8153564273845,14.3288618819098,NA,"mus","lung","GSE125483"
"50","ENSMUSG00000017307","-","Acot8","chr2",164802996,164803133,NA,NA,1.40861012656e-05,0.00505948708019,"0.804,0.819,0.904","1.0,0.899,1.0","SE","2","Acot8",6.01867140811217,6.28655768202303,6.31443080520781,6.03771198948423,6.51372141111667,5.50431329444166,6.28227454147888,5.94286098864964,NA,"mus","lung","GSE125483"
"51","ENSMUSG00000017664","-","Slc35c2","chr2",165283603,165283535,NA,NA,0.000396486833115,0.0298316693236,"1.0,1.0,0.836","0.728,0.671,0.907","A3SS","2","Slc35c2",7.15596772560041,6.22092160117527,8.05412791543178,6.95144519724068,7.38875715125192,8.43535466555953,7.53295093076137,7.20257382132516,NA,"mus","lung","GSE125483"
"52","ENSMUSG00000017843","+","Ppp2r5c","chr12",110574744,110574861,NA,NA,0.000274426683681,0.0324605988532,"1.0,0.875,0.891","1.0,1.0,0.976","SE","12","Ppp2r5c",14.4617494978277,14.7749538928313,9.9307329226406,17.6172114261405,14.7622669370022,15.1464853425054,13.0515831191568,15.8462168871591,NA,"mus","lung","GSE125483"
"53","ENSMUSG00000018411","+","Mapt","chr11",104298497,104299256,NA,NA,1.14715827989e-05,0.00427686744527,"1.0,0.889,0.964","0.857,0.799,0.801","SE","11","Mapt",6.8298927260656,7.82290263656885,23.1068363480282,22.3743099028018,6.0325266687027,19.694295817023,11.9897519142655,16.6305027854646,NA,"mus","lung","GSE125483"
"54","ENSMUSG00000018411","+","Mapt","chr11",104298545,104299256,NA,NA,9.93388103776e-06,0.00386757064103,"1.0,0.888,0.963","0.855,0.795,0.8","SE","11","Mapt",6.8298927260656,7.82290263656885,23.1068363480282,22.3743099028018,6.0325266687027,19.694295817023,11.9897519142655,16.6305027854646,NA,"mus","lung","GSE125483"
"55","ENSMUSG00000018433","-","Nol11","chr11",107180118,107180912,NA,NA,0.000591677580761,0.0267431904161,"0.039,0.015,0.016","0.008,0.005,0.01","RI","11","Nol11",4.32419239854396,4.88434098282621,5.41865389602389,5.55866729979466,4.88503513141684,4.41423355814822,4.87596047532823,4.95241394692303,NA,"mus","lung","GSE125483"
"56","ENSMUSG00000019254","-","Ppp1r12c","chr7",4482972,4483013,NA,NA,9.60814573762e-05,0.0171528558176,"0.969,1.0,1.0","0.951,0.953,0.959","SE","7","Ppp1r12c",15.7939383566532,15.3461288290323,20.3538882,17.0426900540323,15.8833621258065,13.5661471578629,17.3437295608199,15.3183220136425,NA,"mus","lung","GSE125483"
"57","ENSMUSG00000019790","-","Stxbp5","chr10",9784187,9784235,NA,NA,0.000352087855575,0.03784687449,"0.942,1.0,1.0","0.749,0.877,0.919","SE","10","Stxbp5",2.4208366768001,2.38078170750318,2.71006553703143,2.87843195161388,2.64593240828438,2.0095165455096,2.59227820737197,2.42291006820889,NA,"mus","lung","GSE125483"
"58","ENSMUSG00000019813","-","Cep57l1","chr10",41728627,41728714,NA,NA,0.000191546964382,0.0257512560067,"0.643,1.0,1.0","0.231,0.512,1.0","SE","10","Cep57l1",0.979878026491198,0.825564558878824,0.92763699829089,1.01032419894035,0.888637210562297,0.830902401128012,0.932050745114795,0.888930386315729,NA,"mus","lung","GSE125483"
"59","ENSMUSG00000019856","-","Fam184a","chr10",53638176,53638281,NA,NA,3.67553961933e-07,0.000515503182896,"0.724,0.645,0.602","0.89,1.0,1.0","SE","10","Fam184a",2.76566803781669,2.41348313263785,2.62032023528316,2.54951029321908,2.48256374292101,2.37914497503726,2.62285067200695,2.44737946696473,NA,"mus","lung","GSE125483"
"60","ENSMUSG00000019856","-","Fam184a","chr10",53634301,53634395,NA,NA,7.79739650492e-06,0.00348027526778,"1.0,1.0,1.0","1.0,0.633,0.539","SE","10","Fam184a",2.76566803781669,2.41348313263785,2.62032023528316,2.54951029321908,2.48256374292101,2.37914497503726,2.62285067200695,2.44737946696473,NA,"mus","lung","GSE125483"
"61","ENSMUSG00000019856","-","Fam184a","chr10",53635399,53635434,NA,NA,1.91508497774e-05,0.0063376402078,"1.0,1.0,1.0","1.0,0.626,0.513","SE","10","Fam184a",2.76566803781669,2.41348313263785,2.62032023528316,2.54951029321908,2.48256374292101,2.37914497503726,2.62285067200695,2.44737946696473,NA,"mus","lung","GSE125483"
"62","ENSMUSG00000019856","-","Fam184a","chr10",53635231,53635434,NA,NA,1.12406910511e-05,0.00424451376318,"0.888,0.84,0.793","0.964,1.0,1.0","SE","10","Fam184a",2.76566803781669,2.41348313263785,2.62032023528316,2.54951029321908,2.48256374292101,2.37914497503726,2.62285067200695,2.44737946696473,NA,"mus","lung","GSE125483"
"63","ENSMUSG00000019927","-","Ube2d1","chr10",71259819,71262083,NA,NA,0.000539506491069,0.0257352648576,"0.109,0.103,0.095","0.087,0.081,0.039","RI","10","Ube2d1",7.74574753008465,7.70320551246854,7.37307476366964,7.92122783299016,7.26217168268131,7.28281407709906,7.46033132547853,7.63574914085259,NA,"mus","lung","GSE125483"
"64","ENSMUSG00000019961","-","Tmpo","chr10",91152627,91152738,NA,NA,9.15736307372e-06,0.00371591971437,"1.0,0.918,0.946","0.88,0.851,0.896","SE","10","Tmpo",9.04849648990726,8.50936601909438,9.17133691643935,9.86117105828333,8.40375349618112,8.22136219639935,8.87452896750924,8.86396642459235,NA,"mus","lung","GSE125483"
"65","ENSMUSG00000020250","+","Txnrd1","chr10",82879348,82879749,NA,NA,0.000594107171322,0.0267431904161,"0.019,0.035,0.042","0.02,0.007,0.016","RI","10","Txnrd1",5.78063859652837,5.63160306152978,6.00015109441152,6.00644502681344,6.1625782998871,4.67616308848434,5.981122663609,5.43807039227585,NA,"mus","lung","GSE125483"
"66","ENSMUSG00000020257","+","Wdr82","chr9",106183615,106183715,NA,NA,0.000104038606702,0.0179195852818,"0.919,0.954,0.969","1.0,0.974,1.0","SE","9","Wdr82",13.0811966134679,12.1430145068601,11.0375841329443,13.8021397364769,11.2185957836303,10.0177038214793,11.7791255100142,11.9876193549388,NA,"mus","lung","GSE125483"
"67","ENSMUSG00000020264","-","Slc36a2","chr11",55179324,55179420,NA,NA,0.000200717235729,0.0261580740882,"0.96,0.939,0.921","0.782,0.936,0.817","SE","11","Slc36a2",13.7763337317972,12.8836714973886,14.6875681677419,11.4858974786482,12.4537202070661,13.0088169993856,13.6392073688684,12.4594619918075,NA,"mus","lung","GSE125483"
"68","ENSMUSG00000020389","+","Cdkl3","chr11",52040560,52040620,NA,NA,0.000385633698172,0.0405287207541,"1.0,0.0,0.351","1.0,1.0,1.0","SE","11","Cdkl3",0.791925934141791,0.857037881716418,1.03894934253731,0.850668931529851,1.07788948414179,0.855136861940299,0.969588253606964,0.854281225062189,NA,"mus","lung","GSE125483"
"69","ENSMUSG00000020389","+","Cdkl3","chr11",52035946,52036020,NA,NA,0.000202063887207,0.0262175668278,"1.0,0.329,0.0","1.0,1.0,1.0","SE","11","Cdkl3",0.791925934141791,0.857037881716418,1.03894934253731,0.850668931529851,1.07788948414179,0.855136861940299,0.969588253606964,0.854281225062189,NA,"mus","lung","GSE125483"
"70","ENSMUSG00000020397","+","Med7","chr11",46439805,46439824,NA,NA,0.000181524511086,0.0251006639672,"0.467,0.366,0.345","1.0,0.904,0.612","SE","11","Med7",6.41557842284918,2.72555950748868,4.22590708986416,5.55971929919889,4.14297496447231,8.26272570916057,4.92815349239522,5.51600150528271,NA,"mus","lung","GSE125483"
"71","ENSMUSG00000020397","+","Med7","chr11",46439805,46439975,NA,NA,1.66560919002e-06,0.00140163392782,"0.858,0.797,0.859","1.0,0.984,0.908","SE","11","Med7",6.41557842284918,2.72555950748868,4.22590708986416,5.55971929919889,4.14297496447231,8.26272570916057,4.92815349239522,5.51600150528271,NA,"mus","lung","GSE125483"
"72","ENSMUSG00000020486","+","Sept4","chr11",87588967,87589085,NA,NA,0.000407809430273,0.0419972417826,"0.943,0.969,0.966","0.928,0.927,0.951","SE","11","Sept4",46.9995695523435,36.5427754855459,48.261305301712,52.1389953272523,43.0015859666012,46.1403115138928,46.0874869402189,44.940694108897,NA,"mus","lung","GSE125483"
"73","ENSMUSG00000020486","+","Sept4","chr11",87588852,87589085,NA,NA,0.000188381052484,0.011835544751,"0.882,0.934,0.927","0.853,0.849,0.893","A5SS","11","Sept4",46.9995695523435,36.5427754855459,48.261305301712,52.1389953272523,43.0015859666012,46.1403115138928,46.0874869402189,44.940694108897,NA,"mus","lung","GSE125483"
"74","ENSMUSG00000020514","+","Mrpl22","chr11",58171842,58172021,NA,NA,0.000687977737205,0.027406531313,"0.1,0.068,0.052","0.028,0.035,0.034","A5SS","11","Mrpl22",12.647283440367,12.7545878501529,11.4998962884811,13.2679603547401,12.6929224362895,13.7353842038736,12.2800340550459,13.2526441362555,NA,"mus","lung","GSE125483"
"75","ENSMUSG00000020521","+","Rnft1","chr11",86484950,86485217,NA,NA,0.000193224037534,0.0257512560067,"0.131,0.141,0.115","0.093,0.084,0.013","SE","11","Rnft1",10.5148724731935,9.25565348251748,9.95081990675991,9.39726888005933,9.46897579126934,9.69578408179699,9.97822272374092,9.44956881479127,NA,"mus","lung","GSE125483"
"76","ENSMUSG00000020659","-","Cbll1","chr12",31492179,31492176,NA,NA,1.5220171582e-06,0.000572582854915,"0.82,0.779,0.706","1.0,1.0,1.0","A3SS","12","Cbll1",3.72273619740454,4.21000500224607,2.7744346453706,4.85994722061393,3.54360687446968,3.74246063014724,3.34692590574827,4.27080428433575,NA,"mus","lung","GSE125483"
"77","ENSMUSG00000020719","-","Ddx5","chr11",106782693,106782684,NA,NA,1.20314869179e-12,2.26312268926e-09,"1.0,1.0,1.0","0.899,1.0,1.0","A3SS","11","Ddx5",286.113430951515,289.444760626147,299.800819334026,309.182823182857,277.940954768485,259.758393880693,287.951735018009,286.128659229899,NA,"mus","lung","GSE125483"
