"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474309","FPKM.SRR8474319","FPKM.SRR8474326","FPKM.SRR8474336","FPKM.SRR8474345","FPKM.SRR8474355","..files.adrenal_mean_female","..files.adrenal_mean_male","Remark","Organism","Tissue","GEO_accession"
"32","ENSMUSG00000003068","+","Stk11","chr10",80126032,80126165,NA,NA,3.77837218288e-05,0.00543110530546,"1.0,1.0,0.979","0.932,0.963,0.964","SE","10","Stk11",18.7065004917031,15.7664619847162,13.3137238417031,18.4529553091703,17.5667577015284,14.7240972340611,16.5289940116449,16.3145048426492,NA,"mus","adrenal","GSE125483"
"33","ENSMUSG00000003534","-","Ddr1","chr17",35703923,35704139,NA,NA,3.02578693079e-06,0.0007931121508,"1.0,1.0,1.0","0.331,0.69,0.476","SE","17","Ddr1",10.6742989763301,8.12121454943444,7.43903346187683,17.2304126872643,9.54262766129032,12.9628824692082,9.21865336649908,12.7715032353023,NA,"mus","adrenal","GSE125483"
"34","ENSMUSG00000003549","+","Ercc1","chr7",19355179,19355292,NA,NA,0.000554390717661,0.0182978173586,"0.794,0.915,0.794","1.0,1.0,0.908","RI","7","Ercc1",4.72597382674381,4.60860074220508,5.29954234297653,6.19365629893925,4.95011558084217,5.31392748505304,4.9918772501875,5.37206150873246,NA,"mus","adrenal","GSE125483"
"35","ENSMUSG00000003680","-","Taf6l","chr19",8785632,8785827,NA,NA,0.000269419340466,0.0228238133292,"0.043,0.0,0.0","0.051,0.063,0.151","SE","19","Taf6l",2.17250521905521,1.83655962328085,1.75216550408611,2.44134650348814,1.77864695016942,2.60298274586406,1.90110589110358,2.29362962421102,NA,"mus","adrenal","GSE125483"
"36","ENSMUSG00000003779","+","Kif20a","chr18",34628786,34628884,NA,NA,0.000435860926483,0.015911361621,"0.174,0.0,0.057","0.457,0.153,0.353","RI","18","Kif20a",1.36831545228216,0.947672034808668,2.06049820700784,1.12907528584601,1.86287221738128,1.18104357284463,1.76389529222376,1.0859302978331,NA,"mus","adrenal","GSE125483"
"37","ENSMUSG00000003808","+","Farsa","chr8",84867648,84867752,NA,NA,1.32820842746e-06,0.00019727035051,"1.0,1.0,1.0","0.779,0.856,0.896","RI","8","Farsa",10.1293306970031,10.6777041467607,9.82857266284707,11.1586784493169,11.1304928331864,10.2539123305421,10.3627987310122,10.6967649755399,NA,"mus","adrenal","GSE125483"
"38","ENSMUSG00000004221","+","Ikbkg","chrX",74427874,74427902,NA,NA,0.00058851983615,0.0250317103642,"0.152,0.0,0.074","0.036,0.48,0.388","A5SS","X","Ikbkg",1.34127616843403,3.97057979371147,1.79753306300863,5.83929074821208,2.87607181960542,4.83745560394575,2.00496035034936,4.8824420486231,NA,"mus","adrenal","GSE125483"
"39","ENSMUSG00000004264","+","Phb2","chr6",124714168,124714829,NA,NA,0.000109475302484,0.00621828918459,"0.052,0.059,0.07","0.084,0.105,0.076","RI","6","Phb2",36.0163763181818,27.2004641767079,24.0435191893491,30.8705821611081,31.8533819303389,28.154194513986,30.6377591459566,28.7417469506007,NA,"mus","adrenal","GSE125483"
"40","ENSMUSG00000004393","-","Ddx56","chr11",6266971,6266917,NA,NA,2.4983211544e-07,5.43072560938e-05,"0.981,1.0,1.0","0.915,0.888,0.937","A3SS","11","Ddx56",14.0463447572049,16.9305637200948,14.101942590604,16.7251273201737,17.3377453442558,16.020847661666,15.1620108973549,16.5588462339782,NA,"mus","adrenal","GSE125483"
"41","ENSMUSG00000004455","+","Ppp1cc","chr5",122172803,122173145,NA,NA,7.73184916092e-09,4.7566336038e-06,"0.987,1.0,0.986","0.891,0.948,0.889","RI","5","Ppp1cc",17.7493735957944,21.3684227216706,11.6855076752336,25.9346477590537,12.5253946431075,15.6674451571262,13.9867586380452,20.9901718792835,NA,"mus","adrenal","GSE125483"
"42","ENSMUSG00000004455","+","Ppp1cc","chr5",122172803,122172955,NA,NA,2.19392176537e-07,8.39833251784e-05,"0.994,1.0,0.994","0.951,0.975,0.948","A5SS","5","Ppp1cc",17.7493735957944,21.3684227216706,11.6855076752336,25.9346477590537,12.5253946431075,15.6674451571262,13.9867586380452,20.9901718792835,NA,"mus","adrenal","GSE125483"
"43","ENSMUSG00000004846","+","Plod3","chr5",136990276,136990417,NA,NA,0.00164673530666,0.0398847071125,"0.017,0.018,0.019","0.038,0.055,0.029","RI","5","Plod3",13.6921805014384,12.3902114923656,12.0671715381722,14.6870963403408,13.9784684832928,11.8860661978314,13.2459401743011,12.9877913435126,NA,"mus","adrenal","GSE125483"
"44","ENSMUSG00000004931","+","Apba3","chr10",81271364,81271391,NA,NA,0.00138641664807,0.0468264960638,"0.965,0.932,0.979","0.872,0.896,0.947","A3SS","10","Apba3",6.40269839792388,7.74404695640138,4.60003139653979,6.43765753183391,5.08132281384083,5.48681123564014,5.36135086943483,6.55617190795848,NA,"mus","adrenal","GSE125483"
"45","ENSMUSG00000004996","-","Mri1","chr8",84256307,84256243,NA,NA,7.23187937725e-05,0.00629173505821,"1.0,1.0,0.868","1.0,1.0,1.0","A5SS","8","Mri1",7.1524661096853,6.55231028872594,7.81389726886648,10.9168746428353,8.39593061533761,8.94331626642224,7.78743133129646,8.80416706599449,NA,"mus","adrenal","GSE125483"
"46","ENSMUSG00000005268","+","Prlr","chr15",10325966,10326475,NA,NA,0.000774459990422,0.0238223893054,"0.055,0.028,0.027","0.063,0.055,0.149","RI","15","Prlr",13.9536555877176,7.70942341886694,19.306060998305,6.05001982123998,19.302198350088,5.74146225053784,17.5206383120369,6.50030183021492,NA,"mus","adrenal","GSE125483"
"47","ENSMUSG00000005774","+","Rfx5","chr3",94956606,94956720,NA,NA,0.00204668554333,0.0462912112594,"0.277,0.067,0.095","0.026,0.027,0.058","RI","3","Rfx5",4.12601174913589,3.71841615481172,6.03770099927233,6.17796017009278,5.56710274222303,6.03095500709478,5.24360516354375,5.30911044399976,NA,"mus","adrenal","GSE125483"
"48","ENSMUSG00000005899","+","Smpd4","chr16",17639845,17640125,NA,NA,0.000172541331561,0.00792144978928,"0.081,0.11,0.053","0.005,0.057,0.021","RI","16","Smpd4",4.08259097088776,4.99457765696259,4.51235800763781,5.4021585391853,5.05817209973434,5.26748568164711,4.55104035941997,5.22140729259833,NA,"mus","adrenal","GSE125483"
"49","ENSMUSG00000006576","+","Slc4a3","chr1",75552127,75552138,NA,NA,0.001530184214,0.0497201610873,"0.0,0.0,0.082","0.204,0.11,0.072","A3SS","1","Slc4a3",17.664045120828,20.438737465403,17.8330852561926,33.1877240684963,26.0647025444819,28.1539161766484,20.5206109738342,27.2601259035159,NA,"mus","adrenal","GSE125483"
"50","ENSMUSG00000006958","+","Chrd","chr16",20739510,20739953,NA,NA,0.00223980407952,0.0489611152705,"0.065,0.077,0.062","0.453,0.151,0.129","RI","16","Chrd",2.54435467098114,1.94451207366571,2.42232149936082,4.59026030744647,3.06867238606584,3.52214736784915,2.6784495188026,3.35230658298711,NA,"mus","adrenal","GSE125483"
"51","ENSMUSG00000006958","+","Chrd","chr16",20735893,20736036,NA,NA,0.000196823903909,0.00877435258586,"0.049,0.0,0.02","0.067,0.119,0.054","RI","16","Chrd",2.54435467098114,1.94451207366571,2.42232149936082,4.59026030744647,3.06867238606584,3.52214736784915,2.6784495188026,3.35230658298711,NA,"mus","adrenal","GSE125483"
"52","ENSMUSG00000007411","+","Mark3","chr12",111653389,111653434,NA,NA,9.93725363885e-07,0.000351431763609,"0.938,1.0,1.0","0.917,0.92,0.919","SE","12","Mark3",9.44194803752577,9.04564224618557,7.55769562597938,7.02560621051546,8.31609240154639,8.66149908371134,8.43857868835051,8.24424918013746,NA,"mus","adrenal","GSE125483"
"53","ENSMUSG00000007411","+","Mark3","chr12",111653389,111653434,NA,NA,1.33034694372e-11,2.28000999278e-08,"0.588,0.641,0.636","0.942,0.927,0.818","SE","12","Mark3",9.44194803752577,9.04564224618557,7.55769562597938,7.02560621051546,8.31609240154639,8.66149908371134,8.43857868835051,8.24424918013746,NA,"mus","adrenal","GSE125483"
"54","ENSMUSG00000007411","+","Mark3","chr12",111651957,111651984,NA,NA,7.55914220107e-11,1.20298348743e-07,"0.622,0.543,0.499","0.943,0.894,0.786","SE","12","Mark3",9.44194803752577,9.04564224618557,7.55769562597938,7.02560621051546,8.31609240154639,8.66149908371134,8.43857868835051,8.24424918013746,NA,"mus","adrenal","GSE125483"
"55","ENSMUSG00000007570","+","Fance","chr17",28322645,28322771,NA,NA,6.17367491018e-07,0.000241314871928,"1.0,1.0,1.0","0.678,0.887,0.848","SE","17","Fance",3.48716915695489,1.88438865726817,2.19886823214286,3.00923410275689,2.73922871303258,2.82609189411028,2.80842203404344,2.57323821804511,NA,"mus","adrenal","GSE125483"
"56","ENSMUSG00000008373","+","Prpf31","chr7",3634862,3636200,NA,NA,9.36752748437e-06,0.000929500469094,"0.018,0.016,0.017","0.059,0.048,0.018","RI","7","Prpf31",8.12696492038978,8.94842575473433,10.148456552859,9.22902393307593,10.0054742496783,9.33808571759515,9.42696524097569,9.17184513513514,NA,"mus","adrenal","GSE125483"
"57","ENSMUSG00000008496","-","Pou2f2","chr7",25116220,25116154,NA,NA,5.95219765891e-05,0.00470494169493,"0.341,0.0,0.341","1.0,0.0,1.0","A3SS","7","Pou2f2",0.261026538153585,0.328680023656436,0.335976611063933,0.631102662986777,0.242528270047313,0.317970041611064,0.27984380642161,0.425917576084759,NA,"mus","adrenal","GSE125483"
"58","ENSMUSG00000009079","-","Ewsr1","chr11",5079484,5079519,NA,NA,0.000567689269742,0.0375408759609,"0.961,1.0,0.904","0.981,0.982,1.0","SE","11","Ewsr1",35.0789104704588,40.7246142439479,37.3038946234975,49.8703702598612,42.6124544721517,43.1186077641781,38.3317531887027,44.5711974226624,NA,"mus","adrenal","GSE125483"
"59","ENSMUSG00000009575","-","Cbx5","chr15",103215021,103215125,NA,NA,0.000262877405627,0.0225265715283,"0.0,0.289,0.603","1.0,1.0,0.764","SE","15","Cbx5",9.11153287308461,12.8765178358872,11.4775149196091,12.3120385175439,10.6059246918721,12.452009425272,10.3983241615219,12.5468552595677,NA,"mus","adrenal","GSE125483"
"60","ENSMUSG00000009575","-","Cbx5","chr15",103215021,103215121,NA,NA,0.00045191290341,0.0322712163076,"0.0,0.293,0.638","1.0,1.0,0.769","SE","15","Cbx5",9.11153287308461,12.8765178358872,11.4775149196091,12.3120385175439,10.6059246918721,12.452009425272,10.3983241615219,12.5468552595677,NA,"mus","adrenal","GSE125483"
"61","ENSMUSG00000009575","-","Cbx5","chr15",103215021,103215125,NA,NA,0.000636608667951,0.0407575894309,"0.0,0.03,0.148","0.3,0.179,0.21","SE","15","Cbx5",9.11153287308461,12.8765178358872,11.4775149196091,12.3120385175439,10.6059246918721,12.452009425272,10.3983241615219,12.5468552595677,NA,"mus","adrenal","GSE125483"
"62","ENSMUSG00000010277","+","2610507B11Rik","chr11",78287295,78287382,NA,NA,6.6173736013e-07,0.000249889972605,"1.0,0.79,1.0","1.0,1.0,1.0","SE","11","2610507B11Rik",26.6977122125483,24.887333102978,30.0190805872926,26.8566878655376,32.5820829113435,25.7145786011594,29.7662919037281,25.8195331898917,NA,"mus","adrenal","GSE125483"
"63","ENSMUSG00000010358","+","Ifi35","chr11",101457337,101457415,NA,NA,0.000275563742741,0.0114150481071,"0.024,0.025,0.036","0.044,0.088,0.054","RI","11","Ifi35",26.5578723949045,27.665432239143,25.4260622072959,24.9144180978576,30.6640350880139,25.5941884603358,27.5493232300714,26.0580129324455,NA,"mus","adrenal","GSE125483"
"64","ENSMUSG00000010721","-","Lmbr1","chr5",29323801,29323905,NA,NA,3.85971331527e-05,0.00551246235027,"1.0,1.0,1.0","1.0,0.789,0.859","SE","5","Lmbr1",2.69550778871795,2.92543439145299,2.90985211897436,3.26133123384615,3.26186000649573,2.99990725880342,2.95573997139601,3.06222429470085,NA,"mus","adrenal","GSE125483"
"65","ENSMUSG00000010721","-","Lmbr1","chr5",29323801,29323824,NA,NA,1.10917042569e-05,0.00215187762639,"1.0,1.0,1.0","1.0,0.377,0.72","SE","5","Lmbr1",2.69550778871795,2.92543439145299,2.90985211897436,3.26133123384615,3.26186000649573,2.99990725880342,2.95573997139601,3.06222429470085,NA,"mus","adrenal","GSE125483"
"66","ENSMUSG00000011158","-","Brf1","chr12",112983026,112983058,NA,NA,0.000336717371463,0.0266977332249,"1.0,1.0,0.879","0.655,0.633,0.791","SE","12","Brf1",5.39796548664612,5.58741828158706,4.97534843990755,7.3345563796867,6.97594236671803,6.18711908628659,5.78308543109057,6.36969791585345,NA,"mus","adrenal","GSE125483"
"67","ENSMUSG00000013155","-","Enkd1","chr8",105704249,105704350,NA,NA,0.00233495614756,0.0498772577076,"0.0,0.0,0.044","0.031,0.062,0.109","RI","8","Enkd1",1.02081543427166,1.13223614758131,1.19745344820989,1.7734579139109,1.22908252145395,1.63986975676414,1.14911713464517,1.51518793941878,NA,"mus","adrenal","GSE125483"
"68","ENSMUSG00000013236","-","Ptprs","chr17",56428966,56429098,NA,NA,0.00105608158074,0.0287478490474,"0.858,1.0,0.958","0.787,0.912,0.88","RI","17","Ptprs",13.2771375926618,12.46348330994,10.9543705653102,18.2507633126751,15.6317422703135,15.942453500934,13.2877501427618,15.5522333745164,NA,"mus","adrenal","GSE125483"
"69","ENSMUSG00000013483","+","Card14","chr11",119343142,119343264,NA,NA,7.28454605414e-07,0.000267281295873,"1.0,1.0,1.0","0.356,0.525,0.837","SE","11","Card14",0.0578076434310532,0.161864879044517,0.161677543973941,0.344837124647123,0.138359652117264,0.431497250814332,0.119281613174086,0.312733084835324,NA,"mus","adrenal","GSE125483"
"70","ENSMUSG00000013483","+","Card14","chr11",119340990,119341164,NA,NA,0.000168665523198,0.016409903305,"1.0,1.0,0.723","1.0,0.485,0.678","SE","11","Card14",0.0578076434310532,0.161864879044517,0.161677543973941,0.344837124647123,0.138359652117264,0.431497250814332,0.119281613174086,0.312733084835324,NA,"mus","adrenal","GSE125483"
"71","ENSMUSG00000013495","+","Tmem175","chr5",108638236,108638272,NA,NA,4.9182218792e-05,0.00407275611806,"1.0,1.0,1.0","0.919,0.934,0.869","A3SS","5","Tmem175",6.2705112238529,7.59475306595816,8.01555707928475,8.17815063090418,7.13519247688934,8.37528797250337,7.140420260009,8.0493972231219,NA,"mus","adrenal","GSE125483"
"72","ENSMUSG00000014767","+","Tbp","chr17",15501153,15501202,NA,NA,0.000426321827285,0.0310406872938,"0.09,0.058,0.143","0.015,0.022,0.027","SE","17","Tbp",2.73568013774308,3.31353915799941,2.85881845764585,2.96944853668238,2.92942920433117,2.85807963229228,2.84130926657337,3.04702244232469,NA,"mus","adrenal","GSE125483"
"73","ENSMUSG00000014959","+","Gorasp2","chr2",70672564,70672761,NA,NA,7.7341534177e-08,4.28674168844e-05,"0.067,0.03,0.051","0.006,0.013,0.026","SE","2","Gorasp2",32.6143840738239,36.0451305430639,28.5158364658625,34.3618403030157,29.5031794412545,35.1084080419783,30.2111333269803,35.171792962686,NA,"mus","adrenal","GSE125483"
"74","ENSMUSG00000015120","-","Ube2i","chr17",25274172,25274161,NA,NA,0.000815154472605,0.0325042845951,"1.0,0.826,0.945","0.776,0.798,0.749","A5SS","17","Ube2i",14.5288273586043,16.8090547473511,17.424240648703,19.8123216905371,17.9929620429302,17.5105624503106,16.6486766834125,18.0439796293996,NA,"mus","adrenal","GSE125483"
"75","ENSMUSG00000015217","+","Hmgb3","chrX",71558052,71558056,NA,NA,0.000142403728827,0.00884428872965,"1.0,1.0,1.0","1.0,1.0,0.674","A3SS","X","Hmgb3",39.5021156750224,61.8431753791406,47.8218521065354,41.7252507144136,32.3766346504029,43.9905597609669,39.9002008106536,49.1863286181737,NA,"mus","adrenal","GSE125483"
"76","ENSMUSG00000015451","-","C4a","chr17",34809892,34809976,NA,NA,5.89371749349e-06,0.00133991863015,"0.904,0.898,0.892","0.809,0.81,0.83","SE","17","C4a",11.2453386010313,9.72457566725749,10.5385060784724,7.36373032549146,10.5720894943603,9.89733797437963,10.785311391288,8.99521465570953,NA,"mus","adrenal","GSE125483"
