"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474303","FPKM.SRR8474304","FPKM.SRR8474305","FPKM.SRR8474306","FPKM.SRR8474307","FPKM.SRR8474308","..files.spleen_mean_female","..files.spleen_mean_male","Remark","Organism","Tissue","GEO_accession"
"18","ENSMUSG00000002221","-","Paxip1","chr5",27783680,27783773,NA,NA,0.000294507209342,0.035711676471,"1.0,1.0,0.915","0.829,0.852,0.921","SE","5","Paxip1",5.2858407372213,5.13372907058709,6.18432603680265,5.14216922013436,4.42543000895726,4.44357746392756,4.66757884782397,5.5374453313861,NA,"mus","spleen","GSE125483"
"19","ENSMUSG00000002458","-","Rgs19","chr2",181691489,181691595,NA,NA,0.000422484846427,0.0458155619843,"0.951,0.963,0.906","1.0,1.0,0.961","SE","2","Rgs19",24.0308288901345,38.7385700986547,26.5687941327354,40.5974550363229,29.4426930816144,25.5838294004484,31.2550308602392,30.3990260197309,NA,"mus","spleen","GSE125483"
"20","ENSMUSG00000002504","-","Slc9a3r2","chr17",24641972,24642190,NA,NA,0.00105968705472,0.0421429390223,"0.019,0.043,0.018","0.077,0.028,0.061","RI","17","Slc9a3r2",9.72280435600907,18.4589016455026,14.7036915952381,9.15087201738473,11.8956140404384,16.9374861734694,15.7640006198035,11.192455989544,NA,"mus","spleen","GSE125483"
"21","ENSMUSG00000002845","+","Tmem39a","chr16",38575742,38575826,NA,NA,0.000454202923986,0.0480824262031,"0.918,0.962,0.885","0.981,1.0,1.0","SE","16","Tmem39a",6.23994281191988,6.06470003492916,5.9593953641915,4.65766548119199,5.86739898070347,6.19154424792379,6.04121442118547,5.61900121910112,NA,"mus","spleen","GSE125483"
"22","ENSMUSG00000002983","-","Relb","chr7",19617703,19617919,NA,NA,0.000117045869368,0.021534018325,"1.0,0.975,1.0","0.909,0.91,0.931","SE","7","Relb",15.3472971184041,19.0794085557272,14.7313133037323,17.72147236139,26.864160628314,23.9785851217503,23.3073847685972,15.9333609278421,NA,"mus","spleen","GSE125483"
"23","ENSMUSG00000003119","+","Cdk12","chr11",98249709,98250100,NA,NA,0.000126812488963,0.0227045420676,"0.778,0.708,0.822","0.884,0.937,0.892","SE","11","Cdk12",6.33250644151748,6.37703247340154,5.46988671415175,6.38736052028986,5.7769863571185,7.4808781912191,6.54496567391305,6.0632512253197,NA,"mus","spleen","GSE125483"
"24","ENSMUSG00000003190","-","Bcl2l12","chr7",44994476,44994449,NA,NA,0.000156784682244,0.0111317124393,"0.158,0.027,0.115","0.008,0.02,0.047","A3SS","7","Bcl2l12",10.3796579018219,10.5836743790486,9.32916549595142,12.5897215495951,13.3358136158907,10.272907458502,11.3974651511471,10.7661816491228,NA,"mus","spleen","GSE125483"
"25","ENSMUSG00000003273","+","Car11","chr7",45702928,45703061,NA,NA,0.000756708448931,0.0384804853866,"1.0,1.0,1.0","0.343,1.0,0.148","RI","7","Car11",0.351312122014538,0.287946201973001,0.340495261682243,0.0957273764278297,0.424679600207684,0.207247275700935,0.306624359293873,0.262511586708204,NA,"mus","spleen","GSE125483"
"26","ENSMUSG00000003309","-","Ap1m2","chr9",21302771,21302765,NA,NA,3.72055853459e-07,7.09060129145e-05,"0.0,0.0,0.0","0.648,0.48,0.283","A3SS","9","Ap1m2",1.09021701433121,0.684317698726115,0.820076355414013,1.10886409203822,1.06677563280255,0.909760133757962,0.886951155095542,1.00638582059448,NA,"mus","spleen","GSE125483"
"27","ENSMUSG00000003363","-","Pld3","chr7",27549009,27549093,NA,NA,8.43405449258e-07,0.000681803853632,"0.0,0.0,1.0","0.314,1.0,1.0","SE","7","Pld3",36.6237407725718,37.4242600181259,38.12657649658,33.5140159209986,43.7364009069767,41.6775906364569,40.9460838538532,36.0881110633835,NA,"mus","spleen","GSE125483"
"28","ENSMUSG00000003808","+","Farsa","chr8",84867648,84867752,NA,NA,2.04317616935e-05,0.00423032513829,"0.976,1.0,1.0","0.823,0.902,0.938","RI","8","Farsa",12.7521303404584,11.7230636919348,12.5463884631996,11.9843164131776,12.8033468356104,11.9453130742618,12.1572412006023,12.4276117389452,NA,"mus","spleen","GSE125483"
"29","ENSMUSG00000004264","+","Phb2","chr6",124714168,124714829,NA,NA,0.000117926552176,0.0107590636721,"0.144,0.112,0.126","0.088,0.067,0.122","RI","6","Phb2",33.0667202996235,31.0624194615385,40.6180344034427,29.2055134497041,32.2580277630446,27.4721948757396,30.2642140334409,34.2967560509234,NA,"mus","spleen","GSE125483"
"30","ENSMUSG00000004455","+","Ppp1cc","chr5",122172803,122173145,NA,NA,1.02306274563e-10,1.58677031847e-07,"0.922,0.852,0.981","1.0,0.982,0.982","RI","5","Ppp1cc",31.8402778098715,26.3904222371495,26.072675995035,22.6940763834696,23.8957875178154,21.5542317003505,23.9468138184385,26.869010062792,NA,"mus","spleen","GSE125483"
"31","ENSMUSG00000004455","+","Ppp1cc","chr5",122172803,122172955,NA,NA,5.57540791313e-10,1.14128599982e-06,"0.967,0.925,0.992","1.0,0.992,0.991","A5SS","5","Ppp1cc",31.8402778098715,26.3904222371495,26.072675995035,22.6940763834696,23.8957875178154,21.5542317003505,23.9468138184385,26.869010062792,NA,"mus","spleen","GSE125483"
"32","ENSMUSG00000004933","+","Matk","chr10",81259173,81259176,NA,NA,0.00105013795943,0.0432107903534,"0.046,0.027,0.113","0.307,0.207,0.152","A3SS","10","Matk",3.95793484588594,3.43757319394863,2.49096727710057,3.7690318576404,5.32823695189377,4.06182756443187,4.27587923675809,3.4059779935423,NA,"mus","spleen","GSE125483"
"33","ENSMUSG00000004947","+","Dtx2","chr5",136028498,136028501,NA,NA,0.000399087615587,0.0209434240006,"1.0,0.825,1.0","1.0,1.0,1.0","A3SS","5","Dtx2",4.05770532281001,4.45033583290671,3.69275557494312,4.61377128256542,4.98085751464733,4.39068121416382,4.60729152057262,4.12141072677285,NA,"mus","spleen","GSE125483"
"34","ENSMUSG00000005501","-","Usp40","chr1",87968395,87968449,NA,NA,0.000255844700114,0.0330384050362,"0.862,1.0,1.0","0.643,1.0,0.867","SE","1","Usp40",2.18438729096117,2.42942730267037,1.98508557754191,2.40793183666077,2.31557480894617,2.70827653677028,2.48442621612894,2.19246823505462,NA,"mus","spleen","GSE125483"
"35","ENSMUSG00000005501","-","Usp40","chr1",87974076,87974134,NA,NA,0.000281763156392,0.0346386899681,"0.885,1.0,1.0","0.478,1.0,0.824","SE","1","Usp40",2.18438729096117,2.42942730267037,1.98508557754191,2.40793183666077,2.31557480894617,2.70827653677028,2.48442621612894,2.19246823505462,NA,"mus","spleen","GSE125483"
"36","ENSMUSG00000005611","-","Mrvi1","chr7",110945832,110945981,NA,NA,2.49978344367e-05,0.00732821131064,"0.415,0.617,1.0","1.0,1.0,1.0","SE","7","Mrvi1",3.9642337131976,3.24749754621356,3.78137570250476,3.01132531609785,3.61470672140032,3.22655619759777,3.36292015507055,3.58564491060007,NA,"mus","spleen","GSE125483"
"37","ENSMUSG00000005899","+","Smpd4","chr16",17638379,17638495,NA,NA,0.000208384364415,0.0137192687918,"0.82,0.676,1.0","0.522,0.432,0.202","A3SS","16","Smpd4",7.10215859995572,6.16962041188842,8.71680711633828,6.3509004561656,5.50328938687182,6.18379147852557,5.95223375909527,7.38995539081987,NA,"mus","spleen","GSE125483"
"38","ENSMUSG00000006005","+","Tpr","chr1",150440198,150440438,NA,NA,1.21971867273e-07,7.56713464562e-05,"0.024,0.033,0.028","0.061,0.066,0.07","RI","1","Tpr",21.8453257211319,23.6059622995427,20.5796575053354,24.6419005830793,19.9717906615854,24.2667876598704,22.6148468736662,22.3556279365155,NA,"mus","spleen","GSE125483"
"39","ENSMUSG00000006010","-","Odr4","chr1",150388657,150388619,NA,NA,6.29064505371e-05,0.00529730831151,"0.822,0.92,0.94","0.954,1.0,1.0","A3SS","1","Odr4",7.55548607243902,4.33110651317073,8.19393082634146,8.85823705902439,7.71805991439024,8.02236064512195,6.69050902422764,8.20255131926829,NA,"mus","spleen","GSE125483"
"40","ENSMUSG00000006019","-","Dhx34","chr7",16219184,16218950,NA,NA,0.000510458196275,0.0253201250508,"0.736,1.0,0.777","0.318,1.0,0.424","A3SS","7","Dhx34",7.98055684073107,6.62550953437772,6.36656308006963,8.92520383376849,10.1497978859878,8.37324987206266,8.38285243080939,7.75744125152306,NA,"mus","spleen","GSE125483"
"41","ENSMUSG00000006154","+","Eps8l1","chr7",4462285,4462400,NA,NA,8.54978005299e-05,0.0170804591572,"1.0,1.0,0.671","0.433,0.375,0.684","SE","7","Eps8l1",3.79417623707754,4.24286657736912,4.82204039181577,3.71607135023194,0.456761451623592,4.65409454837641,3.11790752578971,4.11076265970842,NA,"mus","spleen","GSE125483"
"42","ENSMUSG00000006576","+","Slc4a3","chr1",75552127,75552152,NA,NA,6.64458431643e-06,0.000829656545165,"0.0,0.0,0.0","1.0,0.27,0.425","A3SS","1","Slc4a3",0.624982588207931,0.651593188393999,0.547604989998837,0.613862676241423,0.895014643912083,0.662651301197814,0.736419711167965,0.595483418149397,NA,"mus","spleen","GSE125483"
"43","ENSMUSG00000006576","+","Slc4a3","chr1",75552138,75552152,NA,NA,4.11984949822e-07,7.45898751653e-05,"0.0,0.122,0.0","1.0,0.295,0.556","A3SS","1","Slc4a3",0.624982588207931,0.651593188393999,0.547604989998837,0.613862676241423,0.895014643912083,0.662651301197814,0.736419711167965,0.595483418149397,NA,"mus","spleen","GSE125483"
"44","ENSMUSG00000006705","+","Pknox1","chr17",31599514,31599520,NA,NA,4.93452984307e-05,0.00425426965756,"0.915,0.822,0.913","0.94,1.0,1.0","A3SS","17","Pknox1",2.18839320063465,2.45498995456512,6.25275560305784,6.67019797230636,6.43725953872782,7.17081115563248,5.35435354964181,5.03711559199962,NA,"mus","spleen","GSE125483"
"45","ENSMUSG00000006728","+","Cdk4","chr10",127065264,127065952,NA,NA,0.00010626351115,0.0099887700481,"0.108,0.12,0.157","0.098,0.069,0.109","RI","10","Cdk4",36.7301092206833,36.6829349584488,47.7419594662973,33.6821603982764,32.8170818211757,32.1368471258849,33.8789546351698,39.384743028419,NA,"mus","spleen","GSE125483"
"46","ENSMUSG00000008435","-","Rdh13","chr7",4443736,4443771,NA,NA,0.000147306531254,0.0247150712847,"0.0,0.163,0.196","0.0,0.053,0.0","SE","7","Rdh13",2.16745346050038,2.09046551448067,2.08175849992418,2.03187907717968,2.42422983502653,2.34062734996209,2.28510756648976,2.09369701253475,NA,"mus","spleen","GSE125483"
"47","ENSMUSG00000008450","+","Nutf2","chr8",105876425,105876509,NA,NA,0.000283543860425,0.021988826376,"0.025,0.039,0.05","0.015,0.01,0.024","RI","8","Nutf2",8.10568170550639,15.0253935049164,15.487196707473,10.415930479351,5.69130269665683,6.25867087561455,8.99178902572926,11.3362696307768,NA,"mus","spleen","GSE125483"
"48","ENSMUSG00000009350","+","Mpo","chr11",87796016,87796072,NA,NA,0.000361890455327,0.0198546263445,"1.0,1.0,1.0","0.967,0.937,1.0","A3SS","11","Mpo",14.0689002351051,5.13704059170561,43.7689931270444,5.53445055665888,5.86020515274533,3.5277669036215,4.84167088269081,21.1241146396028,NA,"mus","spleen","GSE125483"
"49","ENSMUSG00000009585","+","Apobec3","chr15",79897694,79897743,NA,NA,1.41893163885e-11,1.02759029286e-08,"0.994,0.999,0.965","0.958,0.974,0.947","A3SS","15","Apobec3",33.1885634305056,27.3287557240322,26.3284293710599,36.8280324824413,35.7849622587265,35.0517670205204,32.7218283344264,32.1150084280023,NA,"mus","spleen","GSE125483"
"50","ENSMUSG00000009995","+","Taz","chrX",74288661,74288714,NA,NA,0.000170533597626,0.0276882713558,"0.898,0.884,0.951","1.0,1.0,1.0","SE","X","Taz",9.99330928952274,6.68107814932886,7.79524484787472,7.37439696308725,7.24385927442207,11.438699057047,8.45454549359931,8.38765036682824,NA,"mus","spleen","GSE125483"
"51","ENSMUSG00000010277","+","2610507B11Rik","chr11",78287295,78287382,NA,NA,7.17879677536e-06,0.00321965801888,"0.857,1.0,1.0","1.0,1.0,1.0","SE","11","2610507B11Rik",30.4026638802001,28.4852477989316,29.0185262439191,31.3986078047283,27.9392611876563,31.4393638588316,29.2879576151398,30.2732659762825,NA,"mus","spleen","GSE125483"
"52","ENSMUSG00000011096","+","Akt1s1","chr7",44850276,44850296,NA,NA,2.60933320234e-05,0.00485573187745,"0.206,0.0,0.0","0.135,0.539,0.438","A5SS","7","Akt1s1",9.08600782096354,8.80121828776042,6.34949812825521,8.16145267252604,10.395169726888,8.3305709609375,9.17565299186197,7.86565287391493,NA,"mus","spleen","GSE125483"
"53","ENSMUSG00000011257","+","Pabpc4","chr4",123295273,123295321,NA,NA,3.0773178519e-05,0.00524939136903,"1.0,1.0,1.0","0.96,0.957,0.918","A5SS","4","Pabpc4",32.5373336188229,34.7820573541098,53.2320593483983,24.7789438048175,23.293066390365,23.4604463980631,27.178523380846,36.8494455906796,NA,"mus","spleen","GSE125483"
"54","ENSMUSG00000011257","+","Pabpc4","chr4",123295749,123295836,NA,NA,2.01692791698e-05,0.00628023937367,"1.0,1.0,1.0","0.957,0.958,0.905","SE","4","Pabpc4",32.5373336188229,34.7820573541098,53.2320593483983,24.7789438048175,23.293066390365,23.4604463980631,27.178523380846,36.8494455906796,NA,"mus","spleen","GSE125483"
"55","ENSMUSG00000012126","+","Ubxn11","chr4",134109645,134109658,NA,NA,0.0010536457953,0.0449336029787,"1.0,1.0,1.0","0.835,1.0,0.788","A5SS","4","Ubxn11",3.32180637326023,2.89294342113032,1.79995914107971,3.51216737136229,4.27559870286799,2.93922457802615,3.36925556734149,2.87797762856741,NA,"mus","spleen","GSE125483"
"56","ENSMUSG00000014767","+","Tbp","chr17",15501311,15501357,NA,NA,4.17294125921e-08,5.06007063509e-05,"1.0,1.0,1.0","0.548,0.327,0.708","SE","17","Tbp",3.91859680141426,4.5359700094284,3.5710823604891,3.87513332896288,3.67323795992929,4.32116916433412,4.17679237789727,3.78827083028875,NA,"mus","spleen","GSE125483"
"57","ENSMUSG00000014767","+","Tbp","chr17",15501202,15501357,NA,NA,2.24478428068e-08,2.29753671128e-05,"1.0,1.0,1.0","0.485,0.43,0.715","A5SS","17","Tbp",3.91859680141426,4.5359700094284,3.5710823604891,3.87513332896288,3.67323795992929,4.32116916433412,4.17679237789727,3.78827083028875,NA,"mus","spleen","GSE125483"
"58","ENSMUSG00000014786","+","Slc9a5","chr8",105357580,105357651,NA,NA,1.66292202231e-10,4.92908564324e-07,"0.333,0.5,0.385","1.0,1.0,1.0","SE","8","Slc9a5",1.07372183206107,1.04213853492366,0.791294105152672,1.05745977576336,1.44047802900763,1.35051752614504,1.27771136335878,0.974158570992367,NA,"mus","spleen","GSE125483"
"59","ENSMUSG00000015094","+","Npdc1","chr2",25408686,25408904,NA,NA,0.000634965019089,0.0371634243248,"0.062,0.099,0.078","0.045,0.041,0.024","RI","2","Npdc1",2.70797283179723,3.34214247235023,2.25221784792627,3.05433267434716,3.86158345980543,3.42993877675371,3.54455490296979,2.67150778469022,NA,"mus","spleen","GSE125483"
"60","ENSMUSG00000015968","-","Cacna1d","chr14",30048970,30049120,NA,NA,5.43302736618e-05,0.0129407920578,"0.763,0.779,0.176","1.0,1.0,1.0","SE","14","Cacna1d",0.608711058749918,0.531051805176842,0.317059601198709,0.722756698280972,0.672473858723572,0.713642254626885,0.639055972842433,0.549509119409866,NA,"mus","spleen","GSE125483"
"61","ENSMUSG00000016493","-","Cd46","chr1",195083547,195083636,NA,NA,0.000403477706913,0.0450953273381,"1.0,0.383,0.47","1.0,1.0,1.0","SE","1","Cd46",1.65558895948967,1.2805171683546,1.47475091135078,1.81379683177693,1.86392799329212,2.02133988872813,1.72192835012495,1.64804556753913,NA,"mus","spleen","GSE125483"
"62","ENSMUSG00000017418","+","Arl5b","chr2",15069836,15069857,NA,NA,0.000606680354905,0.0296863454745,"0.436,0.436,1.0","0.436,1.0,1.0","A3SS","2","Arl5b",2.95069439182969,2.38824181012658,2.14645279948216,3.02721200373993,2.2984707212313,3.17708750690449,2.62126667942079,2.70811973168393,NA,"mus","spleen","GSE125483"
"63","ENSMUSG00000017418","+","Arl5b","chr2",15069819,15069857,NA,NA,0.00115043378892,0.0462857861075,"0.82,0.75,1.0","0.887,1.0,1.0","A3SS","2","Arl5b",2.95069439182969,2.38824181012658,2.14645279948216,3.02721200373993,2.2984707212313,3.17708750690449,2.62126667942079,2.70811973168393,NA,"mus","spleen","GSE125483"
"64","ENSMUSG00000017756","+","Slc12a7","chr13",73796824,73797526,NA,NA,0.000342257321779,0.0248454730353,"0.031,0.013,0.034","0.047,0.174,0.034","RI","13","Slc12a7",3.22727917807246,2.95883342813166,2.13685080377299,3.76041130499645,3.24505171284237,4.39037044707554,3.53141852934986,3.04151376228063,NA,"mus","spleen","GSE125483"
"65","ENSMUSG00000018501","-","Ncor1","chr11",62373622,62373574,NA,NA,0.001084833822,0.0441368906681,"0.927,0.973,1.0","0.868,0.953,0.849","A3SS","11","Ncor1",17.2211970212318,16.6968822455702,15.5322344171415,18.7048716925299,15.1705775440637,20.5261412586839,17.4645336827726,17.1527677103011,NA,"mus","spleen","GSE125483"
"66","ENSMUSG00000018654","+","Ikzf1","chr11",11758194,11758317,NA,NA,0.000248709474225,0.0329671756252,"0.965,0.937,0.975","0.978,0.983,1.0","SE","11","Ikzf1",22.8816001642721,24.3056900919162,20.7826903065605,25.5573297583521,26.1196221182275,26.3344478511338,25.5865866870925,23.0738734097282,NA,"mus","spleen","GSE125483"
"67","ENSMUSG00000018659","-","Pnpo","chr11",96940855,96940955,NA,NA,0.000134745998571,0.0234252715167,"0.961,0.969,0.89","1.0,0.992,0.988","SE","11","Pnpo",24.7149813268376,16.4812827384615,53.6593138957265,16.9628134502564,13.8525367015385,16.2519286249573,15.5285826883191,31.7790362242735,NA,"mus","spleen","GSE125483"
"68","ENSMUSG00000018659","-","Pnpo","chr11",96940069,96940855,NA,NA,0.000199659045119,0.0167389826475,"0.134,0.141,0.121","0.093,0.061,0.12","RI","11","Pnpo",24.7149813268376,16.4812827384615,53.6593138957265,16.9628134502564,13.8525367015385,16.2519286249573,15.5285826883191,31.7790362242735,NA,"mus","spleen","GSE125483"
"69","ENSMUSG00000018659","-","Pnpo","chr11",96940955,96940069,NA,NA,2.66515172289e-05,0.00253960904963,"0.854,0.881,0.634","1.0,0.956,0.946","A3SS","11","Pnpo",24.7149813268376,16.4812827384615,53.6593138957265,16.9628134502564,13.8525367015385,16.2519286249573,15.5285826883191,31.7790362242735,NA,"mus","spleen","GSE125483"
"70","ENSMUSG00000019792","-","Trmt11","chr10",30591020,30591102,NA,NA,4.12252202237e-05,0.0104739542848,"0.878,0.605,1.0","1.0,1.0,0.933","SE","10","Trmt11",2.68406356763376,2.98847068632253,2.93994320817634,2.61404906537302,2.46214603636021,2.32320018236624,2.59127230168299,2.74601861372771,NA,"mus","spleen","GSE125483"
"71","ENSMUSG00000019792","-","Trmt11","chr10",30594114,30594188,NA,NA,2.31230063337e-05,0.00693092629173,"0.88,0.618,1.0","1.0,1.0,0.94","SE","10","Trmt11",2.68406356763376,2.98847068632253,2.93994320817634,2.61404906537302,2.46214603636021,2.32320018236624,2.59127230168299,2.74601861372771,NA,"mus","spleen","GSE125483"
"72","ENSMUSG00000019951","+","Uhrf1bp1l","chr10",89794482,89794624,NA,NA,0.000460265128372,0.0485315922118,"0.971,1.0,1.0","0.797,1.0,0.968","SE","10","Uhrf1bp1l",6.74926052019491,5.55431898040065,6.13954819729291,6.99210762273958,4.3781084279372,7.31130485793178,5.74791075542321,6.62697211340913,NA,"mus","spleen","GSE125483"
"73","ENSMUSG00000019977","+","Hbs1l","chr10",21342398,21342564,NA,NA,0.000374634444523,0.0434527090284,"0.863,0.962,0.973","0.983,1.0,0.982","SE","10","Hbs1l",9.21597763146587,8.40706039282763,10.2740272685507,8.9969982726822,8.66940568401917,8.82717065129731,8.63454557604804,9.49566772423292,NA,"mus","spleen","GSE125483"
"74","ENSMUSG00000020064","+","Herc4","chr10",63249953,63250086,63264025,63264185,5.5031941384e-05,0.0242612244444,"0.022,0.03,0.014","0.046,0.081,0.054","MXE","10","Herc4",15.5532962457326,16.1645193199679,12.9144086259594,16.6055205899874,14.9714927046626,15.6598598074235,15.598623944018,15.0244084872265,NA,"mus","spleen","GSE125483"
"75","ENSMUSG00000020124","-","Usp15","chr10",123163592,123163654,NA,NA,0.000474515125568,0.0496417255089,"1.0,0.985,0.98","0.922,0.98,0.906","SE","10","Usp15",7.84142884330381,7.60852194222544,12.4304358058919,7.14763483312248,5.88147199873486,6.83725829652389,6.77575074582806,9.13983316077273,NA,"mus","spleen","GSE125483"
"76","ENSMUSG00000020134","+","Peli1","chr11",21140693,21142555,NA,NA,8.80798134428e-09,6.83058953249e-06,"0.008,0.012,0.014","0.017,0.026,0.034","RI","11","Peli1",16.4447394259118,16.0505878165726,12.2756165891958,16.9429068789867,17.304670423928,18.6446975843125,17.333318608271,15.2210876313648,NA,"mus","spleen","GSE125483"
"77","ENSMUSG00000020279","-","Il9r","chr11",32195198,32195183,NA,NA,3.32716940565e-06,0.000481907216714,"0.067,0.02,0.0","0.121,0.158,0.221","A3SS","11","Il9r",21.708899742268,16.9122293877097,14.4967504032747,23.0283010741864,17.7330111962806,18.6942253557712,17.7798219799205,19.7446504065764,NA,"mus","spleen","GSE125483"
