"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474310","FPKM.SRR8474320","FPKM.SRR8474327","FPKM.SRR8474337","FPKM.SRR8474346","FPKM.SRR8474356","..files.brain_mean_female","..files.brain_mean_male","Remark","Organism","Tissue","GEO_accession"
"29","ENSMUSG00000003585","-","Sec14l2","chr11",4116680,4116756,NA,NA,4.43510047987e-06,0.00138286957357,"1.0,1.0,0.929","0.828,0.886,0.849","SE","11","Sec14l2",12.0289007549215,10.9775340496434,10.177975696719,12.9861910619116,10.3746574493581,11.012469178602,10.8605113003329,11.6587314300523,NA,"mus","brain","GSE125483"
"30","ENSMUSG00000003808","+","Farsa","chr8",84867648,84867749,NA,NA,0.000589265382425,0.0259789172947,"0.131,0.129,0.188","0.351,0.245,0.237","RI","8","Farsa",5.71432495658881,5.6707896353019,5.21311739466725,6.38690673424416,5.98836759673865,6.81810813001322,5.63860331599824,6.29193483318643,NA,"mus","brain","GSE125483"
"31","ENSMUSG00000004071","-","Cdip1","chr16",4769018,4769639,NA,NA,3.2803990635e-09,2.49474348779e-06,"0.046,0.151,0.153","0.062,0.038,0.05","RI","16","Cdip1",21.1672078640777,19.4089543685358,18.0864343262334,23.3590913814147,17.6279310448781,21.5433952353874,18.9605244117297,21.4371469951126,NA,"mus","brain","GSE125483"
"32","ENSMUSG00000004187","+","Kifc2","chr15",76662672,76662781,NA,NA,0.000107883124424,0.0074304340985,"0.277,0.205,0.243","0.224,0.172,0.117","RI","15","Kifc2",96.9807624677009,73.6941679285351,67.2890286052899,118.569076714649,61.5111230475585,124.763580956002,75.2603047068498,105.675608533062,NA,"mus","brain","GSE125483"
"33","ENSMUSG00000004267","-","Eno2","chr6",124768720,124768337,NA,NA,0.000120013648106,0.00694257536103,"0.045,0.035,0.034","0.052,0.069,0.074","A3SS","6","Eno2",107.383383416366,94.9408146017003,98.0307545477152,108.793096438895,97.5417342386823,100.538939076302,100.985290734254,101.424283372299,NA,"mus","brain","GSE125483"
"34","ENSMUSG00000005150","-","Wdr83","chr8",85080119,85080060,NA,NA,0.00096603686194,0.0386221537404,"0.881,1.0,1.0","0.64,0.597,1.0","A5SS","8","Wdr83",4.46971956848829,4.44487914442867,4.91693336444287,4.75072825301632,5.10627599325763,5.42079091163946,4.8309763087296,4.87213276969482,NA,"mus","brain","GSE125483"
"35","ENSMUSG00000005150","-","Wdr83","chr8",85079707,85080119,NA,NA,0.00109947996748,0.0363545441421,"0.915,1.0,1.0","0.822,0.743,1.0","RI","8","Wdr83",4.46971956848829,4.44487914442867,4.91693336444287,4.75072825301632,5.10627599325763,5.42079091163946,4.8309763087296,4.87213276969482,NA,"mus","brain","GSE125483"
"36","ENSMUSG00000005417","+","Mprip","chr11",59735829,59735943,NA,NA,0.00109864482975,0.03634768876,"1.0,0.936,0.833","1.0,1.0,0.941","A3SS","11","Mprip",23.8330565464846,21.1232365471599,22.0634374541907,23.6142553970886,17.8235820053275,19.8058178945749,21.2400253353343,21.5144366129411,NA,"mus","brain","GSE125483"
"37","ENSMUSG00000005481","+","Ddx39","chr8",83721852,83722229,NA,NA,0.00089535768066,0.0332155861533,"0.284,0.245,0.319","0.384,0.453,0.464","RI","8","Ddx39",2.33835158312318,2.52906111348206,2.6122550170708,2.82282011736178,2.87351268729389,2.96375258642095,2.60803976249596,2.77187793908826,NA,"mus","brain","GSE125483"
"38","ENSMUSG00000005682","+","Pan2","chr10",128318342,128318365,NA,NA,8.18811631731e-05,0.00711654109491,"0.264,0.261,0.221","0.08,0.057,0.064","A5SS","10","Pan2",3.0519181772899,3.34071226983003,3.26744595443815,3.71408082979226,3.61943530878187,3.20843487016053,3.31293314683664,3.42107598992761,NA,"mus","brain","GSE125483"
"39","ENSMUSG00000005774","+","Rfx5","chr3",94955136,94955146,NA,NA,0.000309589879378,0.0154717542219,"0.937,1.0,1.0","0.906,0.87,0.832","A5SS","3","Rfx5",3.19881644333273,2.63593283536474,3.25369399672549,3.30108635328361,3.94988509259596,2.76256107240313,3.46746517755139,2.89986008701716,NA,"mus","brain","GSE125483"
"40","ENSMUSG00000005823","-","Gpr108","chr17",57237323,57237423,NA,NA,8.03264945641e-05,0.00584210440363,"0.078,0.011,0.013","0.035,0.106,0.191","RI","17","Gpr108",7.12682567924528,5.43975391160028,5.16526564989518,6.48673329769392,6.42475756568833,6.78361741194969,6.2389496316096,6.23670154041463,NA,"mus","brain","GSE125483"
"41","ENSMUSG00000005871","+","Apc","chr18",34266057,34266222,NA,NA,3.05071735529e-06,0.00110543387887,"1.0,1.0,1.0","1.0,0.768,0.474","SE","18","Apc",7.13230776054852,22.4289168233433,23.4670483639241,7.30609654951601,8.47575301805659,22.2459657962894,13.0250363808431,17.3269930563829,NA,"mus","brain","GSE125483"
"42","ENSMUSG00000005871","+","Apc","chr18",34261004,34261157,NA,NA,8.2212345065e-07,0.00043164836765,"1.0,1.0,1.0","1.0,0.526,0.429","SE","18","Apc",7.13230776054852,22.4289168233433,23.4670483639241,7.30609654951601,8.47575301805659,22.2459657962894,13.0250363808431,17.3269930563829,NA,"mus","brain","GSE125483"
"43","ENSMUSG00000005881","+","Ergic3","chr2",156017852,156018070,NA,NA,0.0019409955197,0.0492042364244,"0.024,0.015,0.014","0.021,0.031,0.036","RI","2","Ergic3",22.0748844422442,22.7911659933993,23.9118983658652,27.9127869693541,21.8858309250354,26.6404921871759,22.6242045777149,25.7814817166431,NA,"mus","brain","GSE125483"
"44","ENSMUSG00000005899","+","Smpd4","chr16",17625862,17626441,NA,NA,1.03944797877e-05,0.0013747829354,"1.0,1.0,1.0","0.793,0.472,1.0","RI","16","Smpd4",8.83831270599956,10.0127499125526,9.21085365441665,9.21614889229577,9.24607577252601,11.0044857646668,9.09841404431407,10.0777948565051,NA,"mus","brain","GSE125483"
"45","ENSMUSG00000005899","+","Smpd4","chr16",17626429,17626441,NA,NA,3.82885164313e-05,0.0029465510471,"1.0,1.0,1.0","0.9,0.705,1.0","A3SS","16","Smpd4",8.83831270599956,10.0127499125526,9.21085365441665,9.21614889229577,9.24607577252601,11.0044857646668,9.09841404431407,10.0777948565051,NA,"mus","brain","GSE125483"
"46","ENSMUSG00000005986","-","Ankrd13d","chr19",4273535,4273602,NA,NA,0.000166928916667,0.0170968054002,"1.0,1.0,1.0","1.0,1.0,0.806","SE","19","Ankrd13d",13.9297565869919,12.3633206028455,12.505952595935,15.8139109207317,11.2011048821138,13.3751811219512,12.5456046883469,13.8508042151761,NA,"mus","brain","GSE125483"
"47","ENSMUSG00000006010","-","Odr4","chr1",150382267,150382408,NA,NA,0.000227324274025,0.0208608934555,"1.0,1.0,1.0","1.0,0.908,0.94","SE","1","Odr4",13.5410787129268,13.7530845553659,15.9035958143902,11.5244991960976,16.7605740773171,11.1640741378049,15.401749534878,12.1472192964228,NA,"mus","brain","GSE125483"
"48","ENSMUSG00000006435","+","Neurl1a","chr19",47240349,47240671,47253118,47253808,0.000425933759569,0.0465578363344,"0.577,0.809,0.852","0.61,0.586,0.544","MXE","19","Neurl1a",13.3037440801757,14.0131620667216,12.2660444286107,21.3609262226798,10.776721760022,19.8150930911587,12.1155034229361,18.39639379352,NA,"mus","brain","GSE125483"
"49","ENSMUSG00000006476","+","Nsmf","chr2",25058252,25058321,NA,NA,1.12185046808e-08,1.44563210274e-05,"0.995,1.0,1.0","0.967,0.925,0.966","SE","2","Nsmf",56.6184614756944,39.6273436801471,31.1250948727533,50.7696911979167,35.4035316783088,40.9191634944853,41.0490293422522,43.772066124183,NA,"mus","brain","GSE125483"
"50","ENSMUSG00000006575","+","Rundc3a","chr11",102399284,102399382,NA,NA,0.0017570897937,0.0468865539687,"0.069,0.046,0.035","0.046,0.08,0.087","RI","11","Rundc3a",80.6564580010201,58.1521324270656,51.5310307021421,84.0171374029242,50.5241155960558,80.7020189489969,60.9038680997393,74.2904295929956,NA,"mus","brain","GSE125483"
"51","ENSMUSG00000006575","+","Rundc3a","chr11",102397570,102397686,NA,NA,3.25518757172e-07,0.000214733873481,"1.0,1.0,1.0","1.0,1.0,0.927","SE","11","Rundc3a",80.6564580010201,58.1521324270656,51.5310307021421,84.0171374029242,50.5241155960558,80.7020189489969,60.9038680997393,74.2904295929956,NA,"mus","brain","GSE125483"
"52","ENSMUSG00000007207","+","Stx1a","chr5",135048910,135048993,NA,NA,0.00123827182425,0.0389289445255,"0.038,0.012,0.013","0.02,0.035,0.053","A3SS","5","Stx1a",63.1169734771193,49.0386489501125,40.6223273885971,65.613098548012,42.0714210847712,86.9207261830458,48.6035739834959,67.1908245603901,NA,"mus","brain","GSE125483"
"53","ENSMUSG00000007411","+","Mark3","chr12",111628302,111628961,NA,NA,0.000612238864099,0.0266061517798,"0.073,0.125,0.106","0.067,0.054,0.064","RI","12","Mark3",6.06015126319588,6.70135813061856,6.69561597051546,5.92084228072165,5.96304498010309,6.27136908206186,6.23960407127148,6.29785649780069,NA,"mus","brain","GSE125483"
"54","ENSMUSG00000008305","-","Tle1","chr4",72169121,72169091,NA,NA,1.7683235614e-05,0.00235658586616,"0.26,1.0,0.0","1.0,1.0,0.584","A5SS","4","Tle1",3.70364309390426,3.34996854471358,3.15139248203421,3.45155982665595,3.49894399391574,3.30366892871083,3.45132652328474,3.36839910002679,NA,"mus","brain","GSE125483"
"55","ENSMUSG00000010110","+","Stx5a","chr19",8748711,8748806,NA,NA,0.00145182439368,0.0408930537553,"0.222,0.159,0.141","0.208,0.308,0.257","RI","19","Stx5a",6.86931787689394,7.51453407988981,6.0706632572314,5.91105061139807,6.64464038119835,5.55065873226584,6.52820717177456,6.32541447451791,NA,"mus","brain","GSE125483"
"56","ENSMUSG00000010453","-","Kansl3","chr1",36365652,36365632,NA,NA,0.00129037319919,0.0396259204673,"1.0,1.0,1.0","0.785,0.796,1.0","A3SS","1","Kansl3",10.6907561079798,11.7822179580243,10.1946191118362,12.3220255493919,10.3348351462474,10.5977054998517,10.4067367886878,11.567316335756,NA,"mus","brain","GSE125483"
"57","ENSMUSG00000010609","-","Psen2","chr1",180229385,180229380,NA,NA,0.000259514084627,0.013651806715,"0.0,0.0,0.0","0.0,0.157,0.091","A5SS","1","Psen2",2.26493408448753,1.93238875,1.77122206971376,2.5073253709603,1.54387693490305,2.33630705655586,1.86001102970145,2.25867372583872,NA,"mus","brain","GSE125483"
"58","ENSMUSG00000011832","+","Evi5l","chr8",4203076,4203174,NA,NA,0.00103541676073,0.0405842765627,"0.022,0.006,0.02","0.028,0.028,0.061","A5SS","8","Evi5l",9.33303555279212,5.39291213268419,7.70783967280619,10.7116883514782,7.41247671116847,9.59294654035664,8.15111731225559,8.56584900817301,NA,"mus","brain","GSE125483"
"59","ENSMUSG00000013858","-","Tmem259","chr10",79978320,79978391,NA,NA,0.00035253950213,0.0176971454134,"0.039,0.021,0.003","0.022,0.073,0.045","RI","10","Tmem259",12.6700582772893,9.4259526969762,8.7054988042033,14.600531948531,8.21573839288012,15.972477056187,9.86376515812424,13.3329872338981,NA,"mus","brain","GSE125483"
"60","ENSMUSG00000014504","+","Srp19","chr18",34334292,34334364,NA,NA,1.33322387523e-05,0.00298594541469,"0.975,1.0,0.956","0.876,0.922,0.939","SE","18","Srp19",8.40920628236915,9.12334143223141,10.7068645705234,7.65709598870523,8.44417597217631,7.75489737575758,9.18674894168962,8.17844493223141,NA,"mus","brain","GSE125483"
"61","ENSMUSG00000014778","-","Fhod1","chr8",105331824,105332036,NA,NA,0.000393853654733,0.0184376094587,"1.0,1.0,1.0","1.0,1.0,0.567","RI","8","Fhod1",1.1556715945135,1.41891999657094,0.944364735533648,1.341544689027,1.07993539134162,1.4682867966138,1.05999057379626,1.40958382740391,NA,"mus","brain","GSE125483"
"62","ENSMUSG00000015094","+","Npdc1","chr2",25408686,25408904,NA,NA,0.000760714980709,0.0309893031371,"0.046,0.037,0.04","0.042,0.066,0.068","RI","2","Npdc1",25.4235479019457,19.1763180166411,17.2043583008193,28.1925342821301,17.2976240299539,33.1120062480799,19.9751767442396,26.8269528489504,NA,"mus","brain","GSE125483"
"63","ENSMUSG00000015095","+","Fbxw5","chr2",25501935,25502151,25502400,25502558,0.000171069765708,0.0224583240943,"0.314,0.265,0.237","0.359,0.427,0.343","MXE","2","Fbxw5",17.8818947768676,16.8408058807339,16.0436424216907,22.9250221615334,17.3240695714286,24.362702224443,17.0832022566623,21.3761767555701,NA,"mus","brain","GSE125483"
"64","ENSMUSG00000015126","+","Tsr3","chr17",25240443,25240663,NA,NA,0.000430518398976,0.0329641275311,"1.0,1.0,1.0","0.87,0.949,0.882","SE","17","Tsr3",12.152829,11.057611,11.186473,13.313184,11.655125,14.896703,11.664809,13.089166,NA,"mus","brain","GSE125483"
"65","ENSMUSG00000015222","+","Map2","chr1",66410573,66410819,NA,NA,4.39589967072e-06,0.00138286957357,"0.046,0.034,0.037","0.017,0.018,0.014","SE","1","Map2",26.3204016021035,39.7081749761688,39.8619848078303,35.9028045323728,30.7693839966563,22.2339088835795,32.3172568021967,32.6149627973737,NA,"mus","brain","GSE125483"
"66","ENSMUSG00000015522","+","Arnt","chr3",95490552,95490655,NA,NA,0.000772816000533,0.0498301685356,"1.0,1.0,1.0","0.891,0.927,0.949","SE","3","Arnt",4.14864035868615,4.04257591295117,4.6051959191957,5.15063471412514,4.02432876058449,4.17549638366429,4.25938834615545,4.45623567024687,NA,"mus","brain","GSE125483"
"67","ENSMUSG00000015542","-","Nat9","chr11",115185006,115185116,NA,NA,5.71476237343e-05,0.00836296429313,"1.0,1.0,1.0","1.0,0.797,0.939","SE","11","Nat9",4.06424738770571,3.65657671829622,2.94831364085189,4.06897944869313,3.56079863843175,5.10639003436592,3.52445322232978,4.27731540045176,NA,"mus","brain","GSE125483"
"68","ENSMUSG00000015709","-","Arnt2","chr7",84262543,84262538,NA,NA,0.000464717783136,0.02109103785,"1.0,1.0,1.0","1.0,1.0,0.933","A3SS","7","Arnt2",34.505024193003,34.8650101684224,35.5312476015087,38.2922393882169,32.8975518910131,36.6000821663415,34.3112745618416,36.5857772409936,NA,"mus","brain","GSE125483"
"69","ENSMUSG00000015790","-","Surf1","chr2",26915784,26915749,NA,NA,2.96580052739e-08,1.30659930964e-05,"0.946,1.0,1.0","0.456,0.77,0.795","A3SS","2","Surf1",18.2371385932687,17.3370403822019,18.9431967598403,18.1086503108956,18.7680492686823,20.0817242247576,18.6494615405971,18.5091383059517,NA,"mus","brain","GSE125483"
"70","ENSMUSG00000015790","-","Surf1","chr2",26915749,26915954,NA,NA,2.80955300136e-08,1.22095146145e-05,"0.897,1.0,1.0","0.34,0.698,0.688","RI","2","Surf1",18.2371385932687,17.3370403822019,18.9431967598403,18.1086503108956,18.7680492686823,20.0817242247576,18.6494615405971,18.5091383059517,NA,"mus","brain","GSE125483"
"71","ENSMUSG00000015790","-","Surf1","chr2",26915769,26915749,NA,NA,4.41224598302e-07,0.000132505616112,"0.966,1.0,1.0","0.661,0.91,0.901","A3SS","2","Surf1",18.2371385932687,17.3370403822019,18.9431967598403,18.1086503108956,18.7680492686823,20.0817242247576,18.6494615405971,18.5091383059517,NA,"mus","brain","GSE125483"
"72","ENSMUSG00000015966","-","Il17rb","chr14",30003046,30002414,NA,NA,1.89326332389e-12,2.23405072219e-09,"1.0,1.0,1.0","0.048,0.233,0.467","A3SS","14","Il17rb",0.362596435392501,0.372063330725654,0.442807649581872,0.340631997572161,0.473489053142703,0.335943087941732,0.426297712705692,0.349546138746516,NA,"mus","brain","GSE125483"
"73","ENSMUSG00000016346","-","Kcnq2","chr2",181076202,181081454,NA,NA,3.98117964188e-05,0.00366992377897,"0.979,0.983,0.995","1.0,0.953,0.929","RI","2","Kcnq2",4.68994115135501,19.9749602129908,4.25894727075524,4.68032094457076,4.33003910747865,3.70979923750999,4.42630917652963,9.45502679835718,NA,"mus","brain","GSE125483"
"74","ENSMUSG00000017210","-","Med24","chr11",98705267,98705521,NA,NA,0.00106627227606,0.0363545441421,"0.017,0.006,0.006","0.019,0.021,0.026","RI","11","Med24",13.8180095220588,12.6386977731311,12.9281198365502,16.4782312262561,12.363029707261,15.7016052481618,13.03638635529,14.9395114158497,NA,"mus","brain","GSE125483"
"75","ENSMUSG00000017670","-","Elmo2","chr2",165294323,165294311,NA,NA,0.000601187909402,0.0239124179695,"0.984,1.0,0.992","0.975,0.951,0.975","A3SS","2","Elmo2",24.0984457865304,19.0812959377631,18.4016319119062,22.6501632238425,18.9725575920024,21.7284647588695,20.4908784301463,21.1533079734917,NA,"mus","brain","GSE125483"
"76","ENSMUSG00000017715","+","Pgs1","chr11",118014646,118014722,NA,NA,0.000743453366094,0.0487929202793,"0.866,0.947,0.948","0.891,0.776,0.707","SE","11","Pgs1",8.75516601875117,8.44444113257079,8.26668956684793,9.90727556009751,7.74679355297206,9.90221005512845,8.25621637952372,9.41797558259892,NA,"mus","brain","GSE125483"
"77","ENSMUSG00000017715","+","Pgs1","chr11",118014573,118014722,NA,NA,0.000210521899298,0.0198377968854,"0.932,0.971,0.973","0.949,0.854,0.833","SE","11","Pgs1",8.75516601875117,8.44444113257079,8.26668956684793,9.90727556009751,7.74679355297206,9.90221005512845,8.25621637952372,9.41797558259892,NA,"mus","brain","GSE125483"
